UW DIC Data - RB-98-04 Leg1 (TAO),,,,,,,,,
,,,,,,,,,
Julian Date,Date,Lat (dec),Long (dec),DIC,Chl,SST(TSG),Sal(TSG),"fCO2w, in situ",fCO2a
317.1092824,36112,7.245577,-84.781914,1879.907333,1.179,27.47,32.91,376.96,350.98
317.123669,36112,7.245477,-84.704697,1878.933333,1.154,27.57,32.82,371.88,350.98
317.1379977,36112,7.24497,-84.629684,1876.290333,1.118,27.54,32.8,372.85,350.99
317.1523843,36112,7.246795,-84.553391,1876.014333,1.119,27.52,32.8,370.7,350.99
317.166794,36112,7.248757,-84.475121,1881.389333,0.975,27.53,32.74,371.09,350.99
317.1811574,36112,7.249172,-84.400414,1864.221333,0.839,27.57,32.36,376.09,350.74
317.1955324,36112,7.248747,-84.340797,1860.892333,0.85,27.64,32.3,375.53,350.74
317.2098843,36112,7.24759,-84.263763,1858.035333,0.87,27.62,32.3,372.52,350.74
317.2241782,36112,7.247077,-84.190865,1870.853333,0.89,27.55,32.44,373.9,350.44
317.2385417,36112,7.245572,-84.117615,1866.130333,0.953,27.54,32.47,374.17,350.44
317.2528935,36112,7.246141,-84.044983,1869.000333,0.968,27.54,32.56,372.02,350.44
317.2672106,36112,7.246967,-83.988251,1867.815333,0.937,27.54,32.48,369.36,350.37
317.2815162,36112,7.243478,-83.915771,1868.100333,0.967,27.46,32.51,367.65,350.37
317.2958102,36112,7.239525,-83.838104,1860.833333,0.893,27.39,32.35,365.68,350.37
317.3100926,36112,7.229398,-83.764618,1860.701333,0.884,27.41,32.26,364.38,350.07
317.3243634,36112,7.220757,-83.692917,1857.386333,0.856,27.54,32.18,364.59,350.07
317.3393287,36112,7.214338,-83.61898,1851.592333,0.825,27.56,32.16,363.2,350.07
317.354294,36112,7.208643,-83.544052,1846.704333,0.83,27.51,32.14,361.82,349.68
317.3685995,36112,7.204693,-83.486671,1851.440333,0.824,27.56,32.12,363.34,349.68
317.3829167,36112,7.199093,-83.411308,1843.036333,0.824,27.53,32.08,361.89,349.68
317.3972338,36112,7.193328,-83.333466,1843.503333,0.826,27.49,32.07,361.01,349.86
317.4115046,36112,7.18601,-83.25972,1846.249333,0.838,27.61,32.07,363.87,349.86
317.425787,36112,7.178923,-83.187035,1847.828333,0.844,27.55,32.08,362.68,349.86
317.4400463,36112,7.172554,-83.125427,1845.001333,0.9,27.4,32.1,358.85,350.05
317.4543634,36112,7.169073,-83.05304,1842.751333,0.949,27.3,31.98,347.07,350.05
317.4686458,36112,7.165055,-82.987328,1835.630333,0.948,27.27,31.99,341.33,350.05
317.4829051,36112,7.160783,-82.919991,1834.214333,0.965,27.26,31.97,337.2,351.02
317.4971875,36112,7.157663,-82.852455,1834.554333,0.983,27.29,31.98,335.05,351.02
317.5114583,36112,7.15484,-82.785599,1837.082333,1.047,27.41,31.88,343.16,350.7
317.5257407,36112,7.152703,-82.730461,1815.655333,0.953,27.43,31.25,345.72,350.7
317.540706,36112,7.14871,-82.663231,1812.980333,0.967,27.36,31.21,343.94,350.7
317.5556829,36112,7.144802,-82.597504,1814.600333,0.993,27.48,31.29,347.61,350.83
317.5708102,36112,7.140787,-82.518288,1819.289333,0.988,27.42,31.39,349.33,350.83
317.5852315,36112,7.136662,-82.463387,1826.386333,0.958,27.41,31.58,352.64,350.83
317.602419,36112,7.129257,-82.386993,1829.966333,0.933,27.48,31.6,355.04,350.79
317.7027199,36112,7.057527,-81.975792,1766.795333,0.969,27.37,30.54,347.11,350.32
317.716713,36112,7.052725,-81.913628,1750.367333,0.951,27.45,30.25,344.54,350.32
317.7312731,36112,7.032578,-81.861183,1726.648333,0.987,27.67,29.95,337.59,349.9
317.7457986,36112,7.031611,-81.794495,1692.237333,0.999,27.62,29.48,319.75,349.9
317.7602894,36112,7.032798,-81.727516,1692.102333,0.978,27.79,29.35,312.74,349.9
317.7748148,36112,7.036483,-81.658089,1684.948333,1.018,27.81,29.32,314.75,349.51
317.7893866,36112,7.041662,-81.590919,1678.173333,1.028,27.95,29.13,313.78,349.51
317.803831,36112,7.041013,-81.526207,1674.516333,1.059,28.06,29.07,309.64,349.04
317.8182639,36112,7.003997,-81.467323,1677.174333,1.09,28,29.12,312.39,349.04
317.832662,36112,6.996063,-81.413086,1674.737333,1.115,27.89,29.07,308.32,349.04
317.8471875,36112,7.003287,-81.347725,1653.584333,1.268,28.08,28.69,305.78,348.86
317.8616551,36112,7.012823,-81.27507,1638.746333,1.538,28.02,28.61,300.2,348.86
317.8760764,36112,7.024328,-81.200104,1631.322333,1.645,28.04,28.37,295.37,348.86
317.8904977,36112,7.03578,-81.129692,1631.074333,1.407,28.23,28.24,299.18,-999.99
317.9048727,36112,7.047359,-81.058502,1627.923333,1.357,28.22,28.22,302.34,-999.99
317.9193287,36112,7.056541,-80.99691,1628.938333,1.541,28.3,28.23,301.29,-999.99
317.9337269,36112,7.066647,-80.924126,1628.389333,1.587,28.3,28.01,298.55,-999.99
317.9481713,36112,7.070842,-80.851967,1612.707333,1.578,28.27,28.04,300.84,-999.99
317.9625579,36112,7.062647,-80.777451,1616.285333,1.837,28.52,27.77,298.9,-999.99
317.9768287,36112,7.048505,-80.706116,1620.695333,1.806,28.42,27.94,289.54,-999.99
318.0055093,36113,7.0519,-80.57,1612.581333,1.8,28.36,27.96,294.63,-999.99
318.019838,36113,7.055413,-80.515106,1604.046333,1.837,28.38,27.69,291.74,348.68
318.0341551,36113,7.058599,-80.449593,1603.560333,1.897,28.33,27.69,286.28,348.68
318.0484606,36113,7.070537,-80.383629,1603.432333,1.965,28.34,27.64,288.9,348.68
318.0628356,36113,7.091993,-80.320648,1602.270333,2.158,28.37,27.47,290.09,-999.99
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,
,,,,,
,,,,,
