Dataset:              EMAP Stream Physical Habitat Assessment
File Name:            habbest
Date Created:         02/22/99
# Variables:          71
# Header Records:     81
# Data Records:       251
Missing Value Symbol: .

Variables:    DATE_COL         Date stream visited
              LAT_DD           Sample Site Latitude (decimal degrees)
              LON_DD           Sample Site Longitude (decimal degrees)
              LSUB_DMM         Log10 est substrate geom mean diam (mm)
              PCAN_C           Riparian Canopy Coniferous (Prop reach)
              PCT_BDRK         Substrate Bedrock (%)
              PCT_BIGR         Substrate >= Coarse Gravel >16 mm (%)
              PCT_DRS          Dry Channel or Subsurf Flow (%)
              PCT_FA           Falls (% of reach)
              PCT_FAST         Fast Wtr Hab (% riffle & faster)
              PCT_FN           Substrate Fines -- Silt/Clay/Muck (%)
              PCT_HP           Substrate Hardpan -- (%)
              PCT_ORG          Substrate Wood or Detritus -- (%)
              PCT_POOL         Pools -- All Types (% of reach)
              PCT_RC           Substrate Concrete (%)
              PCT_SA           Substrate Sand -- .06-2 mm (%)
              PCT_SAFN         Substrate Sand & Fines -- <2 mm (%)
              PCT_SFGF         Substrate <= Fine Gravel <16 mm (%)
              PCT_SLOW         Slow Wtr Hab (% Glide & Pool)
              RP100            Residual Mean Depth (cm or m2/100m)
              RPGT75           number of nonmissing values, MAXDEP
              RPMDEP           the largest value, MAXDEP
              RPXAREA          the mean, POOLAR
              SAMPLED          Site Sampled Code
              SDDEPTH          Std Dev of Thalweg Depth (cm)
              SDWXD            Std Dev of Width*Depth Product (m2)
              SINU             Channel Sinuosity (m/m)
              STRMNAME         Stream Name from 7.5 map
              STRM_ID          individual site identification
              V1W_MSQ          ave. v1w per square meter stream
              V4W_MSQ          ave. v4w per square meter stream
              VISIT_NO         visit number-within year
              W1H_LOG          Rip Dist--Logging Activity (ProxWt Pres)
              W1H_PIPE         Rip Dist--Pipes infl/effl (ProxWt Pres)
              W1H_WALL         Rip Dist--Wall/Bank Revet. (ProxWt Pres)
              W1_HAG           Rip Dist--Sum Agric Types (ProxWt Pres)
              W1_HALL          Rip Dist--Sum All Types (ProxWt Pres)
              W1_HNOAG         Rip Dist--Sum NonAg Types (ProxWt Pres)
              WD_RAT           Mean Width/Depth Ratio (m/m)
              XBKF_H           mean BANKHT 93 see data documentation
              XBKF_W           mean BANKWD. 93 see data documentation
              XBK_A            the mean, ANGLE
              XC               Riparian Veg Canopy Cover
              XCDENBK          Mean Bankside Canopy Density (%)
              XCDENMID         Mean MidChannel Canopy Density (%)
              XCL              Riparian Canopy >.3m DBH (Cover)
              XCMGW            Rip Veg Canopy+Mid+Ground Woody Cover
              XCMW             Rip Veg Canopy+Mid Layer Woody Cover
              XDEPTH           Thalweg Mean Depth (cm)
              XEMBED           Mean Embeddedness--Channel+Margin (%)
              XFC_ALG          Filamentous Algae Cover (Areal Prop.)
              XFC_ALL          Fish Cvr--All Types (Sum Areal Prop)
              XFC_AQM          Aq. Macrophytes Cover (Areal Prop.)
              XFC_BIG          Fish Cvr--LWD,Bldr,OHBk,Struct (Areal P)
              XFC_BRS          Brush & Small Debris Cvr (Areal Prop.)
              XFC_HUM          Fish Cvr--Artif. Structs. (Areal Prop)
              XFC_LWD          Lg. Woody Debris Cover (Areal Prop.)
              XFC_NAT          Fish Cvr--Natural Types (Sum Areal Prop)
              XFC_OHV          Overhang. Veg. Cover (Areal Prop.)
              XFC_RCK          Fish Cover--Boulders (Areal Prop.)
              XFC_UCB          Undercut Bank Cover (Areal Prop.)
              XG               Riparian Veg Ground Layer Cover
              XGB              Rip Ground Layer Barren (Cover)
              XINC_H           mean incis ht 93 see data documentation
              XPCM             Rip Can & MidLayer Present (Prop reach)
              XPCMG            Riparian 3-Layers Present (Prop reach)
              XSLOPE           Channel Slope -- reach mean (%)
              XUN              the mean, UNDERCUT
              XWIDTH           Wetted Width -- Mean (m)
              XWXD             Mean Width*Depth Product (m2)
              YEAR             Sample Year

"DATE_COL","LAT_DD","LON_DD","LSUB_DMM","PCAN_C","PCT_BDRK","PCT_BIGR","PCT_DRS","PCT_FA","PCT_FAST","PCT_FN","PCT_HP","PCT_ORG","PCT_POOL","PCT_RC","PCT_SA","PCT_SAFN","PCT_SFGF","PCT_SLOW","RP100","RPGT75","RPMDEP","RPXAREA","SAMPLED","SDDEPTH","SDWXD","SINU","STRMNAME","STRM_ID","V1W_MSQ","V4W_MSQ","VISIT_NO","W1H_LOG","W1H_PIPE","W1H_WALL","W1_HAG","W1_HALL","W1_HNOAG","WD_RAT","XBKF_H","XBKF_W","XBK_A","XC","XCDENBK","XCDENMID","XCL","XCMGW","XCMW","XDEPTH","XEMBED","XFC_ALG","XFC_ALL","XFC_AQM","XFC_BIG","XFC_BRS","XFC_HUM","XFC_LWD","XFC_NAT","XFC_OHV","XFC_RCK","XFC_UCB","XG","XGB","XINC_H","XPCM","XPCMG","XSLOPE","XUN","XWIDTH","XWXD","YEAR" 
05/12/1995,41.72338,-75.53886,1.6844692091,0.6363636364,0,81.818181818,0,0,85.858585859,7.2727272727,0,0,0,0,0,7.2727272727,18.181818182,14.141414141,8.5134570519,1,80,0.8513457052,"Yes",11.985466703,1.0132844719,1.652119866,"TUNKHANNOCK CREEK","PA015S",0.0137035803,0,1,0,0,0,0.1212181818,0.1212181818,0,20.00815758,0.3727272727,7.5545454545,37.272727273,0.6045454545,82.085561497,69.786096257,0.3090909091,1.2613636364,1.0818181818,33.404040404,48.418181818,0.0045454545,0.575,0.0045454545,0.4431818182,0.1090909091,0,0.0772727273,0.575,0.0227272727,0.3386363636,0.0272727273,0.4761363636,0.4625,1.5545454545,0.8181818182,0.8181818182,1.1,0.0659090909,6.005,1.9745,1995 
06/24/1995,41.72338,-75.53886,1.7841696574,0.5454545455,0,83.636363636,0,0,75,1.8181818182,0,1.8181818182,3,0,0,1.8181818182,14.545454545,25,4.331740935,0,50,0.3684259658,"Yes",7.5422781436,0.4915596125,1.061486413,"TUNKHANNOCK CREEK","PA015S",0.0336076159,0.0272798013,2,0,0,0,0,0,0,19.340869803,0.35,6.9545454545,26.409090909,0.5931818182,71.122994652,62.299465241,0.4875,0.7909090909,0.7136363636,20.23,24.444444444,0,0.6431818182,0,0.5613636364,0.0590909091,0,0.0318181818,0.6431818182,0.0227272727,0.4931818182,0.0363636364,0.3556818182,0.4352272727,1.35,0.7272727273,0.5,1.4625,0.0681818182,3.775,0.8293,1995 
06/04/1996,41.72338,-75.53886,1.4336970435,0.1363636364,0,65.957446809,.,.,.,0,0,0,.,0,17.021276596,17.021276596,31.914893617,.,.,.,.,.,"Yes",.,.,1.0693518647,"TUNKHANNOCK CREEK","PA015S",0.0022515625,0,1,0,0,0,0.20001,0.33335,0.13334,.,1.1636363636,13.927272727,29.75,0.4215909091,62.56684492,54.545454545,0.0477272727,0.8,0.6681818182,.,25.765957447,0.2840909091,0.3090909091,0.0181818182,0.1636363636,0.0954545455,0,0.0272727273,0.3090909091,0.05,0.1,0.0363636364,0.425,0.4590909091,1.1636363636,0.9090909091,0.9090909091,0.935,0,5.2363636364,.,1996 
09/13/1996,41.72338,-75.53886,1.6146627364,0.4090909091,0,76.363636364,0,0,46,1.8181818182,0,0,4,0,0,1.8181818182,23.636363636,54,11.114639775,0,66,1.6328416251,"Yes",12.314088179,0.5875999355,1.0949121886,"TUNKHANNOCK CREEK","PA015S",0.0300362016,0.0267418534,2,0,0,0,0.4090909091,0.4090909091,0,21.903237045,0.6,8.7,24.545454545,0.4261363636,75.935828877,65.106951872,0.2579545455,0.8738636364,0.7659090909,27.14,42.454545455,0.0090909091,0.5772727273,0.0136363636,0.4681818182,0.0954545455,0,0.0727272727,0.5772727273,0.0136363636,0.3681818182,0.0272727273,0.3875,0.5863636364,1.1,0.7727272727,0.7727272727,1.1,0.0090909091,4.6761904762,1.227,1996 
06/25/1995,40.70689,-78.01834,0.6548237364,0,0,32.727272727,0,0,25.252525253,36.363636364,3.6363636364,0,22.222222222,0,5.4545454545,41.818181818,63.636363636,74.747474747,21.865950183,4,100,4.3731900367,"Yes",19.873880848,1.7294791268,1.2948622191,"HALFMOON CREEK","PA018S",0,0,2,0,0.0303045455,0,0.1666681818,1.2348818182,1.0682136364,12.579953977,0.2272727273,6.0545454545,60.681818182,0.275,73.262032086,45.187165775,0.1227272727,0.5897727273,0.4704545455,47.262626263,73.545454545,0,0.2477272727,0.0409090909,0.0590909091,0,0,0,0.2477272727,0.1886363636,0.0227272727,0.0363636364,0.8545454545,0.0829545455,1.2363636364,0.6818181818,0.6818181818,0.3825,0.0318181818,5.14,2.59855,1995 
06/11/1996,40.70689,-78.01834,-0.387559837,0,0,14.814814815,0,0,30,42.592592593,0,1.8518518519,50,0,18.518518519,61.111111111,75.925925926,70,.,.,.,.,"Yes",22.773278688,1.694644771,1.2065692076,"HALFMOON CREEK","PA018S",0,0,1,.,0,0.9,.,.,.,13.110186717,0.7636363636,6.7222222222,53.380952381,0.1523809524,55.882352941,34.062927497,0.0357142857,0.3880952381,0.3357142857,48.2,68.20754717,0.15,0.1868181818,0.0545454545,0.1318181818,0,0.0090909091,0,0.1777272727,0.055,0.0954545455,0.0272727273,0.7952380952,0.0404761905,0.7636363636,0.7619047619,0.7619047619,0.335,0.0272727273,4.9454545455,2.6413,1996 
06/30/1993,40.44536,-76.05247,-0.691421091,0,0,9.0909090909,0,0,47,45.454545455,0,0,10,0,21.818181818,67.272727273,90.909090909,53,4.7905830918,0,59,0.4032074102,"Yes",9.3062974226,0.6973983231,1.0096275139,"PLUM CR.","PA505S",0.0016524004,0,1,0,0.075,0.15,0.18334,1.94169,1.75835,10.91397484,0.4,5.45,42.272727273,0.03,28.609625668,28.877005348,0.0225,0.055,0.04,13.17,85.454545455,0.4225,0.3925,0.2025,0.04,0.005,0.03,0.005,0.3625,0.3475,0.005,0,0.89,0,1,0.3,0.3,0.85,.,1.3435,0.267025,1993 
06/09/1993,41.66547,-76.51676,2.2196521667,0.0454545455,3.6363636364,94.545454545,0,0,89,1.8181818182,0,0,11,0,0,1.8181818182,3.6363636364,11,3.5350382582,0,66,0.4760518188,"Yes",8.9648640748,0.7163325419,1.0142512654,"MILLSTONE CR.","PA508S",0,0,1,0,0,0,0,1.0303363636,1.0303363636,25.831302913,0.55,11.65,27.272727273,0.2142857143,83.689839572,54.411764706,0.0880952381,0.4404761905,0.4119047619,33.07,22.019230769,0.0272727273,0.8954545455,0.0409090909,0.6931818182,0,0,0,0.8954545455,0.2022727273,0.6795454545,0.0136363636,0.2642857143,0.0333333333,2.36,0.8095238095,0.8095238095,2.5,0.11,8.003,2.61425,1993 
07/07/1993,41.66547,-76.51676,2.4329497222,0,9.0909090909,96.363636364,1,0,76,0,0,1.8181818182,7,0,0,0,1.8181818182,23,4.3362749699,0,56,0.5839516959,"Yes",8.8459543912,0.7508557744,1.004522552,"MILLSTONE CR.","PA508S",0.0139550379,0.0139550379,2,0,0,0,0,0.88336,0.88336,27.494445607,0.55,7.45,22.954545455,0.685,67.647058824,41.978609626,0.325,1.26,1.07375,22.54,22.830188679,0.005,1.0125,0.025,0.8325,0.03,0.005,0.045,1.0075,0.15,0.7825,0,0.6075,0.07875,2.63,0.95,0.95,1.75,.,5.789,1.3197,1993 
06/08/1994,41.66547,-76.51676,2.059679,0,7.2727272727,89.090909091,0,0,90.099009901,0,0,1.8181818182,6.9306930693,0,1.8181818182,1.8181818182,9.0909090909,9.900990099,3.7047756806,0,61,0.3918829387,"Yes",8.2455748708,1.2372698127,1.0079796406,"MILLSTONE CR.","PA508S",0.0052067616,0.0050290036,1,0,0,0.0454545455,0,1.3258,1.3258,30.408911558,0.1181818182,7.3181818182,32.181818182,0.6886363636,78.877005348,43.048128342,0.3113636364,1.4079545455,1.2852272727,25.554455446,23.5,0,0.8931818182,0,0.7022727273,0.0318181818,0,0.1318181818,0.8931818182,0.1590909091,0.5477272727,0.0227272727,0.7465909091,0.2261363636,0.7333333333,0.7727272727,0.7727272727,1.8,0,7.585,2.0398,1994 
06/14/1994,41.66547,-76.51676,2.1612004327,0,3.6363636364,89.090909091,0,0,97,0,0,5.4545454545,0,0,0,0,5.4545454545,3,5.9803049487,1,87,0.8456151197,"Yes",11.04579997,0.8809219665,1.0051383998,"MILLSTONE CR.","PA508S",0.0049987404,0.0028478068,2,0,0,0.1212136364,0,1.46975,1.46975,19.622644964,-0.072727273,8.1,30.727272727,0.2625,88.502673797,51.604278075,0.0681818182,0.7011363636,0.6306818182,46.52,36.25,0,0.6954545455,0.0454545455,0.5681818182,0.05,0.0045454545,0.0090909091,0.6909090909,0.0772727273,0.5454545455,0.0090909091,0.6840909091,0.325,0.7727272727,0.8181818182,0.8181818182,1.76,0.32,8.7636363636,4.0062,1994 
06/14/1993,41.30224,-75.44573,1.769916283,0,0,80,0,0,54.666666667,1.8181818182,0,3.6363636364,45.333333333,0,10.909090909,12.727272727,16.363636364,45.333333333,13.404617369,0,68,1.124498457,"Yes",16.345444535,0.6058599177,1.1958148124,"NONAME TRIB EAST BRANCH","PA509S",0.0020204908,0,1,0,0,0,0,0,0,23.893284706,0.21,3.93,31.157894737,0.2545454545,100,100,0.1409090909,0.475,0.4227272727,19.74,33.75,0,0.8772727273,0.0045454545,0.6340909091,0.1,0,0.0227272727,0.8772727273,0.1431818182,0.3840909091,0.2272727273,0.4159090909,0.0704545455,1.38,0.9545454545,0.9545454545,0.7,0.1933333333,2.798,0.59678,1993 
06/16/1993,41.10133,-78.08169,1.2221724216,0,0,40,0,0,77.941176471,0,0,7.2727272727,5.8823529412,0,23.636363636,23.636363636,52.727272727,22.058823529,5.4441606883,0,43,0.2868653901,"Yes",7.704563201,0.2698269327,1.3623140332,"LAUREL RUN","PA510S",0.0017150903,0,1,0,0.1969727273,0,0,2.0152363636,2.0152363636,18.263124609,0.33,4.6,28.181818182,0.3011363636,97.860962567,97.727272727,0.1306818182,0.8352272727,0.8238636364,13.448529412,70.980392157,0,0.775,0.0409090909,0.5090909091,0.0272727273,0,0.0045454545,0.775,0.2386363636,0.4272727273,0.0772727273,0.0272727273,0.6545454545,2.72,0.9545454545,0.2727272727,1.7777777778,0.0090909091,2.0018382353,0.2929227941,1993 
06/07/1993,41.21731,-76.80550,0.3987848148,0,0,36.363636364,0,0,56,41.818181818,0,1.8181818182,5,0,10.909090909,52.727272727,61.818181818,44,11.637734831,2,84,1.2593691621,"Yes",19.14011072,1.0435824032,1.5193291966,"WOLF CR.","PA513S",0.0154051181,0.0154051181,1,0,0,0,0.1515181818,0.5151681818,0.36365,17.993338682,0.51,5.45,23.863636364,0.2318181818,92.717086835,95.187165775,0.0477272727,0.3852272727,0.3443181818,29.86,67.962962963,0,0.1181818182,0,0.0181818182,0.0272727273,0,0.0090909091,0.1181818182,0.0727272727,0.0045454545,0.0045454545,0.1568181818,0.2022727273,5.35,0.9090909091,0.9090909091,2,.,4.077,1.28801,1993 
06/24/1993,41.21731,-76.80550,0.6288078981,0,0,43.636363636,0,0,58,34.545454545,0,0,0,0,12.727272727,47.272727273,54.545454545,42,11.483114333,2,79,1.0873073884,"Yes",17.822004331,1.0242572721,1.5633966811,"WOLF CR.","PA513S",0.0160448671,0.0153149638,2,0,0,0,0.1666681818,0.5303181818,0.36365,16.968057675,0.34,4.43,35.772727273,0.1840909091,95.989304813,94.652406417,0.0477272727,0.3136363636,0.2818181818,30.18,73.611111111,0,0.1772727273,0,0.1045454545,0.0318181818,0,0.05,0.1772727273,0.0409090909,0.05,0.0045454545,0.1204545455,0.1636363636,4.07,0.9090909091,0.9090909091,1.9,0.485,4.101,1.30699,1993 
06/16/1994,41.21731,-76.80550,0.2790617037,0,5.4545454545,32.727272727,0,0,32,43.636363636,0,1.8181818182,10,0,18.181818182,61.818181818,65.454545455,68,29.009919204,2,150,8.3714338276,"Yes",30.317943149,1.6993022882,1.7588497783,"WOLF CR.","PA513S",0.0130048986,0.0064922297,2,0.1818272727,0,0.2575818182,0.7273,1.6743,0.947,11.820729527,0.1909090909,6.6,35.952380952,0.225,89.572192513,87.834224599,0.0829545455,0.4511363636,0.3931818182,53.29,74.537037037,0,0.2204545455,0.0045454545,0.1340909091,0.0681818182,0.0795454545,0.0318181818,0.1409090909,0.0181818182,0.0090909091,0.0136363636,0.6602272727,0.3693181818,1.5636363636,0.8181818182,0.8181818182,0.15,.,5.3818181818,2.8484,1994 
06/15/1993,40.68346,-78.33228,2.2811803077,0,0,92.452830189,0,0,66.666666667,3.7735849057,0,1.8867924528,11.428571429,0,0,3.7735849057,5.6603773585,33.333333333,5.906170605,1,80,0.5564925192,"Yes",10.321063849,0.4685628155,1.1157548108,"TIPTON RUN","PA516S",0.0051246019,0,1,0,0,0,0,0.1,0.1,17.164284383,0.35,.,36.363636364,0.9675,99.705882353,95.735294118,0.4575,1.4675,1.4275,29.733333333,27.307692308,0,1.0825,0,0.665,0.2025,0,0.12,1.0825,0.215,0.445,0.1,0.485,0.0325,.,1,1,3.5417,0.1,4.4857142857,1.2939428571,1993 
06/02/1993,40.19388,-78.59230,0.8380657273,0,0,50.909090909,0,0,43.689320388,25.454545455,0,0,37.86407767,0,0,25.454545455,49.090909091,56.310679612,3.2810978141,0,25,0.2559256295,"Yes",4.9562333481,0.0882924648,1.1063113384,"NONAME TRIB GEORGES CR.","PA517S",0,0,1,0,0.225,0.225,0,3.60005,3.60005,18.707394005,0.28,1.78,46.5,0.0875,65.50802139,72.192513369,0.075,0.20625,0.15375,8.4563106796,74.363636364,0,0.4925,0.1875,0.3225,0.005,0.03,0.01,0.4625,0.165,0.1225,0.16,0.75875,0.1875,0.82,0.4,0.4,1.5111,0.59,1.1672815534,0.1047126214,1993 
06/23/1993,40.33531,-77.34540,2.30923714,0,11.111111111,87.037037037,0,0,45,3.7037037037,0,7.4074074074,6,0,0,3.7037037037,5.5555555556,55,3.2115988439,0,59,0.5189943732,"Yes",8.7137416148,0.9341112853,1.0099454242,"LAUREL RUN (SHEAFFER VALLEY)","PA518S",0.0000179687,0,1,0,0,0,0,1.33335,1.33335,37.277229144,0.21,9.76,48,0.5525,97.860962567,81.951871658,0.25875,0.87875,0.775,29.5,45.568181818,0,0.635,0.005,0.38,0,0,0,0.635,0.255,0.34,0.04,0.33625,0.17625,1.98,1,0.85,2.29,0.23,10.087,2.92384,1993 
06/29/1993,40.39046,-76.68951,0.7829120283,0,5.4545454545,30.909090909,0,0,54.081632653,18.181818182,0,3.6363636364,32.653061224,0,10.909090909,29.090909091,65.454545455,45.918367347,2.8987609033,0,23,0.2608884813,"Yes",4.2244924705,0.0682818836,1.1685462201,"BOW CR.","PA519S",0.0276864237,0.0200935376,1,0,0,0,0.9,1.25,0.35,19.042747001,0.4,4.98,23.863636364,0.33875,93.315508021,92.379679144,0.1425,0.8225,0.6925,6.7920792079,65.1,0.01,0.625,0.005,0.075,0.015,0.005,0.05,0.62,0.535,0.01,0.01,0.595,0.015,1.05,1,1,0.7500272727,.,0.9658163265,0.0713061224,1993 
06/03/1993,39.83982,-78.24806,0.7887810648,0,0,34.545454545,0,0,67.808219178,20,0,1.8181818182,6.1643835616,0,5.4545454545,25.454545455,63.636363636,32.191780822,1.27938156,0,21,0.0482228434,"Yes",3.0347071244,0.0555348994,1.0299905554,"NONAME TRIB TO TRIB LITTLE TONOLOWAY CR.","PA522S",0,0,1,0,0,0,0,0.6667,0.6667,26.041890092,0.43,3.3,28.090909091,0.3852272727,97.593582888,96.92513369,0.1363636364,0.8897727273,0.6818181818,6.8219178082,74.722222222,0.0227272727,0.4454545455,0.0590909091,0.1886363636,0.05,0,0.0090909091,0.4454545455,0.2068181818,0.0772727273,0.1022727273,0.6897727273,0.0488636364,1.3,0.9545454545,0.9545454545,3.0357,0.0136363636,1.5386986301,0.1054349315,1993 
06/22/1993,41.95601,-78.23433,1.4258230566,0,0,70.909090909,0,0,58,16.363636364,0,3.6363636364,7,0,1.8181818182,18.181818182,25.454545455,42,9.0941470367,1,77,1.2967183775,"Yes",12.581094523,1.1146796586,2.1198817639,"BELL RUN","PA523S",0,0,1,0,0,0,0.6667,1.7273590909,1.0606590909,28.1345873,0.51,7.7,39.095238095,0.0454545455,70.588235294,38.636363636,0.0136363636,0.2511363636,0.1988636364,27.17,20,0.05,0.2318181818,0,0.0863636364,0.0454545455,0,0,0.2318181818,0.1,0.0818181818,0.0045454545,0.8727272727,0.0568181818,1.5,0.4545454545,0.4545454545,1.025,0,6.518,1.80681,1993 
07/07/1993,41.95601,-78.23433,1.5886468981,0,0,74.074074074,0,0,13,11.111111111,0,0,64,0,3.7037037037,14.814814815,25.925925926,87,9.3995587154,0,65,2.2784530326,"Yes",11.296245018,0.8728881412,1.8443618837,"BELL RUN","PA523S",0.0003280642,0,2,0,0,0,0.9091,1.4242772727,0.5151772727,34.622839711,0.47,7.6,37.772727273,0.1181818182,53.20855615,34.625668449,0.0227272727,0.3568181818,0.3204545455,18.53,48.055555556,0,0.3818181818,0,0.1545454545,0.0681818182,0,0.0136363636,0.3818181818,0.1590909091,0.1409090909,0,0.3534090909,0.0681818182,.,0.6363636364,0.6363636364,0.25,.,4.966,0.9929,1993 
06/08/1994,41.95601,-78.23433,0.9132046389,0,0,54.545454545,0,0,35,20,0,1.8181818182,23,0,18.181818182,38.181818182,43.636363636,65,11.896811672,1,79,3.2042079436,"Yes",12.028665258,0.5995609597,1.63934936,"BELL RUN","PA523S",.,.,1,0,0,0,1.4242590909,2.9091818182,1.4849227273,28.346485052,0.8818181818,9.2727272727,45.954545455,0.0545454545,70.053475936,29.144385027,0.0272727273,0.1318181818,0.1318181818,31.41,46.759259259,0,0.2545454545,0.0409090909,0.0954545455,0.0363636364,0,0,0.2545454545,0.1227272727,0.0863636364,0.0090909091,0.875,0.0454545455,0.8818181818,0.3636363636,0.3636363636,0.11,0,7.22,1.9553,1994 
06/13/1994,41.95601,-78.23433,0.7710062685,0,0,47.272727273,0,0,56,23.636363636,0,1.8181818182,13,0,3.6363636364,27.272727273,50.909090909,44,10.748833603,2,113,2.5331417857,"Yes",16.675742983,1.4952404656,1.3099609152,"BELL RUN","PA523S",0.0003295579,0,2,0,0,0,0.5454681818,1.8864409091,1.3409727273,18.557158731,0.0636363636,6.9,45.772727273,0.055952381,25,14.558823529,0.019047619,0.3345238095,0.3035714286,49.02,49.390243902,0,0.0818181818,0,0.05,0.0090909091,0,0.0136363636,0.0818181818,0.0227272727,0.0090909091,0.0272727273,0.905952381,0.0047619048,0.6181818182,0.3333333333,0.3333333333,0.6525,0.0136363636,8.635,4.41095,1994 
06/29/1993,41.81760,-79.58672,0.8398836042,0,0,27.272727273,0,0,42,12.727272727,0,12.727272727,8,0,9.0909090909,21.818181818,60,58,15.334732673,1,78,4.9561856,"Yes",13.694631404,1.3912227118,1.1022688787,"E. BR. SPRING CR.","PA524S",0.0120235855,0.0066734796,1,0,0,0,0,0.3492238095,0.3492238095,33.046711105,0.47,15.5,31.727272727,0.4090909091,78.342245989,50.802139037,0.1090909091,1.075,1.0068181818,31.15,40.833333333,0,0.29,0,0.11,0.09,0,0.025,0.29,0.09,0.015,0.07,0.6284090909,0.2704545455,8.2,0.9545454545,0.9545454545,0.08,0.0083333333,8.501,2.63995,1993 
06/30/1993,41.81394,-79.56367,-0.9730425,0,0,5.4545454545,0,0,2,40,0,12.727272727,93.333333333,0,38.181818182,78.181818182,81.818181818,98,6.5077699286,0,30,0.5780430937,"Yes",6.3065925522,0.1329577982,2.0039531952,"COBBS RUN","PA525S",0.0050928641,0,1,0,0,0,0.33335,0.6970045455,0.3636545455,13.500877826,0.52,3.6,40.19047619,0.3795454545,78.823529412,79.411764706,0.0068181818,0.9431818182,0.8931818182,12.593333333,91.875,0,0.4727272727,0.0409090909,0.2,0.1909090909,0.0045454545,0.0272727273,0.4681818182,0.0818181818,0,0.1681818182,0.7852272727,0.0761363636,.,1,1,0.08,0.0666666667,1.364,0.18532,1993 
06/24/1993,41.34690,-79.80471,1.6159798396,0,0,69.090909091,0,1,80,10.909090909,0,3.6363636364,5,0,12.727272727,23.636363636,27.272727273,20,3.6151018897,0,41,0.2106492063,"Yes",6.8826454275,0.1589693379,1.0740431141,"AJAX RUN","PA526S",0.0014677686,0,1,0,0,0,0,0.3636545455,0.3636545455,18.217000632,0.4,.,49.545454545,0.5125,89.037433155,84.35828877,0.2659090909,1.3727272727,1.0431818182,11.27,29.622641509,0.0272727273,0.775,0,0.6568181818,0.0318181818,0,0.0227272727,0.775,0.0863636364,0.625,0.0090909091,0.8181818182,0.2125,3.7,0.9545454545,0.9545454545,3.7,0,1.5125,0.17661,1993 
07/08/1993,41.34690,-79.80471,1.9200660545,0,10.909090909,69.090909091,1.3333333333,0,36.666666667,1.8181818182,0,0,42,0,16.363636364,18.181818182,30.909090909,62,2.7500032864,0,44,0.1092764464,"Yes",6.6988295749,0.1614853316,1.0690922037,"AJAX RUN","PA526S",0,0,2,0,0.0454545455,0,0,0.5454545455,0.5454545455,18.768952343,0.52,3.27,34.545454545,0.2678571429,81.818181818,77.540106952,0.1107142857,0.6142857143,0.5011904762,8.3533333333,68.775510204,0,0.5568181818,0.0045454545,0.4386363636,0.0681818182,0,0.0045454545,0.5568181818,0.05,0.4295454545,0.0045454545,0.4130952381,0.219047619,2.98,1,1,6.3,0,1.0772,0.108724,1993 
05/24/1994,41.34690,-79.80471,1.7486200648,0.0909090909,0,61.818181818,0.6944444444,0,48.611111111,0,0,1.8181818182,31.944444444,0,18.181818182,18.181818182,36.363636364,50.694444444,4.6707234285,0,48,0.2612145325,"Yes",7.597153005,0.2198534088,1.0580671573,"AJAX RUN","PA526S",0.0207827294,0,1,0,0,0,0,1.0682318182,1.0682318182,18.207588085,0.5636363636,4.2636363636,42.65,0.3681818182,.,93.582887701,0.2579545455,1.0284090909,0.9829545455,12.393333333,34.907407407,0,0.5045454545,0,0.3909090909,0.05,0,0.0272727273,0.5045454545,0.0636363636,0.35,0.0136363636,0.1954545455,0.7272727273,0.5636363636,0.9090909091,0.9090909091,2.775,0.0045454545,1.6541666667,0.2134444444,1994 
06/14/1994,41.34690,-79.80471,1.4517809667,0.1363636364,1.8181818182,52.727272727,1,0,57,9.0909090909,0,18.181818182,19,0,12.727272727,21.818181818,29.090909091,42,.,.,.,.,"Yes",5.9142952994,0.1981764064,.,"AJAX RUN","PA526S",0.037338448,0.0108183758,2,0,0,0,0,0.33335,0.33335,17.062527946,0.12,2.79,67.85,0.7693181818,89.572192513,80.481283422,0.4431818182,1.8193181818,1.4556818182,12.47,49.634146341,0,1.0113636364,0,0.8,0.1022727273,0.0045454545,0.3022727273,1.0068181818,0.1090909091,0.4886363636,0.0045454545,0.6704545455,0.4443181818,.,0.8636363636,0.8636363636,5.675,0.015,1.7998,0.232304,1994 
06/23/1993,41.44212,-79.16454,0.2511263111,0,0,23.636363636,0,0,17,30.909090909,0,18.181818182,19,0,18.181818182,49.090909091,58.181818182,83,9.522247624,0,51,1.3114731955,"Yes",9.6686257158,0.3721196553,1.1763709323,"MAPLE CR.","PA528S",0.0056951754,0,1,0,0,0,0.6363954545,0.9697454545,0.33335,14.453101895,0.85,11.5,86.136363636,0.0568181818,37.967914439,48.663101604,0.0454545455,0.0909090909,0.0704545455,24.25,61.666666667,0.05,0.3045454545,0,0.1727272727,0.0636363636,0,0.0318181818,0.3045454545,0.0681818182,0.0363636364,0.1045454545,0.8954545455,0.0454545455,1.33,0.0454545455,0.0454545455,0.65,0.1022727273,3.04,0.74495,1993 
