Montel_Brazil_Monazite_spot_2e
11
160	-80
206.431335	1	1
206.534363	3	3
207.435867	1	1
207.538177	3	3
208.433167	1	1
208.535721	3	3
209.527908	3	17
233.212631	1	1
233.212631	1	19
248.900192	1	1
254.792038	1	1
-3.096573	428782	-3204	-0.5	15682645	111
0.103027	428889	107	-0.5	15690643	1
-2.092041	429824	-2162	-0.5	15695767	51
0.10231	429930	106	-0.5	15703765	260
-1.094742	430856	-1130	-0.5	15707556	115
0.102554	430962	106	-0.5	15714233	16
0	431986	0	-0.5	15728710	4974
0	455748	0	-50.5	15734031	3380
0	455748	0	-55	15746277	3077
39.370178	470825	38839	-0.5	15749915	29096
45.263062	476366	44380	-0.5	15757220	388
-3.096573	428782	-3204	-0.5	15764344	130
0.103027	428889	107	-0.5	15768787	0
-2.092041	429824	-2162	-0.5	15771017	66
0.10231	429930	106	-0.5	15775459	272
-1.094742	430856	-1130	-0.5	15777689	121
0.102554	430962	106	-0.5	15782132	16
0	431986	0	-0.5	15786561	5320
0	455748	0	-50.5	15788791	3315
0	455748	0	-54.5	15791034	3142
39.370178	470825	38839	-0.5	15793263	29894
45.263062	476366	44380	-0.5	15795493	428
-3.096573	428782	-3204	-0.5	15799725	175
0.103027	428889	107	-0.5	15804168	0
-2.092041	429824	-2162	-0.5	15806397	68
0.10231	429930	106	-0.5	15810840	278
-1.094742	430856	-1130	-0.5	15813070	116
0.102554	430962	106	-0.5	15817513	17
0	431986	0	-0.5	15821942	5501
0	455748	0	-50.5	15824171	3365
0	455748	0	-54.5	15826414	3120
39.370178	470825	38839	-0.5	15828644	29817
45.263062	476366	44380	-0.5	15830874	435
-3.096573	428782	-3204	-0.5	15835104	102
0.103027	428889	107	-0.5	15839547	0
-2.092041	429824	-2162	-0.5	15841779	49
0.10231	429930	106	-0.5	15846222	299
-1.094742	430856	-1130	-0.5	15848452	106
0.102554	430962	106	-0.5	15852895	16
0	431986	0	-0.5	15857324	5531
0	455748	0	-50.5	15859554	3380
0	455748	0	-54.5	15861796	3150
39.370178	470825	38839	-0.5	15864025	30651
45.263062	476366	44380	-0.5	15866255	392
-3.096573	428782	-3204	-0.5	15870485	101
0.103027	428889	107	-0.5	15874928	2
-2.092041	429824	-2162	-0.5	15877157	69
0.10231	429930	106	-0.5	15881600	296
-1.094742	430856	-1130	-0.5	15883832	135
0.102554	430962	106	-0.5	15888275	12
0	431986	0	-0.5	15892705	5785
0	455748	0	-50.5	15894935	3490
0	455748	0	-54.5	15897177	3224
39.370178	470825	38839	-0.5	15899406	30929
45.263062	476366	44380	-0.5	15901636	432
-3.096573	428782	-3204	-0.5	15905866	159
0.103027	428889	107	-0.5	15910309	0
-2.092041	429824	-2162	-0.5	15912538	51
0.10231	429930	106	-0.5	15916980	312
-1.094742	430856	-1130	-0.5	15919210	110
0.102554	430962	106	-0.5	15923652	10
0	431986	0	-0.5	15928081	5617
0	455748	0	-50.5	15930313	3560
0	455748	0	-54.5	15932555	3263
39.370178	470825	38839	-0.5	15934784	31110
45.263062	476366	44380	-0.5	15937014	437
-3.096573	428782	-3204	-0.5	15941244	126
0.103027	428889	107	-0.5	15945687	0
-2.092041	429824	-2162	-0.5	15947916	60
0.10231	429930	106	-0.5	15952358	337
-1.094742	430856	-1130	-0.5	15954587	144
0.102554	430962	106	-0.5	15959030	21
0	431986	0	-0.5	15963459	5791
0	455748	0	-50.5	15965689	3342
0	455748	0	-54.5	15967932	3309
39.370178	470825	38839	-0.5	15970162	31525
45.263062	476366	44380	-0.5	15972394	457
-3.096573	428782	-3204	-0.5	15976624	140
0.103027	428889	107	-0.5	15981067	0
-2.092041	429824	-2162	-0.5	15983296	53
0.10231	429930	106	-0.5	15987739	355
