"State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006"
"IA","NNEID","0.27353","0.31616","0.37737","0.41400","0.50000","0.67687","0.92019","1.29868","1.65455","1.99569","2.40800","2.96800","3.56900","3.74700","3.68700","3.61000","3.41800","2.15400","2.02700","2.67400","3.04500","2.68500","3.06800","3.10100","3.16200","2.71000","3.22400","3.39800","3.05900","3.13740","4.54740","4.77110","3.84466","5.89860","7.15959","8.81057","7.81577"
"IA","NNEIV","21.50253","22.75167","23.04311","25.71412","30.84549","32.01891","24.00614","17.86066","13.81410","16.77877","16.58544","10.04609","9.09375","12.50250","11.70864","6.43334","3.67709","5.39575","8.99064","5.01956","9.86484","9.58252","6.92077","11.27093","8.44474","10.07177","8.78516","11.33990","14.36012","14.14884","18.76068","23.73346","17.20707","21.52901","51.22905","162.06349","131.10512"
"IA","NNICD","0.36373","0.38949","0.45966","0.51103","0.59312","0.77282","1.00126","1.34616","1.65647","1.94592","2.50891","3.09522","3.71268","4.04695","3.94517","3.86559","3.35828","2.79756","3.08838","2.51239","2.85042","2.62949","3.53596","3.74931","3.95861","3.21419","3.60831","4.07330","3.45216","3.90483","5.46307","6.45579","5.53555","6.44221","7.26930","9.40115","8.34598"
"IA","NNICV","36.32161","40.13112","48.96210","68.18476","79.93443","94.64024","123.44406","151.59759","157.67841","230.42641","288.08860","357.44609","334.43314","349.36402","373.71385","282.79401","211.25916","189.79123","255.97528","175.23919","199.82041","204.43816","273.77949","301.78037","338.02120","289.28897","332.32045","353.45098","286.71792","343.65027","474.54205","511.74792","435.78902","518.30209","594.80259","782.28096","724.96840"
"IA","NNRCD","0.95739","1.01784","1.09567","1.15427","1.20601","1.41566","1.59964","1.92808","2.24856","2.67837","3.18291","3.88313","4.65627","5.44797","5.47540","5.32697","5.06857","4.71221","4.75670","4.65188","4.95695","4.77575","5.21032","5.45944","5.35751","5.06807","5.46118","6.11490","5.89539","5.98479","7.77169","8.86675","7.02360","9.05874","10.05603","12.22348","12.23814"
"IA","NNRCV","92.94818","94.72129","106.68829","106.83295","112.16189","134.66460","144.55818","168.24841","182.13503","257.50512","271.12001","299.87006","397.80233","427.02469","443.08930","352.50605","294.40024","236.09586","294.14737","281.09198","274.86619","300.26092","299.82073","358.07705","330.98279","332.18487","389.65518","404.56667","320.11913","371.24471","498.27064","539.54110","428.96003","574.81829","598.74490","712.69438","653.54614"
"IA","NNTCD","0.57050","0.61339","0.70305","0.73141","0.79906","1.00026","1.23228","1.59423","1.92986","2.28842","2.79377","3.42124","4.18948","4.75623","4.70665","4.60415","4.22460","3.63110","3.79835","3.57253","3.81323","3.64738","4.23462","4.48721","4.51192","3.99675","4.43207","4.96675","4.42064","4.71326","6.44664","7.36696","5.97324","7.57245","8.39301","10.40188","9.73323"
"IA","NNTCV","190.16825","201.02432","230.00940","257.67890","283.07352","332.42583","375.82218","437.40159","451.23053","643.95005","719.71905","831.43402","963.52586","1025.16961","1071.36328","834.02851","660.22269","543.48114","705.28583","600.44883","621.31600","661.56948","731.14504","849.42543","846.79765","796.91131","932.51483","978.19718","777.99502","912.36788","1255.39279","1358.64349","1098.74628","1429.86493","1583.96495","2070.46671","1900.29785"
"ID","NNACD","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2.20617","3.26602","3.04760","4.06344","3.26524","3.44901","4.06972","4.04603","4.11527","6.21801","6.64367","7.29621","10.91257"
"ID","NNACV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.02561","0.05350","0.06606","0.14277","0.11118","0.13607","0.17293","0.28144","0.29458","0.54529","0.65379","0.69951","1.13112"
"ID","NNCCD","0.95572","0.95212","0.97075","1.01133","1.16299","1.46714","1.94896","2.28288","2.91917","3.30082","4.36041","4.67484","5.71165","5.95011","5.46073","5.42376","4.68472","4.44444","4.43137","4.09153","4.06128","4.28074","4.26990","4.47881","4.82852","4.73010","4.42723","4.35542","4.44997","4.59675","5.34822","7.44934","7.57405","6.76005","8.16896","9.35448","10.97946"
"ID","NNCCV","5.93302","8.31596","11.03299","10.04397","9.74297","18.84796","18.00896","20.34001","16.92202","23.92903","26.42899","27.12102","35.07803","35.87099","48.46499","51.20003","40.86202","34.43333","37.29902","37.91913","35.63388","42.37224","39.28203","49.62707","50.56249","50.47420","52.46597","51.33361","53.94382","60.18829","73.51101","103.26326","105.06824","83.28847","108.76946","130.45609","155.95372"
"ID","NNEID","0.00000","0.00000","0.00000","0.00000","0.51800","1.37600","1.51300","1.93700","2.12400","2.80400","3.75900","4.21300","5.34100","6.26128","6.12440","5.44169","4.70127","2.31300","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2.31000","2.45500","2.30810","2.47490","4.46910","5.15570","3.10591","4.15045","4.66380","6.51697","6.02212"
"ID","NNEIV","0.00000","0.00000","0.00000","0.00000","0.03263","0.02652","0.16583","1.38274","0.08370","1.43488","0.17814","0.07098","0.02986","0.06162","0.03264","0.13757","0.02400","0.00823","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.43659","4.52456","4.20536","4.54637","7.95499","55.57850","8.26797","39.91916","56.96344","76.03509","59.42996"
"ID","NNICD","0.42036","0.46088","0.50520","0.55672","0.68140","1.10997","1.46168","1.77822","2.12835","2.41991","3.57744","3.73159","4.47965","4.89020","4.49201","4.31657","3.22932","6.58800","4.17647","2.84323","2.64591","2.84608","2.88350","2.90944","3.70906","3.56311","2.69906","2.67727","2.97628","3.17050","3.92333","6.31916","6.76080","5.75531","6.80259","7.95985","9.60344"
"ID","NNICV","12.84709","13.83510","16.24615","18.88483","22.24588","35.01111","32.70602","37.73810","59.25392","85.12496","119.21302","115.33099","116.57304","103.09199","89.84604","88.12100","53.67407","127.00512","88.22459","66.87670","63.44933","78.38630","80.32082","88.02224","114.65668","124.86882","96.12445","96.59799","105.99711","111.35406","130.50427","195.69879","198.22851","145.66713","166.63056","191.72668","236.04987"
"ID","NNRCD","1.31103","1.40813","1.42038","1.43758","1.72752","2.06729","2.12012","2.69515","3.23434","3.55725","4.72721","5.20548","6.45684","7.05167","6.59777","6.56859","5.89394","5.40806","5.38235","4.91431","4.90759","5.02517","5.07767","5.18690","5.09538","5.42233","5.04568","4.96653","5.13384","5.22314","6.12898","8.33382","8.24033","7.40387","8.82287","10.04706","11.70569"
"ID","NNRCV","10.72602","12.63199","16.40696","15.12899","17.37400","30.72798","28.03898","33.62999","26.57502","32.60098","36.77100","37.37901","47.49001","48.06397","50.59998","53.46301","43.82700","38.53848","42.17965","44.32649","43.22844","53.06687","50.51727","67.60959","64.97588","72.62389","77.64830","78.02248","85.29269","97.08450","120.13970","162.11692","171.55890","143.75308","186.96498","228.77544","275.01575"
"ID","NNTCD","0.65640","0.72884","0.79322","0.81023","0.96579","1.42754","1.75570","2.14871","2.45469","2.74630","3.86758","4.09746","5.03913","5.51302","5.16931","5.07435","4.22114","5.85515","4.48670","3.56675","3.42402","3.62133","3.61927","3.77529","4.25171","4.19480","3.59539","3.52337","3.76929","3.97949","4.85559","6.88026","7.24272","6.18964","7.29150","8.64995","10.07027"
"ID","NNTCV","29.50613","34.78305","43.68610","44.05779","49.39548","84.61357","78.91979","93.09084","102.83466","143.08985","182.59115","179.90200","199.17094","187.08857","188.94365","192.92161","138.38709","199.98516","167.70326","149.12232","142.31165","173.82541","170.12012","205.25890","230.22066","248.02041","226.74137","230.62141","249.55016","273.30929","332.28290","516.93891","483.41820","413.17313","519.98223","627.69281","727.58042"
"IL","NNACD","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","4.40513","3.34354","3.73194","3.95773","3.15001","2.83395","3.37592","2.94740","2.70014","2.87666","4.29504","5.25939","3.96491","5.11251","8.20072","9.73716","9.59859"
"IL","NNACV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.02419","0.02297","0.20607","0.27451","0.23293","0.29776","0.46883","0.65080","0.54111","0.74941","1.21440","1.57085","1.21993","1.86095","3.35030","3.13943","3.37328"
"IL","NNCCD","0.73063","0.75982","0.82236","0.86938","0.99328","1.27964","1.59986","1.93121","2.22761","2.73956","3.26678","3.66926","4.34385","4.76931","4.67209","4.83546","4.46641","4.32529","4.11599","4.44818","4.54016","4.47114","4.56300","4.99687","5.01298","4.33376","4.82640","5.31707","4.96004","5.08796","6.75074","8.38326","7.24153","8.27405","9.10747","11.03807","10.74168"
"IL","NNCCV","144.86190","163.88147","189.19012","194.33438","219.54097","283.19085","404.45379","483.78589","571.28577","665.74150","735.75503","812.67073","952.16943","995.39241","1108.96568","1051.42111","911.16559","826.53774","892.64364","883.18581","921.08033","876.94053","907.40752","1026.58570","1003.22989","895.71487","1068.59414","1097.15770","883.09600","966.25128","1374.71125","1596.70974","1510.21172","1730.00632","1836.18032","2234.40729","2108.00498"
"IL","NNEID","0.35122","0.38049","0.42412","0.59900","0.76300","1.12820","1.37084","1.79267","2.73461","2.68529","3.18500","4.13200","4.58400","5.29100","4.87200","5.19000","4.62100","3.65600","3.26900","3.26200","2.67000","2.10400","2.20100","2.44400","2.00000","1.68000","2.57200","2.51360","2.20680","2.36180","4.69120","3.68470","3.41034","5.96177","6.43140","8.78268","6.98295"
"IL","NNEIV","47.65745","49.07547","31.73807","24.33416","33.62992","39.75560","43.04945","26.59326","63.43661","86.49196","60.37106","54.09002","47.80485","63.66308","29.44204","30.69129","28.04000","11.71340","18.84914","23.04979","24.94386","27.69639","20.98056","39.78501","70.33445","66.62153","67.45565","113.69007","126.84260","127.88766","222.89976","174.02544","279.12855","192.29952","199.57482","517.25292","300.94020"
"IL","NNICD","0.48976","0.54732","0.62158","0.66674","0.79200","1.19212","1.42840","1.80156","2.08622","2.56223","3.10276","3.54119","4.17010","4.64148","4.42913","4.57379","4.05851","3.77355","3.35959","3.64974","4.01178","3.69978","3.68380","4.34851","4.29992","3.49955","4.04326","3.88743","3.87411","3.97252","5.72345","6.74583","4.81799","7.23354","8.07662","9.86528","9.29436"
"IL","NNICV","179.85850","221.23490","247.21069","282.31800","322.51532","417.97353","532.38790","664.08222","763.92473","880.49480","1013.58917","1154.05386","1142.79623","1256.47556","1303.82779","1260.44841","1029.11999","945.07817","876.68472","990.98977","1070.08944","1077.17186","1067.91221","1275.83426","1264.91186","1084.61287","1262.88050","1200.52875","1141.40765","1166.46847","1649.89361","1787.05278","1355.02251","1831.77961","1985.46273","2426.76308","2136.26387"
"IL","NNRCD","1.02049","1.04585","1.10752","1.18541","1.32000","1.57228","1.85185","2.15272","2.45848","2.93422","3.53401","3.96635","4.63092","5.25138","5.16232","5.34032","4.96320","4.73910","4.51875","4.81022","4.95308","4.85584","5.00113","5.40723","5.39106","4.57099","5.17773","5.82625","5.35136","5.38150","7.17144","8.86370","6.21395","8.65424","9.41772","11.45200","11.00751"
"IL","NNRCV","459.35398","495.95263","553.70289","540.45876","623.35876","771.98601","964.05967","1150.69825","1302.87567","1489.73713","1669.08830","1837.71585","2127.96353","2304.04125","2531.04313","2428.49925","2159.00207","1933.43776","2104.87041","2434.19737","2218.58035","2294.31580","2400.24214","2708.43597","2587.42916","2321.49496","2832.37411","2946.91963","2235.17260","2413.59710","3380.48516","3812.18996","2910.20876","4046.61286","4126.25621","5024.60077","4391.77965"
"IL","NNTCD","0.72241","0.76049","0.84973","0.91074","1.04760","1.37768","1.65089","1.98988","2.29764","2.77164","3.33492","3.76886","4.43397","4.96624","4.83749","5.00278","4.59283","4.35871","4.10055","4.40549","4.56880","4.39510","4.49435","4.97098","4.87984","4.10500","4.72547","5.02517","4.62756","4.73916","6.55652","7.90096","5.82130","8.10631","8.88840","10.78433","10.29380"
"IL","NNTCV","831.73183","930.14447","1021.84177","1041.44530","1199.04497","1512.90599","1943.95081","2325.15962","2701.52278","3122.46539","3478.80356","3858.53046","4270.73404","4619.57230","4973.27864","4771.06006","4127.32765","3716.76707","3893.04791","4331.42274","4234.71817","4276.14755","4396.74850","5050.91545","4926.13829","4368.74199","5231.77323","5358.94695","4387.05996","4674.95392","6629.20418","7371.54877","6055.79147","7802.55926","8150.82438","10206.16349","8940.36198"
"IN","NNACD","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2.64184","4.63974","4.20511","5.16387","5.04631","7.04636","7.12314","5.47026","5.24085","6.41368","8.25091","8.36295","9.04164","8.38042","8.61356","8.64521","6.88913"
"IN","NNACV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.10697","0.22829","0.24309","0.37451","0.39025","0.77418","1.03465","1.13550","1.16470","1.77615","2.53739","2.96883","3.02858","3.73879","4.32429","1.28998","1.11836"
"IN","NNCCD","0.82720","0.87603","0.92133","0.98695","1.05955","1.25744","1.51277","1.85775","2.03104","2.48299","2.98729","3.40794","4.10713","5.13952","5.19144","4.99810","4.89710","4.41026","4.53157","4.70717","4.52255","4.54017","4.51466","4.92399","5.25858","4.33060","4.62050","5.38124","5.40801","5.07869","5.59880","8.43618","7.22950","8.18787","8.30504","10.92316","11.35570"
"IN","NNCCV","64.53426","68.72622","79.03219","75.67078","80.15199","87.74299","101.05219","116.27397","140.77704","182.53435","206.24918","238.35107","297.76633","334.87261","372.06920","348.63899","318.36079","286.05537","326.73386","349.42249","307.45049","312.76219","329.53308","386.83738","401.87620","360.30928","406.17956","441.81899","399.67990","374.75049","510.92709","666.70619","557.76626","726.56760","719.59134","839.34543","812.76873"
"IN","NNEID","0.34691","0.38468","0.41846","0.46500","0.56000","0.81579","1.08599","1.33475","1.65500","2.19153","2.50900","2.99800","3.55000","4.23800","4.12900","4.15200","4.53600","2.82200","2.59100","2.69500","2.58000","2.37700","2.47700","2.73700","2.65900","2.44100","3.41200","3.16260","2.80460","2.89270","4.45340","5.07040","3.19825","6.15785","6.16931","8.60739","7.51635"
"IN","NNEIV","10.29759","12.16689","7.65269","4.78812","7.83971","8.96846","3.43846","1.43605","5.20701","6.09078","4.77974","15.78371","9.54943","12.09836","5.95651","4.63010","4.92553","3.69374","8.88530","10.93183","17.03745","23.74998","19.14222","15.61648","24.39054","20.66886","15.06978","14.94260","38.75372","36.30249","64.72087","90.35696","114.07457","165.96852","142.25593","306.89505","205.55908"
"IN","NNICD","0.47117","0.50795","0.55388","0.59126","0.70222","0.91133","1.09102","1.49098","1.70676","2.19016","2.63323","3.06302","3.69604","4.33740","4.22635","4.03998","3.79413","3.37955","3.69422","3.82833","3.57483","3.48030","3.35262","3.66239","4.54177","3.37000","3.58086","4.28323","4.20841","4.08652","4.87700","7.94798","5.80054","8.11008","7.75201","9.88193","9.22221"
"IN","NNICV","123.90187","140.19682","157.67251","167.01678","188.19316","198.29343","210.67898","259.48742","325.37603","514.32485","612.97108","721.59385","798.28074","862.83774","898.21217","824.25348","673.77683","652.46990","781.76633","816.85289","787.86935","759.14884","789.82357","923.24537","1176.59569","888.97736","993.27962","1192.93931","1166.13057","1219.22209","1394.83226","1904.32998","1335.79862","1946.45871","1964.15928","2476.80826","2293.05370"
"IN","NNRCD","1.00398","1.07356","1.13165","1.19755","1.28406","1.47005","1.71193","2.04253","2.19209","2.67383","3.18989","3.63286","4.31993","5.45937","5.64945","5.49725","5.46646","4.90580","5.08324","5.41674","5.28761","5.37820","5.36815","5.68213","6.15608","5.30404","5.48010","6.30119","6.45028","5.92350","6.26207","9.34424","8.12922","9.14086","9.68274","11.91529","12.85013"
"IN","NNRCV","160.28661","175.76698","192.62560","185.27148","202.40677","236.95785","259.04260","306.61040","365.23844","458.49339","514.57731","567.58822","697.24281","789.93832","854.49636","805.28638","768.27671","681.70382","785.10738","851.61651","751.25476","793.43155","822.74266","937.69038","977.09670","859.16371","991.18268","1070.34983","913.57190","899.36492","1019.39480","1386.40739","1193.14099","1463.30548","1468.60994","1785.76142","1651.66070"
"IN","NNTCD","0.67699","0.72181","0.78179","0.82561","0.92881","1.15757","1.38570","1.76323","1.94687","2.40663","2.87838","3.30457","3.98352","4.85806","4.87703","4.70548","4.59456","4.07823","4.30818","4.51976","4.26385","4.24964","4.17670","4.51441","5.12529","4.11532","4.37014","5.08239","4.97224","4.71577","5.39282","8.34910","6.53552","8.34141","8.34336","10.54279","10.42318"
"IN","NNTCV","359.02033","396.85691","436.98299","432.74716","478.59163","531.96273","574.21223","683.80784","836.59852","1161.44337","1338.57731","1543.31685","1802.83931","1999.74703","2130.73424","1982.80895","1765.33986","1623.92283","1902.49287","2028.82372","1863.71902","1889.32085","1961.48462","2263.76412","2580.34938","2129.89339","2406.74629","2721.18623","2519.30079","2531.41614","2992.41241","4050.76935","3203.80902","4306.03910","4298.94078","5410.10014","4964.16057"
"KS","NNACD","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","3.18753","2.75557","3.06666","3.69070","5.62544","6.10957","5.46849","6.91382","5.62532","7.01734","6.76166","9.13823","10.42202"
"KS","NNACV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00508","0.00627","0.00917","0.01922","0.02350","0.03155","0.03064","0.05191","0.03653","0.06255","0.06763","0.12265","0.15325"
"KS","NNCCD","0.45525","0.47159","0.51018","0.54173","0.60868","0.68349","1.11924","1.21674","1.19309","1.63731","1.90876","2.42348","3.21725","4.52808","3.48249","3.14980","2.90472","2.87896","3.07427","3.17159","3.36499","3.28453","3.57801","4.11690","4.12486","3.92000","4.62457","5.36792","5.01157","5.06451","6.74878","8.48175","6.52429","8.15747","9.69746","11.28846","12.19010"
"KS","NNCCV","23.91280","26.47200","31.24219","28.09878","31.95719","34.68924","62.90503","61.86896","75.53502","97.94226","111.71796","125.18383","179.66190","239.37421","199.02700","178.01519","159.58297","161.89919","185.19363","184.09293","188.42272","194.33843","190.63396","227.67794","215.22905","208.87545","263.82806","223.17320","208.10413","196.31938","274.02026","320.01430","252.60347","321.14051","371.46740","339.09808","342.59636"
"KS","NNEID","0.29559","0.32265","0.37890","0.29300","0.35200","0.47878","0.71458","1.01218","1.21609","1.44010","1.77800","2.19400","2.48400","2.95400","3.22100","2.88400","2.50000","2.17500","2.06000","1.97600","1.75800","1.70700","1.99900","2.32000","1.92100","1.61000","2.31800","2.58360","2.13730","2.34110","4.14160","3.57830","3.10826","5.35180","5.47520","7.71274","6.22795"
"KS","NNEIV","49.52580","56.29966","68.01551","51.39210","58.01553","60.64610","86.27333","128.01323","139.01790","161.85014","172.43237","166.98669","145.00729","132.94884","101.23053","59.13014","36.40828","34.54198","38.64124","37.98662","47.70343","60.26903","27.49014","49.41133","51.86130","44.50040","52.68582","65.77085","79.26402","84.91847","140.37057","84.11188","66.51999","77.79913","57.60443","109.74045","142.05347"
"KS","NNICD","0.27355","0.28658","0.33326","0.36559","0.40730","0.55013","0.82799","1.01188","1.17321","1.66437","2.34540","3.04411","2.91894","3.37248","4.10709","3.53751","3.16908","2.92662","2.39448","3.08686","2.88257","2.64307","2.64400","2.67437","2.75391","2.22320","3.09976","3.31255","3.19010","2.94425","3.96987","4.94769","3.62795","4.75053","6.15453","7.60123","6.69280"
"KS","NNICV","35.53870","40.19454","47.80468","50.32046","52.40242","51.53834","90.48945","117.76960","136.69174","283.94426","322.02991","442.31371","327.95466","308.14402","458.00367","400.32213","297.74267","328.35438","241.33901","291.19892","316.40657","307.63685","321.33546","341.83849","481.87105","267.26283","315.50060","359.89428","330.46908","268.15451","406.10892","434.48162","367.29160","486.89268","604.78542","701.68700","659.27564"
"KS","NNRCD","0.68637","0.71844","0.73658","0.75860","0.91643","1.04830","1.51118","1.76698","1.80415","1.98828","2.38109","3.05089","4.03361","4.65158","4.51512","4.11871","3.94924","3.89899","4.07873","4.20962","4.48499","4.33483","4.76123","4.97695","5.12127","4.89103","5.60566","6.40559","6.03804","6.00908","7.58245","9.33789","7.26591","8.58933","10.30235","11.90957","12.92504"
"KS","NNRCV","66.66188","70.72806","74.12973","72.06169","84.02655","101.22487","150.17097","164.02330","175.95722","199.90955","201.88226","226.23399","332.18610","376.97787","355.95486","322.66866","274.78986","284.88088","307.20812","317.28546","319.61596","327.66091","336.15195","417.09406","379.23362","372.09927","477.07862","445.64130","421.30220","407.51466","539.38930","658.30382","513.75824","629.80636","697.98116","784.27513","752.86053"
"KS","NNTCD","0.39283","0.41271","0.45622","0.43895","0.51729","0.67479","1.01100","1.22027","1.34605","1.67732","2.14000","2.76689","3.18783","3.91235","3.99460","3.57558","3.29789","3.14587","3.02768","3.36295","3.30160","3.10660","3.37856","3.59447","3.43749","3.22034","4.15908","4.46272","4.12396","4.09061","5.48497","6.81812","5.17170","6.59775","8.06089","9.55772","9.13388"
"KS","NNTCV","175.63918","193.69426","221.19211","201.87303","226.40169","248.09855","389.83878","471.67509","527.20188","743.64621","808.06250","960.71822","984.80995","1057.44494","1114.21606","960.13612","768.52378","809.67643","772.38200","830.56393","872.14868","889.90522","875.61151","1036.02182","1128.20010","892.74422","1109.10227","1094.49885","1039.16293","956.93857","1359.91969","1496.96353","1200.20983","1515.70123","1731.90604","1934.92331","1896.93925"
"KY","NNACD","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","3.57541","5.05420","4.34717","4.65479","5.28382","6.36015","6.52584","6.47074","5.27692","7.50431","9.13648","10.80463","8.55332","10.45367","10.28333"
"KY","NNACV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.04912","0.08612","0.08006","0.12584","0.18091","0.30678","0.33733","0.41279","0.37835","0.59781","0.75072","1.09029","0.96522","0.29473","0.31582"
"KY","NNCCD","0.65605","0.69463","0.73907","0.78927","0.89550","1.05214","1.13502","1.63741","1.81271","2.18331","2.89483","3.34509","4.33330","5.05695","4.93305","4.94831","4.55350","4.10789","4.05967","4.18467","4.34699","4.24248","4.22566","4.59811","4.68990","4.19232","4.84732","5.51276","5.24967","4.97898","6.42073","8.86944","6.83491","8.35150","9.90195","11.92733","12.84668"
"KY","NNCCV","28.33010","29.91909","32.19181","36.82575","38.45579","40.82786","65.64074","83.05003","85.38784","89.31399","114.92033","123.37747","154.79174","175.64271","182.08387","172.05847","154.40178","141.84965","150.36714","157.12977","143.79452","149.69314","158.35256","182.22595","182.97147","177.44851","208.33649","223.62515","176.27949","184.00059","258.29740","324.33856","253.39154","329.22858","376.54859","452.66008","430.83342"
"KY","NNEID","0.28716","0.32842","0.35609","0.33000","0.40500","0.68188","0.83459","1.08375","1.04667","1.67608","2.15900","2.58000","3.39200","3.78800","3.59800","3.54000","2.96600","2.78100","2.46000","2.67300","2.97500","2.59700","2.71500","3.01100","2.87200","2.94100","3.41300","3.37340","3.31890","3.40400","4.95830","4.58910","3.51696","6.21708","6.58663","9.09522","7.49027"
"KY","NNEIV","2.49207","2.97609","3.65491","2.72864","2.27004","0.18849","0.11472","0.79742","1.29449","1.60156","4.20334","6.83917","5.28105","4.62574","6.50548","4.06273","1.32336","0.95507","1.13707","0.89522","0.85976","0.60250","0.74389","0.82494","1.02503","2.59977","6.38092","7.54875","19.60781","19.72933","21.25028","20.84345","49.36361","23.31532","32.61036","161.32111","94.60859"
"KY","NNICD","0.47689","0.52999","0.53705","0.56340","0.65042","0.74704","1.06727","1.39766","1.57851","1.95971","2.65753","3.14036","4.05984","4.47692","4.29288","4.25221","3.78578","3.26895","3.31717","3.55139","3.47105","3.08492","3.05276","3.49223","3.42727","2.97367","3.68838","3.98937","3.86716","3.21599","4.63292","6.27609","4.48874","6.33629","7.17843","9.62352","9.36777"
"KY","NNICV","34.25744","37.52429","41.49859","42.27346","46.88049","47.53801","74.31111","74.42627","87.64352","140.26438","167.72557","196.72587","214.34125","230.07560","243.94092","227.37462","182.27216","176.87450","198.62595","226.84359","235.40722","219.57889","226.90678","264.05356","287.28872","281.40818","348.77748","382.92514","355.37026","312.84479","462.40774","585.33858","452.48603","633.31731","795.34533","1041.99698","972.81395"
"KY","NNRCD","0.81416","0.86529","0.90983","0.97074","1.08403","1.21727","1.30577","1.76860","1.91817","2.33008","3.00283","3.44047","4.40778","5.20426","5.08752","5.15195","4.74929","4.36824","4.32003","4.50709","4.73544","4.65316","4.73225","5.00649","5.14090","4.60645","5.28001","6.06499","5.82975","5.54081","7.12240","9.19722","7.29057","8.88437","10.67038","12.72443","13.74070"
"KY","NNRCV","71.59971","74.09335","79.43966","79.34963","83.74173","97.12409","127.19618","169.22719","163.55307","182.21223","224.83775","246.04708","301.82074","334.10595","347.60950","318.85070","292.69909","267.69558","286.83027","304.71415","276.10966","289.70807","309.98157","351.03953","341.33334","334.04202","389.00272","420.57968","334.93188","338.73367","479.12604","543.27314","444.46123","567.22443","619.17476","734.85103","669.93168"
"KY","NNTCD","0.64581","0.69289","0.71786","0.76135","0.86594","1.01739","1.18779","1.63431","1.78649","2.15716","2.84850","3.29885","4.26516","4.91243","4.76074","4.77489","4.37585","3.90895","3.88924","4.07155","4.11405","3.90390","3.91924","4.29964","4.28618","3.78171","4.47016","4.97152","4.69347","4.25251","5.77071","7.61866","5.63700","7.50561","8.61024","10.78327","10.90795"
"KY","NNTCV","136.67932","144.51282","156.78497","161.17748","171.34805","185.67845","267.26275","327.50091","337.87892","413.39216","511.68699","572.98959","676.23478","744.45000","780.13977","722.34652","630.69639","587.37480","636.96043","689.58273","656.17116","659.58260","696.03392","798.23010","812.69862","795.62432","952.67852","1034.98550","886.52677","855.72117","1221.45981","1474.39154","1200.45313","1554.17593","1824.64426","2391.12393","2168.50346"
"LA","NNACD","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","3.10841","3.39512","4.11759","3.34929","2.27284","2.89293","3.38118","4.90809","4.41003","4.28571","5.39560","7.92183","5.14216","7.33623","9.32759","13.19574","12.13082"
"LA","NNACV","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.11097","0.03161","0.07084","0.07159","0.05194","0.09351","0.14618","0.34197","0.29958","0.34150","0.49204","0.78623","0.54276","0.90589","1.29457","0.45586","0.45203"
