SUMLEV,STATE,COUNTY,STNAME,CTYNAME,SEX,ORIGIN,RACE,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004
050,22,071,Louisiana,Orleans Parish,0,2,02,3886,3886,3997,3955,3924,3917,3858
050,22,071,Louisiana,Orleans Parish,0,2,03,366,366,477,455,451,432,405
050,22,071,Louisiana,Orleans Parish,0,2,04,161,161,227,223,245,248,226
050,22,071,Louisiana,Orleans Parish,0,2,05,56,56,28,27,28,34,25
050,22,073,Louisiana,Ouachita Parish,0,1,01,94776,94776,94659,93979,94188,93728,93524
050,22,073,Louisiana,Ouachita Parish,0,1,02,49596,49596,49688,49589,50006,50879,51489
050,22,073,Louisiana,Ouachita Parish,0,1,03,707,707,738,733,736,744,776
050,22,073,Louisiana,Ouachita Parish,0,1,04,1112,1112,1108,1060,1098,1213,1272
050,22,073,Louisiana,Ouachita Parish,0,1,05,64,64,23,20,22,30,24
050,22,073,Louisiana,Ouachita Parish,0,2,01,1426,1426,1426,1455,1506,1647,1753
050,22,073,Louisiana,Ouachita Parish,0,2,02,284,284,271,276,269,274,271
050,22,073,Louisiana,Ouachita Parish,0,2,03,34,34,36,44,40,38,44
050,22,073,Louisiana,Ouachita Parish,0,2,04,27,27,14,18,21,26,32
050,22,073,Louisiana,Ouachita Parish,0,2,05,11,11,3,6,5,8,9
050,22,075,Louisiana,Plaquemines Parish,0,1,01,18748,18748,18760,18912,18970,19360,20060
050,22,075,Louisiana,Plaquemines Parish,0,1,02,6304,6304,6289,6349,6367,6513,6723
050,22,075,Louisiana,Plaquemines Parish,0,1,03,737,737,730,710,722,720,701
050,22,075,Louisiana,Plaquemines Parish,0,1,04,792,792,769,845,946,987,1015
050,22,075,Louisiana,Plaquemines Parish,0,1,05,19,19,10,10,15,14,13
050,22,075,Louisiana,Plaquemines Parish,0,2,01,371,371,364,476,512,585,651
050,22,075,Louisiana,Plaquemines Parish,0,2,02,54,54,46,50,47,47,48
050,22,075,Louisiana,Plaquemines Parish,0,2,03,13,13,8,9,9,11,10
050,22,075,Louisiana,Plaquemines Parish,0,2,04,7,7,4,4,5,5,5
050,22,075,Louisiana,Plaquemines Parish,0,2,05,4,4,0,0,0,1,0
050,22,077,Louisiana,Pointe Coupee Parish,0,1,01,13827,13827,13762,13809,13754,13741,13715
050,22,077,Louisiana,Pointe Coupee Parish,0,1,02,8631,8631,8682,8484,8472,8430,8456
050,22,077,Louisiana,Pointe Coupee Parish,0,1,03,95,95,44,53,54,49,53
050,22,077,Louisiana,Pointe Coupee Parish,0,1,04,76,76,59,57,59,60,62
050,22,077,Louisiana,Pointe Coupee Parish,0,1,05,3,3,0,0,0,0,0
050,22,077,Louisiana,Pointe Coupee Parish,0,2,01,187,187,188,196,202,211,222
050,22,077,Louisiana,Pointe Coupee Parish,0,2,02,55,55,56,55,56,55,57
050,22,077,Louisiana,Pointe Coupee Parish,0,2,03,2,2,1,1,1,4,8
050,22,077,Louisiana,Pointe Coupee Parish,0,2,04,1,1,3,2,3,3,3
050,22,077,Louisiana,Pointe Coupee Parish,0,2,05,1,1,0,0,0,0,0
050,22,079,Louisiana,Rapides Parish,0,1,01,84034,84034,84006,83691,83678,83878,84022
050,22,079,Louisiana,Rapides Parish,0,1,02,38762,38762,38919,39085,39324,39620,39892
050,22,079,Louisiana,Rapides Parish,0,1,03,1459,1459,1491,1504,1544,1580,1625
050,22,079,Louisiana,Rapides Parish,0,1,04,1258,1258,1244,1188,1219,1263,1317
050,22,079,Louisiana,Rapides Parish,0,1,05,86,86,41,36,39,35,41
050,22,079,Louisiana,Rapides Parish,0,2,01,1480,1480,1468,1617,1726,1791,1957
050,22,079,Louisiana,Rapides Parish,0,2,02,201,201,189,190,185,183,180
050,22,079,Louisiana,Rapides Parish,0,2,03,60,60,51,60,56,60,65
050,22,079,Louisiana,Rapides Parish,0,2,04,33,33,24,30,32,35,29
050,22,079,Louisiana,Rapides Parish,0,2,05,14,14,12,15,11,15,12
050,22,081,Louisiana,Red River Parish,0,1,01,5580,5580,5530,5495,5414,5397,5382
050,22,081,Louisiana,Red River Parish,0,1,02,3925,3925,3943,3939,4037,4085,4092
050,22,081,Louisiana,Red River Parish,0,1,03,39,39,29,29,31,30,30
050,22,081,Louisiana,Red River Parish,0,1,04,22,22,5,5,7,6,14
050,22,081,Louisiana,Red River Parish,0,1,05,8,8,1,3,6,1,1
050,22,081,Louisiana,Red River Parish,0,2,01,47,47,48,48,48,50,49
050,22,081,Louisiana,Red River Parish,0,2,02,41,41,48,43,43,48,48
050,22,081,Louisiana,Red River Parish,0,2,03,7,7,8,8,6,6,6
050,22,081,Louisiana,Red River Parish,0,2,04,4,4,9,4,2,7,3
050,22,081,Louisiana,Red River Parish,0,2,05,2,2,8,3,5,7,5
050,22,083,Louisiana,Richland Parish,0,1,01,12736,12736,12662,12734,12583,12548,12468
050,22,083,Louisiana,Richland Parish,0,1,02,7960,7960,8003,7882,7850,7741,7683
050,22,083,Louisiana,Richland Parish,0,1,03,82,82,44,44,50,53,56
050,22,083,Louisiana,Richland Parish,0,1,04,60,60,42,42,45,46,44
050,22,083,Louisiana,Richland Parish,0,1,05,5,5,0,0,0,0,0
050,22,083,Louisiana,Richland Parish,0,2,01,172,172,173,175,177,176,215
050,22,083,Louisiana,Richland Parish,0,2,02,52,52,53,52,53,52,52
050,22,083,Louisiana,Richland Parish,0,2,03,4,4,6,4,5,5,5
050,22,083,Louisiana,Richland Parish,0,2,04,2,2,1,0,2,2,2
050,22,083,Louisiana,Richland Parish,0,2,05,0,0,0,0,2,0,0
050,22,085,Louisiana,Sabine Parish,0,1,01,17151,17151,17145,17049,17020,17096,17200
050,22,085,Louisiana,Sabine Parish,0,1,02,3991,3991,4026,3990,3957,3942,3892
050,22,085,Louisiana,Sabine Parish,0,1,03,2029,2029,2031,2022,2044,2080,2080
050,22,085,Louisiana,Sabine Parish,0,1,04,72,72,43,48,50,43,52
050,22,085,Louisiana,Sabine Parish,0,1,05,9,9,1,1,1,0,0
050,22,085,Louisiana,Sabine Parish,0,2,01,444,444,439,492,509,520,577
050,22,085,Louisiana,Sabine Parish,0,2,02,30,30,29,29,29,28,29
050,22,085,Louisiana,Sabine Parish,0,2,03,211,211,197,207,214,209,212
050,22,085,Louisiana,Sabine Parish,0,2,04,3,3,4,4,3,1,2
050,22,085,Louisiana,Sabine Parish,0,2,05,2,2,3,3,3,2,4
050,22,087,Louisiana,St. Bernard Parish,0,1,01,57433,57433,57239,56478,55931,55122,54387
050,22,087,Louisiana,St. Bernard Parish,0,1,02,5226,5226,5233,5478,5819,6048,6422
050,22,087,Louisiana,St. Bernard Parish,0,1,03,578,578,579,582,563,571,563
050,22,087,Louisiana,St. Bernard Parish,0,1,04,1151,1151,1184,1207,1245,1299,1352
050,22,087,Louisiana,St. Bernard Parish,0,1,05,50,50,60,50,47,53,51
050,22,087,Louisiana,St. Bernard Parish,0,2,01,3325,3325,3315,3369,3375,3393,3408
050,22,087,Louisiana,St. Bernard Parish,0,2,02,66,66,48,54,49,49,51
050,22,087,Louisiana,St. Bernard Parish,0,2,03,68,68,48,51,55,60,58
050,22,087,Louisiana,St. Bernard Parish,0,2,04,72,72,55,56,64,65,66
050,22,087,Louisiana,St. Bernard Parish,0,2,05,23,23,9,8,8,10,16
050,22,089,Louisiana,St. Charles Parish,0,1,01,34238,34233,34271,34248,34429,34469,34825
050,22,089,Louisiana,St. Charles Parish,0,1,02,12161,12161,12245,12482,12756,12865,13090
050,22,089,Louisiana,St. Charles Parish,0,1,03,276,276,257,273,271,287,293
050,22,089,Louisiana,St. Charles Parish,0,1,04,355,355,356,408,457,500,524
050,22,089,Louisiana,St. Charles Parish,0,1,05,11,11,0,0,0,0,0
050,22,089,Louisiana,St. Charles Parish,0,2,01,1229,1229,1228,1290,1377,1442,1509
050,22,089,Louisiana,St. Charles Parish,0,2,02,109,109,107,114,123,129,139
050,22,089,Louisiana,St. Charles Parish,0,2,03,13,13,9,13,13,14,16
050,22,089,Louisiana,St. Charles Parish,0,2,04,9,9,5,6,8,7,5
050,22,089,Louisiana,St. Charles Parish,0,2,05,4,4,2,1,0,2,1
050,22,091,Louisiana,St. Helena Parish,0,1,01,4901,4901,4865,4715,4697,4661,4610
050,22,091,Louisiana,St. Helena Parish,0,1,02,5509,5509,5533,5605,5545,5501,5546
050,22,091,Louisiana,St. Helena Parish,0,1,03,34,34,16,17,17,21,22
050,22,091,Louisiana,St. Helena Parish,0,1,04,24,24,13,13,12,20,20
050,22,091,Louisiana,St. Helena Parish,0,1,05,11,11,10,7,2,8,9
050,22,091,Louisiana,St. Helena Parish,0,2,01,63,63,65,62,132,109,94
050,22,091,Louisiana,St. Helena Parish,0,2,02,41,41,45,41,41,40,43
050,22,091,Louisiana,St. Helena Parish,0,2,03,3,3,3,0,2,3,1
050,22,091,Louisiana,St. Helena Parish,0,2,04,4,4,7,3,1,2,4
050,22,091,Louisiana,St. Helena Parish,0,2,05,3,3,5,3,5,2,4
050,22,093,Louisiana,St. James Parish,0,1,01,10591,10582,10520,10570,10492,10451,10516
050,22,093,Louisiana,St. James Parish,0,1,02,10481,10469,10527,10536,10617,10526,10460
050,22,093,Louisiana,St. James Parish,0,1,03,58,58,31,32,39,41,33
050,22,093,Louisiana,St. James Parish,0,1,04,15,15,9,11,11,12,12
050,22,093,Louisiana,St. James Parish,0,1,05,5,5,0,1,0,1,1
050,22,093,Louisiana,St. James Parish,0,2,01,95,95,91,98,102,150,117
050,22,093,Louisiana,St. James Parish,0,2,02,37,37,38,38,37,36,36
050,22,093,Louisiana,St. James Parish,0,2,03,2,2,1,0,0,0,0
050,22,093,Louisiana,St. James Parish,0,2,04,2,2,2,1,0,0,0
050,22,093,Louisiana,St. James Parish,0,2,05,0,0,1,2,1,1,0
050,22,095,Louisiana,St. John the Baptist Paris,0,1,01,22188,22193,22185,22166,22184,22207,21931
050,22,095,Louisiana,St. John the Baptist Paris,0,1,02,19350,19350,19454,19931,20302,20903,21635
050,22,095,Louisiana,St. John the Baptist Paris,0,1,03,202,202,185,195,210,202,200
050,22,095,Louisiana,St. John the Baptist Paris,0,1,04,300,300,284,318,351,391,417
050,22,095,Louisiana,St. John the Baptist Paris,0,1,05,30,30,3,3,6,5,6
050,22,095,Louisiana,St. John the Baptist Paris,0,2,01,1100,1100,1097,1189,1250,1308,1480
050,22,095,Louisiana,St. John the Baptist Paris,0,2,02,105,105,102,105,102,110,115
050,22,095,Louisiana,St. John the Baptist Paris,0,2,03,24,24,23,22,22,24,22
050,22,095,Louisiana,St. John the Baptist Paris,0,2,04,24,24,12,17,8,19,19
050,22,095,Louisiana,St. John the Baptist Paris,0,2,05,3,3,8,13,9,13,12
050,22,097,Louisiana,St. Landry Parish,0,1,01,49631,49631,49583,49775,49963,50443,50802
050,22,097,Louisiana,St. Landry Parish,0,1,02,37134,37134,37266,37360,37473,37637,37857
050,22,097,Louisiana,St. Landry Parish,0,1,03,298,298,335,331,354,349,372
050,22,097,Louisiana,St. Landry Parish,0,1,04,266,266,250,266,289,305,356
050,22,097,Louisiana,St. Landry Parish,0,1,05,31,31,6,7,9,6,8
050,22,097,Louisiana,St. Landry Parish,0,2,01,561,561,557,579,592,605,586
050,22,097,Louisiana,St. Landry Parish,0,2,02,236,236,227,223,224,225,226
050,22,097,Louisiana,St. Landry Parish,0,2,03,35,35,22,23,21,25,21
050,22,097,Louisiana,St. Landry Parish,0,2,04,13,13,17,11,17,25,22
050,22,097,Louisiana,St. Landry Parish,0,2,05,9,9,15,8,6,13,13
050,22,099,Louisiana,St. Martin Parish,0,1,01,32043,32043,32021,32275,32658,32999,33309
050,22,099,Louisiana,St. Martin Parish,0,1,02,15651,15651,15747,15892,15901,15956,16048
050,22,099,Louisiana,St. Martin Parish,0,1,03,229,229,208,207,216,226,228
050,22,099,Louisiana,St. Martin Parish,0,1,04,486,486,469,467,475,509,543
050,22,099,Louisiana,St. Martin Parish,0,1,05,13,13,13,7,12,9,11
050,22,099,Louisiana,St. Martin Parish,0,2,01,307,307,306,336,374,397,441
050,22,099,Louisiana,St. Martin Parish,0,2,02,85,85,81,81,84,81,82
050,22,099,Louisiana,St. Martin Parish,0,2,03,11,11,6,5,7,7,6
050,22,099,Louisiana,St. Martin Parish,0,2,04,15,15,11,10,11,11,13
050,22,099,Louisiana,St. Martin Parish,0,2,05,0,0,1,2,0,2,0
050,22,101,Louisiana,St. Mary Parish,0,1,01,33723,33723,33560,33090,32826,32639,32330
050,22,101,Louisiana,St. Mary Parish,0,1,02,17124,17124,17109,16997,16919,16928,16954
050,22,101,Louisiana,St. Mary Parish,0,1,03,1023,1023,1021,1060,1063,1075,1067
050,22,101,Louisiana,St. Mary Parish,0,1,04,919,919,899,911,924,874,855
050,22,101,Louisiana,St. Mary Parish,0,1,05,13,13,0,0,0,0,0
050,22,101,Louisiana,St. Mary Parish,0,2,01,1018,1018,1002,1021,1111,1176,1273
050,22,101,Louisiana,St. Mary Parish,0,2,02,100,100,90,91,93,98,104
050,22,101,Louisiana,St. Mary Parish,0,2,03,33,33,27,23,26,27,28
050,22,101,Louisiana,St. Mary Parish,0,2,04,28,28,24,23,26,30,33
050,22,101,Louisiana,St. Mary Parish,0,2,05,2,2,0,1,1,3,1
050,22,103,Louisiana,St. Tammany Parish,0,1,01,165108,165108,165805,168340,172062,176027,179964
050,22,103,Louisiana,St. Tammany Parish,0,1,02,19566,19566,19847,20772,22226,23329,24782
050,22,103,Louisiana,St. Tammany Parish,0,1,03,1640,1640,1724,1763,1840,1881,1956
050,22,103,Louisiana,St. Tammany Parish,0,1,04,1870,1870,1945,2093,2347,2539,2793
050,22,103,Louisiana,St. Tammany Parish,0,1,05,127,127,155,180,197,229,260
050,22,103,Louisiana,St. Tammany Parish,0,2,01,4475,4475,4540,4851,5227,5575,6004
050,22,103,Louisiana,St. Tammany Parish,0,2,02,223,223,221,237,259,282,298
050,22,103,Louisiana,St. Tammany Parish,0,2,03,120,120,116,120,135,155,157
050,22,103,Louisiana,St. Tammany Parish,0,2,04,56,56,30,39,45,59,62
050,22,103,Louisiana,St. Tammany Parish,0,2,05,17,17,11,11,15,13,15
050,22,105,Louisiana,Tangipahoa Parish,0,1,01,69943,69943,70094,70346,70662,71307,72198
050,22,105,Louisiana,Tangipahoa Parish,0,1,02,28591,28597,28672,29119,29519,29979,30545
050,22,105,Louisiana,Tangipahoa Parish,0,1,03,518,518,481,472,478,499,496
050,22,105,Louisiana,Tangipahoa Parish,0,1,04,517,517,496,537,555,574,594
050,22,105,Louisiana,Tangipahoa Parish,0,1,05,41,41,7,9,11,7,6
050,22,105,Louisiana,Tangipahoa Parish,0,2,01,1328,1328,1338,1413,1465,1574,1637
050,22,105,Louisiana,Tangipahoa Parish,0,2,02,172,172,165,163,164,159,161
050,22,105,Louisiana,Tangipahoa Parish,0,2,03,48,48,48,49,53,50,52
050,22,105,Louisiana,Tangipahoa Parish,0,2,04,21,21,17,13,25,16,12
050,22,105,Louisiana,Tangipahoa Parish,0,2,05,10,10,8,5,12,6,5
050,22,107,Louisiana,Tensas Parish,0,1,01,2855,2855,2839,2782,2760,2649,2619
050,22,107,Louisiana,Tensas Parish,0,1,02,3668,3668,3647,3609,3552,3527,3427
050,22,107,Louisiana,Tensas Parish,0,1,03,27,27,15,12,14,12,15
050,22,107,Louisiana,Tensas Parish,0,1,04,18,18,15,16,16,14,18
050,22,107,Louisiana,Tensas Parish,0,1,05,3,3,1,1,0,1,2
050,22,107,Louisiana,Tensas Parish,0,2,01,52,52,52,61,64,71,83
050,22,107,Louisiana,Tensas Parish,0,2,02,32,32,32,30,31,31,32
050,22,107,Louisiana,Tensas Parish,0,2,03,0,0,0,0,2,1,1
050,22,107,Louisiana,Tensas Parish,0,2,04,3,3,3,1,0,0,1
050,22,107,Louisiana,Tensas Parish,0,2,05,0,0,1,0,0,0,0
050,22,109,Louisiana,Terrebonne Parish,0,1,01,77762,77762,77778,77899,78194,78469,78604
050,22,109,Louisiana,Terrebonne Parish,0,1,02,18896,18896,18983,19171,19239,19528,19670
050,22,109,Louisiana,Terrebonne Parish,0,1,03,6401,6401,6418,6480,6538,6523,6515
050,22,109,Louisiana,Terrebonne Parish,0,1,04,1007,1007,1007,982,1004,1052,1067
050,22,109,Louisiana,Terrebonne Parish,0,1,05,44,44,4,1,6,5,3
050,22,109,Louisiana,Terrebonne Parish,0,2,01,1419,1419,1400,1523,1587,1643,1757
050,22,109,Louisiana,Terrebonne Parish,0,2,02,110,110,94,97,96,94,95
050,22,109,Louisiana,Terrebonne Parish,0,2,03,109,109,95,100,103,101,105
050,22,109,Louisiana,Terrebonne Parish,0,2,04,38,38,26,28,29,25,24
050,22,109,Louisiana,Terrebonne Parish,0,2,05,11,11,4,10,5,7,10
050,22,111,Louisiana,Union Parish,0,1,01,15860,15860,15829,15936,15861,15993,16003
050,22,111,Louisiana,Union Parish,0,1,02,6394,6394,6384,6346,6309,6242,6172
050,22,111,Louisiana,Union Parish,0,1,03,91,91,74,73,71,62,78
050,22,111,Louisiana,Union Parish,0,1,04,75,75,67,69,67,69,70
050,22,111,Louisiana,Union Parish,0,1,05,15,15,2,1,2,2,5
050,22,111,Louisiana,Union Parish,0,2,01,412,412,413,461,492,545,558
050,22,111,Louisiana,Union Parish,0,2,02,42,42,42,44,46,48,51
050,22,111,Louisiana,Union Parish,0,2,03,8,8,8,11,8,10,9
050,22,111,Louisiana,Union Parish,0,2,04,1,1,0,2,2,3,3
050,22,111,Louisiana,Union Parish,0,2,05,1,1,2,3,2,1,2
050,22,113,Louisiana,Vermilion Parish,0,1,01,44349,44349,44365,44333,44359,44451,44774
050,22,113,Louisiana,Vermilion Parish,0,1,02,7703,7703,7663,7701,7752,7798,7797
050,22,113,Louisiana,Vermilion Parish,0,1,03,261,261,244,214,251,237,227
050,22,113,Louisiana,Vermilion Parish,0,1,04,1063,1063,1052,1073,1144,1199,1271
050,22,113,Louisiana,Vermilion Parish,0,1,05,40,40,11,13,11,13,14
050,22,113,Louisiana,Vermilion Parish,0,2,01,619,619,612,676,753,761,837
050,22,113,Louisiana,Vermilion Parish,0,2,02,112,112,105,109,109,105,109
050,22,113,Louisiana,Vermilion Parish,0,2,03,14,14,9,9,10,9,10
050,22,113,Louisiana,Vermilion Parish,0,2,04,12,12,7,9,9,9,13
050,22,113,Louisiana,Vermilion Parish,0,2,05,6,6,0,2,1,0,3
050,22,115,Louisiana,Vernon Parish,0,1,01,38726,38726,38402,38376,37839,37259,36736
050,22,115,Louisiana,Vernon Parish,0,1,02,9243,9243,9377,9125,8666,8583,8126
050,22,115,Louisiana,Vernon Parish,0,1,03,1340,1340,1343,1351,1268,1266,1245
050,22,115,Louisiana,Vernon Parish,0,1,04,1167,1167,1302,1313,1317,1349,1327
050,22,115,Louisiana,Vernon Parish,0,1,05,273,273,342,330,332,335,322
050,22,115,Louisiana,Vernon Parish,0,2,01,2605,2605,2742,2840,2847,2815,2861
050,22,115,Louisiana,Vernon Parish,0,2,02,419,419,488,447,406,365,364
050,22,115,Louisiana,Vernon Parish,0,2,03,111,111,124,118,121,117,127
050,22,115,Louisiana,Vernon Parish,0,2,04,130,130,169,178,177,177,170
050,22,115,Louisiana,Vernon Parish,0,2,05,40,40,143,137,142,142,140
050,22,117,Louisiana,Washington Parish,0,1,01,29576,29576,29561,29565,29491,29549,29637
050,22,117,Louisiana,Washington Parish,0,1,02,13879,13879,13883,13800,13840,13885,13944
050,22,117,Louisiana,Washington Parish,0,1,03,207,207,197,199,213,205,218
050,22,117,Louisiana,Washington Parish,0,1,04,111,111,83,78,100,90,91
050,22,117,Louisiana,Washington Parish,0,1,05,21,21,8,2,6,3,3
050,22,117,Louisiana,Washington Parish,0,2,01,256,256,253,288,330,329,350
050,22,117,Louisiana,Washington Parish,0,2,02,79,79,74,74,75,73,79
050,22,117,Louisiana,Washington Parish,0,2,03,2,2,1,3,1,4,10
050,22,117,Louisiana,Washington Parish,0,2,04,7,7,2,3,3,3,5
050,22,117,Louisiana,Washington Parish,0,2,05,0,0,1,1,0,1,2
050,22,119,Louisiana,Webster Parish,0,1,01,27493,27493,27420,27301,27246,27017,27071
050,22,119,Louisiana,Webster Parish,0,1,02,13766,13766,13716,13605,13654,13614,13529
050,22,119,Louisiana,Webster Parish,0,1,03,331,331,327,330,340,324,332
050,22,119,Louisiana,Webster Parish,0,1,04,142,142,124,123,132,151,158
050,22,119,Louisiana,Webster Parish,0,1,05,45,45,35,27,31,34,29
050,22,119,Louisiana,Webster Parish,0,2,01,272,272,281,285,300,333,321
050,22,119,Louisiana,Webster Parish,0,2,02,89,89,88,88,91,88,86
050,22,119,Louisiana,Webster Parish,0,2,03,23,23,28,23,22,30,23
050,22,119,Louisiana,Webster Parish,0,2,04,1,1,1,2,3,0,1
050,22,119,Louisiana,Webster Parish,0,2,05,2,2,3,5,2,1,1
050,22,121,Louisiana,West Baton Rouge Parish,0,1,01,13504,13504,13474,13480,13539,13640,13661
050,22,121,Louisiana,West Baton Rouge Parish,0,1,02,7732,7732,7708,7772,7754,7601,7775
050,22,121,Louisiana,West Baton Rouge Parish,0,1,03,126,126,88,76,77,74,65
050,22,121,Louisiana,West Baton Rouge Parish,0,1,04,55,55,46,51,59,60,58
050,22,121,Louisiana,West Baton Rouge Parish,0,1,05,11,11,2,2,3,2,4
050,22,121,Louisiana,West Baton Rouge Parish,0,2,01,290,290,288,303,314,360,355
050,22,121,Louisiana,West Baton Rouge Parish,0,2,02,19,19,20,27,20,22,23
050,22,121,Louisiana,West Baton Rouge Parish,0,2,03,4,4,1,3,2,2,3
050,22,121,Louisiana,West Baton Rouge Parish,0,2,04,5,5,1,7,0,2,3
050,22,121,Louisiana,West Baton Rouge Parish,0,2,05,2,2,6,7,4,8,6
050,22,123,Louisiana,West Carroll Parish,0,1,01,9782,9782,9759,9684,9753,9707,9538
050,22,123,Louisiana,West Carroll Parish,0,1,02,2317,2317,2315,2221,2190,2233,2205
050,22,123,Louisiana,West Carroll Parish,0,1,03,61,61,43,45,42,41,42
050,22,123,Louisiana,West Carroll Parish,0,1,04,22,22,16,17,19,19,21
050,22,123,Louisiana,West Carroll Parish,0,1,05,0,0,0,0,0,0,0
050,22,123,Louisiana,West Carroll Parish,0,2,01,154,154,155,148,162,161,155
050,22,123,Louisiana,West Carroll Parish,0,2,02,10,10,10,10,10,10,10
050,22,123,Louisiana,West Carroll Parish,0,2,03,1,1,2,1,2,1,1
050,22,123,Louisiana,West Carroll Parish,0,2,04,0,0,1,0,0,0,0
050,22,123,Louisiana,West Carroll Parish,0,2,05,1,1,0,0,0,0,0
050,22,125,Louisiana,West Feliciana Parish,0,1,01,7319,7319,7332,7337,7357,7473,7503
050,22,125,Louisiana,West Feliciana Parish,0,1,02,7588,7588,7593,7599,7597,7532,7387
050,22,125,Louisiana,West Feliciana Parish,0,1,03,59,59,36,37,36,37,39
050,22,125,Louisiana,West Feliciana Parish,0,1,04,36,36,28,28,27,30,32
050,22,125,Louisiana,West Feliciana Parish,0,1,05,6,6,0,0,0,0,0
050,22,125,Louisiana,West Feliciana Parish,0,2,01,95,95,94,97,96,94,96
050,22,125,Louisiana,West Feliciana Parish,0,2,02,60,60,59,60,60,60,60
050,22,125,Louisiana,West Feliciana Parish,0,2,03,0,0,0,0,0,0,0
050,22,125,Louisiana,West Feliciana Parish,0,2,04,4,4,0,2,2,2,4
050,22,125,Louisiana,West Feliciana Parish,0,2,05,0,0,2,2,4,4,2
050,22,127,Louisiana,Winn Parish,0,1,01,11210,11210,11184,10991,10985,10927,10801
050,22,127,Louisiana,Winn Parish,0,1,02,5460,5460,5442,5359,5340,5138,5105
050,22,127,Louisiana,Winn Parish,0,1,03,139,139,113,125,132,127,125
050,22,127,Louisiana,Winn Parish,0,1,04,51,51,31,43,37,37,43
050,22,127,Louisiana,Winn Parish,0,1,05,12,12,2,2,3,3,1
050,22,127,Louisiana,Winn Parish,0,2,01,125,125,121,122,122,121,127
050,22,127,Louisiana,Winn Parish,0,2,02,19,19,20,17,17,16,20
050,22,127,Louisiana,Winn Parish,0,2,03,7,7,3,4,4,3,5
050,22,127,Louisiana,Winn Parish,0,2,04,4,4,4,1,2,0,4
050,22,127,Louisiana,Winn Parish,0,2,05,0,0,2,2,3,3,2
050,22,001,Louisiana,Acadia Parish,1,0,01,23352,23353,23340,23337,23471,23446,23477
050,22,001,Louisiana,Acadia Parish,1,0,02,5037,5037,5034,5085,5096,5174,5159
050,22,001,Louisiana,Acadia Parish,1,0,03,113,113,100,99,109,105,126
050,22,001,Louisiana,Acadia Parish,1,0,04,63,63,58,64,62,84,77
050,22,001,Louisiana,Acadia Parish,1,0,05,8,8,2,5,5,4,1
050,22,001,Louisiana,Acadia Parish,2,0,01,24515,24517,24505,24465,24607,24549,24509
050,22,001,Louisiana,Acadia Parish,2,0,02,5813,5813,5811,5805,5802,5852,5824
050,22,001,Louisiana,Acadia Parish,2,0,03,117,117,117,120,127,126,137
050,22,001,Louisiana,Acadia Parish,2,0,04,67,67,58,69,68,79,80
050,22,001,Louisiana,Acadia Parish,2,0,05,10,10,1,0,2,0,1
050,22,003,Louisiana,Allen Parish,1,0,01,9814,9814,9798,9801,9732,9813,9868
050,22,003,Louisiana,Allen Parish,1,0,02,4079,4079,4078,4062,3973,3990,4023
050,22,003,Louisiana,Allen Parish,1,0,03,273,273,263,268,270,262,251
050,22,003,Louisiana,Allen Parish,1,0,04,133,133,123,124,129,137,132
050,22,003,Louisiana,Allen Parish,1,0,05,11,11,4,3,3,6,5
050,22,003,Louisiana,Allen Parish,2,0,01,8731,8731,8716,8674,8648,8698,8702
050,22,003,Louisiana,Allen Parish,2,0,02,2262,2262,2260,2213,2217,2245,2254
050,22,003,Louisiana,Allen Parish,2,0,03,304,304,285,301,297,297,287
050,22,003,Louisiana,Allen Parish,2,0,04,39,39,31,34,37,42,34
050,22,003,Louisiana,Allen Parish,2,0,05,6,6,0,2,2,0,3
050,22,005,Louisiana,Ascension Parish,1,0,01,30160,30160,30435,31358,32308,33460,34557
050,22,005,Louisiana,Ascension Parish,1,0,02,7336,7336,7424,7603,7727,7875,8169
050,22,005,Louisiana,Ascension Parish,1,0,03,196,196,193,204,218,220,226
050,22,005,Louisiana,Ascension Parish,1,0,04,165,165,170,190,239,310,327
050,22,005,Louisiana,Ascension Parish,1,0,05,14,14,12,12,22,27,26
050,22,005,Louisiana,Ascension Parish,2,0,01,30329,30329,30580,31432,32389,33486,34478
050,22,005,Louisiana,Ascension Parish,2,0,02,8375,8375,8475,8666,8770,8919,9229
050,22,005,Louisiana,Ascension Parish,2,0,03,194,194,184,191,199,208,208
050,22,005,Louisiana,Ascension Parish,2,0,04,179,179,182,200,245,304,322
050,22,005,Louisiana,Ascension Parish,2,0,05,17,17,6,13,15,22,20
050,22,007,Louisiana,Assumption Parish,1,0,01,7781,7781,7758,7710,7751,7719,7711
050,22,007,Louisiana,Assumption Parish,1,0,02,3501,3501,3518,3527,3472,3522,3540
050,22,007,Louisiana,Assumption Parish,1,0,03,51,51,37,36,36,40,37
050,22,007,Louisiana,Assumption Parish,1,0,04,36,36,31,31,31,33,37
050,22,007,Louisiana,Assumption Parish,1,0,05,2,2,1,0,0,1,1
050,22,007,Louisiana,Assumption Parish,2,0,01,8096,8096,8078,7982,8009,7964,7948
050,22,007,Louisiana,Assumption Parish,2,0,02,3904,3904,3922,3920,3888,3932,3923
050,22,007,Louisiana,Assumption Parish,2,0,03,63,63,54,55,55,57,49
050,22,007,Louisiana,Assumption Parish,2,0,04,39,39,35,31,27,28,35
050,22,007,Louisiana,Assumption Parish,2,0,05,4,4,1,1,1,0,1
