Montel_Brazil_Monazite_spot_1i
11
-135	-450
206.429413	1	1
206.53244	3	3
207.434906	1	1
207.537216	3	3
208.433167	1	1
208.535721	3	3
209.524994	3	17
233.196259	1	1
233.196259	1	19
248.888565	1	1
254.780273	1	1
-3.093658	428782	-3201	-1	3.07304e+07	131
0.103027	428889	107	-1	3.073707e+07	4
-2.090088	429823	-2160	-1	3.074286e+07	58
0.10231	429929	106	-1	3.075152e+07	258
-1.090866	430857	-1126	-1	3.075796e+07	118
0.102554	430963	106	-1	3.076596e+07	12
0.000977	431984	1	-1	3.078021e+07	4152
0	455732	0	-50.5	3.078591e+07	2500
0	455732	0	-54.5	3.079992e+07	2292
39.362595	470816	38832	-0.5	3.080626e+07	21788
45.252167	476354	44370	-0.5	3.081483e+07	380
-3.093658	428782	-3201	-0.5	3.082459e+07	135
0.103027	428889	107	-0.5	3.082904e+07	0
-2.090088	429823	-2160	-0.5	3.083127e+07	57
0.10231	429929	106	-0.5	3.083571e+07	230
-1.090866	430857	-1126	-0.5	3.083794e+07	127
0.102554	430963	106	-0.5	3.084238e+07	24
0.000977	431984	1	-0.5	3.084681e+07	4074
0	455732	0	-50.5	3.084904e+07	2403
0	455732	0	-55.5	3.085128e+07	2180
39.362595	470816	38832	-0.5	3.085351e+07	21414
45.252167	476354	44370	-0.5	3.085574e+07	339
-3.093658	428782	-3201	-0.5	3.085997e+07	133
0.103027	428889	107	-0.5	3.086441e+07	0
-2.090088	429823	-2160	-0.5	3.086664e+07	49
0.10231	429929	106	-0.5	3.087108e+07	263
-1.090866	430857	-1126	-0.5	3.087331e+07	127
0.102554	430963	106	-0.5	3.087776e+07	14
0.000977	431984	1	-0.5	3.088218e+07	4016
0	455732	0	-50.5	3.088441e+07	2583
0	455732	0	-55.5	3.088666e+07	2140
39.362595	470816	38832	-0.5	3.088889e+07	21401
45.252167	476354	44370	-0.5	3.089112e+07	348
-3.093658	428782	-3201	-0.5	3.089535e+07	148
0.103027	428889	107	-0.5	3.089979e+07	0
-2.090088	429823	-2160	-0.5	3.090202e+07	39
0.10231	429929	106	-0.5	3.090646e+07	310
-1.090866	430857	-1126	-0.5	3.090869e+07	133
0.102554	430963	106	-0.5	3.091313e+07	17
0.000977	431984	1	-0.5	3.091756e+07	4282
0	455732	0	-50.5	3.091979e+07	2460
0	455732	0	-55.5	3.092204e+07	2278
39.362595	470816	38832	-0.5	3.092426e+07	22063
45.252167	476354	44370	-0.5	3.092649e+07	347
-3.093658	428782	-3201	-0.5	3.093073e+07	144
0.103027	428889	107	-0.5	3.093517e+07	1
-2.090088	429823	-2160	-0.5	3.09374e+07	53
0.10231	429929	106	-0.5	3.094184e+07	252
-1.090866	430857	-1126	-0.5	3.094407e+07	113
0.102554	430963	106	-0.5	3.094851e+07	14
0.000977	431984	1	-0.5	3.095294e+07	4442
0	455732	0	-50.5	3.095517e+07	2466
0	455732	0	-55.5	3.095741e+07	2221
39.362595	470816	38832	-0.5	3.095964e+07	22200
45.252167	476354	44370	-0.5	3.096187e+07	377
-3.093658	428782	-3201	-0.5	3.09661e+07	137
0.103027	428889	107	-0.5	3.097055e+07	3
-2.090088	429823	-2160	-0.5	3.097278e+07	75
0.10231	429929	106	-0.5	3.097722e+07	257
-1.090866	430857	-1126	-0.5	3.097945e+07	121
0.102554	430963	106	-0.5	3.098389e+07	25
0.000977	431984	1	-0.5	3.098832e+07	4270
0	455732	0	-50.5	3.099055e+07	2540
0	455732	0	-55.5	3.099279e+07	2347
39.362595	470816	38832	-0.5	3.099502e+07	22017
45.252167	476354	44370	-0.5	3.099725e+07	347
-3.093658	428782	-3201	-0.5	3.100148e+07	115
0.103027	428889	107	-0.5	3.100592e+07	1
-2.090088	429823	-2160	-0.5	3.100815e+07	77
0.10231	429929	106	-0.5	3.101259e+07	237
-1.090866	430857	-1126	-0.5	3.101482e+07	125
0.102554	430963	106	-0.5	3.101927e+07	9
0.000977	431984	1	-0.5	3.10237e+07	4446
0	455732	0	-50.5	3.102593e+07	2475
0	455732	0	-55.5	3.102817e+07	2394
39.362595	470816	38832	-0.5	3.10304e+07	21953
45.252167	476354	44370	-0.5	3.103263e+07	347
-3.093658	428782	-3201	-0.5	3.103686e+07	156
0.103027	428889	107	-0.5	3.10413e+07	0
-2.090088	429823	-2160	-0.5	3.104353e+07	61
0.10231	429929	106	-0.5	3.104797e+07	254
-1.090866	430857	-1126	-0.5	3.10502e+07	119
0.102554	430963	106	-0.5	3.105465e+07	12
0.000977	431984	1	-0.5	3.105907e+07	4531
0	455732	0	-50.5	3.10613e+07	2578
0	455732	0	-55.5	3.106355e+07	2377
39.362595	470816	38832	-0.5	3.106577e+07	22894
45.252167	476354	44370	-0.5	3.106801e+07	381
-3.093658	428782	-3201	-0.5	3.107224e+07	160
0.103027	428889	107	-0.5	3.107668e+07	0
-2.090088	429823	-2160	-0.5	3.107891e+07	45
0.10231	429929	106	-0.5	3.108335e+07	291
-1.090866	430857	-1126	-0.5	3.108558e+07	124
0.102554	430963	106	-0.5	3.109002e+07	17
0.000977	431984	1	-0.5	3.109445e+07	4391
0	455732	0	-50.5	3.109668e+07	2504
0	455732	0	-55.5	3.109892e+07	2386
39.362595	470816	38832	-0.5	3.110115e+07	22268
45.252167	476354	44370	-0.5	3.110338e+07	359
-3.093658	428782	-3201	-0.5	3.110761e+07	137
0.103027	428889	107	-0.5	3.111205e+07	0
-2.090088	429823	-2160	-0.5	3.111428e+07	47
