Header:
Instrument	ASRC_U111
Source	Sun
Location	TMTF
Environment	Outdoors
Year	2004
Day	173
Date	2004JUN21
Operation	Discrete
Measurement_purpose	Irradiance
Number_of_scans	1
Number_of_columns	4
Number_of_rows	701
Start_time	15.49992	[UTC]
Stop_time	15.78186	[UTC]
Start_wavelength	290.00	[nm]
Stop_wavelength	360.00	[nm]
Increment_wavelength	0.10	[nm]
Dark_signal	0.54545	[p_s^-1]
ForeOptic_temperature	16.42	[ns]
Front_temperature	16.42	[ns]
Back_temperature	22.93	[ns]
Inside_temperature	22.47	[ns]
Shelter_temperature	18.62	[ns]
PSUnit_temperature	22.03	[ns]
AirCond_temperature	9.25	[ns]
Outside_temperature	24.42	[ns]
Comments	none
Formatted_file	2004173f08.u11
Responsivity_file	03352Rsm.u11
Analysis_program	Calc_Irrad.c
Labels:
Wavelength	Irradiance	dE(R)/E	dE(S)/E
[nm]	[mW_m^-2_nm^-1]
Data:
326.212	92.90921	0.0004	0.0000
326.312	100.28623	0.0004	0.0000
326.412	86.47533	0.0004	0.0000
326.512	75.70539	0.0004	0.0000
326.612	101.45532	0.0004	0.0000
326.712	101.46090	0.0004	0.0000
326.812	102.17074	0.0004	0.0000
326.912	99.60744	0.0004	0.0000
327.012	95.45800	0.0004	0.0000
327.112	77.74667	0.0004	0.0000
327.212	82.03662	0.0004	0.0000
327.312	101.07665	0.0004	0.0000
327.412	84.79433	0.0004	0.0000
327.512	104.70337	0.0004	0.0000
327.612	87.31364	0.0004	0.0000
327.712	80.20780	0.0004	0.0000
327.812	90.63570	0.0004	0.0000
327.912	75.23994	0.0004	0.0000
328.012	79.81760	0.0004	0.0000
328.112	88.80540	0.0004	0.0000
328.212	80.82474	0.0004	0.0000
328.312	79.90887	0.0004	0.0000
328.412	96.69801	0.0004	0.0000
328.512	85.25011	0.0004	0.0000
328.612	79.37362	0.0004	0.0000
328.712	61.41009	0.0005	0.0000
328.812	82.41428	0.0004	0.0000
328.912	91.15933	0.0004	0.0000
329.012	114.06724	0.0004	0.0000
329.112	100.80120	0.0004	0.0000
329.212	97.44904	0.0004	0.0000
329.312	109.38921	0.0004	0.0000
329.412	118.51833	0.0004	0.0000
329.512	100.02333	0.0004	0.0000
329.612	107.82473	0.0004	0.0000
329.712	112.74976	0.0004	0.0000
329.811	101.45107	0.0004	0.0000
329.911	104.53003	0.0004	0.0000
330.011	125.96749	0.0003	0.0000
330.111	124.86830	0.0003	0.0000
330.211	89.89857	0.0004	0.0000
330.311	85.95356	0.0004	0.0000
330.411	101.67387	0.0004	0.0000
330.511	89.34602	0.0004	0.0000
330.611	64.80894	0.0005	0.0000
330.711	77.64816	0.0004	0.0000
330.811	94.82230	0.0004	0.0000
330.911	98.05300	0.0004	0.0000
331.011	92.50488	0.0004	0.0000
331.111	96.87890	0.0004	0.0000
331.211	89.26768	0.0004	0.0000
331.311	91.34213	0.0004	0.0000
331.411	79.10854	0.0004	0.0000
331.511	79.84795	0.0004	0.0000
331.611	97.26231	0.0004	0.0000
331.711	95.70957	0.0004	0.0000
331.811	102.49612	0.0004	0.0000
331.911	100.40078	0.0004	0.0000
332.011	93.54203	0.0004	0.0000
332.111	100.25961	0.0004	0.0000
332.211	85.84851	0.0004	0.0000
332.311	68.89251	0.0005	0.0000
332.411	83.78999	0.0004	0.0000
332.511	102.26814	0.0004	0.0000
332.611	114.09547	0.0004	0.0000
332.711	86.76762	0.0004	0.0000
332.811	96.67155	0.0004	0.0000
332.911	79.31339	0.0004	0.0000
333.011	81.73914	0.0004	0.0000
333.111	108.87875	0.0004	0.0000
333.211	84.66380	0.0004	0.0000
333.311	106.90125	0.0004	0.0000
333.411	90.99105	0.0004	0.0000
333.511	79.73489	0.0004	0.0000
333.611	64.93588	0.0005	0.0000
333.711	70.44538	0.0005	0.0000
333.811	90.00657	0.0004	0.0000
333.911	92.73995	0.0004	0.0000
334.011	83.55534	0.0004	0.0000
334.111	99.60596	0.0004	0.0000
334.211	72.09927	0.0005	0.0000
334.311	100.16117	0.0004	0.0000
334.411	104.19488	0.0004	0.0000
334.511	99.89816	0.0004	0.0000
334.611	105.49759	0.0004	0.0000
334.711	100.63326	0.0004	0.0000
334.811	99.95290	0.0004	0.0000
334.911	57.20442	0.0005	0.0000
335.011	76.88506	0.0004	0.0000
335.111	109.56915	0.0004	0.0000
335.211	103.05748	0.0004	0.0000
335.311	104.83342	0.0004	0.0000
335.411	95.15994	0.0004	0.0000
335.511	112.45669	0.0004	0.0000
335.611	109.41066	0.0004	0.0000
335.711	110.65695	0.0004	0.0000
335.811	93.54266	0.0004	0.0000
335.911	60.62877	0.0005	0.0000
336.011	49.17168	0.0006	0.0000
336.111	41.99305	0.0006	0.0000
336.211	59.25140	0.0005	0.0000
336.310	93.79079	0.0004	0.0000
336.410	95.28510	0.0004	0.0000
336.510	110.80967	0.0004	0.0000
336.610	91.31145	0.0004	0.0000
336.710	78.28167	0.0004	0.0000
336.810	73.31349	0.0005	0.0000
336.910	62.19823	0.0005	0.0000
337.010	69.70055	0.0005	0.0000
337.110	71.34985	0.0005	0.0000
337.210	59.70434	0.0005	0.0000
337.310	69.97053	0.0005	0.0000
337.410	79.43265	0.0004	0.0000
337.510	99.43127	0.0004	0.0000
337.610	107.51984	0.0004	0.0000
337.710	109.45228	0.0004	0.0000
337.810	101.22138	0.0004	0.0000
337.910	77.60658	0.0004	0.0000
338.010	58.03720	0.0005	0.0000
338.110	67.96992	0.0005	0.0000
338.210	102.64099	0.0004	0.0000
338.310	93.25112	0.0004	0.0000
338.410	80.06320	0.0004	0.0000
338.510	103.18443	0.0004	0.0000
338.610	105.49303	0.0004	0.0000
338.710	109.80002	0.0004	0.0000
338.810	74.21220	0.0005	0.0000
338.910	102.07671	0.0004	0.0000
339.010	119.17706	0.0004	0.0000
339.110	86.16712	0.0004	0.0000
339.210	81.55611	0.0004	0.0000
339.310	62.26531	0.0005	0.0000
339.410	84.21433	0.0004	0.0000
339.510	99.32249	0.0004	0.0000
339.610	95.89481	0.0004	0.0000
339.710	105.26649	0.0004	0.0000
339.810	113.79255	0.0004	0.0000
339.910	101.63692	0.0004	0.0000
340.010	129.07135	0.0003	0.0000
340.110	116.29595	0.0004	0.0000
340.210	99.84315	0.0004	0.0000
340.310	104.11534	0.0004	0.0000
340.410	104.18675	0.0004	0.0000
340.510	88.62047	0.0004	0.0000
340.610	110.77980	0.0004	0.0000
340.710	81.88464	0.0004	0.0000
340.810	96.47896	0.0004	0.0000
340.910	90.80152	0.0004	0.0000
341.009	92.97569	0.0004	0.0000
341.109	107.25047	0.0004	0.0000
341.209	112.62115	0.0004	0.0000
341.309	81.82083	0.0004	0.0000
341.409	72.14570	0.0005	0.0000
341.509	65.90330	0.0005	0.0000
341.609	103.61732	0.0004	0.0000
341.709	94.29434	0.0004	0.0000
341.809	96.81655	0.0004	0.0000
341.909	114.12675	0.0004	0.0000
342.009	123.22995	0.0004	0.0000
342.109	108.12759	0.0004	0.0000
342.209	107.67686	0.0004	0.0000
342.309	85.02551	0.0004	0.0000
342.409	82.91405	0.0004	0.0000
342.509	110.29575	0.0004	0.0000
342.609	111.77818	0.0004	0.0000
342.709	83.58707	0.0004	0.0000
342.809	97.75664	0.0004	0.0000
342.909	119.33054	0.0004	0.0000
343.009	128.16536	0.0004	0.0000
343.109	118.74200	0.0004	0.0000
343.209	100.52000	0.0004	0.0000
343.309	81.21656	0.0004	0.0000
343.409	88.88640	0.0004	0.0000
343.509	129.47707	0.0003	0.0000
343.609	109.26080	0.0004	0.0000
343.709	91.11679	0.0004	0.0000
343.809	94.87473	0.0004	0.0000
343.909	100.02813	0.0004	0.0000
344.009	67.10777	0.0005	0.0000
344.109	40.32115	0.0006	0.0000
344.209	64.13651	0.0005	0.0000
344.309	69.34603	0.0005	0.0000
344.409	59.35364	0.0005	0.0000
344.509	94.95100	0.0004	0.0000
344.609	74.00576	0.0005	0.0000
344.709	85.65796	0.0004	0.0000
344.809	103.57187	0.0004	0.0000
344.908	94.85848	0.0004	0.0000
