sumlev,State,County,Stname,Ctyname,time,popestimate,popest_male,popest_fem,under5_tot,under5_male,under5_fem,age513_tot,age513_male,age513_fem,age1417_tot,age1417_male,age1417_fem,age1824_tot,age1824_male,age1824_fem,age16plus_tot,age16plus_male,age16plus_fem,age18plus_tot,age18plus_male,age18plus_fem,age1544_tot,age1544_male,age1544_fem,age4564_tot,age4564_male,age4564_fem,age65plus_tot,age65plus_male,age65plus_fem,age85plus_tot,age85plus_male,age85plus_fem,median_age_tot,median_age_male,median_age_fem
050,34,027,New Jersey,Morris County,5,478800,234664,244136,32041,16392,15649,61694,31755,29939,25124,12945,12179,32089,16470,15619,372142,179853,192289,359941,173572,186369,194417,97284,97133,127245,61844,65401,56771,23955,32816,7022,1990,5032,38.7,37.8,39.6
050,34,027,New Jersey,Morris County,6,483513,237122,246391,31949,16338,15611,62020,31855,30165,25994,13438,12556,34203,17465,16738,376067,181920,194147,363550,175491,188059,193989,97248,96741,130774,63566,67208,58000,24574,33426,7286,2084,5202,39.0,38.1,40.0
050,34,027,New Jersey,Morris County,7,488173,239591,248582,31904,16259,15645,62175,31962,30213,27078,14013,13065,36632,18584,18048,380092,184082,196010,367016,177357,189659,193392,97162,96230,134321,65244,69077,59237,25259,33978,7350,2073,5277,39.3,38.4,40.2
050,34,029,New Jersey,Ocean County,1,510916,242596,268320,32181,16566,15615,61850,31747,30103,25015,12663,12352,33647,17359,16288,404137,187843,216294,391870,181620,210250,185194,92244,92950,111987,52977,59010,113260,45799,67461,14914,4601,10313,41.0,39.0,42.9
050,34,029,New Jersey,Ocean County,2,510916,242596,268320,32181,16566,15615,61850,31747,30103,25015,12663,12352,33647,17359,16288,404137,187843,216294,391870,181620,210250,185194,92244,92950,111987,52977,59010,113260,45799,67461,14914,4601,10313,41.0,39.0,42.9
050,34,029,New Jersey,Ocean County,3,513709,244025,269684,32193,16568,15625,62231,31945,30286,25245,12779,12466,34012,17566,16446,406363,188986,217377,394040,182733,211307,185969,92676,93293,113317,53619,59698,113514,45936,67578,15134,4689,10445,41.0,39.0,43.0
050,34,029,New Jersey,Ocean County,4,524342,249243,275099,32465,16671,15794,63245,32435,30810,26363,13356,13007,36360,18705,17655,415150,193277,221873,402269,186781,215488,191610,95576,96034,115825,55018,60807,114320,46025,68295,16166,4993,11173,40.9,39.0,42.8
050,34,029,New Jersey,Ocean County,5,537433,255740,281693,32986,16911,16075,64025,32818,31207,27397,13958,13439,38870,19925,18945,426348,198790,227558,413025,192053,220972,198705,99214,99491,119302,56930,62372,115331,46218,69113,17612,5565,12047,40.8,38.9,42.7
050,34,029,New Jersey,Ocean County,6,546638,260253,286385,33807,17323,16484,64422,33053,31369,28374,14457,13917,40756,20793,19963,433857,202458,231399,420035,195420,224615,202725,101316,101409,122320,58642,63678,116008,46203,69805,19162,6164,12998,40.7,38.8,42.6
050,34,029,New Jersey,Ocean County,7,553251,263441,289810,34644,17666,16978,64332,32988,31344,29421,15075,14346,42235,21457,20778,439157,205055,234102,424854,197712,227142,205090,102533,102557,124859,60092,64767,116654,46187,70467,20759,6766,13993,40.8,38.8,42.7
050,34,031,New Jersey,Passaic County,1,489049,237008,252041,36129,18365,17764,65267,33088,32179,26090,13485,12605,45478,22955,22523,374569,178758,195811,361563,172070,189493,217900,109024,108876,104033,49813,54220,59033,23235,35798,7697,2169,5528,34.8,33.5,36.0
050,34,031,New Jersey,Passaic County,2,490377,237485,252892,36129,18365,17764,65267,33088,32179,26092,13486,12606,46775,23412,23363,375897,179235,196662,362889,172546,190343,219227,109500,109727,104034,49814,54220,59033,23235,35798,7697,2169,5528,34.7,33.4,35.9
050,34,031,New Jersey,Passaic County,3,491071,237888,253183,36063,18326,17737,65477,33187,32290,26143,13495,12648,47032,23570,23462,376349,179533,196816,363388,172880,190508,219248,109558,109690,104563,50082,54481,59014,23243,35771,7781,2201,5580,34.7,33.4,35.9
050,34,031,New Jersey,Passaic County,4,494698,239864,254834,37046,18777,18269,66286,33613,32673,26377,13553,12824,47127,23774,23353,377993,180584,197409,364989,173921,191068,218177,109227,108950,107526,51488,56038,59010,23372,35638,7950,2284,5666,35.0,33.6,36.2
050,34,031,New Jersey,Passaic County,5,497068,241089,255979,37874,19171,18703,66346,33597,32749,26776,13772,13004,47233,23849,23384,379233,181364,197869,366072,174549,191523,216327,108352,107975,110751,53008,57743,58792,23383,35409,8197,2359,5838,35.2,33.9,36.4
050,34,031,New Jersey,Passaic County,6,499037,242132,256905,39128,19797,19331,66496,33600,32896,27371,14074,13297,47256,23923,23333,379346,181500,197846,366042,174661,191381,213943,107169,106774,113731,54527,59204,58659,23390,35269,8430,2506,5924,35.3,34.0,36.6
050,34,031,New Jersey,Passaic County,7,500427,243100,257327,40631,20603,20028,66146,33504,32642,28221,14395,13826,47235,24033,23202,378989,181512,197477,365429,174598,190831,211364,106077,105287,116209,55674,60535,58512,23420,35092,8462,2566,5896,35.4,34.1,36.7
050,34,033,New Jersey,Salem County,1,64285,31047,33238,3942,2032,1910,8507,4243,4264,4001,2084,1917,5039,2578,2461,49874,23760,26114,47835,22688,25147,25993,12815,13178,15546,7675,7871,9311,3779,5532,1092,336,756,38.0,36.8,39.1
050,34,033,New Jersey,Salem County,2,64285,31047,33238,3942,2032,1910,8507,4243,4264,4001,2084,1917,5039,2578,2461,49874,23760,26114,47835,22688,25147,25993,12815,13178,15546,7675,7871,9311,3779,5532,1092,336,756,38.0,36.8,39.1
050,34,033,New Jersey,Salem County,3,64232,31032,33200,3925,2023,1902,8511,4246,4265,4007,2086,1921,5069,2599,2470,49820,23744,26076,47789,22677,25112,25971,12812,13159,15568,7684,7884,9270,3764,5506,1102,340,762,38.1,36.8,39.1
050,34,033,New Jersey,Salem County,4,64285,31091,33194,3820,1997,1823,8397,4151,4246,3975,2077,1898,5381,2771,2610,50114,23927,26187,48093,22866,25227,25876,12778,13098,16009,7874,8135,9216,3777,5439,1151,357,794,38.4,37.2,39.5
050,34,033,New Jersey,Salem County,5,64761,31334,33427,3816,1962,1854,8276,4144,4132,3959,2048,1911,5686,2908,2778,50723,24238,26485,48710,23180,25530,25927,12858,13069,16540,8126,8414,9225,3769,5456,1232,387,845,38.6,37.4,39.7
050,34,033,New Jersey,Salem County,6,64845,31379,33466,3827,1972,1855,8056,4031,4025,4003,2040,1963,5939,3051,2888,50954,24394,26560,48959,23336,25623,25792,12770,13022,16929,8308,8621,9216,3794,5422,1303,425,878,38.9,37.6,40.0
050,34,033,New Jersey,Salem County,7,65346,31630,33716,3777,1919,1858,8041,4046,3995,3989,2024,1965,6182,3196,2986,51540,24680,26860,49539,23641,25898,26050,12861,13189,17326,8496,8830,9205,3835,5370,1351,484,867,39.0,37.6,40.1
050,34,035,New Jersey,Somerset County,1,297490,145241,152249,22207,11321,10886,39501,20333,19168,14283,7368,6915,17515,9173,8342,228432,109768,118664,221499,106219,115280,128626,63868,64758,69939,34044,35895,33381,13705,19676,4129,1147,2982,37.2,36.3,38.0
050,34,035,New Jersey,Somerset County,2,297490,145241,152249,22207,11321,10886,39501,20333,19168,14283,7368,6915,17515,9173,8342,228432,109768,118664,221499,106219,115280,128626,63868,64758,69939,34044,35895,33381,13705,19676,4129,1147,2982,37.2,36.3,38.0
050,34,035,New Jersey,Somerset County,3,298928,145984,152944,22200,11318,10882,39683,20422,19261,14368,7413,6955,17647,9257,8390,229621,110389,119232,222677,106831,115846,129088,64138,64950,70587,34367,36220,33515,13763,19752,4188,1169,3019,37.2,36.4,38.0
050,34,035,New Jersey,Somerset County,4,303260,148342,154918,22278,11304,10974,40778,20940,19838,14976,7781,7195,18381,9649,8732,232391,112050,120341,225228,108317,116911,129757,64561,65196,73628,35901,37727,32887,13579,19308,4124,1166,2958,37.5,36.7,38.2
050,34,035,New Jersey,Somerset County,5,307918,150784,157134,22280,11316,10964,41304,21146,20158,15733,8188,7545,19224,10053,9171,236135,114044,122091,228601,110134,118467,129650,64678,64972,77098,37618,39480,33325,13808,19517,4184,1205,2979,37.8,37.0,38.6
050,34,035,New Jersey,Somerset County,6,312330,153082,159248,22508,11459,11049,41805,21357,20448,16646,8594,8052,20166,10539,9627,239253,115755,123498,231371,111672,119699,129292,64622,64670,80283,39276,41007,33961,14087,19874,4377,1275,3102,38.1,37.3,38.9
050,34,035,New Jersey,Somerset County,7,316750,155366,161384,22787,11602,11185,42184,21534,20650,17471,9022,8449,21467,11162,10305,242580,117523,125057,234308,113208,121100,128909,64537,64372,83461,40875,42586,34714,14405,20309,4548,1310,3238,38.4,37.5,39.2
050,34,037,New Jersey,Sussex County,1,144166,71338,72828,9815,4934,4881,21538,11018,10520,8865,4590,4275,8990,4667,4323,108197,52985,55212,103948,50796,53152,60899,30222,30677,36424,18469,17955,13152,5448,7704,1626,456,1170,37.1,36.6,37.5
050,34,037,New Jersey,Sussex County,2,144170,71339,72831,9816,4934,4882,21539,11018,10521,8865,4590,4275,8990,4667,4323,108199,52986,55213,103950,50797,53153,60901,30223,30678,36424,18469,17955,13152,5448,7704,1626,456,1170,37.1,36.6,37.5
050,34,037,New Jersey,Sussex County,3,144689,71618,73071,9778,4915,4863,21593,11049,10544,8918,4617,4301,9073,4714,4359,108655,53230,55425,104400,51037,53363,61016,30295,30721,36756,18637,18119,13201,5472,7729,1652,465,1187,37.2,36.7,37.6
050,34,037,New Jersey,Sussex County,4,146625,72610,74015,9513,4772,4741,21580,11056,10524,9197,4757,4440,10026,5197,4829,110788,54316,56472,106335,52025,54310,61373,30541,30832,38382,19422,18960,13401,5615,7786,1687,491,1196,37.5,37.0,38.0
050,34,037,New Jersey,Sussex County,5,148874,73712,75162,9200,4631,4569,21277,10869,10408,9610,4944,4666,10881,5628,5253,113497,55723,57774,108787,53268,55519,61956,30849,31107,40156,20246,19910,13778,5837,7941,1798,533,1265,37.9,37.4,38.4
050,34,037,New Jersey,Sussex County,6,150986,74828,76158,8984,4592,4392,20960,10604,10356,9962,5170,4792,11882,6100,5782,115880,56961,58919,111080,54462,56618,62443,31113,31330,41883,21098,20785,14093,6046,8047,1874,560,1314,38.2,37.7,38.7
050,34,037,New Jersey,Sussex County,7,152218,75512,76706,8824,4535,4289,20630,10442,10188,10158,5212,4946,12850,6599,6251,117560,57847,59713,112606,55323,57283,62390,31147,31243,43421,21771,21650,14397,6315,8082,1887,587,1300,38.5,38.0,39.0
050,34,039,New Jersey,Union County,1,522541,251372,271169,36441,18702,17739,66970,34331,32639,26530,13551,12979,41469,21028,20441,405731,191474,214257,392600,184788,207812,224802,111479,113323,115503,55099,60404,72041,28329,43712,9369,2605,6764,36.6,35.3,37.9
050,34,039,New Jersey,Union County,2,522541,251372,271169,36441,18702,17739,66970,34331,32639,26530,13551,12979,41469,21028,20441,405731,191474,214257,392600,184788,207812,224802,111479,113323,115503,55099,60404,72041,28329,43712,9369,2605,6764,36.6,35.3,37.9
050,34,039,New Jersey,Union County,3,523327,251840,271487,36305,18632,17673,67130,34413,32717,26602,13577,13025,41704,21178,20526,406389,191882,214507,393290,185218,208072,224949,111607,113342,116266,55477,60789,71882,28276,43606,9454,2639,6815,36.7,35.3,38.0
050,34,039,New Jersey,Union County,4,527035,253975,273060,36849,18932,17917,67955,34782,33173,27108,13812,13296,42405,21580,20825,408357,193196,215161,395123,186449,208674,224474,111524,112950,119808,57196,62612,70911,27925,42986,9796,2805,6991,36.9,35.5,38.2
050,34,039,New Jersey,Union County,5,529536,255426,274110,37035,18968,18067,68256,34899,33357,27808,14256,13552,42778,21835,20943,409979,194211,215768,396437,187303,209134,223177,111089,112088,123766,59118,64648,70082,27617,42465,10251,2946,7305,37.2,35.7,38.5
050,34,039,New Jersey,Union County,6,530599,256241,274358,37705,19221,18484,68220,35049,33171,28626,14545,14081,43250,22156,21094,409883,194444,215439,396048,187426,208622,220504,109928,110576,127195,60793,66402,69419,27458,41961,10690,3104,7586,37.4,35.9,38.7
050,34,039,New Jersey,Union County,7,531957,257320,274637,38528,19770,18758,67929,34886,33043,29788,15128,14660,43877,22455,21422,409924,194834,215090,395712,187536,208176,218615,109100,109515,130162,62263,67899,68742,27274,41468,11062,3276,7786,37.5,36.0,38.9
050,34,041,New Jersey,Warren County,1,102437,49870,52567,7032,3610,3422,14056,7283,6773,5602,2877,2725,6461,3273,3188,78516,37524,40992,75747,36100,39647,42731,21057,21674,24044,11961,12083,13206,5261,7945,1691,464,1227,37.6,36.7,38.4
050,34,041,New Jersey,Warren County,2,102433,49869,52564,7031,3610,3421,14055,7283,6772,5602,2877,2725,6461,3273,3188,78514,37523,40991,75745,36099,39646,42729,21056,21673,24044,11961,12083,13206,5261,7945,1691,464,1227,37.6,36.7,38.4
050,34,041,New Jersey,Warren County,3,102993,50170,52823,7031,3610,3421,14133,7330,6803,5651,2902,2749,6533,3315,3218,78960,37759,41201,76178,36328,39850,42901,21164,21737,24313,12094,12219,13238,5271,7967,1716,473,1243,37.7,36.8,38.5
050,34,041,New Jersey,Warren County,4,105651,51478,54173,6965,3582,3383,14356,7425,6931,5916,3042,2874,7244,3672,3572,81356,38943,42413,78414,37429,40985,44020,21718,22302,25398,12638,12760,13356,5313,8043,1824,498,1326,37.9,37.0,38.7
050,34,041,New Jersey,Warren County,5,107502,52389,55113,6847,3510,3337,14432,7456,6976,6107,3153,2954,7808,3960,3848,83078,39789,43289,80116,38270,41846,44688,22076,22612,26469,13174,13295,13498,5354,8144,1950,531,1419,38.2,37.2,39.0
050,34,041,New Jersey,Warren County,6,109173,53254,55919,6870,3502,3368,14384,7466,6918,6315,3243,3072,8426,4244,4182,84635,40599,44036,81604,39043,42561,45203,22357,22846,27444,13656,13788,13583,5421,8162,2038,559,1479,38.4,37.4,39.3
050,34,041,New Jersey,Warren County,7,110018,53709,56309,6902,3535,3367,14157,7299,6858,6703,3478,3225,8761,4402,4359,85441,41051,44390,82256,39397,42859,45141,22319,22822,28326,14097,14229,13680,5499,8181,2093,594,1499,38.6,37.6,39.5
