01,00,01000US,EC,23,236115,005, ,2002,2,r,58472,r,2,r,273055,r,1, ,8262607,r,1, ,62171283,r,2, ,61781469,r,2, ,38573155,r,2, ,19677808,r,3, ,19285162,r,2, ,23208314,r,2, 
01,00,01000US,EC,23,236115,113, ,2002,9,r,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S
01,00,01000US,EC,23,236115,121, ,2002,0, ,1653,r,10,r,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S
01,00,01000US,EC,23,236115,122, ,2002,0, ,4806,r,6,r,7187,r,6,r,96602,r,7,r,361114,r,6,r,360475,r,6,r,265509,r,6,r,166914,r,7,r,99235,r,8,r,94966,r,8,r
01,00,01000US,EC,23,236115,123, ,2002,0, ,14345,r,4,r,33900,r,4,r,553542,r,4,r,2353320,r,4,r,2347901,r,4,r,1721563,r,4,r,1052415,r,4,r,674567,r,4,r,626339,r,4,r
01,00,01000US,EC,23,236115,125, ,2002,0, ,12720,r,3, ,41192,r,4,r,872718,r,4,r,4560668,r,4,r,4549111,r,4,r,3212906,r,4,r,1799521,r,4,r,1424942,r,4,r,1336205,r,4,r
01,00,01000US,EC,23,236115,131, ,2002,0, ,11057,r,3, ,48527,r,4,r,1243660,r,4,r,7757766,r,4,r,7723267,r,4,r,5196481,r,4,r,2661229,r,4, ,2569751,r,4,r,2526785,r,4, 
01,00,01000US,EC,23,236115,133, ,2002,0, ,8954,r,3, ,58102,r,4,r,1812681,r,4,r,13931048,r,3, ,13849853,r,3, ,8886694,r,3, ,4189613,r,4, ,4778276,r,4, ,4963159,r,4, 
01,00,01000US,EC,23,236115,141, ,2002,0, ,2985,r,5,r,30037,r,3, ,1154409,r,3, ,10254364,r,5,r,10201128,r,5,r,6321626,r,5,r,2947804,r,6, ,3427058,r,6,r,3879502,r,5, 
01,00,01000US,EC,23,236115,142, ,2002,0, ,1239,r,6, ,20705,r,4, ,883802,r,4, ,8253327,r,6, ,8204793,r,6, ,4738605,r,6, ,2168805,r,10,r,2618334,r,8,r,3466188,r,8,r
01,00,01000US,EC,23,236115,143, ,2002,0, ,646,r,6,r,31742,r,3, ,1624330,r,3, ,14633908,r,6,r,14479450,r,6,r,8178361,r,7,r,4654253,r,12,r,3678566,r,3,r,6301089,r,4,r
01,00,01000US,EC,23,236116,005, ,2002,2, ,4397, ,5, ,44384, ,3, ,1730843, ,2, ,16995718, ,3, ,16672531, ,3, ,7637801, ,3, ,4410884, ,5, ,3550104, ,4, ,9034730, ,3, 
01,00,01000US,EC,23,236116,113, ,2002,3, ,104, ,42, ,0,D,0,S,835, ,44, ,2359, ,42, ,2359, ,42, ,1776, ,44, ,1082, ,51, ,694, ,49, ,583, ,51, 
01,00,01000US,EC,23,236116,121, ,2002,2, ,172, ,32, ,0,D,0,S,2331, ,36, ,5734, ,32, ,5668, ,33, ,3423, ,33, ,1443, ,38, ,2047, ,34, ,2245, ,37, 
01,00,01000US,EC,23,236116,122, ,2002,0, ,260, ,26, ,376, ,29, ,5026, ,27, ,18452, ,26, ,18132, ,26, ,11771, ,27, ,7162, ,31, ,4929, ,31, ,6361, ,28, 
01,00,01000US,EC,23,236116,123, ,2002,0, ,724, ,15, ,1631, ,17, ,37563, ,18, ,115631, ,15, ,114362, ,15, ,77631, ,16, ,54112, ,20, ,24788, ,21, ,36731, ,18, 
01,00,01000US,EC,23,236116,125, ,2002,0, ,875, ,13, ,2822, ,14, ,71248, ,15, ,320693, ,14, ,310313, ,14, ,194785, ,14, ,119162, ,16, ,86002, ,16, ,115528, ,16, 
01,00,01000US,EC,23,236116,131, ,2002,0, ,644, ,14, ,3452, ,13, ,89361, ,12, ,448286, ,14, ,444991, ,14, ,287367, ,14, ,150048, ,13, ,140616, ,16, ,157623, ,18, 
01,00,01000US,EC,23,236116,133, ,2002,0, ,606, ,13, ,5440, ,11, ,187964, ,12, ,982826, ,13, ,963759, ,13, ,605569, ,15, ,346266, ,19, ,278370, ,20, ,358190, ,17, 
01,00,01000US,EC,23,236116,141, ,2002,0, ,413, ,14, ,5001, ,11, ,173831, ,11, ,1397653, ,13, ,1391350, ,13, ,757803, ,14, ,334495, ,17, ,429610, ,18, ,633547, ,15, 
01,00,01000US,EC,23,236116,142, ,2002,0, ,252, ,11, ,5028, ,6, ,202872, ,6, ,1711792, ,10, ,1691459, ,11, ,877694, ,10, ,391793, ,16, ,506234, ,14, ,813765, ,14, 
01,00,01000US,EC,23,236116,143, ,2002,0, ,348, ,6, ,20257, ,2, ,959812, ,2, ,11992290, ,3, ,11730138, ,3, ,4819982, ,4, ,3005322, ,6, ,2076813, ,5, ,6910156, ,3, 
01,00,01000US,EC,23,236117,005, ,2002,1,r,26043,r,2,r,240292,r,1, ,10458127,r,1, ,140027539,r,1, ,139021424,r,1, ,87134367,r,1, ,51361146,r,1, ,36779337,r,1, ,51887057,r,1, 
01,00,01000US,EC,23,236117,113, ,2002,9, ,10,r,0, ,0,D,0, ,31,r,0, ,80,r,0, ,80,r,0, ,52,r,0, ,32,r,0, ,20,r,0, ,28,r,0, 
01,00,01000US,EC,23,236117,121, ,2002,0, ,327,r,23,r,0,D,0,S,3506,r,31,r,12719,r,24,r,12540,r,24,r,9269,r,24,r,6345,r,25,r,3104,r,26,r,3271,r,28,r
