SEQ='MG'     NUCCHG=12                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  43787696.4   NPRNTI= 2   NPRNTF= 2
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2P6 3S1             (2)0( 0.5)        0.0 
     2          2P6 3P1             (2)1( 2.5)    37302.4 

   LS RESOLVED TERM INDEXING            BWNR=  43832756.5   NTRM= 205
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
   168     2    2P6 3P1 7G1         (3)5(16.0)    80127.8*     0.00E+00
   169     2    2P6 3P1 7H1         (3)4(13.0)    80127.9*     0.00E+00
   170     2    2P6 3P1 7H1         (1)4( 4.0)    80127.9*     0.00E+00
   171     2    2P6 3P1 7G1         (1)5( 5.0)    80128.0*     0.00E+00
   172     2    2P6 3P1 7F1         (3)4(13.0)    80129.4*     0.00E+00
   173     2    2P6 3P1 7G1         (3)3(10.0)    80132.6*     0.00E+00
   174     2    2P6 3P1 7G1         (1)3( 3.0)    80132.7*     0.00E+00
   175     2    2P6 3P1 7F1         (1)2( 2.0)    80136.4*     0.00E+00
   176     2    2P6 3P1 7F1         (3)2( 7.0)    80166.9*     0.00E+00
   177     2    2P6 3P1 8D1         (1)2( 2.0)    80267.9*     0.00E+00
   178     2    2P6 3P1 8D1         (3)3(10.0)    80275.3*     0.00E+00
   179     2    2P6 3P1 8D1         (3)2( 7.0)    80304.1*     0.00E+00
   180     2    2P6 3P1 8D1         (3)1( 4.0)    80335.8*     0.00E+00
   181     2    2P6 3P1 8D1         (1)3( 3.0)    80340.0*     0.00E+00
   182     2    2P6 3P1 8D1         (1)1( 1.0)    80360.2*     0.00E+00
   183     2    2P6 3P1 8F1         (3)3(10.0)    80626.1*     0.00E+00
   184     2    2P6 3P1 8F1         (1)3( 3.0)    80626.6*     0.00E+00
   185     2    2P6 3P1 8G1         (1)4( 4.0)    80638.6*     0.00E+00
   186     2    2P6 3P1 8G1         (3)4(13.0)    80638.6*     0.00E+00
   187     2    2P6 3P1 8H1         (1)5( 5.0)    80642.8*     0.00E+00
   188     2    2P6 3P1 8H1         (3)5(16.0)    80642.8*     0.00E+00
   189     2    2P6 3P1 8H1         (3)6(19.0)    80649.7*     0.00E+00
   190     2    2P6 3P1 8H1         (1)6( 6.0)    80649.7*     0.00E+00
   191     2    2P6 3P1 8F1         (1)4( 4.0)    80650.7*     0.00E+00
   192     2    2P6 3P1 8G1         (3)5(16.0)    80651.1*     0.00E+00
   193     2    2P6 3P1 8H1         (3)4(13.0)    80651.1*     0.00E+00
   194     2    2P6 3P1 8H1         (1)4( 4.0)    80651.1*     0.00E+00
   195     2    2P6 3P1 8G1         (1)5( 5.0)    80651.2*     0.00E+00
   196     2    2P6 3P1 8F1         (3)4(13.0)    80652.0*     0.00E+00
   197     2    2P6 3P1 8G1         (3)3(10.0)    80654.3*     0.00E+00
   198     2    2P6 3P1 8G1         (1)3( 3.0)    80654.4*     0.00E+00
   199     2    2P6 3P1 8F1         (1)2( 2.0)    80655.8*     0.00E+00
   200     2    2P6 3P1 8F1         (3)2( 7.0)    80677.6*     0.00E+00
   201     2    2P6 3P1 7P1         (3)1( 4.0)    81337.6*     0.00E+00
   202     2    2P6 3P1 8P1         (3)1( 4.0)    81365.2*     0.00E+00
   203     2    2P6 3P2             (1)0( 0.0)    81393.1*     0.00E+00
   204     2    2P6 3P1 6P1         (3)1( 4.0)    81515.1*     0.00E+00
   205     2    2P6 3P1 5P1         (3)1( 4.0)    82240.7*     0.00E+00

   N-SHELL INDEXING & AUGER RATES                       NREP= 42
   ------------------------------
   IREP    N  M'-M =        2-1
   -----   -  ----
     1     1           0.00E+00
     2     2           0.00E+00
     3     3           0.00E+00
     4     4           0.00E+00
     5     5           0.00E+00
     6     6           0.00E+00
     7     7           0.00E+00
     8     8           0.00E+00
     9     9           0.00E+00
    10    10           0.00E+00
    11    11           0.00E+00
    12    12           0.00E+00
    13    13           0.00E+00
    14    14           0.00E+00
    15    15           0.00E+00
    16    16           0.00E+00
    17    19           0.00E+00
    18    26           0.00E+00
    19    28           0.00E+00
    20    30           0.00E+00
    21    32           0.00E+00
    22    35           0.00E+00
    23    39           0.00E+00
    24    45           0.00E+00
    25    49           0.00E+00
    26    55           0.00E+00
    27    61           0.00E+00
    28    70           0.00E+00
    29    81           0.00E+00
    30   100           0.00E+00
    31   115           0.00E+00
    32   140           0.00E+00
    33   162           0.00E+00
    34   200           0.00E+00
    35   235           0.00E+00
    36   300           0.00E+00
    37   353           0.00E+00
    38   450           0.00E+00
    39   535           0.00E+00
    40   700           0.00E+00
    41   811           0.00E+00
    42   999           0.00E+00



 --------------------------------
 PRTI= 1  TRMPRT= (2S)  SPNPRT= 2

   INDX TE=  1.00E+01  2.00E+01  5.00E+01  1.00E+02  2.00E+02  5.00E+02  1.00E+03  2.00E+03  5.00E+03  1.00E+04
   ---- ---  2.00E+04  5.00E+04  1.00E+05  2.00E+05  5.00E+05  1.00E+06  2.00E+06  5.00E+06  1.00E+07
     1       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.66E-34
             1.25E-23  1.49E-17  8.88E-16  4.08E-15  4.81E-15  2.84E-15  1.30E-15  3.83E-16  1.42E-16
     2       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.09E-35
             4.14E-25  3.23E-19  1.98E-17  1.03E-16  1.36E-16  8.44E-17  3.95E-17  1.19E-17  4.44E-18
     3       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.58E-35
             1.37E-24  1.34E-18  8.56E-17  4.48E-16  5.97E-16  3.70E-16  1.74E-16  5.20E-17  1.95E-17
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.86E-32
             1.50E-22  4.59E-17  1.99E-15  8.35E-15  9.60E-15  5.65E-15  2.58E-15  7.62E-16  2.84E-16
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.34E-35
             1.14E-24  1.13E-18  6.30E-17  2.81E-16  3.27E-16  1.92E-16  8.76E-17  2.58E-17  9.61E-18
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.83E-38
             8.79E-28  4.12E-21  6.89E-19  5.48E-18  9.02E-18  5.96E-18  2.88E-18  8.79E-19  3.31E-19
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.40E-36
             6.04E-26  9.10E-20  8.89E-18  6.09E-17  9.52E-17  6.22E-17  2.99E-17  9.10E-18  3.42E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.31E-35
             6.95E-25  8.94E-19  5.46E-17  2.55E-16  3.04E-16  1.81E-16  8.28E-17  2.45E-17  9.11E-18
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.88E-38
             8.72E-28  4.32E-21  7.84E-19  6.62E-18  1.13E-17  7.58E-18  3.69E-18  1.13E-18  4.26E-19
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.34E-37
             1.99E-26  2.46E-20  1.64E-18  8.54E-18  1.13E-17  6.96E-18  3.26E-18  9.76E-19  3.65E-19
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.03E-37
             9.35E-27  1.16E-20  7.70E-19  4.02E-18  5.31E-18  3.28E-18  1.54E-18  4.60E-19  1.72E-19
