Injected Beam Statistics for Fill number 9947
Started filling RHIC: Mon Feb 25 01:12:14 2008, Fill complete:  Mon Feb 25 01:31:20 2008, Minutes to fill: 19
Newfill time: Sun Feb 24 17:15:02 2008, Minutes from newfill to accramp: 497
Ring	Bunches/Cycles	Avg Bunch in RHIC (10^6 protons)	Avg Efficiency XCBM to RHIC	XCBM to Uxf1	Uxf1 to Wxf	Wxf to Arc	Arc to RHIC
Blue	108/108	  114601	   1.038*	   1.064	   0.969	   1.004	   0.985
Yellow	108/108	  120785	   0.990	   1.048	   0.986	   0.988	   0.969

Time	BST_IN	B_EARLY	B_LATE	AGS_other	AGS_CBM	XCBM	bunches	uxf1	Eff2*	uxf3	wxf1	Eff3*	xxf1	bluEff4*	bluChg	bluEff5*	bluEffTotal	bluOld	bluNew	yxf1	yelEff4*	yelChg	yelEff5*	yelEffTotal	yelOld	yelNew
02/25/2008 01:23:44 	  411200 	  332000 	  218600 	  163100 	  154000 	  125700 	1/1 	  131709 	   1.048 	  131712 	  129099 	   0.980 	    -558 	 -  	    -207 	 -  	 -  	12297253 	12297046	  128000 	   0.991 	  122669 	   0.958 	   0.976 	 2485206 	 2607876	
02/25/2008 01:23:48 	  400100 	  324200 	  209300 	  160400 	  149800 	  121400 	1/1 	  127539 	   1.051 	  128604 	  126137 	   0.989 	    -558 	 -  	    -378 	 -  	 -  	12296343 	12295965	  123807 	   0.982 	  118854 	   0.960 	   0.979 	 2607590 	 2726443	
02/25/2008 01:23:52 	  408500 	  335200 	  218200 	  162700 	  154800 	  124500 	1/1 	  130277 	   1.046 	  130620 	  128598 	   0.987 	    -386 	 -  	    -253 	 -  	 -  	12295520 	12295267	  127395 	   0.991 	  123623 	   0.970 	   0.993 	 2726162 	 2849785	
02/25/2008 01:23:56 	  409300 	  330200 	  217100 	  158400 	  151300 	  119900 	1/1 	  126950 	   1.059 	  128352 	  125762 	   0.991 	    -386 	 -  	    -273 	 -  	 -  	12294393 	12294120	  124888 	   0.993 	  121468 	   0.973 	   1.013 	 2849566 	 2971035	
02/25/2008 01:24:00 	  407800 	  328200 	  216700 	  159600 	  154300 	  124900 	1/1 	  130151 	   1.042 	  130536 	  128223 	   0.985 	    -472 	 -  	    -263 	 -  	 -  	12293422 	12293159	  126790 	   0.989 	  124347 	   0.981 	   0.996 	 2970697 	 3095044	
02/25/2008 01:24:04 	  405900 	  325800 	  214800 	  161300 	  151200 	  120300 	1/1 	  126065 	   1.048 	  127512 	  124761 	   0.990 	    -730 	 -  	    -286 	 -  	 -  	12292637 	12292351	  123764 	   0.992 	  120708 	   0.975 	   1.003 	 3094888 	 3215597	
02/25/2008 01:24:08 	  397800 	  324700 	  214700 	  136900 	  123600 	  120900 	1/1 	  127497 	   1.055 	  128142 	  125970 	   0.988 	     -43 	 -  	    -173 	 -  	 -  	12291433 	12291260	  123937 	   0.984 	  121029 	   0.977 	   1.001 	 3215362 	 3336391	
02/25/2008 01:24:12 	  402900 	  328400 	  208000 	  162100 	  153600 	  125500 	1/1 	  130446 	   1.039 	  131628 	  128723 	   0.987 	    -386 	 -  	     -30 	 -  	 -  	12290766 	12290736	  127525 	   0.991 	  123886 	   0.971 	   0.987 	 3336214 	 3460100	
02/25/2008 01:24:16 	  402700 	  322700 	  211500 	  153300 	  146200 	  118400 	1/1 	  124675 	   1.053 	  125160 	  123134 	   0.988 	    -343 	 -  	     -93 	 -  	 -  	12289973 	12289880	  121214 	   0.984 	  116703 	   0.963 	   0.986 	 3459848 	 3576552	
02/25/2008 01:24:20 	  404300 	  325000 	  213200 	  158300 	  151600 	  124100 	1/1 	  130319 	   1.050 	  130536 	  128223 	   0.984 	    -129 	 -  	    -330 	 -  	 -  	12289214 	12288884	  126055 	   0.983 	  122903 	   0.975 	   0.990 	 3576243 	 3699146	
02/25/2008 01:24:23 	  399900 	  328700 	  215900 	  157700 	  147500 	  120900 	1/1 	  126739 	   1.048 	  127050 	  124886 	   0.985 	    -515 	 -  	    -300 	 -  	 -  	12288189 	12287889	  122899 	   0.984 	  119827 	   0.975 	   0.991 	 3698889 	 3818716	
02/25/2008 01:24:27 	  399200 	  324100 	  213300 	  154500 	  146900 	  117300 	1/1 	  125181 	   1.067 	  124698 	  122925 	   0.982 	    -472 	 -  	    -385 	 -  	 -  	12287070 	12286685	  121862 	   0.991 	  118063 	   0.969 	   1.007 	 3818471 	 3936534	
02/25/2008 01:24:31 	  408700 	  327700 	  201500 	  154400 	  148000 	  120000 	1/1 	  125728 	   1.048 	  126714 	  124177 	   0.988 	    -257 	 -  	    -183 	 -  	 -  	12286045 	12285862	  123116 	   0.991 	  118587 	   0.963 	   0.988 	 3936386 	 4054973	
02/25/2008 01:24:35 	  406200 	  323700 	  211800 	  156600 	  148900 	  117300 	1/1 	  124422 	   1.061 	  124866 	  122383 	   0.984 	    -515 	 -  	     -94 	 -  	 -  	12285105 	12285010	  120306 	   0.983 	  118194 	   0.982 	   1.008 	 4054691 	 4172885	
02/25/2008 01:24:39 	  402100 	  324700 	  214100 	  164700 	  153900 	  125200 	1/1 	  130446 	   1.042 	  131838 	  128974 	   0.989 	    -257 	 -  	    -230 	 -  	 -  	12284223 	12283993	  127568 	   0.989 	  124214 	   0.974 	   0.992 	 4172628 	 4296842	
02/25/2008 01:24:43 	  404200 	  653000 	  522200 	  153300 	  147500 	  123500 	1/1 	  128971 	   1.044 	  128940 	  126596 	   0.982 	    -215 	 -  	    -108 	 -  	 -  	12283287 	12283179	  123851 	   0.978 	  120386 	   0.972 	   0.975 	 4296456 	 4416842	
02/25/2008 01:24:47 	  407300 	  328300 	  217500 	  162400 	  153000 	  124400 	1/1 	  129687 	   1.043 	  130032 	  127555 	   0.984 	    -300 	 -  	    -270 	 -  	 -  	12282440 	12282170	  125666 	   0.985 	  121556 	   0.967 	   0.977 	 4416614 	 4538170	
02/25/2008 01:24:51 	  403700 	  324700 	  206500 	  166200 	  154300 	  125900 	1/1 	  131120 	   1.041 	  131880 	  129391 	   0.987 	    -257 	 -  	    -192 	 -  	 -  	12281623 	12281431	  127266 	   0.984 	  124329 	   0.977 	   0.988 	 4537679 	 4662008	
02/25/2008 01:24:55 	  405900 	  326600 	  213300 	  161900 	  149500 	  117100 	1/1 	  124886 	   1.066 	  124950 	  123176 	   0.986 	    -386 	 -  	    -194 	 -  	 -  	12280852 	12280657	  121992 	   0.990 	  118712 	   0.973 	   1.014 	 4661253 	 4779965	
02/25/2008 01:24:59 	  399000 	  326400 	  213900 	  150700 	  144700 	  119700 	1/1 	  124970 	   1.044 	  125832 	  123509 	   0.988 	    -215 	 -  	    -194 	 -  	 -  	12279884 	12279691	  121559 	   0.984 	  119467 	   0.983 	   0.998 	 4779293 	 4898760	
02/25/2008 01:25:03 	  404000 	  325200 	  211300 	  155800 	  149900 	  118400 	1/1 	  124759 	   1.054 	  124866 	  122925 	   0.985 	    -129 	 -  	    -259 	 -  	 -  	12278931 	12278672	  120349 	   0.979 	  119255 	   0.991 	   1.007 	 4898119 	 5017374	
02/25/2008 01:25:07 	  407700 	  325900 	  211800 	  162900 	  150100 	  121100 	1/1 	  125728 	   1.038 	  126462 	  123926 	   0.986 	    -515 	 -  	    -281 	 -  	 -  	12278231 	12277950	  122727 	   0.990 	  119899 	   0.977 	   0.990 	 5016803 	 5136702	
02/25/2008 01:25:11 	  410800 	  325500 	  212300 	  159100 	  150500 	  119300 	1/1 	  125181 	   1.049 	  126168 	  123801 	   0.989 	    -257 	 -  	    -200 	 -  	 -  	12277233 	12277033	  122208 	   0.987 	  118326 	   0.968 	   0.992 	 5136198 	 5254523	
02/25/2008 01:25:15 	  400000 	  323400 	  213500 	  148700 	  140800 	  116600 	1/1 	  121137 	   1.039 	  121842 	  119505 	   0.987 	    -644 	 -  	    -336 	 -  	 -  	12276717 	12276381	  117626 	   0.984 	  113574 	   0.966 	   0.974 	 5254106 	 5367680	
02/25/2008 01:25:19 	  410300 	  330200 	  215500 	  161100 	  150900 	  119900 	1/1 	  125855 	   1.050 	  127176 	  124510 	   0.989 	    -429 	 -  	    -207 	 -  	 -  	12275793 	12275586	  123116 	   0.989 	  119690 	   0.972 	   0.998 	 5367030 	 5486720	
02/25/2008 01:25:23 	  412000 	  327900 	  213100 	  148400 	  142900 	  116700 	1/1 	  122569 	   1.050 	  123732 	  121382 	   0.990 	    -429 	 -  	    -214 	 -  	 -  	12274355 	12274141	  119528 	   0.985 	  117304 	   0.981 	   1.005 	 5486179 	 5603483	
02/25/2008 01:25:27 	  411700 	  326300 	  215000 	  158200 	  150300 	  121100 	1/1 	  127287 	   1.051 	  127806 	  125303 	   0.984 	    -472 	 -  	    -274 	 -  	 -  	12273329 	12273056	  125277 	   1.000 	  120685 	   0.963 	   0.997 	 5602944 	 5723629	
02/25/2008 01:25:31 	  406200 	  329200 	  217700 	  162900 	  153600 	  124200 	1/1 	  129603 	   1.044 	  130116 	  127889 	   0.987 	    -558 	 -  	    -306 	 -  	 -  	12272379 	12272073	  126531 	   0.989 	  122963 	   0.972 	   0.990 	 5722971 	 5845934	
02/25/2008 01:25:35 	  409500 	  325200 	  214100 	  162300 	  154900 	  122200 	1/1 	  129308 	   1.058 	  130158 	  127430 	   0.985 	    -257 	 -  	    -375 	 -  	 -  	12271582 	12271207	  125191 	   0.982 	  120944 	   0.966 	   0.990 	 5845176 	 5966120	
02/25/2008 01:25:39 	  409700 	  323400 	  212700 	  161700 	  152300 	  121800 	1/1 	  128382 	   1.054 	  128898 	  126387 	   0.984 	     -43 	 -  	    -116 	 -  	 -  	12270412 	12270296	  125018 	   0.989 	  121775 	   0.974 	   1.000 	 5965615 	 6087390	
02/25/2008 01:25:43 	  412700 	  328400 	  216300 	  162900 	  155700 	  125100 	1/1 	  132088 	   1.056 	  132384 	  129933 	   0.984 	    -601 	 -  	     -67 	 -  	 -  	12269330 	12269262	  128649 	   0.990 	  124603 	   0.969 	   0.996 	 6087130 	 6211733	
02/25/2008 01:25:47 	  411000 	  331800 	  218000 	  163900 	  157400 	  125100 	1/1 	  130909 	   1.046 	  131166 	  128932 	   0.985 	    -300 	 -  	    -212 	 -  	 -  	12268911 	12268699	  128044 	   0.993 	  124153 	   0.970 	   0.992 	 6211194 	 6335347	
02/25/2008 01:25:51 	  404000 	  323900 	  210500 	  151100 	  143400 	  115300 	1/1 	  120632 	   1.046 	  121842 	  119713 	   0.992 	    -257 	 -  	    -261 	 -  	 -  	12267923 	12267662	  117712 	   0.983 	  114586 	   0.973 	   0.994 	 6335151 	 6449737	
02/25/2008 01:25:55 	  414400 	  329300 	  217600 	  161800 	  153700 	  125200 	1/1 	  130614 	   1.043 	  130200 	  128098 	   0.981 	       0 	 -  	    -361 	 -  	 -  	12266935 	12266574	  126185 	   0.985 	  122464 	   0.971 	   0.978 	 6449343 	 6571807	
02/25/2008 01:25:59 	  416000 	  331600 	  218000 	  156600 	  146600 	  119800 	1/1 	  126444 	   1.055 	  126882 	  124635 	   0.986 	    -215 	 -  	    -100 	 -  	 -  	12266110 	12266010	  122899 	   0.986 	  119092 	   0.969 	   0.994 	 6571547 	 6690639	
02/25/2008 01:26:03 	  405000 	  329100 	  215000 	  160000 	  150400 	  119700 	1/1 	  126655 	   1.058 	  126546 	  124302 	   0.981 	    -429 	 -  	    -170 	 -  	 -  	12265377 	12265207	  122208 	   0.983 	  119447 	   0.977 	   0.998 	 6690331 	 6809778	
02/25/2008 01:26:07 	  406000 	  327600 	  213700 	  164700 	  155500 	  125000 	1/1 	  129561 	   1.036 	  129696 	  127472 	   0.984 	    -472 	 -  	     -55 	 -  	 -  	12264148 	12264093	  126790 	   0.995 	  121645 	   0.959 	   0.973 	 6809404 	 6931049	
02/25/2008 01:26:19 	  406900 	  328500 	  214400 	  154700 	  144400 	  117600 	1/1 	  124549 	   1.059 	  125034 	  122884 	   0.987 	    -257 	 -  	    -340 	 -  	 -  	12261337 	12260997	  121905 	   0.992 	  117694 	   0.965 	   1.001 	 6928104 	 7045798	
02/25/2008 01:27:02 	  423800 	  334300 	  201500 	  158000 	  148400 	  116300 	1/1 	  123033 	   1.058 	  123984 	  121340 	   0.986 	    -386 	 -  	    -285 	 -  	 -  	12251682 	12251397	  119701 	   0.986 	  116936 	   0.977 	   1.005 	 7036066 	 7153002	
02/25/2008 01:27:14 	  411200 	  331700 	  218300 	  167500 	  152900 	  125200 	1/1 	  130951 	   1.046 	  131334 	  128640 	   0.982 	    -343 	 -  	    -106 	 -  	 -  	12248682 	12248577	  126055 	   0.980 	  124304 	   0.986 	   0.993 	 7150457 	 7274760	
02/25/2008 01:27:18 	  416800 	  333000 	  218600 	  162800 	  151900 	  125100 	1/1 	  130235 	   1.041 	  130326 	  128431 	   0.986 	    -300 	 -  	    -420 	 -  	 -  	12247955 	12247535	  127525 	   0.993 	  122929 	   0.964 	   0.983 	 7274445 	 7397374	
02/25/2008 01:27:22 	  417600 	  334300 	  217700 	  162000 	  154600 	  123800 	1/1 	  128971 	   1.042 	  129780 	  127263 	   0.987 	    -300 	 -  	    -193 	 -  	 -  	12246944 	12246751	  126271 	   0.992 	  122036 	   0.966 	   0.986 	 7396928 	 7518964	
02/25/2008 01:27:26 	  406200 	  329500 	  215700 	  161800 	  152200 	  121900 	1/1 	  127750 	   1.048 	  128142 	  125970 	   0.986 	    -300 	 -  	    -326 	 -  	 -  	12246112 	12245786	  125536 	   0.997 	  120695 	   0.961 	   0.990 	 7518377 	 7639073	
02/25/2008 01:27:30 	  414900 	  333300 	  220400 	  158900 	  151000 	  121800 	1/1 	  127961 	   1.051 	  129234 	  126679 	   0.990 	    -215 	 -  	    -305 	 -  	 -  	12244899 	12244594	  125882 	   0.994 	  121494 	   0.965 	   0.997 	 7638375 	 7759869	
02/25/2008 01:27:34 	  419800 	  331200 	  218300 	  153300 	  142000 	  117900 	1/1 	  124086 	   1.052 	  124656 	  122216 	   0.985 	     -86 	 -  	     -97 	 -  	 -  	12243825 	12243728	  120997 	   0.990 	  117296 	   0.969 	   0.995 	 7759301 	 7876597	
02/25/2008 01:27:38 	  401600 	  325000 	  213100 	  161800 	  151800 	  124100 	1/1 	  130024 	   1.048 	  131124 	  128515 	   0.988 	    -386 	 -  	    -244 	 -  	 -  	12242993 	12242749	  127006 	   0.988 	  123923 	   0.976 	   0.999 	 7876296 	 8000219	
02/25/2008 01:27:42 	  412100 	  335800 	  219500 	  164900 	  153500 	  124900 	1/1 	  129687 	   1.038 	  130494 	  128139 	   0.988 	    -515 	 -  	    -163 	 -  	 -  	12242255 	12242092	  126444 	   0.987 	  123539 	   0.977 	   0.989 	 7999659 	 8123199	
02/25/2008 01:27:46 	  412200 	  331500 	  218000 	  151700 	  144300 	  117800 	1/1 	  124001 	   1.053 	  124488 	  121924 	   0.983 	    -429 	 -  	    -239 	 -  	 -  	12241551 	12241312	  120652 	   0.990 	  116925 	   0.969 	   0.993 	 8122576 	 8239501	
02/25/2008 01:27:50 	  422200 	  330800 	  214300 	  159900 	  152000 	  121600 	1/1 	  127245 	   1.046 	  127344 	  125219 	   0.984 	    -558 	 -  	    -227 	 -  	 -  	12240451 	12240223	  124067 	   0.991 	  119918 	   0.967 	   0.986 	 8239068 	 8358986	
02/25/2008 01:27:54 	  414400 	  328300 	  213400 	  156500 	  147300 	  122400 	1/1 	  126655 	   1.035 	  127176 	  124886 	   0.986 	    -601 	 -  	     -57 	 -  	 -  	12239256 	12239199	  124110 	   0.994 	  119952 	   0.966 	   0.980 	 8358712 	 8478664	
02/25/2008 01:27:58 	  416900 	  335000 	  221300 	  160100 	  150700 	  121200 	1/1 	  127497 	   1.052 	  128604 	  126054 	   0.989 	    -172 	 -  	     -98 	 -  	 -  	12238545 	12238447	  123894 	   0.983 	  120426 	   0.972 	   0.994 	 8478313 	 8598739	
02/25/2008 01:28:02 	  411600 	  331500 	  216800 	  165400 	  155400 	  121700 	1/1 	  128971 	   1.060 	  128436 	  126471 	   0.981 	    -300 	 -  	    -301 	 -  	 -  	12237749 	12237448	  124412 	   0.984 	  121183 	   0.974 	   0.996 	 8598420 	 8719602	
02/25/2008 01:28:06 	  412500 	  328400 	  212300 	  153200 	  149900 	  120700 	1/1 	  125686 	   1.041 	  126084 	  123968 	   0.986 	    -429 	 -  	    -129 	 -  	 -  	12236617 	12236488	  121862 	   0.983 	  118941 	   0.976 	   0.985 	 8719383 	 8838324	
02/25/2008 01:28:10 	  408700 	  325600 	  209400 	  160400 	  150400 	  116900 	1/1 	  125770 	   1.076 	  125202 	  123342 	   0.981 	    -343 	 -  	    -285 	 -  	 -  	12235810 	12235525	  121084 	   0.982 	  117677 	   0.972 	   1.007 	 8837949 	 8955626	
02/25/2008 01:28:14 	  412700 	  337300 	  219900 	  163200 	  155100 	  127400 	1/1 	  133310 	   1.046 	  133812 	  131268 	   0.985 	    -601 	 -  	    -285 	 -  	 -  	12234935 	12234649	  130551 	   0.995 	  125260 	   0.959 	   0.983 	 8955014 	 9080275	
02/25/2008 01:28:18 	  418400 	  339300 	  220900 	  165500 	  157800 	  126600 	1/1 	  131751 	   1.041 	  132384 	  129849 	   0.986 	    -472 	 -  	    -161 	 -  	 -  	12233966 	12233805	  128433 	   0.989 	  123354 	   0.960 	   0.974 	 9079994 	 9203348	
02/25/2008 01:28:21 	  427900 	  339800 	  222500 	  162500 	  127900 	  128100 	1/1 	  133183 	   1.040 	  133812 	  131268 	   0.986 	    -558 	 -  	    -175 	 -  	 -  	12233384 	12233209	  130075 	   0.991 	  128257 	   0.986 	   1.001 	 9203000 	 9331256	
02/25/2008 01:28:25 	  427600 	  223200 	  223300 	  164000 	  157400 	  127600 	1/1 	  133942 	   1.050 	  134106 	  131560 	   0.982 	    -300 	 -  	    -145 	 -  	 -  	12232185 	12232040	  130508 	   0.992 	  123574 	   0.947 	   0.968 	 9330943 	 9454517	
02/25/2008 01:28:29 	  421700 	  339600 	  222300 	  169500 	  156600 	  127100 	1/1 	  131288 	   1.033 	  132678 	  130141 	   0.991 	    -343 	 -  	      -3 	 -  	 -  	12231343 	12231341	  127914 	   0.983 	  123056 	   0.962 	   0.968 	 9454125 	 9577181	
02/25/2008 01:28:33 	  417300 	  340500 	  220500 	  170000 	  155700 	  122400 	1/1 	  128550 	   1.050 	  128940 	  126763 	   0.986 	    -429 	 -  	    -325 	 -  	 -  	12230555 	12230230	  125147 	   0.987 	  119734 	   0.957 	   0.978 	 9576579 	 9696313	
02/25/2008 01:28:37 	  429500 	  341700 	  224900 	  168500 	  158600 	  127900 	1/1 	  132510 	   1.036 	  131880 	  130058 	   0.981 	    -300 	 -  	    -294 	 -  	 -  	12229657 	12229363	  127871 	   0.983 	  124399 	   0.973 	   0.973 	 9695959 	 9820358	
02/25/2008 01:28:41 	  427400 	  339100 	  222400 	  168000 	  159000 	  127900 	1/1 	  131667 	   1.029 	  132636 	  129933 	   0.987 	    -515 	 -  	    -347 	 -  	 -  	12228692 	12228345	  128822 	   0.991 	  126185 	   0.980 	   0.987 	 9819840 	 9946025	
02/25/2008 01:28:45 	  412500 	  336100 	  217600 	  170100 	  158300 	  126600 	1/1 	  132341 	   1.045 	  132048 	  130058 	   0.983 	    -386 	 -  	    -538 	 -  	 -  	12227902 	12227364	  128433 	   0.988 	  125944 	   0.981 	   0.995 	 9945268 	10071212	
02/25/2008 01:28:49 	  411300 	  335000 	  220000 	  154100 	  149100 	  121000 	1/1 	  126823 	   1.048 	  127134 	  124594 	   0.982 	    -558 	 -  	    -175 	 -  	 -  	12226720 	12226545	  124369 	   0.998 	  120706 	   0.971 	   0.998 	10070418 	10191124	
02/25/2008 01:28:53 	  419300 	  337300 	  220500 	  169200 	  156200 	  123000 	1/1 	  128634 	   1.046 	  129948 	  127430 	   0.991 	    -257 	 -  	    -199 	 -  	 -  	12226089 	12225890	  125882 	   0.988 	  122974 	   0.977 	   1.000 	10190123 	10313097	
02/25/2008 01:28:57 	  421300 	  333200 	  219900 	  166700 	  159900 	  128200 	1/1 	  133183 	   1.039 	  134316 	  131852 	   0.990 	    -386 	 -  	    -284 	 -  	 -  	12224984 	12224700	  130465 	   0.989 	  125345 	   0.961 	   0.978 	10312255 	10437600	
02/25/2008 01:29:01 	  411000 	  330300 	  215700 	  159200 	  149900 	  121100 	1/1 	  128761 	   1.063 	  129360 	  127263 	   0.988 	    -257 	 -  	    -182 	 -  	 -  	12223811 	12223629	  125536 	   0.986 	  120833 	   0.963 	   0.998 	10437063 	10557896	
02/25/2008 01:29:05 	  409800 	  334300 	  222000 	  167500 	  154700 	  126700 	1/1 	  133520 	   1.054 	  133812 	  131476 	   0.985 	    -515 	 -  	     -42 	 -  	 -  	12223026 	12222984	  131026 	   0.997 	  126090 	   0.962 	   0.995 	10557143 	10683233	
02/25/2008 01:29:09 	  415600 	  333400 	  220700 	  172400 	  162300 	  129500 	1/1 	  134194 	   1.036 	  134904 	  132310 	   0.986 	    -300 	 -  	    -178 	 -  	 -  	12222420 	12222242	  131243 	   0.992 	  127506 	   0.972 	   0.985 	10682467 	10809973	
02/25/2008 01:29:13 	  405600 	  325200 	  216200 	  158900 	  153200 	  125300 	1/1 	  130067 	   1.038 	  131166 	  128848 	   0.991 	    -343 	 -  	    -444 	 -  	 -  	12221767 	12221323	  127266 	   0.988 	  124271 	   0.976 	   0.992 	10809058 	10933328	
02/25/2008 01:29:17 	  400100 	  327500 	  219700 	  172500 	  161000 	  130300 	1/1 	  135626 	   1.041 	  135702 	  133020 	   0.981 	    -257 	 -  	    -109 	 -  	 -  	12220440 	12220332	  131545 	   0.989 	  127718 	   0.971 	   0.980 	10932599 	11060317	
02/25/2008 01:29:21 	  400200 	  325800 	  216100 	  166700 	  158400 	  124400 	1/1 	  129856 	   1.044 	  130326 	  127597 	   0.983 	    -429 	 -  	    -111 	 -  	 -  	12219301 	12219190	  126574 	   0.992 	  121378 	   0.959 	   0.976 	11059673 	11181052	
02/25/2008 01:29:25 	  409400 	  332300 	  221400 	  162500 	  158400 	  128600 	1/1 	  133057 	   1.035 	  134400 	  131810 	   0.991 	    -429 	 -  	    -377 	 -  	 -  	12218564 	12218188	  129946 	   0.986 	  125574 	   0.966 	   0.976 	11180501 	11306075	
02/25/2008 01:29:29 	  403900 	  321700 	  538300 	  170200 	  160400 	  128200 	1/1 	  133984 	   1.045 	  135156 	  132352 	   0.988 	    -429 	 -  	    -329 	 -  	 -  	12217478 	12217149	  129816 	   0.981 	  124728 	   0.961 	   0.973 	11305090 	11429818	
02/25/2008 01:29:33 	  397000 	  319800 	  213600 	  164100 	  152800 	  123600 	1/1 	  129898 	   1.051 	  130494 	  127847 	   0.984 	    -215 	 -  	    -175 	 -  	 -  	12216511 	12216335	  126142 	   0.987 	  121817 	   0.966 	   0.986 	11428876 	11550693	
02/25/2008 01:29:37 	  392300 	  317700 	  213500 	  166100 	  127300 	  125500 	1/1 	  129393 	   1.031 	  130704 	  127806 	   0.988 	    -300 	 -  	    -223 	 -  	 -  	12215667 	12215444	  127136 	   0.995 	  122621 	   0.964 	   0.977 	11550184 	11672805	
02/25/2008 01:29:41 	  396400 	  322800 	  214800 	  165800 	  157100 	  122800 	1/1 	  128087 	   1.043 	  128688 	  126429 	   0.987 	    -172 	 -  	    -316 	 -  	 -  	12214587 	12214271	  124369 	   0.984 	  122036 	   0.981 	   0.994 	11672091 	11794126	
02/25/2008 01:29:45 	  397900 	  320900 	  214000 	  163800 	  152700 	  120500 	1/1 	  126360 	   1.049 	  127344 	  125094 	   0.990 	    -386 	 -  	    -330 	 -  	 -  	12213821 	12213491	  123764 	   0.989 	  120881 	   0.977 	   1.003 	11793534 	11914415	
02/25/2008 01:29:49 	  387300 	  309700 	  206400 	  165100 	  154800 	  122600 	1/1 	  128087 	   1.045 	  128688 	  126137 	   0.985 	    -515 	 -  	    -217 	 -  	 -  	12212480 	12212263	  125191 	   0.992 	  119160 	   0.952 	   0.972 	11913879 	12033038	
02/25/2008 01:29:53 	  383500 	  313500 	  209300 	  159100 	  149300 	  120000 	1/1 	  126739 	   1.056 	  126756 	  124510 	   0.982 	    -343 	 -  	    -179 	 -  	 -  	12211939 	12211760	  123332 	   0.991 	  116667 	   0.946 	   0.972 	12032609 	12149276	
02/25/2008 01:29:57 	  378700 	  286700 	  207600 	  160800 	  151800 	  123700 	1/1 	  127539 	   1.031 	  128520 	  126095 	   0.989 	    -343 	 -  	     -83 	 -  	 -  	12210854 	12210770	  124067 	   0.984 	  118963 	   0.959 	   0.962 	12148780 	12267744	
02/25/2008 01:30:05 	  390000 	  313700 	  208400 	  165700 	  154800 	  121000 	1/1 	  127287 	   1.052 	  127974 	  125678 	   0.987 	    -257 	 -  	    -114 	 -  	 -  	12208944 	12208830	  123894 	   0.986 	  118173 	   0.954 	   0.977 	12266101 	12384274	
02/25/2008 01:30:17 	  380500 	  310000 	  208100 	  158000 	  150300 	  121000 	1/1 	  125686 	   1.039 	  126462 	  124427 	   0.990 	    -558 	 -  	    -178 	 -  	 -  	12205955 	12205777	  121430 	   0.976 	  116052 	   0.956 	   0.959 	12379242 	12495294	
02/25/2008 01:31:04 	  388000 	  318100 	  213400 	  166400 	  159500 	  126800 	1/1 	  132046 	   1.041 	  133098 	  130308 	   0.987 	    -386 	 -  	    -385 	 -  	 -  	12194909 	12194524	  128952 	   0.990 	  123320 	   0.956 	   0.973 	12479015 	12602335	
02/25/2008 01:31:12 	  397300 	  319700 	  211400 	  164500 	  153500 	  123500 	1/1 	  127371 	   1.031 	  128184 	  125887 	   0.988 	    -343 	 -  	    -360 	 -  	 -  	12193102 	12192742	  123807 	   0.983 	  119081 	   0.962 	   0.964 	12599569 	12718650	
02/25/2008 01:31:16 	  391700 	  318900 	  210700 	  161800 	  155600 	  127700 	1/1 	  130867 	   1.025 	  131880 	  129391 	   0.989 	    -472 	 -  	    -239 	 -  	 -  	12192330 	12192091	  128346 	   0.992 	  120366 	   0.938 	   0.943 	12717809 	12838175	
02/25/2008 01:31:20 	  384300 	  314400 	  209600 	  167800 	  156900 	  124500 	1/1 	  130024 	   1.044 	  131166 	  128473 	   0.988 	    -601 	 -  	    -128 	 -  	 -  	12191221 	12191093	  127525 	   0.993 	  118600 	   0.930 	   0.953 	12837125 	12955725	
* Eff2=XCBM to uxf1, Eff3=uxf1 to wxf, Eff4=wxf to end of arc,Eff5=end of arc to RHIC

