
 Processing inputs for a 50 channel scanner,
 using 2 visual and 2 IR nadir pixel bands
 The first line of the config.asc file is:
 "50 MAS Configuration for 06-612 26 Jul 2006  CCVEX"

 Ch Sb Nb Vi Slp/Emis Intcpt   Left   Peak  Right   Fctr    Ssi
 03 03 16  0 0.059405 0.0000  0.628  0.648  0.679  0.1000 1576.93
 14 14 16  0 0.003326 0.0000  1.803  1.828  1.852  0.0100  157.40
 30 30 16  1 0.945000 0.0000  3.679  3.750  3.809  0.0010   11.76
 45 45 16  1 0.957000 0.0000 10.807 11.063 11.331  0.0100    0.16

 Record ScanLine -2006207-  INU_Lat    INU_Lon    Roll   Rad_03  Rad_14  Tmp_30  Tmp_45
 000542 00029513 14.942467 +34.67028 -110.63747  -0.352  62.904  2.5544  293.00  277.29
 000543 00029533 14.943358 +34.67010 -110.63095  -0.418  65.960  2.9236  290.75  273.03
 000544 00029553 14.944253 +34.66976 -110.62443  -0.396  64.522  2.9302  326.49  272.51
 000545 00029573 14.945145 +34.66942 -110.61533  -0.308  62.605  2.8903  289.21  273.11
 000546 00029593 14.946039 +34.66908 -110.60881  -0.484  62.845  2.9734  288.55  270.32
 000547 00029613 14.946931 +34.66890 -110.60229  -0.308  62.425  2.8637  288.23  271.66
 000548 00029633 14.947825 +34.66856 -110.59576  -0.352  63.623  3.0865  287.47  269.65
 000549 00029653 14.948717 +34.66839 -110.58941  -0.352  71.412  3.7185  284.45  264.13
 000550 00029673 14.949611 +34.66805 -110.58066  -0.440  82.615  4.4901  280.14  247.92
 000551 00029693 14.950505 +34.66770 -110.57413  -0.330  86.209  4.8027  278.16  249.35
 000552 00029713 14.951397 +34.66736 -110.56744  -0.308  90.403  5.2019  276.87  248.88
 000553 00029733 14.952291 +34.66719 -110.56091  -0.418  77.822  4.1708  278.71  249.72
 000554 00029753 14.953183 +34.66684 -110.55216  -0.352  77.822  4.2540  278.62  247.79
 000555 00029773 14.954078 +34.66650 -110.54530  -0.396  83.094  4.6764  276.53  256.02
 000556 00029793 14.954969 +34.66616 -110.53860  -0.396  88.006  5.0389  270.81  245.61
 000557 00029813 14.955864 +34.66599 -110.53207  -0.396  106.40  6.7717  263.93  234.84
 000558 00029833 14.956756 +34.66564 -110.52555  -0.374  118.08  7.8593  264.94  232.07
 000559 00029853 14.957650 +34.66530 -110.51697  -0.308  112.09  7.2706  270.94  236.68
 000560 00029873 14.958545 +34.66513 -110.51044  -0.440  90.103  5.2784  279.88  248.26
 000561 00029893 14.959439 +34.66478 -110.50392  -0.264  76.504  4.1642  284.36  258.88
 000562 00029913 14.960331 +34.66444 -110.49706  -0.396  74.826  4.0444  285.39  262.84
 000563 00029933 14.961225 +34.66427 -110.49053  -0.330  61.826  2.9302  289.48  272.28
 000564 00029953 14.962116 +34.66393 -110.48178  -0.330  60.927  2.8471  290.04  273.79
 000565 00029973 14.963011 +34.66358 -110.47526  -0.330  60.808  2.8304  290.73  270.94
 000566 00029993 14.963902 +34.66324 -110.46873  -0.418  60.388  2.6907  291.62  277.61
 000567 00030013 14.964797 +34.66307 -110.46221  -0.330  67.877  2.9967  292.98  276.02
 000568 00030033 14.965689 +34.66272 -110.45345  -0.308  71.172  3.0832  322.36  271.98
 000569 00030053 14.966583 +34.66238 -110.44727  -0.396  73.149  3.1597  293.17  271.89
 000570 00030073 14.967475 +34.66204 -110.44075  -0.396  76.025  3.2927  293.33  269.96
 000571 00030093 14.968369 +34.66187 -110.43406  -0.330  76.743  3.3626  292.05  262.93
 000572 00030113 14.969264 +34.66152 -110.42754  -0.286  84.771  3.9845  289.57  261.29
 000573 00030133 14.970156 +34.66118 -110.41843  -0.418  88.006  4.4169  287.79  259.45
 000574 00030153 14.971050 +34.66084 -110.41191  -0.440  88.066  4.3138  285.76  257.26
 000575 00030173 14.971945 +34.66066 -110.40539  -0.286  87.707  4.2706  286.25  255.30
 000576 00030193 14.972836 +34.66032 -110.39870  -0.440  83.034  3.8814  289.85  259.20
 000577 00030213 14.973730 +34.65998 -110.39217  -0.330  74.287  3.1231  292.36  269.03
 000578 00030233 14.974622 +34.65963 -110.38342  -0.396  76.264  3.1963  291.63  265.44
 000579 00030253 14.975516 +34.65946 -110.37707  -0.396  82.615  3.7783  290.62  257.36
 000580 00030273 14.976408 +34.65912 -110.37054  -0.396  75.485  3.2029  293.01  265.22
 000581 00030293 14.977303 +34.65878 -110.36402  -0.330  70.273  2.7439  293.58  271.98
 000582 00030313 14.978194 +34.65843 -110.35526  -0.352  67.817  2.6741  293.26  270.92
 000583 00030333 14.979089 +34.65809 -110.34823  -0.352  63.623  2.3215  294.14  275.51
 000584 00030353 14.979983 +34.65792 -110.34171  -0.352  59.490  2.1419  294.02  278.78
 000585 00030373 14.980878 +34.65757 -110.33518  -0.374  56.434  2.0455  293.81  278.10
 000586 00030393 14.981770 +34.65723 -110.32848  -0.330  59.370  1.9989  294.58  279.28
 000587 00030413 14.982661 +34.65689 -110.31973  -0.440  55.416  2.0156  293.98  278.40
 000588 00030433 14.983556 +34.65654 -110.31303  -0.330  60.089  2.1353  294.25  277.76
 000589 00030453 14.984450 +34.65637 -110.30651  -0.462  61.586  1.9956  295.34  280.10
 000590 00030473 14.985342 +34.65603 -110.30016  -0.264  56.734  1.9158  293.58  280.50
 000591 00030493 14.986237 +34.65569 -110.29346  -0.462  57.513  1.9224  293.51  280.22
 000592 00030513 14.987127 +34.65534 -110.28471  -0.352  61.527  1.9690  322.96  278.82
 000593 00030533 14.988022 +34.65517 -110.27785  -0.396  61.646  1.9956  294.70  277.56
 000594 00030553 14.988916 +34.65483 -110.27115  -0.352  61.527  1.9790  296.11  277.88
 000595 00030573 14.989808 +34.65448 -110.26463  -0.352  59.550  1.9224  296.17  282.47
 000596 00030593 14.990703 +34.65414 -110.25604  -0.396  55.835  1.8526  296.68  282.95
 000597 00030613 14.991597 +34.65380 -110.24952  -0.308  54.757  1.7628  296.31  283.66
 000598 00030633 14.992489 +34.65363 -110.24300  -0.418  50.863  1.7927  294.09  282.28
 000599 00030653 14.993381 +34.65328 -110.23631  -0.286  50.983  1.7827  294.70  282.33
 000600 00030673 14.994275 +34.65294 -110.22978  -0.396  53.619  1.7960  296.16  284.60
 000601 00030693 14.995170 +34.65260 -110.22102  -0.396  54.517  1.7462  295.94  282.22
 000602 00030713 14.996061 +34.65225 -110.21433  -0.374  51.881  1.5898  295.88  284.92
 000603 00030733 14.996956 +34.65191 -110.20747  -0.374  55.416  1.5732  296.50  284.57
 000604 00030753 14.997850 +34.65174 -110.20094  -0.418  57.573  1.6397  296.41  284.26
 000605 00030773 14.998744 +34.65122 -110.19202  -0.330  58.950  1.7362  295.93  278.58
 000606 00030793 14.999636 +34.65105 -110.18549  -0.330  55.955  1.7129  294.83  281.84
 000607 00030813 15.000527 +34.65071 -110.17914  -0.440  51.522  1.7927  292.37  280.47
 000608 00030833 15.001422 +34.65036 -110.17262  -0.286  51.222  1.8559  291.53  279.56
 000609 00030853 15.002314 +34.65019 -110.16592  -0.418  51.582  2.0056  291.51  277.84
 000610 00030873 15.003208 +34.64968 -110.15717  -0.396  53.139  2.1253  291.74  275.35
 000611 00030893 15.004100 +34.64951 -110.15047  -0.330  52.840  2.1153  291.74  276.92
 000612 00030913 15.004994 +34.64916 -110.14395  -0.396  52.181  2.0921  291.53  275.98
 000613 00030933 15.005889 +34.64882 -110.13725  -0.462  49.904  2.0787  291.86  277.55
 000614 00030953 15.006781 +34.64848 -110.13039  -0.330  49.245  1.9989  291.11  277.10
 000615 00030973 15.007675 +34.64813 -110.12146  -0.396  49.844  1.9790  291.02  278.24
 000616 00030993 15.008570 +34.64779 -110.11494  -0.418  55.715  2.1286  324.57  273.60
 000617 00031013 15.009461 +34.64762 -110.10859  -0.286  64.762  2.3881  288.99  265.81
 000618 00031033 15.010356 +34.64727 -110.10207  -0.374  60.568  2.2550  290.24  269.46
 000619 00031053 15.011248 +34.64693 -110.09314  -0.374  56.914  2.1020  290.53  271.59
 000620 00031073 15.012141 +34.64659 -110.08662  -0.330  65.840  2.3515  289.25  262.57
 000621 00031093 15.013033 +34.64624 -110.08009  -0.308  67.158  2.3349  286.49  264.14
 000622 00031113 15.013927 +34.64590 -110.07357  -0.396  87.647  2.8071  283.05  257.42
 000623 00031133 15.014822 +34.64573 -110.06687  -0.308  95.315  3.0632  281.36  255.40
 000624 00031153 15.015714 +34.64521 -110.05795  -0.330  93.638  3.0034  284.66  261.40
 000625 00031173 15.016608 +34.64504 -110.05142  -0.396  75.845  2.5643  287.92  268.79
 000626 00031193 15.017500 +34.64470 -110.04490  -0.418  58.411  2.1918  291.19  274.88
 000627 00031213 15.018394 +34.64436 -110.03855  -0.286  67.697  2.5710  287.37  266.13
 000628 00031233 15.019289 +34.64401 -110.02979  -0.374  79.020  2.8005  283.89  258.46
 000629 00031253 15.020181 +34.64367 -110.02327  -0.418  94.896  3.2661  279.52  254.82
 000630 00031273 15.021075 +34.64333 -110.01675  -0.330  93.578  3.4091  279.36  253.89
 000631 00031293 15.021967 +34.64315 -110.00988  -0.352  108.32  3.7318  275.28  251.26
 000632 00031313 15.022861 +34.64281 -110.00336  -0.352  125.57  4.1775  274.80  246.82
 000633 00031333 15.023753 +34.64230 -109.99461  -0.396  129.04  4.0311  273.14  249.98
 000634 00031353 15.024647 +34.64212 -109.98808  -0.352  121.38  3.7284  273.14  245.82
 000635 00031373 15.025538 +34.64178 -109.98156  -0.286  127.73  3.7484  273.05  250.40
 000636 00031393 15.026433 +34.64144 -109.97486  -0.374  120.00  3.9347  273.83  249.70
 000637 00031413 15.027328 +34.64109 -109.96834  -0.440  120.12  3.9313  271.00  248.47
 000638 00031433 15.028219 +34.64075 -109.95993  -0.352  132.94  4.5466  270.68  244.23
 000639 00031453 15.029114 +34.64041 -109.95323  -0.418  140.19  5.2717  272.81  241.57
 000640 00031473 15.030005 +34.64006 -109.94671  -0.330  148.69  5.6609  270.99  239.96
 000641 00031493 15.030900 +34.63989 -109.93984  -0.352  145.34  5.2850  307.04  242.23
 000642 00031513 15.031795 +34.63955 -109.93332  -0.330  133.36  4.9524  267.31  244.37
 000643 00031533 15.032686 +34.63903 -109.92457  -0.330  128.38  4.7761  269.94  244.60
 000644 00031553 15.033581 +34.63886 -109.91839  -0.374  127.37  4.5599  267.99  246.04
 000645 00031573 15.034472 +34.63852 -109.91187  -0.396  125.15  4.4868  267.12  244.06
 000646 00031593 15.035367 +34.63818 -109.90534  -0.352  125.15  4.5965  266.41  243.22
 000647 00031613 15.036262 +34.63783 -109.89658  -0.308  132.34  4.9557  263.31  245.32
 000648 00031633 15.037153 +34.63749 -109.89006  -0.484  139.47  4.8160  263.62  247.19
 000649 00031653 15.038047 +34.63715 -109.88354  -0.440  138.03  4.4469  265.22  244.58
 000650 00031673 15.038939 +34.63680 -109.87685  -0.308  145.10  4.5333  265.01  246.06
 000651 00031693 15.039833 +34.63663 -109.87015  -0.352  152.35  4.7429  265.57  244.67
 000652 00031713 15.040725 +34.63612 -109.86140  -0.462  154.51  5.3715  265.24  241.91
 000653 00031733 15.041619 +34.63577 -109.85487  -0.396  160.98  6.0167  262.30  238.58
 000654 00031753 15.042511 +34.63543 -109.84835  -0.286  170.80  6.5755  263.28  230.53
 000655 00031773 15.043406 +34.63526 -109.84165  -0.308  175.53  7.1975  266.04  233.41
 000656 00031793 15.044300 +34.63474 -109.83290  -0.462  181.88  8.0190  262.35  227.67
 000657 00031813 15.045195 +34.63440 -109.82638  -0.396  181.64  7.6365  266.34  227.26
 000658 00031833 15.046086 +34.63423 -109.81985  -0.286  173.98  6.5921  266.64  236.49
 000659 00031853 15.046981 +34.63388 -109.81316  -0.352  165.77  5.6442  270.31  243.81
 000660 00031873 15.047873 +34.63354 -109.80663  -0.418  158.82  5.7640  272.98  242.47
 000661 00031893 15.048767 +34.63320 -109.79771  -0.264  161.45  6.2662  270.74  238.72
 000662 00031913 15.049659 +34.63285 -109.79118  -0.440  150.67  6.1897  273.60  241.02
 000663 00031933 15.050552 +34.63251 -109.78466  -0.352  140.73  5.6475  273.60  242.81
 000664 00031953 15.051444 +34.63217 -109.77797  -0.396  142.40  5.3815  273.06  242.59
 000665 00031973 15.052339 +34.63182 -109.77161  -0.396  159.24  5.7473  273.93  242.67
 000666 00031993 15.053233 +34.63148 -109.76286  -0.352  169.00  6.0666  273.36  235.09
 000667 00032013 15.054125 +34.63114 -109.75616  -0.330  168.04  6.5223  333.39  236.43
 000668 00032033 15.055019 +34.63079 -109.74964  -0.418  144.20  6.4125  277.98  245.67
 000669 00032053 15.055911 +34.63045 -109.74312  -0.330  135.57  6.4624  279.07  242.02
 000670 00032073 15.056806 +34.63011 -109.73437  -0.330  126.83  6.0633  281.81  248.71
 000671 00032093 15.057697 +34.62976 -109.72767  -0.484  113.95  5.1154  286.49  253.81
 000672 00032113 15.058592 +34.62942 -109.72080  -0.308  108.67  4.6531  289.20  254.90
 000673 00032133 15.059486 +34.62908 -109.71428  -0.286  98.790  3.9214  293.03  259.26
 000674 00032153 15.060381 +34.62873 -109.70759  -0.396  79.320  3.1597  294.89  269.78
 000675 00032173 15.061273 +34.62839 -109.69883  -0.242  75.725  2.9102  295.16  271.73
 000676 00032193 15.062166 +34.62805 -109.69231  -0.396  76.264  2.8903  295.91  270.18
 000677 00032213 15.063058 +34.62770 -109.68562  -0.374  82.854  3.3027  293.90  266.94
 000678 00032233 15.063952 +34.62736 -109.67909  -0.308  79.499  3.5455  292.84  266.00
 000679 00032253 15.064844 +34.62702 -109.67051  -0.396  81.716  3.5023  294.24  264.77
 000680 00032273 15.065739 +34.62667 -109.66399  -0.352  80.398  3.4690  294.26  266.68
 000681 00032293 15.066630 +34.62633 -109.65746  -0.352  81.356  3.5854  293.92  264.85
 000682 00032313 15.067525 +34.62599 -109.65060  -0.396  84.292  3.5588  291.18  265.25
 000683 00032333 15.068419 +34.62564 -109.64390  -0.264  120.78  3.8648  283.14  251.95
 000684 00032353 15.069311 +34.62530 -109.63515  -0.374  106.70  3.7783  288.15  254.43
 000685 00032373 15.070206 +34.62496 -109.62879  -0.352  115.98  3.9613  284.44  251.70
 000686 00032393 15.071097 +34.62461 -109.62227  -0.330  116.16  3.8981  285.09  250.93
 000687 00032413 15.071992 +34.62427 -109.61558  -0.352  114.25  3.6021  286.19  255.04
 000688 00032433 15.072884 +34.62393 -109.60905  -0.396  113.41  3.6885  287.70  255.88
 000689 00032453 15.073778 +34.62358 -109.60013  -0.374  103.04  3.4723  290.95  258.13
 000690 00032473 15.074673 +34.62324 -109.59361  -0.286  90.103  3.3060  294.17  260.56
 000691 00032493 15.075563 +34.62290 -109.58691  -0.374  66.679  2.6708  298.23  273.83
 000692 00032513 15.076458 +34.62255 -109.58004  -0.374  70.693  2.5677  297.17  267.52
 000693 00032533 15.077350 +34.62221 -109.57335  -0.484  72.789  2.6242  335.44  269.92
 000694 00032553 15.078244 +34.62187 -109.56442  -0.264  67.278  2.5610  296.10  270.66
 000695 00032573 15.079139 +34.62152 -109.55772  -0.330  67.278  2.6408  296.05  273.86
 000696 00032593 15.080030 +34.62118 -109.55120  -0.286  67.278  2.9535  295.97  275.60
 000697 00032613 15.080925 +34.62084 -109.54451  -0.374  65.481  2.9502  296.15  273.77
 000698 00032633 15.081817 +34.62032 -109.53558  -0.286  65.061  2.8836  297.40  274.48
 000699 00032653 15.082711 +34.61998 -109.52906  -0.330  65.421  2.9502  296.50  269.24
 000700 00032673 15.083603 +34.61964 -109.52236  -0.308  60.328  2.5477  296.71  277.10
 000701 00032693 15.084497 +34.61929 -109.51567  -0.352  60.149  2.5643  296.89  276.83
 000702 00032713 15.085392 +34.61895 -109.50897  -0.374  63.024  2.7972  295.96  273.27
 000703 00032733 15.086287 +34.61861 -109.49970  -0.374  64.582  2.9069  295.20  272.03
 000704 00032753 15.087178 +34.61826 -109.49301  -0.374  65.061  3.0067  295.11  271.77
 000705 00032773 15.088072 +34.61792 -109.48631  -0.330  60.568  2.7040  295.31  274.00
 000706 00032793 15.088964 +34.61758 -109.47979  -0.352  58.531  2.5976  295.08  274.35
 000707 00032813 15.089858 +34.61706 -109.47086  -0.352  56.374  2.8238  294.14  271.23
 000708 00032833 15.090750 +34.61672 -109.46417  -0.374  62.245  3.2295  294.07  267.80
 000709 00032853 15.091641 +34.61637 -109.45731  -0.396  63.324  3.2462  294.35  270.77
 000710 00032873 15.092536 +34.61603 -109.45061  -0.330  62.845  3.3094  293.86  269.18
 000711 00032893 15.093431 +34.61569 -109.44392  -0.286  60.688  2.9901  294.63  269.72
 000712 00032913 15.094322 +34.61535 -109.43499  -0.330  55.596  2.5377  295.76  276.27
 000713 00032933 15.095217 +34.61500 -109.42829  -0.374  55.176  2.4479  295.99  278.54
 000714 00032953 15.096111 +34.61466 -109.42177  -0.396  59.370  2.6442  294.96  273.32
 000715 00032973 15.097003 +34.61432 -109.41508  -0.374  61.646  2.8138  296.47  275.16
 000716 00032993 15.097895 +34.61397 -109.40838  -0.330  59.250  2.6076  295.29  274.64
 000717 00033013 15.098789 +34.61346 -109.39963  -0.374  58.591  2.4247  296.16  275.48
 000718 00033033 15.099684 +34.61311 -109.39293  -0.308  61.107  2.4247  310.09  279.57
 000719 00033053 15.100575 +34.61277 -109.38641  -0.374  66.259  2.5943  297.09  273.79
 000720 00033073 15.101469 +34.61243 -109.37971  -0.374  69.135  2.7140  297.00  272.64
 000721 00033093 15.102364 +34.61208 -109.37079  -0.308  69.554  2.6874  296.57  272.91
 000722 00033113 15.103255 +34.61174 -109.36427  -0.374  61.287  2.5012  297.29  275.08
 000723 00033133 15.104150 +34.61140 -109.35757  -0.352  64.522  2.6209  296.28  273.83
 000724 00033153 15.105042 +34.61105 -109.35088  -0.374  62.845  2.5544  297.43  275.85
 000725 00033173 15.105936 +34.61071 -109.34418  -0.374  58.891  2.6774  294.23  274.04
 000726 00033193 15.106828 +34.61020 -109.33559  -0.352  56.914  2.5810  294.50  274.88
 000727 00033213 15.107722 +34.60985 -109.32890  -0.374  53.858  2.3947  294.36  277.23
 000728 00033233 15.108617 +34.60951 -109.32220  -0.440  52.900  2.3149  293.96  277.62
 000729 00033253 15.109509 +34.60917 -109.31551  -0.330  53.559  2.3249  293.60  274.74
 000730 00033273 15.110403 +34.60865 -109.30624  -0.352  55.056  2.3881  292.90  273.99
 000731 00033293 15.111295 +34.60831 -109.29955  -0.396  55.356  2.5211  291.72  273.07
 000732 00033313 15.112189 +34.60796 -109.29285  -0.286  49.904  2.2450  291.31  273.99
 000733 00033333 15.113083 +34.60762 -109.28616  -0.440  49.904  2.1785  292.05  276.90
 000734 00033353 15.113975 +34.60728 -109.27946  -0.308  50.623  2.1619  293.14  276.76
 000735 00033373 15.114869 +34.60676 -109.27071  -0.418  53.619  2.2251  293.49  275.06
 000736 00033393 15.115761 +34.60642 -109.26402  -0.440  55.296  2.2218  294.39  276.19
 000737 00033413 15.116655 +34.60625 -109.25766  -0.286  60.209  2.3648  296.39  277.55
 000738 00033433 15.117547 +34.60590 -109.25114  -0.440  63.803  2.5078  296.50  273.06
 000739 00033453 15.118442 +34.60556 -109.24445  -0.220  64.462  2.5643  296.99  273.54
 000740 00033473 15.119336 +34.60505 -109.23534  -0.418  61.886  2.5710  296.27  274.26
 000741 00033493 15.120228 +34.60470 -109.22865  -0.242  62.066  2.8204  294.77  268.83
 000742 00033513 15.121122 +34.60436 -109.22195  -0.418  58.291  2.4945  293.99  274.51
 000743 00033533 15.122017 +34.60402 -109.21526  -0.352  59.789  2.5111  294.13  270.32
 000744 00033553 15.122909 +34.60367 -109.20891  -0.286  67.458  2.6142  294.34  267.39
 000745 00033573 15.123803 +34.60316 -109.19998  -0.440  67.278  2.7107  295.22  268.15
 000746 00033593 15.124695 +34.60281 -109.19346  -0.264  64.582  2.6907  327.19  272.69
 000747 00033613 15.125588 +34.60247 -109.18677  -0.462  66.080  2.5111  294.98  275.08
 000748 00033633 15.126480 +34.60213 -109.18024  -0.374  68.476  2.7772  295.27  273.60
 000749 00033653 15.127375 +34.60161 -109.17132  -0.352  65.660  2.8204  294.98  273.65
 000750 00033673 15.128269 +34.60127 -109.16445  -0.286  69.554  2.8371  295.83  270.28
 000751 00033693 15.129161 +34.60093 -109.15775  -0.352  70.812  2.7606  294.40  268.73
 000752 00033713 15.130055 +34.60058 -109.15123  -0.264  68.716  2.9003  295.10  270.76
 000753 00033733 15.130947 +34.60024 -109.14454  -0.396  74.587  3.3559  294.22  264.73
 000754 00033753 15.131842 +34.59972 -109.13561  -0.330  78.960  3.3992  295.68  266.37
 000755 00033773 15.132733 +34.59938 -109.12891  -0.330  66.559  2.8803  294.45  271.44
 000756 00033793 15.133628 +34.59904 -109.12222  -0.440  66.799  2.9934  294.67  271.30
 000757 00033813 15.134520 +34.59869 -109.11587  -0.330  67.877  3.1032  293.51  269.77
 000758 00033833 15.135414 +34.59818 -109.10694  -0.330  66.858  3.0001  293.59  271.41
 000759 00033853 15.136309 +34.59784 -109.10025  -0.418  64.103  2.6841  295.59  277.49
 000760 00033873 15.137200 +34.59749 -109.09373  -0.352  61.706  2.5477  295.61  276.01
 000761 00033893 15.138095 +34.59715 -109.08669  -0.374  62.605  2.4247  296.45  276.94
 000762 00033913 15.138988 +34.59681 -109.08016  -0.396  65.121  2.4878  296.59  276.78
 000763 00033933 15.139880 +34.59629 -109.07124  -0.308  63.264  2.4380  295.19  275.00
 000764 00033953 15.140775 +34.59595 -109.06506  -0.462  60.508  2.3781  294.61  277.05
 000765 00033973 15.141672 +34.59560 -109.05836  -0.308  55.895  2.2983  293.11  277.82
 000766 00033993 15.142564 +34.59526 -109.05184  -0.462  54.517  2.3082  292.48  274.89
 000767 00034013 15.143458 +34.59492 -109.04514  -0.264  54.158  2.3415  291.22  273.83
 000768 00034033 15.144350 +34.59440 -109.03639  -0.396  54.337  2.4080  291.41  273.80
 000769 00034053 15.145245 +34.59406 -109.02987  -0.418  54.218  2.3349  291.61  274.67
 000770 00034073 15.146139 +34.59372 -109.02317  -0.286  53.019  2.2051  291.93  275.09
 000771 00034093 15.147031 +34.59337 -109.01630  -0.352  56.015  2.3415  292.34  275.41
 000772 00034113 15.147923 +34.59286 -109.00755  -0.440  52.900  2.2218  292.12  275.86
 000773 00034133 15.148817 +34.59251 -109.00103  -0.330  50.503  2.1852  334.07  273.68
 000774 00034153 15.149709 +34.59217 -108.99467  -0.352  51.582  2.2550  291.30  276.64
 000775 00034173 15.150602 +34.59183 -108.98815  -0.396  49.605  2.1586  291.18  274.55
 000776 00034193 15.151494 +34.59148 -108.98146  -0.264  46.549  1.8060  291.51  278.35
 000777 00034213 15.152389 +34.59097 -108.97270  -0.418  48.406  2.0056  291.82  277.94
 000778 00034233 15.153283 +34.59063 -108.96584  -0.418  48.766  2.0887  292.04  276.73
 000779 00034253 15.154175 +34.59028 -108.95931  -0.264  50.084  2.0854  291.31  273.67
 000780 00034273 15.155066 +34.58994 -108.95279  -0.352  49.125  2.0222  291.83  274.64
 000781 00034293 15.155961 +34.58942 -108.94404  -0.462  51.582  2.0654  292.03  275.31
 000782 00034313 15.156856 +34.58908 -108.93734  -0.286  53.798  2.1985  291.19  274.53
 000783 00034333 15.157747 +34.58874 -108.93082  -0.330  54.337  2.2584  291.28  277.48
 000784 00034353 15.158642 +34.58839 -108.92429  -0.462  54.877  2.4014  290.96  273.09
 000785 00034373 15.159534 +34.58788 -108.91795  -0.286  52.301  2.3282  291.18  271.27
 000786 00034393 15.160428 +34.58754 -108.90919  -0.330  50.264  2.2750  291.17  272.04
 000787 00034413 15.161320 +34.58719 -108.90250  -0.308  51.042  2.3947  291.18  272.04
 000788 00034433 15.162214 +34.58668 -108.89580  -0.418  50.683  2.3382  291.19  274.54
 000789 00034453 15.163108 +34.58633 -108.88927  -0.396  48.047  1.9324  291.50  276.50
 000790 00034473 15.164000 +34.58599 -108.88258  -0.374  50.863  1.9856  291.61  277.60
 000791 00034493 15.164891 +34.58548 -108.87400  -0.374  51.162  1.9623  292.69  278.57
 000792 00034513 15.165786 +34.58513 -108.86748  -0.396  50.324  2.0122  291.93  276.83
 000793 00034533 15.166680 +34.58479 -108.86095  -0.440  54.038  2.3748  291.08  270.68
 000794 00034553 15.167575 +34.58445 -108.85443  -0.264  56.614  2.3548  293.10  274.90
 000795 00034573 15.168467 +34.58393 -108.84602  -0.396  58.172  2.2983  292.92  276.66
 000796 00034593 15.169361 +34.58359 -108.83949  -0.308  57.573  2.1586  294.04  277.56
 000797 00034613 15.170261 +34.58324 -108.83280  -0.286  59.490  2.2151  293.63  276.76
 000798 00034633 15.171159 +34.58290 -108.82610  -0.330  57.992  2.0621  295.46  279.67
 000799 00034653 15.172050 +34.58256 -108.81958  -0.352  55.416  2.0255  295.63  279.75
 000800 00034673 15.172941 +34.58204 -108.81083  -0.330  59.190  2.3448  331.87  279.11
 000801 00034693 15.173836 +34.58170 -108.80413  -0.330  57.872  2.1552  295.91  276.70
 000802 00034713 15.174727 +34.58136 -108.79761  -0.418  58.112  2.0056  296.49  283.38
 000803 00034733 15.175619 +34.58101 -108.79108  -0.352  58.411  2.1187  296.00  277.93
 000804 00034753 15.176511 +34.58050 -108.78233  -0.374  57.033  2.0455  296.58  280.20
 000805 00034773 15.177405 +34.58015 -108.77615  -0.308  55.116  1.9657  295.90  280.51
 000806 00034793 15.178300 +34.57964 -108.76963  -0.374  49.425  1.8825  293.76  280.21
 000807 00034813 15.179192 +34.57930 -108.76311  -0.374  42.296  1.7960  291.72  280.60
 000808 00034833 15.180083 +34.57895 -108.75658  -0.308  41.517  1.8160  290.72  277.21
 000809 00034853 15.180978 +34.57844 -108.74748  -0.396  42.236  1.8493  290.59  276.61
 000810 00034873 15.181870 +34.57809 -108.74096  -0.418  40.139  1.7428  290.25  277.76
 000811 00034893 15.182764 +34.57775 -108.73444  -0.286  39.121  1.6896  290.94  282.18
 000812 00034913 15.183656 +34.57741 -108.72826  -0.440  37.443  1.6597  290.82  279.87
 000813 00034933 15.184550 +34.57706 -108.72173  -0.462  46.250  1.7595  294.49  282.27
 000814 00034953 15.185445 +34.57655 -108.71298  -0.308  45.471  1.8759  293.03  280.57
 000815 00034973 15.186337 +34.57621 -108.70663  -0.374  43.374  1.9224  291.93  275.77
 000816 00034993 15.187228 +34.57586 -108.70010  -0.418  43.793  1.8626  292.57  278.52
 000817 00035013 15.188122 +34.57535 -108.69358  -0.396  45.711  1.8127  292.33  279.50
 000818 00035033 15.189016 +34.57500 -108.68706  -0.286  51.761  1.9357  292.99  277.31
 000819 00035053 15.189908 +34.57449 -108.67796  -0.418  54.158  1.9258  289.71  272.47
 000820 00035073 15.190803 +34.57415 -108.67144  -0.220  53.619  1.9557  291.51  279.71
 000821 00035093 15.191694 +34.57380 -108.66492  -0.440  50.683  1.9124  294.48  278.36
 000822 00035113 15.192589 +34.57346 -108.65874  -0.440  52.360  1.9158  295.52  280.77
 000823 00035133 15.193480 +34.57294 -108.64998  -0.286  48.586  1.8093  294.78  280.44
 000824 00035153 15.194372 +34.57260 -108.64346  -0.440  48.646  1.6896  295.83  282.80
 000825 00035173 15.195267 +34.57226 -108.63693  -0.264  50.024  1.6597  296.39  283.04
 000826 00035193 15.196161 +34.57174 -108.63024  -0.352  49.305  1.6663  293.02  281.95
 000827 00035213 15.197053 +34.57140 -108.62372  -0.462  44.572  1.5632  292.12  282.48
 000828 00035233 15.197948 +34.57088 -108.61496  -0.242  45.770  1.5532  328.46  281.93
 000829 00035253 15.198839 +34.57054 -108.60809  -0.374  44.692  1.5832  292.25  281.37
 000830 00035273 15.199734 +34.57020 -108.60157  -0.286  44.812  1.6697  290.85  281.24
 000831 00035293 15.200627 +34.56985 -108.59488  -0.352  43.674  1.7761  290.71  278.69
