
 Processing inputs for a 50 channel scanner,
 using 2 visual and 2 IR nadir pixel bands
 The first line of the config.asc file is:
 "50 MAS Configuration for 05-922  20 Jun 2005  TCSP"

 Ch Sb Nb Vi Slp/Emis Intcpt   Left   Peak  Right   Fctr    Ssi
 07 07 16  0 0.054580 0.0000  0.843  0.864  0.884  0.1000  980.98
 15 15 16  0 0.003276 0.0000  1.853  1.878  1.902  0.0100  140.08
 30 30 16  1 0.945000 0.0000  3.671  3.740  3.800  0.0010   11.86
 45 45 16  1 0.957000 0.0000 10.774 11.003 11.274  0.0100    0.16

 Record ScanLine -2005171-  INU_Lat    INU_Lon    Roll   Rad_07  Rad_15  Tmp_30  Tmp_45
 001336 00046805 19.324577 +43.33317 -117.81223  -0.440 0.00000 0.00000   error   error
 001337 00046825 19.325472 +43.33214 -117.81996  -0.264 0.00000 0.00000   error   error
 001338 00046845 19.326366 +43.33094 -117.82786  -0.374 0.00000 0.00000   error   error
 001339 00046865 19.327261 +43.32991 -117.83575  -0.374 0.00000 0.00000   error   error
 001340 00046885 19.328156 +43.32870 -117.84365  -0.374 0.00000 0.00000   error   error
 001341 00046905 19.329050 +43.32716 -117.85395  -0.242 0.00000 0.00000   error   error
 001342 00046925 19.329945 +43.32613 -117.86185  -0.374 0.00000 0.00000   error   error
 001343 00046945 19.330839 +43.32493 -117.86974  -0.308 0.00000 0.00000   error   error
 001344 00046965 19.331734 +43.32390 -117.87746  -0.286 0.00000 0.00000   error   error
 001345 00046985 19.332628 +43.32235 -117.88811  -0.286 0.00000 0.00000   error   error
 001346 00047005 19.333523 +43.32115 -117.89600  -0.352 0.00000 0.00000   error   error
 001347 00047025 19.334417 +43.32012 -117.90373  -0.418 0.00000 0.00000   error   error
 001348 00047045 19.335312 +43.31892 -117.91163  -0.220 0.00000 0.00000   error   error
 001349 00047065 19.336206 +43.31789 -117.91953  -0.374 0.00000 0.00000   error   error
 001350 00047085 19.337103 +43.31635 -117.92999  -0.264 0.00000 0.00000   error   error
 001351 00047105 19.337997 +43.31514 -117.93789  -0.330 0.00000 0.00000   error   error
 001352 00047125 19.338892 +43.31411 -117.94579  -0.264 0.00000 0.00000   error   error
 001353 00047145 19.339787 +43.31291 -117.95368  -0.330 0.00000 0.00000   error   error
 001354 00047165 19.340681 +43.31137 -117.96398  -0.352 0.00000 0.00000   error   error
 001355 00047185 19.341576 +43.31034 -117.97188  -0.308 0.00000 0.00000   error   error
 001356 00047205 19.342470 +43.30914 -117.97995  -0.330 0.00000 0.00000   error   error
 001357 00047225 19.343365 +43.30793 -117.98785  -0.286 0.00000 0.00000   error   error
 001358 00047245 19.344259 +43.30690 -117.99557  -0.374 0.00000 0.00000   error   error
 001359 00047265 19.345152 +43.30536 -118.00604  -0.308 0.00000 0.00000   error   error
 001360 00047285 19.346050 +43.30416 -118.01394  -0.374 0.00000 0.00000   error   error
 001361 00047305 19.346941 +43.30313 -118.02184  -0.330 0.00000 0.00000   error   error
 001362 00047325 19.347839 +43.30193 -118.02956  -0.308 0.00000 0.00000   error   error
 001363 00047345 19.348734 +43.30090 -118.03745  -0.330 0.00000 0.00000   error   error
 001364 00047365 19.349628 +43.29935 -118.04793  -0.352 0.00000 0.00000   error   error
 001365 00047385 19.350523 +43.29815 -118.05565  -0.308 0.00000 0.00000   error   error
 001366 00047405 19.351418 +43.29712 -118.06355  -0.286 0.00000 0.00000   error   error
 001367 00047425 19.352310 +43.29592 -118.07144  -0.396 0.00000 0.00000   error   error
 001368 00047445 19.353205 +43.29437 -118.08174  -0.286 0.00000 0.00000   error   error
 001369 00047465 19.354099 +43.29317 -118.08964  -0.352 0.00000 0.00000   error   error
 001370 00047485 19.354994 +43.29214 -118.09737  -0.330 0.00000 0.00000   error   error
 001371 00047505 19.355888 +43.29094 -118.10509  -0.286 0.00000 0.00000   error   error
 001372 00047525 19.356783 +43.28991 -118.11298  -0.352 0.00000 0.00000   error   error
 001373 00047545 19.357677 +43.28836 -118.12346  -0.374 0.00000 0.00000   error   error
 001374 00047565 19.358572 +43.28716 -118.13136  -0.330 0.00000 0.00000   error   error
 001375 00047585 19.359470 +43.28596 -118.13908  -0.242 0.00000 0.00000   error   error
 001376 00047605 19.360363 +43.28493 -118.14697  -0.308 0.00000 0.00000   error   error
 001377 00047625 19.361258 +43.28339 -118.15745  -0.374 0.00000 0.00000   error   error
 001378 00047645 19.362152 +43.28218 -118.16517  -0.308 0.00000 0.00000   error   error
 001379 00047665 19.363047 +43.28115 -118.17307  -0.308 0.00000 0.00000   error   error
 001380 00047685 19.363941 +43.27995 -118.18096  -0.374 0.00000 0.00000   error   error
 001381 00047705 19.364836 +43.27875 -118.18869  -0.352 0.00000 0.00000   error   error
 001382 00047725 19.365730 +43.27721 -118.19899  -0.330 0.00000 0.00000   error   error
 001383 00047745 19.366625 +43.27618 -118.20689  -0.330 0.00000 0.00000   error   error
 001384 00047765 19.367519 +43.27497 -118.21478  -0.308 0.00000 0.00000   error   error
 001385 00047785 19.368414 +43.27377 -118.22250  -0.330 0.00000 0.00000   error   error
 001386 00047805 19.369308 +43.27240 -118.23298  -0.264 0.00000 0.00000   error   error
 001387 00047825 19.370203 +43.27120 -118.24070  -0.242 0.00000 0.00000   error   error
 001388 00047845 19.371099 +43.27000 -118.24843  -0.374 0.00000 0.00000   error   error
 001389 00047865 19.371994 +43.26897 -118.25632  -0.396 0.00000 0.00000   error   error
 001390 00047885 19.372889 +43.26777 -118.26405  -0.374 0.00000 0.00000   error   error
 001391 00047905 19.373783 +43.26622 -118.27452  -0.440 0.00000 0.00000   error   error
 001392 00047925 19.374678 +43.26502 -118.28224  -0.286 0.00000 0.00000   error   error
 001393 00047945 19.375572 +43.26399 -118.29014  -0.374 0.00000 0.00000   error   error
 001394 00047965 19.376467 +43.26279 -118.29787  -0.242 0.00000 0.00000   error   error
 001395 00047985 19.377361 +43.26124 -118.30833  -0.330 0.00000 0.00000   error   error
 001396 00048005 19.378256 +43.26004 -118.31606  -0.264 0.00000 0.00000   error   error
 001397 00048025 19.379150 +43.25884 -118.32396  -0.330 0.00000 0.00000   error   error
 001398 00048045 19.380047 +43.25781 -118.33186  -0.396 0.00000 0.00000   error   error
 001399 00048065 19.380941 +43.25661 -118.33958  -0.242 0.00000 0.00000   error   error
 001400 00048085 19.381836 +43.25506 -118.35005  -0.308 0.00000 0.00000   error   error
 001401 00048105 19.382730 +43.25386 -118.35777  -0.396 0.00000 0.00000   error   error
 001402 00048125 19.383625 +43.25283 -118.36550  -0.242 0.00000 0.00000   error   error
 001403 00048145 19.384520 +43.25163 -118.37340  -0.220 0.00000 0.00000   error   error
 001404 00048165 19.385414 +43.25008 -118.38387  -0.330 0.00000 0.00000   error   error
 001405 00048185 19.386309 +43.24888 -118.39159  -0.264 0.00000 0.00000   error   error
 001406 00048205 19.387205 +43.24768 -118.39949  -0.352 0.00000 0.00000   error   error
 001407 00048225 19.388098 +43.24665 -118.40721  -0.308 0.00000 0.00000   error   error
 001408 00048245 19.388994 +43.24545 -118.41511  -0.374 0.00000 0.00000   error   error
 001409 00048265 19.389889 +43.24390 -118.42541  -0.330 0.00000 0.00000   error   error
 001410 00048285 19.390783 +43.24270 -118.43330  -0.330 0.00000 0.00000   error   error
 001411 00048305 19.391678 +43.24150 -118.44103  -0.396 0.00000 0.00000   error   error
 001412 00048325 19.392572 +43.24030 -118.44875  -0.308 0.00000 0.00000   error   error
 001413 00048345 19.393467 +43.23927 -118.45665  -0.242 0.00000 0.00000   error   error
 001414 00048365 19.394361 +43.23772 -118.46712  -0.286 0.00000 0.00000   error   error
 001415 00048385 19.395256 +43.23652 -118.47485  -0.418 0.00000 0.00000   error   error
 001416 00048405 19.396152 +43.23532 -118.48257  -0.308 0.00000 0.00000   error   error
 001417 00048425 19.397047 +43.23429 -118.49030  -0.308 0.00000 0.00000   error   error
 001418 00048445 19.397942 +43.23275 -118.50077  -0.418 0.00000 0.00000   error   error
 001419 00048465 19.398836 +43.23154 -118.50849  -0.308 0.00000 0.00000   error   error
 001420 00048485 19.399731 +43.23034 -118.51622  -0.396 0.00000 0.00000   error   error
 001421 00048505 19.400625 +43.22914 -118.52394  -0.330 0.00000 0.00000   error   error
 001422 00048525 19.401520 +43.22811 -118.53184  -0.352 0.00000 0.00000   error   error
 001423 00048545 19.402414 +43.22657 -118.54214  -0.286 0.00000 0.00000   error   error
 001424 00048565 19.403309 +43.22536 -118.54987  -0.418 0.00000 0.00000   error   error
 001425 00048585 19.404205 +43.22416 -118.55759  -0.330 0.00000 0.00000   error   error
 001426 00048605 19.405100 +43.22296 -118.56532  -0.374 0.00000 0.00000   error   error
 001427 00048625 19.405994 +43.22142 -118.57578  -0.330 0.00000 0.00000   error   error
 001428 00048645 19.406889 +43.22039 -118.58351  -0.308 0.00000 0.00000   error   error
 001429 00048665 19.407784 +43.21918 -118.59123  -0.352 0.00000 0.00000   error   error
 001430 00048685 19.408678 +43.21798 -118.59896  -0.286 0.00000 0.00000   error   error
 001431 00048705 19.409573 +43.21678 -118.60668  -0.396 0.00000 0.00000   error   error
 001432 00048725 19.410467 +43.21524 -118.61716  -0.396 0.00000 0.00000   error   error
 001433 00048745 19.411362 +43.21404 -118.62488  -0.352 0.00000 0.00000   error   error
 001434 00048765 19.412258 +43.21301 -118.63261  -0.352 0.00000 0.00000   error   error
 001435 00048785 19.413153 +43.21180 -118.64033  -0.352 0.00000 0.00000   error   error
 001436 00048805 19.414047 +43.21026 -118.65063  -0.220 0.00000 0.00000   error   error
 001437 00048825 19.414942 +43.20906 -118.65836  -0.352 0.00000 0.00000   error   error
 001438 00048845 19.415836 +43.20786 -118.66608  -0.286 0.00000 0.00000   error   error
 001439 00048865 19.416731 +43.20665 -118.67397  -0.396 0.00000 0.00000   error   error
 001440 00048885 19.417625 +43.20562 -118.68153  -0.264 0.00000 0.00000   error   error
 001441 00048905 19.418520 +43.20408 -118.69200  -0.242 0.00000 0.00000   error   error
 001442 00048925 19.419416 +43.20288 -118.69972  -0.374 0.00000 0.00000   error   error
 001443 00048945 19.420311 +43.20168 -118.70745  -0.330 0.00000 0.00000   error   error
 001444 00048965 19.421206 +43.20047 -118.71517  -0.396 0.00000 0.00000   error   error
 001445 00048985 19.422100 +43.19893 -118.72547  -0.308 0.00000 0.00000   error   error
 001446 00049005 19.422995 +43.19773 -118.73320  -0.308 0.00000 0.00000   error   error
 001447 00049025 19.423889 +43.19653 -118.74092  -0.418 0.00000 0.00000   error   error
 001448 00049045 19.424784 +43.19550 -118.74865  -0.286 0.00000 0.00000   error   error
 001449 00049065 19.425678 +43.19429 -118.75637  -0.396 0.00000 0.00000   error   error
 001450 00049085 19.426573 +43.19275 -118.76667  -0.330 0.00000 0.00000   error   error
 001451 00049105 19.427469 +43.19155 -118.77440  -0.330 0.00000 0.00000   error   error
 001452 00049125 19.428364 +43.19035 -118.78212  -0.396 0.00000 0.00000   error   error
 001453 00049145 19.429258 +43.18914 -118.78985  -0.308 0.00000 0.00000   error   error
 001454 00049165 19.430153 +43.18760 -118.80015  -0.308 0.00000 0.00000   error   error
 001455 00049185 19.431047 +43.18640 -118.80787  -0.330 0.00000 0.00000   error   error
 001456 00049205 19.431942 +43.18520 -118.81577  -0.374 0.00000 0.00000   error   error
 001457 00049225 19.432837 +43.18417 -118.82349  -0.242 0.00000 0.00000   error   error
 001458 00049245 19.433731 +43.18296 -118.83121  -0.440 0.00000 0.00000   error   error
 001459 00049265 19.434628 +43.18125 -118.84151  -0.308 0.00000 0.00000   error   error
 001460 00049285 19.435522 +43.18022 -118.84924  -0.396 0.00000 0.00000   error   error
 001461 00049305 19.436417 +43.17902 -118.85696  -0.308 0.00000 0.00000   error   error
 001462 00049325 19.437311 +43.17781 -118.86469  -0.308 0.00000 0.00000   error   error
 001463 00049345 19.438206 +43.17627 -118.87499  -0.396 0.00000 0.00000   error   error
 001464 00049365 19.439100 +43.17507 -118.88271  -0.286 0.00000 0.00000   error   error
 001465 00049385 19.439995 +43.17387 -118.89027  -0.330 0.00000 0.00000   error   error
 001466 00049405 19.440889 +43.17266 -118.89799  -0.374 0.00000 0.00000   error   error
 001467 00049425 19.441786 +43.17146 -118.90572  -0.374 0.00000 0.00000   error   error
 001468 00049445 19.442680 +43.16992 -118.91602  -0.286 0.00000 0.00000   error   error
 001469 00049465 19.443575 +43.16872 -118.92374  -0.352 0.00000 0.00000   error   error
 001470 00049485 19.444469 +43.16769 -118.93130  -0.352 0.00000 0.00000   error   error
 001471 00049505 19.445364 +43.16648 -118.93902  -0.352 0.00000 0.00000   error   error
 001472 00049525 19.446259 +43.16494 -118.94932  -0.396 0.00000 0.00000   error   error
 001473 00049545 19.447153 +43.16374 -118.95705  -0.242 0.00000 0.00000   error   error
 001474 00049565 19.448048 +43.16254 -118.96477  -0.440 0.00000 0.00000   error   error
 001475 00049585 19.448942 +43.16133 -118.97232  -0.308 0.00000 0.00000   error   error
 001476 00049605 19.449839 +43.16013 -118.98005  -0.330 0.00000 0.00000   error   error
 001477 00049625 19.450733 +43.15859 -118.99035  -0.330 0.00000 0.00000   error   error
 001478 00049645 19.451628 +43.15739 -118.99790  -0.330 0.00000 0.00000   error   error
 001479 00049665 19.452522 +43.15619 -119.00562  -0.396 0.00000 0.00000   error   error
 001480 00049685 19.453417 +43.15498 -119.01335  -0.330 0.00000 0.00000   error   error
 001481 00049705 19.454311 +43.15344 -119.02348  -0.308 0.00000 0.00000   error   error
 001482 00049725 19.455206 +43.15224 -119.03120  -0.440 0.00000 0.00000   error   error
 001483 00049745 19.456102 +43.15104 -119.03876  -0.264 0.00000 0.00000   error   error
 001484 00049765 19.456997 +43.15001 -119.04648  -0.374 0.00000 0.00000   error   error
 001485 00049785 19.457891 +43.14880 -119.05403  -0.286 0.00000 0.00000   error   error
 001486 00049805 19.458786 +43.14709 -119.06433  -0.286 0.00000 0.00000   error   error
 001487 00049825 19.459681 +43.14606 -119.07206  -0.330 0.00000 0.00000   error   error
 001488 00049845 19.460575 +43.14486 -119.07961  -0.374 0.00000 0.00000   error   error
 001489 00049865 19.461470 +43.14365 -119.08733  -0.374 0.00000 0.00000   error   error
 001490 00049885 19.462364 +43.14211 -119.09747  -0.330 0.00000 0.00000   error   error
 001491 00049905 19.463261 +43.14091 -119.10519  -0.374 0.00000 0.00000   error   error
 001492 00049925 19.464155 +43.13971 -119.11274  -0.286 0.00000 0.00000   error   error
 001493 00049945 19.465050 +43.13850 -119.12047  -0.396 0.00000 0.00000   error   error
 001494 00049965 19.465944 +43.13730 -119.12836  -0.352 0.00000 0.00000   error   error
 001495 00049985 19.466839 +43.13576 -119.13849  -0.242 0.00000 0.00000   error   error
 001496 00050005 19.467733 +43.13456 -119.14622  -0.154 0.00000 0.00000   error   error
 001497 00050025 19.468628 +43.13335 -119.15377  -0.176 0.00000 0.00000   error   error
 001498 00050045 19.469522 +43.13215 -119.16115  -0.176 0.00000 0.00000   error   error
 001499 00050065 19.470419 +43.13061 -119.17128  -0.176 0.00000 0.00000   error   error
 001500 00050085 19.471313 +43.12941 -119.17900  -0.352 0.00000 0.00000   error   error
 001501 00050105 19.472208 +43.12820 -119.18690  -0.352 0.00000 0.00000   error   error
 001502 00050125 19.473103 +43.12700 -119.19463  -0.330 0.00000 0.00000   error   error
 001503 00050145 19.473997 +43.12580 -119.20218  -0.396 0.00000 0.00000   error   error
 001504 00050165 19.474892 +43.12408 -119.21230  -0.374 0.00000 0.00000   error   error
 001505 00050185 19.475786 +43.12288 -119.22003  -0.374 0.00000 0.00000   error   error
 001506 00050205 19.476683 +43.12168 -119.22758  -0.220 0.00000 0.00000   error   error
 001507 00050225 19.477577 +43.12048 -119.23531  -0.352 0.00000 0.00000   error   error
 001508 00050245 19.478472 +43.11911 -119.24526  -0.308 0.00000 0.00000   error   error
 001509 00050265 19.479366 +43.11790 -119.25282  -0.484 0.00000 0.00000   error   error
 001510 00050285 19.480261 +43.11670 -119.26037  -0.308 0.00000 0.00000   error   error
 001511 00050305 19.481155 +43.11550 -119.26844  -0.308 0.00000 0.00000   error   error
 001512 00050325 19.482050 +43.11430 -119.27599  -0.242 0.00000 0.00000   error   error
 001513 00050345 19.482944 +43.11258 -119.28612  -0.264 0.00000 0.00000   error   error
 001514 00050365 19.483839 +43.11138 -119.29385  -0.308 0.00000 0.00000   error   error
 001515 00050385 19.484735 +43.11018 -119.30140  -0.308 0.00000 0.00000   error   error
 001516 00050405 19.485630 +43.10898 -119.30912  -0.264 0.00000 0.00000   error   error
 001517 00050425 19.486525 +43.10743 -119.31925  -0.462 0.00000 0.00000   error   error
 001518 00050445 19.487419 +43.10623 -119.32663  -0.396 0.00000 0.00000   error   error
 001519 00050465 19.488314 +43.10503 -119.33418  -0.352 0.00000 0.00000   error   error
 001520 00050485 19.489208 +43.10383 -119.34191  -0.242 0.00000 0.00000   error   error
 001521 00050505 19.490103 +43.10263 -119.34946  -0.330 0.00000 0.00000   error   error
 001522 00050525 19.490999 +43.10108 -119.36011  -0.396 0.00000 0.00000   error   error
 001523 00050545 19.491894 +43.09988 -119.36766  -0.352 0.00000 0.00000   error   error
 001524 00050565 19.492788 +43.09868 -119.37538  -0.352 0.00000 0.00000   error   error
 001525 00050585 19.493683 +43.09748 -119.38293  -0.374 0.00000 0.00000   error   error
 001526 00050605 19.494577 +43.09576 -119.39323  -0.308 0.00000 0.00000   error   error
 001527 00050625 19.495472 +43.09456 -119.40079  -0.264 0.00000 0.00000   error   error
 001528 00050645 19.496367 +43.09353 -119.40817  -0.286 0.00000 0.00000   error   error
 001529 00050665 19.497261 +43.09233 -119.41573  -0.352 0.00000 0.00000   error   error
 001530 00050685 19.498158 +43.09113 -119.42328  -0.374 0.00000 0.00000   error   error
 001531 00050705 19.499052 +43.08941 -119.43340  -0.286 0.00000 0.00000   error   error
 001532 00050725 19.499947 +43.08821 -119.44147  -0.396 0.00000 0.00000   error   error
 001533 00050745 19.500841 +43.08701 -119.44903  -0.286 0.00000 0.00000   error   error
 001534 00050765 19.501736 +43.08580 -119.45675  -0.440 0.00000 0.00000   error   error
 001535 00050785 19.502630 +43.08426 -119.46654  -0.374 0.00000 0.00000   error   error
 001536 00050805 19.503525 +43.08306 -119.47426  -0.374 0.00000 0.00000   error   error
 001537 00050825 19.504419 +43.08186 -119.48181  -0.264 0.00000 0.00000   error   error
 001538 00050845 19.505316 +43.08065 -119.48936  -0.330 0.00000 0.00000   error   error
 001539 00050865 19.506210 +43.07945 -119.49709  -0.396 0.00000 0.00000   error   error
 001540 00050885 19.507105 +43.07774 -119.50722  -0.286 0.00000 0.00000   error   error
 001541 00050905 19.507999 +43.07653 -119.51495  -0.308 0.00000 0.00000   error   error
 001542 00050925 19.508894 +43.07533 -119.52284  -0.330 0.00000 0.00000   error   error
 001543 00050945 19.509789 +43.07413 -119.53040  -0.462 0.00000 0.00000   error   error
 001544 00050965 19.510683 +43.07293 -119.53795  -0.374 0.00000 0.00000   error   error
 001545 00050985 19.511581 +43.07138 -119.54790  -0.308 0.00000 0.00000   error   error
 001546 00051005 19.512474 +43.07018 -119.55546  -0.308 0.00000 0.00000   error   error
 001547 00051025 19.513369 +43.06881 -119.56301  -0.374 0.00000 0.00000   error   error
 001548 00051045 19.514263 +43.06761 -119.57073  -0.264 0.00000 0.00000   error   error
 001549 00051065 19.515158 +43.06606 -119.58086  -0.440 0.00000 0.00000   error   error
 001550 00051085 19.516052 +43.06486 -119.58842  -0.330 0.00000 0.00000   error   error
 001551 00051105 19.516947 +43.06366 -119.59614  -0.330 0.00000 0.00000   error   error
 001552 00051125 19.517841 +43.06246 -119.60403  -0.308 0.00000 0.00000   error   error
 001553 00051145 19.518740 +43.06108 -119.61159  -0.396 0.00000 0.00000   error   error
 001554 00051165 19.519634 +43.05954 -119.62172  -0.330 0.00000 0.00000   error   error
 001555 00051185 19.520527 +43.05834 -119.62944  -0.242 0.00000 0.00000   error   error
 001556 00051205 19.521421 +43.05714 -119.63665  -0.440 0.00000 0.00000   error   error
 001557 00051225 19.522316 +43.05593 -119.64438  -0.286 0.00000 0.00000   error   error
 001558 00051245 19.523211 +43.05422 -119.65434  -0.308 0.00000 0.00000   error   error
 001559 00051265 19.524105 +43.05319 -119.66206  -0.374 0.00000 0.00000   error   error
 001560 00051285 19.525000 +43.05182 -119.66961  -0.374 0.00000 0.00000   error   error
 001561 00051305 19.525894 +43.05061 -119.67716  -0.330 0.00000 0.00000   error   error
 001562 00051325 19.526793 +43.04941 -119.68472  -0.242 0.00000 0.00000   error   error
 001563 00051345 19.527685 +43.04770 -119.69536  -0.462 0.00000 0.00000   error   error
 001564 00051365 19.528580 +43.04649 -119.70291  -0.264 0.00000 0.00000   error   error
 001565 00051385 19.529474 +43.04529 -119.71046  -0.396 0.00000 0.00000   error   error
 001566 00051405 19.530369 +43.04426 -119.71767  -0.330 0.00000 0.00000   error   error
 001567 00051425 19.531263 +43.04255 -119.72781  -0.330 0.00000 0.00000   error   error
 001568 00051445 19.532158 +43.04134 -119.73536  -0.330 0.00000 0.00000   error   error
 001569 00051465 19.533056 +43.04014 -119.74326  -0.264 0.00000 0.00000   error   error
 001570 00051485 19.533951 +43.03877 -119.75081  -0.396 0.00000 0.00000   error   error
 001571 00051505 19.534845 +43.03757 -119.75836  -0.264 0.00000 0.00000   error   error
 001572 00051525 19.535738 +43.03602 -119.76849  -0.352 0.00000 0.00000   error   error
 001573 00051545 19.536633 +43.03482 -119.77621  -0.418 0.00000 0.00000   error   error
 001574 00051565 19.537527 +43.03362 -119.78377  -0.374 0.00000 0.00000   error   error
 001575 00051585 19.538422 +43.03225 -119.79132  -0.308 0.00000 0.00000   error   error
 001576 00051605 19.539320 +43.03070 -119.80110  -0.396 0.00000 0.00000   error   error
 001577 00051625 19.540215 +43.02950 -119.80865  -0.242 0.00000 0.00000   error   error
 001578 00051645 19.541109 +43.02830 -119.81621  -0.396 0.00000 0.00000   error   error
 001579 00051665 19.542004 +43.02710 -119.82376  -0.242 0.00000 0.00000   error   error
 001580 00051685 19.542896 +43.02572 -119.83183  -0.440 0.00000 0.00000   error   error
 001581 00051705 19.543791 +43.02418 -119.84179  -0.242 0.00000 0.00000   error   error
 001582 00051725 19.544689 +43.02298 -119.84934  -0.374 0.00000 0.00000   error   error
 001583 00051745 19.545584 +43.02177 -119.85706  -0.396 0.00000 0.00000   error   error
 001584 00051765 19.546478 +43.02040 -119.86462  -0.352 0.00000 0.00000   error   error
 001585 00051785 19.547373 +43.01886 -119.87457  -0.242 0.00000 0.00000   error   error
 001586 00051805 19.548267 +43.01765 -119.88196  -0.352 0.00000 0.00000   error   error
 001587 00051825 19.549162 +43.01645 -119.88951  -0.330 0.00000 0.00000   error   error
 001588 00051845 19.550056 +43.01525 -119.89706  -0.396 0.00000 0.00000   error   error
 001589 00051865 19.550949 +43.01388 -119.90462  -0.220 0.00000 0.00000   error   error
 001590 00051885 19.551847 +43.01233 -119.91526  -0.374 0.00000 0.00000   error   error
 001591 00051905 19.552742 +43.01096 -119.92264  -0.286 0.00000 0.00000   error   error
 001592 00051925 19.553637 +43.00976 -119.93019  -0.286 0.00000 0.00000   error   error
 001593 00051945 19.554531 +43.00856 -119.93792  -0.418 0.00000 0.00000   error   error
 001594 00051965 19.555426 +43.00684 -119.94804  -0.352 0.00000 0.00000   error   error
 001595 00051985 19.556320 +43.00564 -119.95543  -0.330 0.00000 0.00000   error   error
 001596 00052005 19.557215 +43.00444 -119.96298  -0.330 0.00000 0.00000   error   error
 001597 00052025 19.558109 +43.00323 -119.97036  -0.396 0.00000 0.00000   error   error
 001598 00052045 19.559006 +43.00203 -119.97791  -0.308 0.00000 0.00000   error   error
 001599 00052065 19.559900 +43.00032 -119.98787  -0.352 0.00000 0.00000   error   error
 001600 00052085 19.560795 +42.99911 -119.99594  -0.308 0.00000 0.00000   error   error
 001601 00052105 19.561689 +42.99791 -120.00349  -0.374 0.00000 0.00000   error   error
 001602 00052125 19.562584 +42.99654 -120.01087  -0.286 0.00000 0.00000   error   error
 001603 00052145 19.563480 +42.99500 -120.02083  -0.308 0.00000 0.00000   error   error
 001604 00052165 19.564375 +42.99379 -120.02838  -0.374 0.00000 0.00000   error   error
 001605 00052185 19.565269 +42.99259 -120.03577  -0.330 0.00000 0.00000   error   error
 001606 00052205 19.566164 +42.99122 -120.04332  -0.330 0.00000 0.00000   error   error
 001607 00052225 19.567059 +42.99002 -120.05104  -0.352 0.00000 0.00000   error   error
 001608 00052245 19.567953 +42.98847 -120.06100  -0.374 0.00000 0.00000   error   error
 001609 00052265 19.568848 +42.98710 -120.06855  -0.264 0.00000 0.00000   error   error
 001610 00052285 19.569742 +42.98590 -120.07645  -0.330 0.00000 0.00000   error   error
 001611 00052305 19.570637 +42.98470 -120.08400  -0.396 0.00000 0.00000   error   error
 001612 00052325 19.571533 +42.98298 -120.09396  -0.308 0.00000 0.00000   error   error
 001613 00052345 19.572428 +42.98178 -120.10151  -0.264 0.00000 0.00000   error   error
 001614 00052365 19.573322 +42.98058 -120.10889  -0.418 0.00000 0.00000   error   error
 001615 00052385 19.574217 +42.97937 -120.11645  -0.330 0.00000 0.00000   error   error
 001616 00052405 19.575111 +42.97800 -120.12383  -0.286 0.00000 0.00000   error   error
 001617 00052425 19.576006 +42.97646 -120.13412  -0.330 0.00000 0.00000   error   error
 001618 00052445 19.576900 +42.97525 -120.14151  -0.396 0.00000 0.00000   error   error
 001619 00052465 19.577797 +42.97388 -120.14906  -0.286 0.00000 0.00000   error   error
 001620 00052485 19.578691 +42.97268 -120.15662  -0.352 0.00000 0.00000   error   error
 001621 00052505 19.579586 +42.97096 -120.16708  -0.396 0.00000 0.00000   error   error
 001622 00052525 19.580481 +42.96976 -120.17447  -0.352 0.00000 0.00000   error   error
 001623 00052545 19.581375 +42.96856 -120.18202  -0.308 0.00000 0.00000   error   error
 001624 00052565 19.582272 +42.96736 -120.18940  -0.286 0.00000 0.00000   error   error
 001625 00052585 19.583166 +42.96598 -120.19695  -0.308 0.00000 0.00000   error   error
 001626 00052605 19.584061 +42.96444 -120.20691  -0.352 0.00000 0.00000   error   error
 001627 00052625 19.584955 +42.96324 -120.21464  -0.418 0.00000 0.00000   error   error
 001628 00052645 19.585850 +42.96186 -120.22219  -0.286 0.00000 0.00000   error   error
 001629 00052665 19.586744 +42.96066 -120.22957  -0.308 0.00000 0.00000   error   error
 001630 00052685 19.587639 +42.95895 -120.23970  -0.374 0.00000 0.00000   error   error
 001631 00052705 19.588535 +42.95774 -120.24776  -0.396 0.00000 0.00000   error   error
 001632 00052725 19.589430 +42.95637 -120.25532  -0.242 0.00000 0.00000   error   error
 001633 00052745 19.590324 +42.95517 -120.26287  -0.352 0.00000 0.00000   error   error
 001634 00052765 19.591219 +42.95397 -120.27026  -0.308 0.00000 0.00000   error   error
 001635 00052785 19.592113 +42.95225 -120.28038  -0.352 0.00000 0.00000   error   error
 001636 00052805 19.593008 +42.95088 -120.28793  -0.286 0.00000 0.00000   error   error
 001637 00052825 19.593903 +42.94968 -120.29549  -0.308 0.00000 0.00000   error   error
 001638 00052845 19.594801 +42.94830 -120.30356  -0.352 0.00000 0.00000   error   error
 001639 00052865 19.595694 +42.94659 -120.31368  -0.330 0.00000 0.00000   error   error
 001640 00052885 19.596588 +42.94538 -120.32124  -0.308 0.00000 0.00000   error   error
 001641 00052905 19.597483 +42.94418 -120.32896  -0.330 0.00000 0.00000   error   error
 001642 00052925 19.598377 +42.94281 -120.33652  -0.374 0.00000 0.00000   error   error
 001643 00052945 19.599272 +42.94161 -120.34407  -0.308 0.00000 0.00000   error   error
 001644 00052965 19.600166 +42.94006 -120.35403  -0.352 0.00000 0.00000   error   error
 001645 00052985 19.601061 +42.93869 -120.36158  -0.374 0.00000 0.00000   error   error
