Header:
Instrument	ASRC_U111
Source	Sun
Location	TMTF
Environment	Outdoors
Year	2004
Day	209
Date	2004JUL27
Operation	Discrete
Measurement_purpose	Irradiance
Number_of_scans	1
Number_of_columns	4
Number_of_rows	701
Start_time	22.99992	[UTC]
Stop_time	23.28270	[UTC]
Start_wavelength	290.00	[nm]
Stop_wavelength	360.00	[nm]
Increment_wavelength	0.10	[nm]
Dark_signal	0.74527	[p_s^-1]
ForeOptic_temperature	31.44	[ns]
Front_temperature	31.44	[ns]
Back_temperature	23.36	[ns]
Inside_temperature	22.87	[ns]
Shelter_temperature	18.51	[ns]
PSUnit_temperature	21.79	[ns]
AirCond_temperature	29.94	[ns]
Outside_temperature	24.86	[ns]
Comments	none
Formatted_file	2004209f22.u11
Responsivity_file	03352Rsm.u11
Analysis_program	Calc_Irrad.c
Labels:
Wavelength	Irradiance	dE(R)/E	dE(S)/E
[nm]	[mW_m^-2_nm^-1]
Data:
290.005	-0.00116	0.1158	0.0000
290.105	0.00040	0.1981	-0.0000
290.205	-0.00116	0.1158	-0.0000
290.305	0.00195	0.0893	-0.0000
290.405	-0.00116	0.1158	-0.0000
290.505	-0.00115	0.1158	-0.0000
290.605	0.00039	0.1981	-0.0000
290.705	-0.00115	0.1158	-0.0000
290.805	0.00194	0.0893	-0.0000
290.905	0.00039	0.1981	-0.0000
291.005	-0.00115	0.1158	-0.0000
291.105	0.00039	0.1981	0.0000
291.205	0.00039	0.1981	0.0000
291.305	-0.00115	0.1158	0.0000
291.405	0.00039	0.1981	0.0000
291.505	0.00039	0.1981	0.0000
291.605	0.00039	0.1981	0.0000
291.705	0.00039	0.1981	0.0000
291.805	0.00039	0.1981	0.0000
291.905	-0.00114	0.1158	0.0000
292.005	-0.00114	0.1158	0.0000
292.105	0.00039	0.1981	-0.0000
292.205	0.00039	0.1981	-0.0000
292.305	0.00039	0.1981	-0.0000
292.405	-0.00114	0.1158	-0.0000
292.505	-0.00114	0.1158	-0.0000
292.605	-0.00114	0.1158	-0.0000
292.705	0.00039	0.1981	-0.0000
292.805	0.00039	0.1981	-0.0000
292.905	-0.00114	0.1158	-0.0000
293.005	-0.00114	0.1158	-0.0000
293.105	-0.00114	0.1158	0.0000
293.205	0.00039	0.1981	0.0000
293.305	0.00039	0.1981	0.0000
293.405	0.00039	0.1981	0.0000
293.505	0.00039	0.1981	0.0000
293.605	0.00191	0.0893	0.0000
293.705	0.00039	0.1981	0.0000
293.805	-0.00113	0.1158	0.0000
293.905	0.00039	0.1981	0.0000
294.005	0.00039	0.1981	0.0000
294.105	0.00039	0.1981	-0.0000
294.206	0.00039	0.1981	-0.0000
294.306	0.00039	0.1981	-0.0000
294.406	-0.00113	0.1158	-0.0000
294.506	0.00190	0.0893	-0.0000
294.606	0.00190	0.0893	-0.0000
294.706	0.00190	0.0893	-0.0000
294.806	0.00190	0.0893	-0.0000
294.906	0.00038	0.1981	-0.0000
295.006	0.00189	0.0893	-0.0000
295.106	0.00491	0.0554	0.0000
295.206	0.00340	0.0666	0.0000
295.306	0.00340	0.0666	0.0000
295.406	0.00340	0.0666	0.0000
295.506	0.00640	0.0485	0.0000
295.606	0.01092	0.0371	0.0000
295.706	0.00790	0.0436	0.0000
295.806	0.01241	0.0348	0.0000
295.906	0.01391	0.0329	0.0000
296.006	0.01690	0.0298	0.0000
296.106	0.01239	0.0348	-0.0000
296.206	0.02289	0.0256	-0.0000
