
 Processing inputs for a 50 channel scanner,
 using 2 visual and 2 IR nadir pixel bands
 The first line of the config.asc file is:
 "50 MAS Configuration for 06-613 28 Jul 2006  CCVEX"

 Ch Sb Nb Vi Slp/Emis Intcpt   Left   Peak  Right   Fctr    Ssi
 000820 00031279 17.980499 +27.76623  -80.55502  -0.396  373.60  1.2838  309.00  291.51
 000821 00031299 17.981392 +27.76108  -80.55365  -0.286  371.82  1.3703  307.79  289.22
 000822 00031319 17.982286 +27.75541  -80.55228  -0.418  378.59  1.3703  306.92  288.61
 000823 00031339 17.983181 +27.75026  -80.55090  -0.286  395.28  1.5632  307.91  286.89
 000824 00031359 17.984072 +27.74340  -80.54919  -0.462  426.05  1.6031  313.00  284.86
 000825 00031379 17.984966 +27.73825  -80.54781  -0.286  409.00  1.4668  313.46  287.44
 000826 00031399 17.985861 +27.73310  -80.54661  -0.264  378.35  1.3703  310.73  288.66
 000827 00031419 17.986753 +27.72795  -80.54523  -0.440  359.28  1.1940  309.51  292.57
 000828 00031439 17.987648 +27.72091  -80.54335  -0.352  356.85  1.1209  310.28  293.47
 000829 00031459 17.988539 +27.71559  -80.54214  -0.242  350.96  1.0377  321.89  293.30
 000830 00031479 17.989433 +27.71044  -80.54077  -0.242  353.40  1.0876  307.14  292.26
 000831 00031499 17.990328 +27.70512  -80.53940  -0.308  353.34  1.3603  304.41  287.52
 000832 00031519 17.991219 +27.69962  -80.53802  -0.396  351.80  1.4601  302.84  286.52
 000833 00031539 17.992113 +27.69276  -80.53631  -0.418  358.39  1.3703  304.81  286.09
 000834 00031559 17.993008 +27.68744  -80.53493  -0.242  366.23  1.4767  303.12  285.22
 000835 00031579 17.993900 +27.68246  -80.53356  -0.264  442.21  1.7994  302.29  281.84
 000836 00031599 17.994791 +27.67714  -80.53219  -0.418  455.22  1.9657  305.73  279.42
 000837 00031619 17.995686 +27.67010  -80.53047  -0.374  402.59  1.7162  305.59  283.16
 000838 00031639 17.996580 +27.66495  -80.52910  -0.176  424.92  2.2783  303.47  277.46
 000839 00031659 17.997473 +27.65963  -80.52773  -0.374  413.76  3.0034  299.11  270.77
 000840 00031679 17.998363 +27.65430  -80.52653  -0.220  431.64  3.6819  295.51  264.35
 000841 00031699 17.999258 +27.64898  -80.52515  -0.440  427.24  4.1143  295.78  261.65
 000842 00031719 18.000153 +27.64177  -80.52326  -0.308  397.54  3.6885  303.00  269.05
 000843 00031739 18.001045 +27.63645  -80.52189  -0.220  386.90  3.4823  302.93  269.05
 000844 00031759 18.001940 +27.63130  -80.52052  -0.418  384.29  3.4590  302.55  271.25
 000845 00031779 18.002831 +27.62598  -80.51914  -0.352  377.99  3.4324  301.54  270.64
 000846 00031799 18.003725 +27.62100  -80.51794  -0.330  372.89  3.2961  300.82  271.78
 000847 00031819 18.004620 +27.61396  -80.51623  -0.374  370.57  3.0699  300.43  273.21
 000848 00031839 18.005510 +27.60881  -80.51485  -0.176  371.52  2.9568  302.69  274.84
 000849 00031859 18.006405 +27.60332  -80.51348  -0.396  372.29  2.7672  301.37  275.28
 000850 00031879 18.007299 +27.59800  -80.51211  -0.264  365.04  2.6608  301.44  276.61
 000851 00031899 18.008192 +27.59096  -80.51039  -0.242  364.87  2.6009  301.61  276.84
 000852 00031919 18.009087 +27.58564  -80.50902  -0.396  362.07  2.4313  302.17  279.12
 000853 00031939 18.009977 +27.58049  -80.50764  -0.220  369.50  2.5643  302.04  277.82
 000854 00031959 18.010872 +27.57517  -80.50627  -0.330  361.54  2.1220  303.11  282.33
 000855 00031979 18.011766 +27.56985  -80.50490  -0.198  367.95  1.8193  305.52  285.00
 000856 00031999 18.012659 +27.56298  -80.50318  -0.418  370.92  1.8160  319.90  285.34
 000857 00032019 18.013554 +27.55766  -80.50181  -0.264  365.04  1.5599  307.36  287.07
 000858 00032039 18.014444 +27.55251  -80.50060  -0.330  354.83  1.4235  305.86  287.57
 000859 00032059 18.015339 +27.54684  -80.49923  -0.396  349.84  1.3404  307.16  292.17
 000860 00032079 18.016230 +27.54169  -80.49786  -0.286  347.04  1.0211  308.20  294.70
 000861 00032099 18.017124 +27.53466  -80.49597  -0.374  344.61 0.85146  310.54  298.03
 000862 00032119 18.018017 +27.52951  -80.49477  -0.198  349.06 0.87474  312.33  298.45
 000863 00032139 18.018911 +27.52419  -80.49339  -0.374  349.42 0.94458  310.73  296.62
 000864 00032159 18.019806 +27.51904  -80.49202  -0.352  364.21  1.0344  308.79  293.12
 000865 00032179 18.020697 +27.51217  -80.49030  -0.440  357.92  1.1641  307.76  291.37
 000866 00032199 18.021591 +27.50702  -80.48911  -0.286  349.24  1.2872  305.68  290.72
 000867 00032219 18.022486 +27.50187  -80.48773  -0.440  345.80  1.1940  305.94  290.18
 000868 00032239 18.023378 +27.49672  -80.48636  -0.242  345.80  1.3603  305.13  290.36
 000869 00032259 18.024273 +27.49157  -80.48515  -0.330  352.39  1.7062  305.65  287.51
 000870 00032279 18.025167 +27.48436  -80.48327  -0.352  381.91  2.3581  303.72  277.62
 000871 00032299 18.026058 +27.47904  -80.48190  -0.198  378.53  3.0666  302.93  275.63
 000872 00032319 18.026953 +27.47389  -80.48052  -0.308  377.88  3.6852  299.49  267.89
 000873 00032339 18.027845 +27.46874  -80.47932  -0.374  377.52  4.0078  297.52  264.17
 000874 00032359 18.028738 +27.46359  -80.47794  -0.286  379.12  4.0877  297.68  263.05
 000875 00032379 18.029631 +27.45655  -80.47623  -0.352  380.25  4.2074  297.14  263.45
 000876 00032399 18.030525 +27.45140  -80.47485  -0.440  374.61  3.6120  299.38  270.31
 000877 00032419 18.031416 +27.44608  -80.47366  -0.220  373.95  3.6786  297.79  269.38
 000878 00032439 18.032310 +27.44093  -80.47228  -0.308  381.44  3.8615  296.69  266.34
 000879 00032459 18.033205 +27.43389  -80.47039  -0.242  381.62  4.2074  295.23  263.69
 000880 00032479 18.034098 +27.42840  -80.46919  -0.352  380.55  4.3271  294.73  263.15
 000881 00032499 18.034992 +27.42325  -80.46782  -0.220  382.33  4.3970  295.10  262.42
 000882 00032519 18.035887 +27.41793  -80.46645  -0.220  384.41  4.3537  295.31  264.67
 000883 00032539 18.036777 +27.41278  -80.46524  -0.330  386.85  4.5732  307.54  261.44
 000884 00032559 18.037670 +27.40591  -80.46336  -0.308  390.47  4.7662  293.68  257.83
 000885 00032579 18.038565 +27.40059  -80.46198  -0.242  393.44  5.1852  292.45  257.19
 000886 00032599 18.039455 +27.39527  -80.46061  -0.242  394.03  5.2484  293.59  257.32
 000887 00032619 18.040350 +27.38995  -80.45940  -0.352  392.25  5.2617  292.97  256.29
 000888 00032639 18.041245 +27.38308  -80.45752  -0.308  389.93  5.0755  292.88  257.73
 000889 00032659 18.042135 +27.37776  -80.45615  -0.242  389.93  5.0921  291.97  257.21
 000890 00032679 18.043030 +27.37226  -80.45494  -0.352  386.31  4.6265  293.87  261.89
 000891 00032699 18.043922 +27.36694  -80.45357  -0.264  379.48  4.1442  296.85  265.96
 000892 00032719 18.044813 +27.36162  -80.45219  -0.418  383.58  4.4369  296.25  264.28
 000893 00032739 18.045708 +27.35476  -80.45048  -0.242  386.07  4.8127  294.43  260.46
 000894 00032759 18.046602 +27.34943  -80.44910  -0.396  397.36  5.6609  290.99  254.15
 000895 00032779 18.047497 +27.34428  -80.44773  -0.286  404.01  5.8504  291.32  252.77
 000896 00032799 18.048391 +27.33896  -80.44636  -0.352  411.08  6.4524  289.65  245.55
 000897 00032819 18.049284 +27.33347  -80.44498  -0.440  413.76  6.4924  290.15  249.19
 000898 00032839 18.050179 +27.32643  -80.44327  -0.352  416.01  6.4059  289.79  249.18
 000899 00032859 18.051069 +27.32128  -80.44189  -0.396  410.07  5.9303  291.42  251.31
 000900 00032879 18.051962 +27.31613  -80.44070  -0.396  400.75  5.2584  294.31  259.96
 000901 00032899 18.052856 +27.31081  -80.43932  -0.330  406.86  4.7695  296.58  261.51
 000902 00032919 18.053749 +27.30394  -80.43761  -0.352  401.10  4.0877  300.01  266.84
 000903 00032939 18.054642 +27.29879  -80.43623  -0.264  392.49  3.7717  299.69  268.70
 000904 00032959 18.055536 +27.29382  -80.43503  -0.396  397.84  3.5754  302.42  271.07
 000905 00032979 18.056427 +27.28849  -80.43365  -0.220  390.35  3.5355  301.74  271.05
 000906 00032999 18.057322 +27.28334  -80.43246  -0.418  386.79  3.3925  302.63  275.13
 000907 00033019 18.058214 +27.27631  -80.43074  -0.374  395.82  3.4125  303.16  274.59
 000908 00033039 18.059109 +27.27116  -80.42937  -0.308  384.17  3.2162  303.08  275.46
 000909 00033059 18.060003 +27.26601  -80.42799  -0.352  385.30  3.5854  300.60  270.27
 000910 00033079 18.060894 +27.26086  -80.42662  -0.352  388.09  4.3005  310.52  264.05
 000911 00033099 18.061789 +27.25571  -80.42542  -0.396  393.38  4.7628  296.88  259.94
 000912 00033119 18.062683 +27.24884  -80.42370  -0.352  398.61  5.1121  295.41  256.79
 000913 00033139 18.063576 +27.24369  -80.42233  -0.352  399.80  5.0821  293.86  255.94
 000914 00033159 18.064466 +27.23837  -80.42113  -0.374  401.40  4.9125  293.91  256.39
 000915 00033179 18.065361 +27.23322  -80.41975  -0.308  443.87  4.9524  294.57  254.11
 000916 00033199 18.066256 +27.22652  -80.41804  -0.352  443.04  4.6231  297.88  257.75
 000917 00033219 18.067150 +27.22120  -80.41683  -0.242  413.64  3.9380  300.50  265.77
 000918 00033239 18.068041 +27.21605  -80.41546  -0.418  377.64  2.9302  303.56  276.44
 000919 00033259 18.068935 +27.21090  -80.41409  -0.264  390.71  1.9923  306.74  286.62
 000920 00033279 18.069828 +27.20575  -80.41289  -0.286  515.22  1.9124  309.03  282.18
 000921 00033299 18.070723 +27.19872  -80.41100  -0.418  523.95  1.7162  309.25  283.02
 000922 00033319 18.071617 +27.19357  -80.40980  -0.352  369.62  1.2373  310.12  294.25
 000923 00033339 18.072508 +27.18859  -80.40842  -0.374  358.75  1.2905  306.47  293.05
 000924 00033359 18.073402 +27.18361  -80.40722  -0.308  351.26  1.3404  304.23  291.85
 000925 00033379 18.074295 +27.17674  -80.40550  -0.286  353.88  1.4202  303.46  289.72
 000926 00033399 18.075190 +27.17176  -80.40413  -0.374  400.57  1.8459  303.50  282.85
 000927 00033419 18.076080 +27.16661  -80.40293  -0.176  454.57  2.6608  301.70  273.54
 000928 00033439 18.076975 +27.16112  -80.40156  -0.374  405.68  2.5045  302.37  274.91
 000929 00033459 18.077869 +27.15614  -80.40018  -0.198  422.25  2.9535  301.12  270.09
 000930 00033479 18.078762 +27.14928  -80.39847  -0.418  400.39  3.0732  301.94  272.08
 000931 00033499 18.079655 +27.14396  -80.39726  -0.176  385.72  3.4291  300.85  270.31
 000932 00033519 18.080547 +27.13881  -80.39589  -0.264  375.44  2.7273  304.56  278.62
 000933 00033539 18.081442 +27.13383  -80.39469  -0.352  372.35  2.5178  305.43  280.26
 000934 00033559 18.082336 +27.12868  -80.39332  -0.242  372.83  2.3881  305.17  281.03
 000935 00033579 18.083227 +27.12198  -80.39160  -0.352  392.49  2.3182  307.81  280.86
 000936 00033599 18.084122 +27.11683  -80.39040  -0.264  376.81  1.6364  326.16  292.31
 000937 00033619 18.085016 +27.11168  -80.38902  -0.264  368.43  1.7328  312.17  290.97
 000938 00033639 18.085909 +27.10636  -80.38783  -0.418  370.09  2.2218  305.68  283.07
 000939 00033659 18.086803 +27.09949  -80.38593  -0.264  375.86  1.6963  306.04  286.97
 000940 00033679 18.087694 +27.09435  -80.38474  -0.374  356.67  1.5067  305.56  289.49
 000941 00033699 18.088589 +27.08920  -80.38353  -0.286  379.89  1.4501  306.33  289.03
 000942 00033719 18.089483 +27.08405  -80.38216  -0.286  413.16  1.6065  307.97  288.16
 000943 00033739 18.090376 +27.07907  -80.38078  -0.374  428.55  1.9723  308.97  283.19
 000944 00033759 18.091269 +27.07220  -80.37907  -0.220  443.34  2.2218  310.19  280.72
 000945 00033779 18.092163 +27.06722  -80.37787  -0.286  385.89  1.7960  307.75  287.04
 000946 00033799 18.093056 +27.06207  -80.37650  -0.330  429.74  1.8360  310.57  283.52
 000947 00033819 18.093950 +27.05692  -80.37529  -0.176  434.01  1.6397  311.19  286.20
 000948 00033839 18.094841 +27.05177  -80.37409  -0.374  551.04  1.6131  314.99  286.45
 000949 00033859 18.095736 +27.04491  -80.37220  -0.374  568.92  1.8093  309.47  283.29
 000950 00033879 18.096630 +27.03976  -80.37083  -0.132  556.21  1.6796  310.23  284.54
 000951 00033899 18.097523 +27.03461  -80.36963  -0.286  496.98  1.3171  310.86  289.08
 000952 00033919 18.098417 +27.02911  -80.36826  -0.176  386.61 0.89802  313.65  298.25
 000953 00033939 18.099308 +27.02208  -80.36654  -0.242  356.31 0.78826  308.26  297.47
 000954 00033959 18.100203 +27.01693  -80.36517  -0.242  413.87  1.0277  308.83  292.15
 000955 00033979 18.101097 +27.01195  -80.36396  -0.286  405.62  1.0776  309.33  292.25
 000956 00033999 18.101990 +27.00663  -80.36259  -0.176  345.08 0.95124  306.96  296.54
 000957 00034019 18.102882 +27.00148  -80.36121  -0.220  347.04  1.1475  305.94  294.44
 000958 00034039 18.103777 +26.99427  -80.35950  -0.198  344.07  1.0011  305.73  295.61
 000959 00034059 18.104671 +26.98912  -80.35812  -0.308  349.95 0.73837  307.23  297.25
 000960 00034079 18.105564 +26.98380  -80.35675  -0.176  362.01 0.71842  310.41  297.67
 000961 00034099 18.106455 +26.97865  -80.35555  -0.264  471.20  1.1242  308.30  288.55
 000962 00034119 18.107349 +26.97178  -80.35384  -0.220  544.57  1.3204  311.65  287.72
 000963 00034139 18.108244 +26.96646  -80.35246  -0.330  455.46  1.0876  311.79  290.41
 000964 00034159 18.109138 +26.96131  -80.35109  -0.198  555.26  1.5366  320.41  284.19
 000965 00034179 18.110031 +26.95599  -80.34988  -0.330  471.91  1.0577  313.54  291.12
 000966 00034199 18.110926 +26.95066  -80.34851  -0.264  379.60 0.72507  311.73  297.83
 000967 00034219 18.111816 +26.94363  -80.34679  -0.330  360.94 0.67850  310.06  298.54
 000968 00034239 18.112711 +26.93848  -80.34542  -0.286  391.72 0.77828  313.26  296.89
 000969 00034259 18.113605 +26.93316  -80.34405  -0.396  365.64 0.66187  312.03  298.18
 000970 00034279 18.114500 +26.92783  -80.34285  -0.264  343.48 0.57872  309.84  300.14
 000971 00034299 18.115391 +26.92268  -80.34148  -0.330  341.46 0.56542  309.92  299.95
 000972 00034319 18.116285 +26.91565  -80.33976  -0.352  354.05 0.62529  310.48  298.88
 000973 00034339 18.117178 +26.91050  -80.33839  -0.418  355.36 0.62861  311.59  298.83
 000974 00034359 18.118073 +26.90517  -80.33701  -0.308  339.32 0.56209  309.54  300.32
 000975 00034379 18.118963 +26.90002  -80.33581  -0.308  338.49 0.53216  309.34  300.01
 000976 00034399 18.119858 +26.89299  -80.33409  -0.374  350.67 0.61198  311.12  299.42
 000977 00034419 18.120752 +26.88784  -80.33272  -0.308  342.05 0.56875  309.86  299.21
 000978 00034439 18.121645 +26.88269  -80.33134  -0.242  372.83 0.67850  312.83  296.25
 000979 00034459 18.122540 +26.87719  -80.33015  -0.506  427.30 0.88472  314.84  293.81
 000980 00034479 18.123430 +26.87204  -80.32877  -0.264  360.23 0.63194  311.27  299.42
 000981 00034499 18.124325 +26.86518  -80.32706  -0.418  341.10 0.57540  311.19  300.79
 000982 00034519 18.125219 +26.86020  -80.32585  -0.352  344.13 0.58538  308.92  298.57
 000983 00034539 18.126112 +26.85505  -80.32465  -0.330  338.01 0.53881  309.09  300.74
 000984 00034559 18.127005 +26.84990  -80.32328  -0.242  337.42 0.52551  308.58  300.37
 000985 00034579 18.127899 +26.84475  -80.32191  -0.352  350.49 0.59535  310.71  298.24
 000986 00034599 18.128792 +26.83771  -80.32019  -0.330  354.94  2.0388  310.01  297.68
 000987 00034619 18.129686 +26.83256  -80.31898  -0.396  398.31 0.78494  315.04  294.87
 000988 00034639 18.130581 +26.82741  -80.31761  -0.220  355.00 0.61198  311.22  300.11
 000989 00034659 18.131472 +26.82192  -80.31624  -0.330  345.14 0.59203  310.13  300.46
 000990 00034679 18.132366 +26.81505  -80.31452  -0.374  387.20 0.80822  314.53  297.01
 000991 00034699 18.133259 +26.80990  -80.31315  -0.176  400.92 0.82817  305.01  296.01
 000992 00034719 18.134153 +26.80458  -80.31195  -0.374  419.76 0.92795  316.28  295.19
 000993 00034739 18.135048 +26.79960  -80.31075  -0.242  381.68 0.78826  315.87  300.76
 000994 00034759 18.135939 +26.79445  -80.30937  -0.352  371.28 0.74170  316.29  303.41
 000995 00034779 18.136831 +26.78741  -80.30766  -0.286  371.52 0.73837  316.38  302.74
 000996 00034799 18.137726 +26.78226  -80.30628  -0.330  370.39 0.72839  315.78  302.66
 000997 00034819 18.138620 +26.77711  -80.30508  -0.396  412.33 0.90800  317.69  296.40
 000998 00034839 18.139511 +26.77179  -80.30371  -0.198  418.57 0.92130  315.37  296.42
 000999 00034859 18.140406 +26.76664  -80.30234  -0.286  360.77 0.73172  314.76  302.35
 001000 00034879 18.141300 +26.75961  -80.30062  -0.220  392.49 0.86143  316.83  300.21
 001001 00034899 18.142195 +26.75446  -80.29942  -0.330  367.24 0.78494  315.82  303.18
 001002 00034919 18.143085 +26.74931  -80.29804  -0.330  365.70 0.78494  314.69  300.65
 001003 00034939 18.143980 +26.74398  -80.29667  -0.220  366.05 0.77163  314.78  300.89
 001004 00034959 18.144875 +26.73695  -80.29495  -0.352  379.54 0.81487  316.15  299.16
 001005 00034979 18.145769 +26.73180  -80.29358  -0.198  362.31 0.76165  315.74  302.47
 001006 00034999 18.146662 +26.72630  -80.29238  -0.396  365.52 0.74170  314.46  302.00
 001007 00035019 18.147552 +26.72115  -80.29101  -0.374  364.39 0.76165  315.25  301.97
 001008 00035039 18.148447 +26.71600  -80.28963  -0.264  364.15 0.74835  313.70  300.20
 001009 00035059 18.149342 +26.70897  -80.28792  -0.330  393.62 0.85811  313.41  296.98
 001010 00035079 18.150234 +26.70399  -80.28671  -0.374  387.14 0.82485  314.01  299.21
 001011 00035099 18.151127 +26.69884  -80.28534  -0.242  368.25 0.74502  313.17  300.38
 001012 00035119 18.152020 +26.69369  -80.28397  -0.308  365.88 0.74502  311.79  297.92
 001013 00035139 18.152914 +26.68665  -80.28242  -0.330  369.50 0.76498  311.37  298.14
 001014 00035159 18.153805 +26.68150  -80.28105  -0.374  373.66 0.75500  312.06  299.57
 001015 00035179 18.154699 +26.67635  -80.27985  -0.154  380.01 0.75833  314.33  300.69
 001016 00035199 18.155594 +26.67120  -80.27847  -0.198  398.01 0.81820  316.96  301.51
 001017 00035219 18.156488 +26.66571  -80.27710  -0.286  518.49  1.2240  312.17  291.21
 001018 00035239 18.157381 +26.65884  -80.27538  -0.198  499.18  1.1807  314.36  291.11
 001019 00035259 18.158276 +26.65352  -80.27401  -0.220  664.39  1.9490  307.39  283.81
 001020 00035279 18.159166 +26.64854  -80.27281  -0.374  659.28  1.7994  303.29  282.42
 001021 00035299 18.160061 +26.64322  -80.27144  -0.220  570.94  2.2650  303.30  278.18
 001022 00035319 18.160955 +26.63807  -80.27023  -0.352  385.00 0.85811  310.84  298.26
 001023 00035339 18.161848 +26.63103  -80.26852  -0.308  346.45 0.67850  304.71  297.53
 001024 00035359 18.162743 +26.62571  -80.26714  -0.220  342.53 0.67185  301.90  296.07
 001025 00035379 18.163635 +26.62056  -80.26577  -0.396  347.52 0.66853  302.73  297.02
 001026 00035399 18.164528 +26.61541  -80.26457  -0.198  376.15 0.77828  310.77  298.73
 001027 00035419 18.165422 +26.60820  -80.26286  -0.440  378.94 0.77828  311.53  299.73
 001028 00035439 18.166317 +26.60288  -80.26148  -0.176  371.22 0.73837  310.77  299.36
 001029 00035459 18.167208 +26.59773  -80.26011  -0.264  389.22 0.76831  314.50  300.07
 001030 00035479 18.168102 +26.59275  -80.25890  -0.396  343.00 0.63859  307.70  299.04
 001031 00035499 18.168995 +26.58743  -80.25753  -0.220  339.26 0.63194  307.72  298.01
 001032 00035519 18.169889 +26.58056  -80.25581  -0.330  339.92 0.61531  308.21  299.87
 001033 00035539 18.170784 +26.57524  -80.25444  -0.176  340.39 0.59203  308.21  299.84
 001034 00035559 18.171679 +26.56992  -80.25324  -0.396  341.28 0.58870  308.35  299.56
 001035 00035579 18.172569 +26.56477  -80.25187  -0.220  340.21 0.58205  306.87  299.99
 001036 00035599 18.173462 +26.55773  -80.25015  -0.330  340.21 0.56875  307.74  298.85
 001037 00035619 18.174356 +26.55224  -80.24878  -0.352  339.02 0.53881  307.84  298.80
 001038 00035639 18.175249 +26.54692  -80.24741  -0.418  339.56 0.50555  307.98  298.67
 001039 00035659 18.176144 +26.54177  -80.24620  -0.220  341.28 0.51886  308.84  299.77
 001040 00035679 18.177038 +26.53645  -80.24483  -0.286  341.88 0.51553  308.89  298.76
 001041 00035699 18.177931 +26.52975  -80.24311  -0.198  365.34 0.59535  312.26  295.77
 001042 00035719 18.178825 +26.52443  -80.24191  -0.330  406.45 0.72839  318.40  293.22
 001043 00035739 18.179716 +26.51928  -80.24054  -0.242  365.70 0.60201  312.59  296.30
 001044 00035759 18.180611 +26.51396  -80.23933  -0.484  337.90 0.48227  306.99  298.23
 001045 00035779 18.181503 +26.50881  -80.23796  -0.396  338.07 0.50555  307.31  298.27
 001046 00035799 18.182398 +26.50194  -80.23624  -0.352  336.53 0.48227  305.32  297.36
 001047 00035819 18.183289 +26.49662  -80.23505  -0.308  333.68 0.44568  304.39  296.04
 001048 00035839 18.184183 +26.49147  -80.23367  -0.264  335.34 0.45899  304.01  296.43
 001049 00035859 18.185078 +26.48632  -80.23230  -0.330  344.49 0.60866  302.39  293.61
 001050 00035879 18.185972 +26.47928  -80.23058  -0.132  357.38 0.78494  300.98  287.78
 001051 00035899 18.186863 +26.47413  -80.22938  -0.330  347.22 0.56209  307.38  295.63
 001052 00035919 18.187757 +26.46881  -80.22800  -0.308  352.45 0.54214  310.27  296.41
 001053 00035939 18.188650 +26.46366  -80.22663  -0.198  342.11 0.47229  308.97  298.74
 001054 00035959 18.189545 +26.45834  -80.22543  -0.396  334.21 0.47562  307.70  298.50
 001055 00035979 18.190439 +26.45130  -80.22372  -0.264  340.15 0.48560  307.55  298.76
 001056 00035999 18.191330 +26.44615  -80.22234  -0.396  357.44 0.53216  311.60  298.63
 001057 00036019 18.192223 +26.44100  -80.22097  -0.286  371.93 0.55877  312.92  297.40
 001058 00036039 18.193117 +26.43568  -80.21976  -0.396  356.85 0.50888  311.19  298.11
 001059 00036059 18.194012 +26.43053  -80.21839  -0.198  385.06 0.58538  313.03  297.78
 001060 00036079 18.194906 +26.42349  -80.21667  -0.154  397.84 0.67518  319.21  297.05
 001061 00036099 18.195797 +26.41817  -80.21548  -0.396  401.87 0.66520  316.59  295.84
 001062 00036119 18.196692 +26.41302  -80.21410  -0.242  394.75 0.60866  315.20  298.62
 001063 00036139 18.197584 +26.40770  -80.21273  -0.154  385.36 0.59535  314.90  296.42
 001064 00036159 18.198479 +26.40049  -80.21101  -0.286  378.65 0.59203  314.84  298.47
 001065 00036179 18.199371 +26.39517  -80.20964  -0.330  403.24 0.65855  317.77  296.71
 001066 00036199 18.200264 +26.39002  -80.20827  -0.264  380.90 0.59203  313.64  298.57
 001067 00036219 18.201160 +26.38470  -80.20689  -0.264  420.41 0.71509  315.62  294.38
 001068 00036239 18.202055 +26.37938  -80.20569  -0.286  400.33 0.67850  308.42  304.43
 001069 00036259 18.202950 +26.37251  -80.20397  -0.374  393.02 0.59535  321.85  302.43
 001070 00036279 18.203842 +26.36719  -80.20260  -0.242  379.72 0.58538  317.26  300.31
 001071 00036299 18.204733 +26.36221  -80.20140  -0.352  394.63 0.62529  318.42  300.13
 001072 00036319 18.205627 +26.35689  -80.20020  -0.264  399.32 0.62196  317.66  298.99
 001073 00036339 18.206520 +26.35002  -80.19831  -0.374  387.97 0.59535  315.90  301.00
 001074 00036359 18.207415 +26.34470  -80.19694  -0.220  384.17 0.60533  315.44  302.44
 001075 00036379 18.208305 +26.33921  -80.19573  -0.440  403.89 0.65522  314.62  296.05
 001076 00036399 18.209200 +26.33406  -80.19436  -0.198  391.36 0.61531  317.86  300.03
 001077 00036419 18.210094 +26.32874  -80.19299  -0.308  382.51 0.59203  316.45  300.00
 001078 00036439 18.210985 +26.32170  -80.19144  -0.374  399.62 0.64192  315.24  297.98
 001079 00036459 18.211880 +26.31655  -80.19007  -0.264  406.69 0.62529  316.43  299.62
 001080 00036479 18.212772 +26.31123  -80.18870  -0.242  403.89 0.63194  312.89  295.39
 001081 00036499 18.213667 +26.30608  -80.18732  -0.330  459.74 0.79159  310.92  292.61
 001082 00036519 18.214558 +26.30093  -80.18629  -0.352  565.06  1.3071  304.72  285.27
 001083 00036539 18.215452 +26.29406  -80.18440  -0.308  603.79  1.3337  307.45  285.07
 001084 00036559 18.216347 +26.28874  -80.18303  -0.264  548.55  1.0876  304.72  287.79
 001085 00036579 18.217239 +26.28325  -80.18183  -0.374  618.29  2.3681  298.10  276.90
 001086 00036599 18.218134 +26.27810  -80.18046  -0.418  687.02  3.1364  298.13  275.17
 001087 00036619 18.219028 +26.27123  -80.17874  -0.242  699.32  3.0599  298.93  274.07
 001088 00036639 18.219919 +26.26591  -80.17754  -0.352  691.77  3.2661  300.54  275.24
 001089 00036659 18.220812 +26.26076  -80.17616  -0.242  655.30  3.1165  301.12  275.85
 001090 00036679 18.221706 +26.25561  -80.17496  -0.308  440.96 0.96454  307.53  291.78
 001091 00036699 18.222601 +26.25046  -80.17359  -0.242  412.09 0.76165  307.95  294.96
 001092 00036719 18.223492 +26.24359  -80.17204  -0.374  412.45 0.75168  310.51  296.65
 001093 00036739 18.224386 +26.23827  -80.17067  -0.220  444.23 0.87141  314.92  294.66
 001094 00036759 18.225277 +26.23312  -80.16930  -0.286  595.89  1.4269  303.11  284.60
 001095 00036779 18.226171 +26.22763  -80.16810  -0.242  404.13 0.73837  307.98  294.70
 001096 00036799 18.227066 +26.22231  -80.16673  -0.264  435.08 0.88472  304.56  292.19
 001097 00036819 18.227961 +26.21527  -80.16483  -0.308  511.60  1.0344  307.92  289.60
 001098 00036839 18.228853 +26.21012  -80.16364  -0.176  420.05 0.74835  315.35  298.27
 001099 00036859 18.229744 +26.20497  -80.16243  -0.330  426.88 0.77163  314.21  298.10
 001100 00036879 18.230639 +26.19965  -80.16106  -0.396  447.32 0.81487  308.07  291.37
 001101 00036899 18.231533 +26.19278  -80.15934  -0.198  532.03  1.4734  299.29  277.74
 001102 00036919 18.232428 +26.18746  -80.15797  -0.374  539.16  2.2650  307.55  275.02
 001103 00036939 18.233322 +26.18214  -80.15677  -0.286  569.34  2.3548  309.23  271.89
 001104 00036959 18.234215 +26.17699  -80.15540  -0.286  567.26  2.7805  309.40  271.43
 001105 00036979 18.235107 +26.17167  -80.15402  -0.242  573.67  4.0843  313.07  268.89
 001106 00036999 18.236000 +26.16446  -80.15231  -0.396  563.93  3.7418  312.38  268.29
 001107 00037019 18.236891 +26.15913  -80.15093  -0.220  559.12  3.2295  308.87  270.42
 001108 00037039 18.237785 +26.15398  -80.14973  -0.286  583.77  3.1564  307.49  270.40
 001109 00037059 18.238680 +26.14883  -80.14853  -0.462  589.71  3.4058  299.66  270.57
 001110 00037079 18.239573 +26.14368  -80.14716  -0.220  595.12  2.2151  300.57  277.31
 001111 00037099 18.240467 +26.13665  -80.14544  -0.220  577.24  1.3836  308.44  283.99
 001112 00037119 18.241362 +26.13132  -80.14423  -0.418  581.34  1.3104  303.90  286.03
 001113 00037139 18.242252 +26.12617  -80.14286  -0.242  600.82  1.2838  304.37  285.26
 001114 00037159 18.243147 +26.12085  -80.14149  -0.374  625.71  1.2739  307.49  286.55
