
 Processing inputs for a 50 channel scanner,
 using 2 visual and 2 IR nadir pixel bands
 The first line of the config.asc file is:
 "50 MAS Configuration for 06-613 28 Jul 2006  CCVEX"

 Ch Sb Nb Vi Slp/Emis Intcpt   Left   Peak  Right   Fctr    Ssi
 000025 00015379 17.270267 +31.56149  -81.25197  -0.352  341.04 0.29269  311.05  301.20
 000026 00015399 17.271162 +31.55582  -81.25248  -0.374  363.32 0.28604  324.84  297.67
 000027 00015419 17.272055 +31.55016  -81.25300  -0.374  362.91 0.29601  314.54  297.76
 000028 00015439 17.272947 +31.54278  -81.25368  -0.286  367.36 0.29601  315.95  297.47
 000029 00015459 17.273842 +31.53711  -81.25420  -0.308  373.18 0.30267  316.76  297.36
 000030 00015479 17.274736 +31.53145  -81.25471  -0.374  370.69 0.29934  315.98  297.55
 000031 00015499 17.275631 +31.52561  -81.25523  -0.330  370.33 0.29269  315.97  297.73
 000032 00015519 17.276522 +31.52012  -81.25574  -0.286  373.00 0.30267  318.00  297.65
 000033 00015539 17.277416 +31.51257  -81.25660  -0.308  361.18 0.28271  316.00  298.40
 000034 00015559 17.278311 +31.50690  -81.25712  -0.418  336.89 0.31264  310.90  300.28
 000035 00015579 17.279205 +31.50124  -81.25763  -0.418  326.61 0.28604  307.10  299.94
 000036 00015599 17.280100 +31.49557  -81.25815  -0.418  328.15 0.29601  302.20  300.31
 000037 00015619 17.280993 +31.48819  -81.25883  -0.352  326.01 0.28604  306.14  299.56
 000038 00015639 17.281887 +31.48252  -81.25935  -0.352  327.92 0.30599  308.12  300.38
 000039 00015659 17.282778 +31.47686  -81.25986  -0.308  330.35 0.33260  309.84  301.06
 000040 00015679 17.283672 +31.47137  -81.26038  -0.374  329.82 0.32927  309.38  301.00
 000041 00015699 17.284567 +31.46381  -81.26106  -0.418  328.69 0.31597  308.48  300.07
 000042 00015719 17.285458 +31.45815  -81.26158  -0.308  326.43 0.31930  307.00  298.86
 000043 00015739 17.286350 +31.45266  -81.26209  -0.286  327.50 0.32262  307.16  299.47
 000044 00015759 17.287245 +31.44699  -81.26261  -0.396  328.39 0.32595  307.54  300.66
 000045 00015779 17.288139 +31.44133  -81.26312  -0.440  327.62 0.30932  325.58  299.22
 000046 00015799 17.289034 +31.43394  -81.26381  -0.286  329.28 0.31930  307.37  299.57
 000047 00015819 17.289925 +31.42828  -81.26433  -0.352  335.52 0.32927  310.14  300.79
 000048 00015839 17.290819 +31.42262  -81.26484  -0.374  334.57 0.31264  309.04  299.69
 000049 00015859 17.291712 +31.41712  -81.26536  -0.396  339.08 0.33593  311.48  301.30
 000050 00015879 17.292606 +31.41146  -81.26587  -0.418  337.30 0.34590  310.28  299.48
 000051 00015899 17.293501 +31.40408  -81.26673  -0.396  344.67 0.34590  312.09  301.19
 000052 00015919 17.294392 +31.39858  -81.26707  -0.418  355.42 0.37584  314.99  301.83
 000053 00015939 17.295286 +31.39292  -81.26759  -0.308  362.19 0.35921  315.61  300.28
 000054 00015959 17.296181 +31.38742  -81.26827  -0.286  365.28 0.31597  314.22  297.96
 000055 00015979 17.297075 +31.38176  -81.26879  -0.374  359.88 0.29269  302.15  297.15
 000056 00015999 17.297966 +31.37438  -81.26948  -0.374  357.38 0.27273  314.17  297.46
 000057 00016019 17.298861 +31.36871  -81.26999  -0.330  360.89 0.27606  314.68  298.81
 000058 00016039 17.299753 +31.36322  -81.27051  -0.308  359.16 0.26275  313.51  297.55
 000059 00016059 17.300648 +31.35773  -81.27102  -0.396  359.99 0.26941  314.12  297.14
 000060 00016079 17.301538 +31.35017  -81.27171  -0.286  360.77 0.26608  314.79  298.85
 000061 00016099 17.302433 +31.34451  -81.27222  -0.352  359.88 0.25943  314.30  297.44
 000062 00016119 17.303326 +31.33902  -81.27274  -0.418  361.42 0.25943  275.97  297.87
 000063 00016139 17.304220 +31.33335  -81.27325  -0.308  363.74 0.25943  315.01  297.45
 000064 00016159 17.305117 +31.32786  -81.27377  -0.308  363.14 0.26608  314.69  297.51
 000065 00016179 17.306007 +31.32030  -81.27445  -0.396  362.13 0.26608  315.43  298.05
 000066 00016199 17.306900 +31.31481  -81.27497  -0.440  368.13 0.31930  314.88  301.24
 000067 00016219 17.307795 +31.30932  -81.27548  -0.418  364.92 0.26608  315.24  297.97
 000068 00016239 17.308689 +31.30365  -81.27600  -0.418  364.21 0.27273  286.74  297.98
 000069 00016259 17.309584 +31.29627  -81.27669  -0.308  367.90 0.28604  315.92  296.19
 000070 00016279 17.310474 +31.29078  -81.27720  -0.352  369.80 0.28936  314.97  297.85
 000071 00016299 17.311369 +31.28529  -81.27772  -0.462  372.29 0.81154  315.89  298.96
 000072 00016319 17.312262 +31.27979  -81.27823  -0.462  375.56 0.35921  316.44  299.78
 000073 00016339 17.313156 +31.27430  -81.27875  -0.330  367.36 0.37916  322.44  301.95
 000074 00016359 17.314047 +31.26692  -81.27943  -0.308  348.11 0.33593  313.17  301.93
 000075 00016379 17.314941 +31.26125  -81.27995  -0.308  339.74 0.34923  310.00  301.38
 000076 00016399 17.315836 +31.25576  -81.28046  -0.330  363.62 0.37916  316.05  302.54
 000077 00016419 17.316729 +31.25027  -81.28098  -0.352  367.06 0.32262  315.75  298.70
 000078 00016439 17.317623 +31.24477  -81.28149  -0.418  366.47 0.31597  315.82  297.66
 000079 00016459 17.318520 +31.23739  -81.28218  -0.352  368.19 0.29934  316.52  297.61
 000080 00016479 17.319410 +31.23190  -81.28269  -0.440  370.57 0.31930  316.52  297.53
 000081 00016499 17.320305 +31.22641  -81.28321  -0.308  369.62 0.30932  316.70  295.80
 000082 00016519 17.321199 +31.22074  -81.28372  -0.308  366.65 0.29934  316.02  295.82
 000083 00016539 17.322092 +31.21353  -81.28424  -0.418  364.27 0.28936  322.19  297.37
 000084 00016559 17.322987 +31.20804  -81.28475  -0.440  363.50 0.29601  316.24  297.39
 000085 00016579 17.323877 +31.20255  -81.28527  -0.330  362.55 0.28271  314.99  297.38
 000086 00016599 17.324772 +31.19705  -81.28578  -0.374  361.48 0.27273  315.52  297.81
 000087 00016619 17.325665 +31.19156  -81.28630  -0.374  359.10 0.26608  314.96  297.34
 000088 00016639 17.326559 +31.18418  -81.28699  -0.286  358.15 0.25943  323.37  297.23
 000089 00016659 17.327454 +31.17868  -81.28750  -0.330  357.80 0.24945  314.86  297.11
 000090 00016679 17.328348 +31.17319  -81.28802  -0.396  358.15 0.26941  314.66  298.31
 000091 00016699 17.329239 +31.16770  -81.28853  -0.308  358.15 0.26275  315.14  297.25
 000092 00016719 17.330133 +31.16032  -81.28922  -0.308  357.86 0.26275  314.90  297.22
 000093 00016739 17.331024 +31.15482  -81.28973  -0.352  357.80 0.25943  315.77  297.29
 000094 00016759 17.331919 +31.14933  -81.29025  -0.352  358.27 0.25943  310.70  297.03
 000095 00016779 17.332813 +31.14367  -81.29076  -0.308  358.69 0.24945  315.92  296.98
 000096 00016799 17.333706 +31.13817  -81.29128  -0.286  358.81 0.24612  315.58  296.99
 000097 00016819 17.334600 +31.13079  -81.29196  -0.374  359.16 0.24612  315.47  297.10
 000098 00016839 17.335491 +31.12530  -81.29248  -0.374  358.03 0.24945  315.32  296.99
 000099 00016859 17.336386 +31.11963  -81.29299  -0.308  358.39 0.23615  314.96  297.09
 000100 00016879 17.337280 +31.11414  -81.29351  -0.286  358.57 0.24945  304.47  296.90
 000101 00016899 17.338175 +31.10865  -81.29402  -0.374  357.86 0.24280  315.68  297.06
 000102 00016919 17.339067 +31.10126  -81.29471  -0.396  358.15 0.23615  315.15  297.10
 000103 00016939 17.339958 +31.09577  -81.29523  -0.374  357.74 0.23947  315.31  297.14
 000104 00016959 17.340853 +31.09011  -81.29574  -0.352  357.56 0.24280  315.41  296.95
 000105 00016979 17.341747 +31.08461  -81.29626  -0.308  357.86 0.23615  315.25  296.72
 000106 00016999 17.342642 +31.07723  -81.29694  -0.374  358.15 0.23947  314.66  297.10
 000107 00017019 17.343533 +31.07157  -81.29745  -0.352  357.68 0.22949  308.08  297.12
 000108 00017039 17.344427 +31.06607  -81.29797  -0.264  357.50 0.22284  315.26  296.82
 000109 00017059 17.345322 +31.06058  -81.29848  -0.374  357.26 0.23282  314.50  296.86
 000110 00017079 17.346216 +31.05509  -81.29883  -0.308  356.91 0.21952  314.73  296.75
 000111 00017099 17.347109 +31.04753  -81.29969  -0.286  356.31 0.21952  315.19  296.87
 000112 00017119 17.348003 +31.04204  -81.30020  -0.440  356.49 0.21952  315.31  296.83
 000113 00017139 17.348898 +31.03638  -81.30072  -0.330  356.96 0.23282  315.78  296.50
 000114 00017159 17.349792 +31.03088  -81.30106  -0.330  357.74 0.22949  327.73  296.97
 000115 00017179 17.350683 +31.02539  -81.30157  -0.374  358.09 0.22617  315.58  295.35
 000116 00017199 17.351576 +31.01801  -81.30244  -0.396  358.27 0.22284  315.71  296.85
 000117 00017219 17.352470 +31.01252  -81.30278  -0.418  357.50 0.22949  315.51  296.99
 000118 00017239 17.353363 +31.00702  -81.30329  -0.418  356.79 0.21286  316.11  295.29
 000119 00017259 17.354256 +31.00153  -81.30381  -0.374  355.78 0.21619  315.51  294.97
 000120 00017279 17.355150 +30.99432  -81.30450  -0.352  355.18 0.21619  314.12  296.89
 000121 00017299 17.356045 +30.98883  -81.30501  -0.418  354.35 0.22284  314.18  296.66
 000122 00017319 17.356939 +30.98333  -81.30553  -0.352  353.22 0.23947  326.61  296.78
 000123 00017339 17.357830 +30.97784  -81.30604  -0.264  352.87 0.23615  314.53  296.77
 000124 00017359 17.358725 +30.97235  -81.30656  -0.352  353.34 0.27273  313.15  296.44
 000125 00017379 17.359617 +30.96514  -81.30724  -0.308  353.82 0.28604  313.61  297.80
 000126 00017399 17.360512 +30.95947  -81.30775  -0.286  354.41 0.27606  313.89  296.31
 000127 00017419 17.361406 +30.95415  -81.30827  -0.264  354.35 0.24945  314.16  296.85
 000128 00017439 17.362297 +30.94849  -81.30878  -0.396  354.29 0.24280  314.47  296.78
 000129 00017459 17.363192 +30.94110  -81.30947  -0.330  354.35 0.21952  315.49  297.04
 000130 00017479 17.364084 +30.93561  -81.30999  -0.264  353.93 0.20954  314.65  297.04
 000131 00017499 17.364977 +30.93012  -81.31050  -0.440  354.05 0.21619  292.44  297.04
 000132 00017519 17.365871 +30.92463  -81.31102  -0.242  354.71 0.53216  314.71  296.98
 000133 00017539 17.366764 +30.91913  -81.31153  -0.418  355.66 0.23282  315.07  297.23
 000134 00017559 17.367659 +30.91175  -81.31205  -0.352  355.90 0.30267  315.57  296.36
 000135 00017579 17.368549 +30.90626  -81.31256  -0.396  355.12 0.36919  314.37  295.23
 000136 00017599 17.369444 +30.90076  -81.31308  -0.330  354.23 0.34923  314.66  295.71
 000137 00017619 17.370338 +30.89527  -81.31359  -0.308  353.40 0.33593  314.08  296.66
 000138 00017639 17.371231 +30.88978  -81.31411  -0.330  352.27 0.24612  313.29  296.87
 000139 00017659 17.372126 +30.88240  -81.31480  -0.286  351.62 0.19956  314.68  297.12
 000140 00017679 17.373020 +30.87690  -81.31531  -0.330  351.38 0.21619  300.11  298.17
 000141 00017699 17.373911 +30.87141  -81.31583  -0.264  351.56 0.21619  314.12  296.96
 000142 00017719 17.374805 +30.86592  -81.31634  -0.330  351.86 0.20621  313.49  296.35
 000143 00017739 17.375700 +30.85854  -81.31702  -0.330  352.33 0.21952  313.44  296.94
 000144 00017759 17.376591 +30.85304  -81.31754  -0.286  352.39 0.21619  314.87  296.34
 000145 00017779 17.377489 +30.84738  -81.31805  -0.352  352.93 0.20621  315.64  296.97
 000146 00017799 17.378380 +30.84188  -81.31857  -0.330  352.81 0.21952  314.84  296.86
 000147 00017819 17.379274 +30.83639  -81.31908  -0.484  352.87 0.21952  314.64  296.77
 000148 00017839 17.380169 +30.82901  -81.31977  -0.242  352.21 0.22284  314.07  296.43
 000149 00017859 17.381062 +30.82352  -81.32029  -0.418  351.74 0.21952  314.94  296.78
 000150 00017879 17.381956 +30.81785  -81.32080  -0.308  351.62 0.21952  306.88  296.58
 000151 00017899 17.382851 +30.81236  -81.32114  -0.264  351.56 0.20954  315.11  296.91
 000152 00017919 17.383745 +30.80498  -81.32183  -0.286  351.56 0.21952  313.43  295.97
 000153 00017939 17.384642 +30.79948  -81.32252  -0.374  351.62 0.22284  315.67  297.00
 000154 00017959 17.385534 +30.79399  -81.32304  -0.330  351.68 0.21952  314.46  296.70
 000155 00017979 17.386425 +30.78850  -81.32338  -0.374  351.56 0.21952  314.72  296.81
 000156 00017999 17.387320 +30.78283  -81.32389  -0.330  351.20 0.21286  314.39  297.05
 000157 00018019 17.388210 +30.77545  -81.32458  -0.308  350.79 0.21619  315.23  296.80
 000158 00018039 17.389105 +30.76996  -81.32510  -0.418  350.31 0.21286  315.05  296.97
 000159 00018059 17.389997 +30.76447  -81.32561  -0.264  349.60 0.21952  314.41  298.29
 000160 00018079 17.390892 +30.75880  -81.32613  -6.050  349.36 0.20621  303.83  296.67
 000161 00018099 17.391787 +30.75331  -81.32664 -14.652  349.30 0.21286  313.88  296.05
 000162 00018119 17.392677 +30.74593  -81.32698 -16.544  348.89 0.22617  313.91  296.84
 000163 00018139 17.393572 +30.74026  -81.32698 -13.706  347.94 0.21286  313.65  296.63
 000164 00018159 17.394464 +30.73477  -81.32681 -11.440  347.46 0.20954  313.75  296.72
 000165 00018179 17.395359 +30.72927  -81.32629  -9.394  347.58 0.21286  313.78  296.54
 000166 00018199 17.396250 +30.72172  -81.32561  -7.722  347.99 0.22617  313.54  296.60
 000167 00018219 17.397144 +30.71623  -81.32475  -6.534  348.65 0.22617  314.25  296.76
 000168 00018239 17.398039 +30.71074  -81.32389  -5.478  349.12 0.22617  313.55  296.58
 000169 00018259 17.398932 +30.70524  -81.32304  -4.730  348.94 0.21619  314.80  297.05
 000170 00018279 17.399824 +30.69975  -81.32183  -4.026  349.00 0.22284  314.57  298.31
 000171 00018299 17.400719 +30.69254  -81.32046  -3.542  348.77 0.21619  313.52  296.90
 000172 00018319 17.401613 +30.68739  -81.31926  -2.948  348.71 0.21952  314.22  296.71
 000173 00018339 17.402508 +30.68190  -81.31805  -2.772  348.83 0.21619  313.97  296.98
 000174 00018359 17.403400 +30.67657  -81.31686  -2.244  348.47 0.20954  313.52  296.91
 000175 00018379 17.404295 +30.67125  -81.31548  -2.046  347.99 0.20289  313.43  296.57
 000176 00018399 17.405186 +30.66422  -81.31377  -1.672  347.46 0.20954  313.00  296.96
 000177 00018419 17.406080 +30.65872  -81.31239  -1.474  347.28 0.18958  313.11  296.69
 000178 00018439 17.406973 +30.65340  -81.31102  -1.364  347.10 0.20621  313.74  297.71
 000179 00018459 17.407867 +30.64808  -81.30965  -1.034  347.10 0.19956  313.02  296.82
 000180 00018479 17.408762 +30.64087  -81.30775  -0.990  346.93 0.20954  313.64  296.62
 000181 00018499 17.409653 +30.63555  -81.30638  -0.902  347.10 0.19623  313.73  296.77
 000182 00018519 17.410547 +30.63023  -81.30484  -0.594  346.75 0.19291  273.35  296.74
 000183 00018539 17.411438 +30.62490  -81.30347  -0.682  346.93 0.18293  313.60  296.41
 000184 00018559 17.412333 +30.61941  -81.30192  -0.660  346.51 0.20289  312.75  296.86
 000185 00018579 17.413225 +30.61237  -81.30003  -0.440  346.39 0.20954  314.31  296.57
 000186 00018599 17.414120 +30.60705  -81.29848  -0.528  346.45 0.20954  313.05  296.64
 000187 00018619 17.415014 +30.60156  -81.29711  -0.352  346.63 0.22949  313.09  296.64
 000188 00018639 17.415905 +30.59624  -81.29557  -0.484  346.87 0.21952  313.97  296.53
 000189 00018659 17.416800 +30.58903  -81.29368  -0.242  346.93 0.23282  313.15  296.49
 000190 00018679 17.417694 +30.58371  -81.29214  -0.418  346.45 0.23615  313.73  296.51
 000191 00018699 17.418587 +30.57821  -81.29076  -0.286  347.04 0.23947  313.58  296.45
 000192 00018719 17.419481 +30.57306  -81.28922  -0.330  347.64 0.24612  313.40  296.46
 000193 00018739 17.420376 +30.56757  -81.28767  -0.374  348.05 0.25278  314.22  296.47
 000194 00018759 17.421267 +30.56036  -81.28578  -0.220  348.35 0.27606  330.73  295.06
 000195 00018779 17.422161 +30.55504  -81.28441  -0.374  347.94 0.26275  314.41  296.56
 000196 00018799 17.423056 +30.54972  -81.28287  -0.220  347.46 0.22949  313.38  296.56
 000197 00018819 17.423946 +30.54440  -81.28132  -0.352  347.34 -0.24612  314.15  296.51
 000198 00018839 17.424841 +30.53890  -81.27995  -0.308  347.28 0.23615  313.82  296.52
 000199 00018859 17.425735 +30.53186  -81.27789  -0.330  347.22 0.23947  313.84  296.47
 000200 00018879 17.426628 +30.52654  -81.27651  -0.242  346.93 0.22284  313.98  296.70
 000201 00018899 17.427523 +30.52122  -81.27497  -0.330  346.93 0.22617  313.41  296.68
 000202 00018919 17.428413 +30.51573  -81.27360  -0.198  347.16 0.22949  313.56  296.40
 000203 00018939 17.429308 +30.50869  -81.27154  -0.330  347.52 0.23615  313.28  296.64
 000204 00018959 17.430202 +30.50337  -81.27016  -0.220  347.82 0.23282  313.99  296.91
 000205 00018979 17.431095 +30.49805  -81.26879  -0.396  347.58 0.23282  313.61  296.77
 000206 00018999 17.431990 +30.49273  -81.26724  -0.176  347.70 0.22617  314.03  297.02
 000207 00019019 17.432884 +30.48740  -81.26587  -0.330  348.17 0.21952  295.97  297.15
 000208 00019039 17.433775 +30.48019  -81.26398  -0.352  348.71 0.21619  313.84  297.34
 000209 00019059 17.434669 +30.47504  -81.26244  -0.220  348.89 0.21619  314.87  297.10
 000210 00019079 17.435564 +30.46972  -81.26106  -0.220  349.24 0.22284  315.35  297.07
 000211 00019099 17.436455 +30.46440  -81.25952  -0.308  349.24 0.21619  314.56  297.17
 000212 00019119 17.437353 +30.45719  -81.25763  -0.374  349.24 0.22617  314.28  297.33
 000213 00019139 17.438248 +30.45187  -81.25609  -0.242  349.12 0.21952  314.38  297.09
 000214 00019159 17.439138 +30.44655  -81.25471  -0.264  349.42 0.21952  315.00  297.17
 000215 00019179 17.440033 +30.44123  -81.25334  -0.418  349.72 0.22617  315.12  297.13
 000216 00019199 17.440928 +30.43608  -81.25179  -0.308  349.54 0.22617  313.83  297.33
 000217 00019219 17.441820 +30.42887  -81.24991  -0.264  349.54 0.22617  315.06  297.24
 000218 00019239 17.442715 +30.42355  -81.24854  -0.418  349.48 0.21619  314.83  297.15
 000219 00019259 17.443605 +30.41822  -81.24716  -0.308  349.12 0.21286  314.73  297.14
 000220 00019279 17.444498 +30.41307  -81.24561  -0.286  349.18 0.21619  325.37  297.08
 000221 00019299 17.445393 +30.40775  -81.24424  -0.264  349.36 0.22617  314.73  295.41
 000222 00019319 17.446283 +30.40071  -81.24236  -0.396  348.77 0.22617  314.59  296.75
 000223 00019339 17.447178 +30.39557  -81.24098  -0.330  348.65 0.21286  315.09  295.56
 000224 00019359 17.448072 +30.39024  -81.23943  -0.264  348.65 0.21952  314.55  296.90
 000225 00019379 17.448963 +30.38492  -81.23806  -0.308  348.41 0.21619  314.07  296.79
 000226 00019399 17.449858 +30.37788  -81.23618  -0.374  348.65 0.21952  314.28  296.76
 000227 00019419 17.450752 +30.37256  -81.23480  -0.198  348.94 0.21952  314.86  296.77
 000228 00019439 17.451645 +30.36724  -81.23343  -0.374  349.24 0.23282  315.49  296.89
 000229 00019459 17.452539 +30.36192  -81.23188  -0.308  349.48 0.20621  314.61  296.80
 000230 00019479 17.453430 +30.35677  -81.23051  -0.264  348.94 0.20289  314.68  296.66
 000231 00019499 17.454325 +30.34956  -81.22862  -0.176  348.94 0.21952  314.77  296.76
 000232 00019519 17.455219 +30.34424  -81.22707  -0.396  348.59 0.22949  314.73  296.85
 000233 00019539 17.456114 +30.33892  -81.22570  -0.308  348.53 0.21619  314.14  297.90
 000234 00019559 17.457006 +30.33360  -81.22433  -0.220  349.54 0.22284  307.08  296.95
 000235 00019579 17.457897 +30.32827  -81.22279  -0.418  350.55 0.23282  314.65  297.04
 000236 00019599 17.458792 +30.32124  -81.22107  -0.286  350.91 0.22284  315.19  297.22
 000237 00019619 17.459686 +30.31609  -81.21952  -0.264  350.67 0.22617  315.00  297.15
 000238 00019639 17.460577 +30.31076  -81.21815  -0.484  349.48 0.22617  314.18  297.06
 000239 00019659 17.461472 +30.30544  -81.21677  -0.286  347.76 0.20289  313.73  298.07
 000240 00019679 17.462364 +30.29840  -81.21489  -0.286  347.16 0.19956  313.71  297.28
 000241 00019699 17.463259 +30.29325  -81.21334  -0.374  347.52 0.20621  313.58  296.83
 000242 00019719 17.464153 +30.28793  -81.21197  -0.308  348.89 0.23615  314.11  296.95
 000243 00019739 17.465048 +30.28261  -81.21059  -0.264  349.95 0.22949  313.69  296.36
 000244 00019759 17.465939 +30.27729  -81.20905  -0.352  350.91 0.23615  314.01  296.86
 000245 00019779 17.466833 +30.27025  -81.20716  -0.264  351.50 0.22949  314.96  297.20
 000246 00019799 17.467728 +30.26493  -81.20579  -0.330  352.15 0.23615  315.28  297.04
 000247 00019819 17.468620 +30.25961  -81.20441  -0.330  352.21 0.23615  316.01  297.11
 000248 00019839 17.469513 +30.25429  -81.20304  -0.374  350.91 0.21952  315.00  296.98
 000249 00019859 17.470406 +30.24914  -81.20167  -0.484  349.48 0.22284  303.80  296.95
 000250 00019879 17.471300 +30.24210  -81.19961  -0.132  348.77 0.20954  314.28  297.30
 000251 00019899 17.472191 +30.23678  -81.19823  -0.374  348.41 0.20621  313.96  296.97
 000252 00019919 17.473085 +30.23146  -81.19686  -0.242  349.66 0.21952  314.04  297.01
 000253 00019939 17.473980 +30.22614  -81.19549  -0.242  351.26 0.22949  313.78  297.62
 000254 00019959 17.474873 +30.21910  -81.19343  -0.308  352.33 0.22949  314.87  297.11
 000255 00019979 17.475767 +30.21378  -81.19205  -0.242  353.22 0.23282  315.48  297.32
 000256 00019999 17.476658 +30.20845  -81.19068  -0.308  354.11 0.23615  315.61  297.07
 000257 00020019 17.477552 +30.20313  -81.18914  -0.330  354.29 0.24280  315.74  297.31
 000258 00020039 17.478447 +30.19781  -81.18777  -0.286  353.93 0.24612  315.17  295.70
 000259 00020059 17.479340 +30.19077  -81.18587  -0.462  353.34 0.24945  315.71  295.80
 000260 00020079 17.480234 +30.18545  -81.18450  -0.242  352.27 0.24612  315.53  296.91
 000261 00020099 17.481125 +30.18030  -81.18313  -0.352  351.97 0.23615  315.54  296.97
 000262 00020119 17.482019 +30.17498  -81.18176  -0.220  351.26 0.21952  313.87  296.49
 000263 00020139 17.482914 +30.16777  -81.17987  -0.264  350.96 0.22284  314.21  298.51
 000264 00020159 17.483809 +30.16262  -81.17832  -0.264  351.38 0.21952  323.64  297.23
 000265 00020179 17.484699 +30.15713  -81.17695  -0.286  351.86 0.22284  315.14  297.09
 000266 00020199 17.485594 +30.15181  -81.17541  -0.308  352.33 0.23282  314.68  297.12
 000267 00020219 17.486488 +30.14648  -81.17403  -0.330  353.88 0.22617  314.82  297.08
 000268 00020239 17.487383 +30.13927  -81.17214  -0.308  355.42 0.22617  315.74  298.04
 000269 00020259 17.488276 +30.13395  -81.17060  -0.242  356.37 0.23615  315.31  296.99
 000270 00020279 17.489170 +30.12846  -81.16923  -0.418  356.79 0.23615  316.19  297.34
 000271 00020299 17.490061 +30.12314  -81.16785  -0.198  356.79 0.23615  315.76  297.26
 000272 00020319 17.490955 +30.11782  -81.16631  -0.330  356.43 0.22949  315.34  297.10
 000273 00020339 17.491848 +30.11061  -81.16442  -0.352  355.12 0.22949  314.98  297.13
 000274 00020359 17.492743 +30.10529  -81.16305  -0.242  354.35 0.22617  315.54  297.64
 000275 00020379 17.493635 +30.09996  -81.16150  -0.396  354.71 0.22617  314.52  297.16
 000276 00020399 17.494528 +30.09464  -81.16013  -0.308  354.89 0.22284  315.81  297.20
 000277 00020419 17.495422 +30.08743  -81.15824  -0.242  354.94 0.22284  314.74  297.13
 000278 00020439 17.496313 +30.08211  -81.15669  -0.198  355.54 0.22284  315.18  297.17
 000279 00020459 17.497208 +30.07662  -81.15532  -0.374  356.61 0.21952  315.49  298.54
 000280 00020479 17.498102 +30.07130  -81.15395  -0.330  357.44 0.23615  326.54  297.08
 000281 00020499 17.498997 +30.06598  -81.15240  -0.220  359.34 0.23947  317.02  297.23
 000282 00020519 17.499889 +30.05877  -81.15051  -0.352  359.93 0.23282  316.54  297.10
 000283 00020539 17.500784 +30.05327  -81.14914  -0.396  359.52 0.23947  315.99  296.92
 000284 00020559 17.501675 +30.04795  -81.14777  -0.374  358.98 0.23615  315.85  295.84
 000285 00020579 17.502569 +30.04263  -81.14622  -0.440  358.75 0.23282  316.26  296.05
 000286 00020599 17.503464 +30.03559  -81.14433  -0.374  359.22 0.24612  316.40  296.70
 000287 00020619 17.504356 +30.03027  -81.14296  -0.440  359.58 0.23947  315.82  296.75
