"State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006"
"ID","ABICB","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"ID","ABICP","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000"
"ID","ARICB","3260.33854","3287.39530","5739.12755","4167.09750","3560.22415","4714.53558","4516.09708","4249.71783","4598.32933","8055.64406","7614.41980","6884.97243","8149.83345","7376.65166","6213.40346","5842.51808","5753.07171","5908.55896","6337.08523","5528.21768","5286.82024","3566.34699","3583.44617","4391.39722","3147.74254","4191.87971","3608.73391","3314.20952","2664.65388","5513.60833","8502.77051","6556.25924","9723.17915","10176.27773","11932.82328","13363.54853","13499.40318","13802.52491","20233.55260","20250.96673","20445.64580","12270.25446","17560.47187","4998.88453","11539.32487","11421.94326","13453.33826"
"ID","ARICP","491.31081","495.38808","864.84743","627.95321","536.50153","710.44840","680.54507","640.40353","692.93691","1213.93069","1147.44120","1037.51845","1228.12439","1111.61116","936.31758","880.42768","866.94872","890.37959","954.95558","833.06475","796.68780","537.42420","540.00093","661.75365","474.34336","631.68772","543.81162","499.42880","401.54519","830.86322","1281.30960","987.98361","1465.21687","1533.49574","1798.19519","2013.79574","2034.26811","2079.94649","3049.05856","3051.68275","3081.01956","1849.04377","2646.24350","753.29785","1738.89766","1721.20905","2027.32644"
"ID","ARTCB","3260.33854","3287.39530","5739.12755","4167.09750","3560.22415","4714.53558","4516.09708","4249.71783","4598.32933","8055.64406","7614.41980","6884.97243","8149.83345","7376.65166","6213.40346","5842.51808","5753.07171","5908.55896","6337.08523","5528.21768","5286.82024","3566.34699","3583.44617","4391.39722","3147.74254","4191.87971","3608.73391","3314.20952","2664.65388","5513.60833","8502.77051","6556.25924","9723.17915","10176.27773","11932.82328","13363.54853","13499.40318","13802.52491","20233.55260","20250.96673","20445.64580","12270.25446","17560.47187","4998.88453","11539.32487","11421.94326","13453.33826"
"ID","ARTCP","491.31081","495.38808","864.84743","627.95321","536.50153","710.44840","680.54507","640.40353","692.93691","1213.93069","1147.44120","1037.51845","1228.12439","1111.61116","936.31758","880.42768","866.94872","890.37959","954.95558","833.06475","796.68780","537.42420","540.00093","661.75365","474.34336","631.68772","543.81162","499.42880","401.54519","830.86322","1281.30960","987.98361","1465.21687","1533.49574","1798.19519","2013.79574","2034.26811","2079.94649","3049.05856","3051.68275","3081.01956","1849.04377","2646.24350","753.29785","1738.89766","1721.20905","2027.32644"
"ID","AVACB","672.09087","627.41824","1064.30422","1177.91769","1217.38961","891.52158","878.06224","866.17643","760.35268","764.51950","779.62806","724.03555","767.81054","813.75668","765.17069","603.68487","660.39122","671.88724","820.51772","783.78908","818.05879","611.19967","420.50819","370.52653","279.19463","401.59637","439.16207","384.30328","262.41266","278.32572","198.79832","198.67459","3.36227","316.18128","274.93866","240.84624","277.08396","363.72814","310.02999","337.48833","138.10889","285.12321","340.11486","287.96619","443.66549","391.80355","388.27469"
"ID","AVACP","133.14003","124.29046","210.83681","233.34344","241.16276","176.60887","173.94260","171.58804","150.62454","151.44998","154.44296","143.43018","152.10193","161.20378","151.57898","119.58892","130.82235","133.09969","162.54313","155.26725","162.05602","121.07759","83.30194","73.40066","55.30797","79.55554","86.99724","76.12981","51.98349","55.13584","39.38160","39.35709","0.66606","62.63496","54.46487","47.71122","54.88985","72.05391","61.41640","66.85585","27.35913","56.48241","67.37616","57.04560","87.88936","77.61560","76.91654"
"ID","AVTCB","672.09087","627.41824","1064.30422","1177.91769","1217.38961","891.52158","878.06224","866.17643","760.35268","764.51950","779.62806","724.03555","767.81054","813.75668","765.17069","603.68487","660.39122","671.88724","820.51772","783.78908","818.05879","611.19967","420.50819","370.52653","279.19463","401.59637","439.16207","384.30328","262.41266","278.32572","198.79832","198.67459","3.36227","316.18128","274.93866","240.84624","277.08396","363.72814","310.02999","337.48833","138.10889","285.12321","340.11486","287.96619","443.66549","391.80355","388.27469"
"ID","AVTCP","133.14003","124.29046","210.83681","233.34344","241.16276","176.60887","173.94260","171.58804","150.62454","151.44998","154.44296","143.43018","152.10193","161.20378","151.57898","119.58892","130.82235","133.09969","162.54313","155.26725","162.05602","121.07759","83.30194","73.40066","55.30797","79.55554","86.99724","76.12981","51.98349","55.13584","39.38160","39.35709","0.66606","62.63496","54.46487","47.71122","54.88985","72.05391","61.41640","66.85585","27.35913","56.48241","67.37616","57.04560","87.88936","77.61560","76.91654"
