
 Processing inputs for a 4 channel scanner,
 using 2 visual and 2 IR nadir pixel bands
 The first line of the config.asc file is:
 "4 MASTER Configuration for 07-927  05 Aug 2007  TC4 Deployment"

 Ch Sb Nb Vi Slp/Emis Intcpt   Left   Peak  Right   Fctr    Ssi
 05 05 16  0 0.068890 0.0000  0.633  0.656  0.692  0.1000 1546.61
 17 17 16  0 0.003870 0.0000  1.855  1.876  1.900  0.0100  140.11
 30 30 16  1 0.956340 0.0000  3.659  3.740  3.804  0.0060   11.90
 48 48 16  1 0.966670 0.0000 11.027 11.304 11.724  0.0100    0.15

 Record ScanLine -2007217-  INU_Lat    INU_Lon    Roll   Rad_05  Rad_17  Tmp_30  Tmp_48
 000923 00032128 14.181064  +6.41516  -78.59653  +0.242  289.41  6.1920  252.23  228.71
 000924 00032148 14.181955  +6.40949  -78.59619  -1.853  291.34  6.7261  256.90  227.98
 000925 00032168 14.182844  +6.40383  -78.59602  -0.445  290.92  6.9737  253.32  226.49
 000926 00032188 14.183733  +6.39816  -78.59568  +1.380  287.06  6.7299  252.33  226.69
 000927 00032208 14.184622  +6.38975  -78.59465  +2.579  284.58  6.0295  253.27  227.95
 000928 00032228 14.185513  +6.38409  -78.59447  +2.502  289.68  6.2578  258.23  228.08
 000929 00032248 14.186402  +6.37842  -78.59431  +1.633  292.23  6.5519  253.94  227.90
 000930 00032268 14.187292  +6.37259  -78.59413  +0.775  295.68  6.7570  253.80  228.69
 000931 00032288 14.188184  +6.36709  -78.59396  +1.540  296.23  6.7764  252.94  228.80
 000932 00032308 14.189073  +6.35937  -78.59379 +12.265  297.95  6.8112  252.25  228.84
 000933 00032328 14.189961  +6.35353  -78.59379 +19.844  287.96  6.7338  255.39  227.52
 000934 00032348 14.190850  +6.34752  -78.59396 +24.871  274.94  6.4861  256.14  228.28
 000935 00032368 14.191742  +6.34169  -78.59465 +25.657  274.18  6.4165  253.72  228.27
 000936 00032388 14.192631  +6.33396  -78.59602 +25.575  281.69  6.5790  257.51  229.04
 000937 00032408 14.193520  +6.32830  -78.59740 +24.470  297.19  7.0627  252.00  228.41
 000938 00032428 14.194411  +6.32263  -78.59928 +22.390  301.53  7.2175  253.87  227.45
 000939 00032448 14.195300  +6.31714  -78.60152 +22.479  303.05  7.0782  256.11  227.93
 000940 00032468 14.196189  +6.31182  -78.60409 +22.247  311.52  6.8189  253.93  228.94
 000941 00032488 14.197081  +6.30512  -78.60786 +20.812  322.89  7.8638  255.35  226.88
 000942 00032508 14.197969  +6.30014  -78.61113 +20.311  324.06  7.7710  256.90  228.11
 000943 00032528 14.198858  +6.29551  -78.61456 +21.032  323.99  7.9567  259.44  226.57
 000944 00032548 14.199747  +6.29087  -78.61816 +24.337  322.06  7.6471  254.67  226.65
 000945 00032568 14.200639  +6.28641  -78.62194 +23.804  323.85  7.4110  254.68  227.64
 000946 00032588 14.201528  +6.28092  -78.62761 +23.661  324.89  7.7323  254.63  227.22
 000947 00032608 14.202416  +6.27714  -78.63207 +23.677  322.82  7.7826  256.19  226.12
 000948 00032628 14.203308  +6.27354  -78.63670 +23.666  322.82  7.6549  255.47  226.47
 000949 00032648 14.204197  +6.27028  -78.64169 +23.688  325.78  7.6162  251.28  227.43
 000950 00032668 14.205086  +6.26719  -78.64684 +22.500  331.09  7.8561  255.45  226.55
 000951 00032688 14.205977  +6.26375  -78.65387 +22.429  335.29  7.7710  253.85  227.02
 000952 00032708 14.206866  +6.26135  -78.65936 +22.418  341.63  7.9645  255.50  227.38
 000953 00032728 14.207755  +6.25946  -78.66486 +21.857  341.49  8.1270  255.41  226.21
 000954 00032748 14.208645  +6.25792  -78.67052 +21.587  339.83  8.3321  252.10  225.66
 000955 00032768 14.209537  +6.25654  -78.67636 +20.251  338.94  8.2779  256.90  225.60
 000956 00032788 14.210425  +6.25534  -78.68408 +16.423  335.91  8.1193  254.65  225.85
 000957 00032808 14.211314  +6.25465  -78.68992  +7.062  330.05  8.1347  253.98  226.24
 000958 00032828 14.212206  +6.25414  -78.69559  +2.497  328.81  8.0767  254.02  226.17
 000959 00032848 14.213095  +6.25362  -78.70142  +1.958  329.50  8.5450  255.51  225.37
 000960 00032868 14.213984  +6.25328  -78.70726  +1.853  323.78  8.2547  253.14  225.21
 000961 00032888 14.214872  +6.25277  -78.71498  +1.672  320.41  7.7864  255.60  226.08
 000962 00032908 14.215764  +6.25242  -78.72082  +1.617  319.31  7.9451  253.92  225.66
 000963 00032928 14.216653  +6.25208  -78.72665  +1.413  319.10  7.6665  253.13  226.22
 000964 00032948 14.217542  +6.25174  -78.73249  +1.171  319.93  7.8987  254.73  225.46
 000965 00032968 14.218433  +6.24985  -78.73764  +1.710  319.31  7.8793  254.79  225.78
 000966 00032988 14.219322  +6.24950  -78.74537  +1.914  318.07  7.7477  256.30  226.20
 000967 00033008 14.220211  +6.24933  -78.75121  +1.353  318.00  7.5194  253.14  225.80
 000968 00033028 14.221103  +6.24899  -78.75687  +1.144  320.68  7.7323  255.44  225.77
 000969 00033048 14.221992  +6.24882  -78.76270  +0.836  321.72  7.6626  256.91  227.08
 000970 00033068 14.222880  +6.24865  -78.76871  +0.567  323.23  7.6007  255.48  226.60
 000971 00033088 14.223769  +6.24847  -78.77644  +0.346  324.75  7.6510  256.15  227.24
 000972 00033108 14.224661  +6.24813  -78.78262  +0.363  327.23  7.7516  256.86  226.81
 000973 00033128 14.225550  +6.24796  -78.78845  +0.132  329.36  7.7400  257.56  225.53
 000974 00033148 14.226439  +6.24796  -78.79446  -0.093  331.71  7.9258  258.22  226.18
 000975 00033168 14.227330  +6.24762  -78.80030  -0.017  334.39  7.9645  258.83  225.88
 000976 00033188 14.228219  +6.24744  -78.80802  -0.022  336.87  8.0806  258.83  224.80
 000977 00033208 14.229108  +6.24744  -78.81403  -0.225  338.46  8.4250  259.46  224.47
 000978 00033228 14.230000  +6.24727  -78.81987  -0.242  339.01  8.7733  260.04  222.77
 000979 00033248 14.230889  +6.24710  -78.82536  -0.170  338.59  8.9707  256.83  222.68
 000980 00033268 14.231778  +6.24710  -78.83120  -0.385  337.08  9.1680  258.20  220.99
 000981 00033288 14.232667  +6.24693  -78.83910  -0.264  334.19  9.2532  258.21  219.93
 000982 00033308 14.233559  +6.24659  -78.84510  -0.319  330.74  9.2067  260.00  219.47
 000983 00033328 14.234447  +6.24659  -78.85094  -0.467  327.71  9.1100  260.60  220.07
 000984 00033348 14.235336  +6.24641  -78.85677  -0.319  324.82  9.1951  260.01  218.95
 000985 00033368 14.236228  +6.24641  -78.86261  -0.484  322.47  9.1525  256.85  218.63
 000986 00033388 14.237117  +6.24607  -78.87034  -0.324  319.99  9.1487  259.97  219.25
 000987 00033408 14.238006  +6.24607  -78.87617  -0.440  317.24  9.2841  258.80  218.60
 000988 00033428 14.238894  +6.24590  -78.88201  -0.396  314.62  9.1487  259.96  218.11
 000989 00033448 14.239786  +6.24573  -78.88750  -0.291  312.55  9.1332  259.42  218.17
 000990 00033468 14.240675  +6.24556  -78.89334  -0.456  311.25  9.2338  258.77  218.63
 000991 00033488 14.241564  +6.24538  -78.90106  -0.341  309.80  9.2687  258.13  216.60
 000992 00033508 14.242455  +6.24521  -78.90724  -0.412  309.45  9.4467  258.13  216.80
 000993 00033528 14.243344  +6.24504  -78.91291  -0.385  308.28  9.5589  259.97  215.91
 000994 00033548 14.244233  +6.24487  -78.91875  -0.401  307.59  9.5899  261.11  216.17
 000995 00033568 14.245125  +6.24487  -78.92458  -0.473  306.90  9.6208  259.35  216.57
 000996 00033588 14.246014  +6.24453  -78.93230  -0.286  308.21  9.8530  260.50  215.50
 000997 00033608 14.246902  +6.24435  -78.93814  -0.412  310.42  10.236  258.73  216.07
 000998 00033628 14.247791  +6.24435  -78.94398  -0.324  311.04  10.441  261.05  215.72
 000999 00033648 14.248683  +6.24401  -78.94947  -0.401  308.97  10.403  260.46  215.11
 001000 00033668 14.249572  +6.24401  -78.95531  -0.418  307.87  10.437  257.41  213.63
 001001 00033688 14.250462  +6.24384  -78.96304  -0.330  305.80  10.472  261.60  214.68
 001002 00033708 14.251352  +6.24367  -78.96887  -0.363  304.49  10.414  258.12  214.97
 001003 00033728 14.252242  +6.24332  -78.97453  -0.346  304.91  10.557  260.50  213.95
 001004 00033748 14.253131  +6.24332  -78.98037  -0.374  305.04  10.666  259.36  213.87
 001005 00033768 14.254023  +6.24315  -78.98810  -0.390  304.84  10.813  257.45  213.55
 001006 00033788 14.254911  +6.24281  -78.99393  -0.363  303.39  10.940  259.93  213.05
 001007 00033808 14.255800  +6.24264  -78.99960  -0.319  300.22  10.770  261.05  212.88
 001008 00033828 14.256689  +6.24264  -79.00543  -0.330  298.16  10.821  261.61  212.82
 001009 00033848 14.257581  +6.24247  -79.01127  -0.440  296.85  10.743  261.08  212.72
 001010 00033868 14.258470  +6.24212  -79.01900  -0.352  296.85  11.111  262.14  212.36
 001011 00033888 14.259358  +6.24195  -79.02483  -0.357  292.58  10.929  260.46  212.93
 001012 00033908 14.260250  +6.24195  -79.03067  -0.445  289.34  10.863  258.67  211.31
 001013 00033928 14.261139  +6.24161  -79.03667  -0.225  284.24  10.503  261.03  213.40
 001014 00033948 14.262028  +6.24144  -79.04251  -0.396  284.52  10.538  262.04  212.54
 001015 00033968 14.262919  +6.24126  -79.05024  -0.335  285.89  10.824  261.65  212.73
 001016 00033988 14.263808  +6.24109  -79.05590  -0.456  284.38  10.546  262.55  212.85
 001017 00034008 14.264697  +6.24092  -79.06157  -0.291  289.48  10.898  259.94  213.07
 001018 00034028 14.265586  +6.24075  -79.06757  -0.335  292.71  11.115  261.04  211.72
 001019 00034048 14.266478  +6.24058  -79.07341  -0.324  294.71  11.386  259.32  210.95
 001020 00034068 14.267366  +6.24041  -79.08114  -0.324  292.58  11.297  261.69  210.81
 001021 00034088 14.268255  +6.24023  -79.08698  -0.275  290.99  11.289  261.11  211.29
 001022 00034108 14.269147  +6.24006  -79.09281  -0.385  286.51  10.944  259.95  210.99
 001023 00034128 14.270036  +6.23972  -79.09882  -0.363  283.62  10.886  261.49  211.50
 001024 00034148 14.270925  +6.23972  -79.10465  -0.302  282.04  10.666  257.36  211.72
 001025 00034168 14.271814  +6.23955  -79.11255  -0.374  281.55  10.631  259.28  212.98
 001026 00034188 14.272706  +6.23938  -79.11839  -0.407  283.90  10.886  261.02  211.36
 001027 00034208 14.273595  +6.23903  -79.12388  -0.236  284.72  11.072  261.49  212.29
 001028 00034228 14.274484  +6.23886  -79.12971  -0.280  281.69  10.890  259.88  211.84
 001029 00034248 14.275375  +6.23886  -79.13555  -0.445  280.66  10.886  261.57  211.25
 001030 00034268 14.276264  +6.23852  -79.14345  -0.319  280.24  10.890  260.44  212.02
 001031 00034288 14.277153  +6.23835  -79.14928  -0.247  276.87  10.670  261.59  211.66
 001032 00034308 14.278045  +6.23817  -79.15512  -0.368  274.60  10.484  261.00  212.64
 001033 00034328 14.278934  +6.23800  -79.16096  -0.291  275.01  10.553  261.55  212.16
 001034 00034348 14.279822  +6.23783  -79.16697  -0.286  276.11  10.623  264.00  211.67
 001035 00034368 14.280711  +6.23766  -79.17469  -0.291  275.90  10.689  262.99  211.86
 001036 00034388 14.281603  +6.23749  -79.18053  -0.302  273.91  10.410  262.98  212.56
 001037 00034408 14.282492  +6.23714  -79.18620  -0.247  276.94  10.755  260.93  210.71
 001038 00034428 14.283381  +6.23697  -79.19186  -0.363  278.11  10.971  263.14  211.99
 001039 00034448 14.284272  +6.23697  -79.19769  -0.319  276.11  10.933  260.97  211.35
 001040 00034468 14.285161  +6.23663  -79.20576  -0.357  271.77  10.774  260.51  210.73
 001041 00034488 14.286050  +6.23646  -79.21143  -0.225  270.46  10.666  265.32  211.96
 001042 00034508 14.286942  +6.23629  -79.21726  -0.374  271.84  10.755  264.16  210.74
 001043 00034528 14.287830  +6.23611  -79.22327  -0.314  272.25  10.921  262.53  210.29
 001044 00034548 14.288719  +6.23577  -79.22894  -0.264  271.91  10.956  263.05  210.93
 001045 00034568 14.289608  +6.23560  -79.23683  -0.368  271.84  10.960  262.99  211.19
 001046 00034588 14.290500  +6.23560  -79.24267  -0.363  272.39  11.068  262.54  210.98
 001047 00034608 14.291389  +6.23526  -79.24834  -0.368  271.77  10.983  262.63  210.89
 001048 00034628 14.292277  +6.23508  -79.25417  -0.192  272.80  11.072  263.67  210.76
 001049 00034648 14.293169  +6.23491  -79.26001  -0.374  273.70  11.153  265.45  209.65
 001050 00034668 14.294059  +6.23474  -79.26791  -0.275  273.56  11.149  263.06  211.22
 001051 00034688 14.294948  +6.23457  -79.27391  -0.291  270.46  10.890  262.58  210.52
 001052 00034708 14.295839  +6.23440  -79.27975  -0.269  268.60  10.728  264.36  210.30
 001053 00034728 14.296728  +6.23423  -79.28558  -0.297  269.29  10.879  264.80  211.85
 001054 00034748 14.297617  +6.23388  -79.29125  -0.286  270.74  11.014  263.57  211.58
 001055 00034768 14.298506  +6.23371  -79.29915  -0.275  271.36  11.146  263.60  209.92
 001056 00034788 14.299397  +6.23354  -79.30499  -0.330  272.46  11.281  265.82  210.47
 001057 00034808 14.300286  +6.23354  -79.31082  -0.445  273.63  11.428  263.66  208.86
 001058 00034828 14.301175  +6.23320  -79.31631  -0.259  274.18  11.606  264.10  209.31
 001059 00034848 14.302067  +6.23302  -79.32215  -0.346  272.67  11.595  262.99  208.36
 001060 00034868 14.302956  +6.23285  -79.33005  -0.269  269.70  11.285  263.38  209.01
 001061 00034888 14.303844  +6.23251  -79.33605  -0.308  270.94  11.405  263.05  209.48
 001062 00034908 14.304736  +6.23251  -79.34189  -0.357  268.95  11.312  263.40  208.23
 001063 00034928 14.305625  +6.23234  -79.34772  -0.308  266.12  11.111  261.39  209.27
 001064 00034948 14.306514  +6.23217  -79.35356  -0.434  264.33  10.948  262.50  209.42
 001065 00034968 14.307403  +6.23182  -79.36146  -0.225  263.16  11.045  263.54  209.80
 001066 00034988 14.308294  +6.23165  -79.36729  -0.330  259.65  10.565  260.39  209.70
 001067 00035008 14.309183  +6.23148  -79.37313  -0.434  259.51  10.654  263.46  210.70
 001068 00035028 14.310072  +6.23131  -79.37880  -0.181  257.99  10.488  264.01  210.55
 001069 00035048 14.310964  +6.23114  -79.38652  -0.385  256.96  10.399  263.94  210.15
 001070 00035068 14.311852  +6.23096  -79.39236  -0.253  255.44  10.132  263.01  211.21
 001071 00035088 14.312741  +6.23062  -79.39854  -0.401  255.86  10.101  263.89  211.11
 001072 00035108 14.313630  +6.23045  -79.40437  -0.319  256.00  9.9769  262.60  211.25
 001073 00035128 14.314522  +6.23045  -79.41021  -0.368  256.62  10.093  262.56  210.38
 001074 00035148 14.315412  +6.23011  -79.41811  -0.330  256.62  10.136  265.20  212.20
 001075 00035168 14.316300  +6.22993  -79.42360  -0.341  255.79  9.8995  261.39  211.93
 001076 00035188 14.317192  +6.22976  -79.42944  -0.275  257.30  9.9923  262.54  212.71
 001077 00035208 14.318081  +6.22959  -79.43545  -0.423  257.10  9.8298  261.92  212.72
 001078 00035228 14.318970  +6.22942  -79.44128  -0.341  258.41  9.8801  261.99  212.34
 001079 00035248 14.319861  +6.22908  -79.44901  -0.170  260.96  10.031  264.20  212.72
 001080 00035268 14.320750  +6.22908  -79.45502  -0.363  262.95  10.263  262.94  213.08
 001081 00035288 14.321639  +6.22890  -79.46085  -0.297  263.44  10.310  262.50  212.31
 001082 00035308 14.322528  +6.22856  -79.46686  -0.203  263.02  10.345  263.01  212.34
 001083 00035328 14.323420  +6.22839  -79.47269  -0.346  263.02  10.395  261.96  211.41
 001084 00035348 14.324308  +6.22822  -79.48059  -0.314  261.16  10.395  262.39  211.67
 001085 00035368 14.325197  +6.22787  -79.48608  -0.269  258.20  10.302  262.42  211.57
 001086 00035388 14.326089  +6.22787  -79.49210  -0.346  255.17  10.232  263.97  212.78
 001087 00035408 14.326978  +6.22770  -79.49793  -0.275  252.55  10.112  261.84  212.98
 001088 00035428 14.327867  +6.22753  -79.50377  -0.357  249.52  10.027  263.41  213.16
 001089 00035448 14.328758  +6.22719  -79.51149  -0.214  246.28  9.9072  261.87  212.65
 001090 00035468 14.329647  +6.22702  -79.51733  -0.346  242.08  9.7988  260.86  212.88
 001091 00035488 14.330536  +6.22684  -79.52334  -0.357  237.60  9.6402  262.32  213.26
 001092 00035508 14.331425  +6.22667  -79.52934  -0.242  233.95  9.4892  262.87  212.85
 001093 00035528 14.332316  +6.22650  -79.53518  -0.275  229.61  9.2687  265.08  214.62
 001094 00035548 14.333205  +6.22633  -79.54291  -0.314  226.65  9.1758  260.75  214.39
 001095 00035568 14.334094  +6.22599  -79.54857  -0.319  223.00  8.9784  262.85  214.79
 001096 00035588 14.334986  +6.22581  -79.55424  -0.176  219.69  8.8042  262.86  216.70
 001097 00035608 14.335875  +6.22564  -79.56007  -0.357  217.21  8.6688  261.32  215.73
 001098 00035628 14.336764  +6.22564  -79.56591  -0.330  215.07  8.5953  262.85  216.31
 001099 00035648 14.337656  +6.22530  -79.57381  -0.242  212.73  8.4985  263.96  216.18
 001100 00035668 14.338545  +6.22513  -79.57964  -0.396  209.56  8.3050  263.34  216.62
 001101 00035688 14.339434  +6.22496  -79.58548  -0.423  205.71  8.0806  261.83  218.28
 001102 00035708 14.340322  +6.22461  -79.59166  -0.297  199.09  7.6200  260.11  218.59
 001103 00035728 14.341214  +6.22444  -79.59750  -0.324  197.03  7.3646  260.14  220.85
 001104 00035748 14.342103  +6.22427  -79.60539  -0.280  199.37  7.5929  258.26  221.35
 001105 00035768 14.342992  +6.22427  -79.61140  -0.412  199.92  7.5852  257.60  221.86
 001106 00035788 14.343884  +6.22393  -79.61723  -0.203  199.92  7.5233  261.21  222.43
 001107 00035808 14.344772  +6.22375  -79.62307  -0.385  201.43  7.6587  260.07  222.50
 001108 00035828 14.345661  +6.22358  -79.62908  -0.280  202.05  7.6239  261.22  222.99
 001109 00035848 14.346550  +6.22324  -79.63663  -0.324  202.40  7.6781  259.48  222.74
 001110 00035868 14.347442  +6.22307  -79.64247  -0.335  202.47  7.5620  260.58  223.37
 001111 00035888 14.348330  +6.22307  -79.64848  -0.275  201.99  7.4575  258.25  223.89
 001112 00035908 14.349219  +6.22290  -79.65431  -0.418  203.16  7.5426  261.72  224.71
 001113 00035928 14.350111  +6.22255  -79.66032  -0.220  203.71  7.5001  258.22  224.19
 001114 00035948 14.351000  +6.22238  -79.66822  -0.335  207.98  7.6045  258.23  224.71
 001115 00035968 14.351889  +6.22221  -79.67422  -0.302  209.63  7.6316  258.20  224.13
 001116 00035988 14.352780  +6.22187  -79.67972  -0.314  212.87  7.8213  260.60  223.88
 001117 00036008 14.353669  +6.22187  -79.68573  -0.302  214.04  7.8174  258.21  224.48
 001118 00036028 14.354558  +6.22169  -79.69157  -0.396  214.73  7.8329  260.50  224.57
 001119 00036048 14.355447  +6.22135  -79.69963  -0.374  220.72  8.1657  257.54  223.55
 001120 00036068 14.356339  +6.22118  -79.70547  -0.192  223.89  8.2625  253.78  222.44
 001121 00036088 14.357227  +6.22101  -79.71130  -0.363  230.64  8.7578  259.37  221.71
 001122 00036108 14.358117  +6.22084  -79.71714  -0.269  230.37  8.6920  257.52  221.96
 001123 00036128 14.359009  +6.22066  -79.72298  -0.291  230.71  8.5914  256.10  220.92
 001124 00036148 14.359898  +6.22032  -79.73087  -0.280  226.92  8.2857  257.55  221.85
 001125 00036168 14.360786  +6.22032  -79.73671  -0.401  228.37  8.4598  255.34  220.79
 001126 00036188 14.361675  +6.21998  -79.74220  -0.412  222.79  7.9683  256.12  223.03
 001127 00036208 14.362567  +6.21981  -79.74821  -0.314  226.65  8.2199  257.53  222.94
 001128 00036228 14.363456  +6.21964  -79.75405  -0.259  228.92  8.1580  255.36  222.17
 001129 00036248 14.364345  +6.21946  -79.76195  -0.423  231.81  8.2392  257.49  222.40
 001130 00036268 14.365236  +6.21912  -79.76795  -0.203  230.51  8.0070  256.82  223.16
 001131 00036288 14.366125  +6.21912  -79.77396  -0.385  232.64  8.0419  257.48  223.32
 001132 00036308 14.367014  +6.21895  -79.77980  -0.308  233.05  8.0573  254.57  223.45
 001133 00036328 14.367906  +6.21861  -79.78564  -0.324  233.12  8.1231  257.48  223.18
 001134 00036348 14.368794  +6.21843  -79.79336  -0.253  232.64  7.9993  256.79  222.66
 001135 00036368 14.369683  +6.21826  -79.79919  -0.368  231.81  7.9761  254.59  222.84
 001136 00036388 14.370572  +6.21809  -79.80521  -0.401  231.75  7.9490  252.06  222.39
 001137 00036408 14.371464  +6.21792  -79.81070  -0.209  233.81  8.1154  255.29  222.05
 001138 00036428 14.372353  +6.21775  -79.81860  -0.352  232.92  8.0186  257.41  222.99
 001139 00036448 14.373241  +6.21758  -79.82443  -0.324  230.30  7.8097  255.33  223.46
 001140 00036468 14.374133  +6.21723  -79.83044  -0.324  229.82  7.7980  256.00  222.87
 001141 00036488 14.375022  +6.21706  -79.83645  -0.286  228.30  7.6781  256.03  224.59
 001142 00036508 14.375911  +6.21689  -79.84229  -0.330  228.03  7.7864  258.06  224.11
 001143 00036528 14.376802  +6.21672  -79.84812  -0.473  226.65  7.6278  255.97  223.62
 001144 00036548 14.377691  +6.21655  -79.85602  -0.231  224.17  7.4691  255.96  224.39
 001145 00036568 14.378580  +6.21637  -79.86185  -0.319  221.76  7.3762  257.35  225.08
 001146 00036588 14.379472  +6.21620  -79.86786  -0.368  221.27  7.2950  255.15  225.01
 001147 00036608 14.380362  +6.21586  -79.87335  -0.314  221.41  7.3685  255.94  225.69
 001148 00036628 14.381250  +6.21569  -79.88125  -0.308  220.03  7.2562  258.01  225.63
 001149 00036648 14.382139  +6.21552  -79.88708  -0.346  220.86  7.3723  256.69  225.95
 001150 00036668 14.383031  +6.21517  -79.89326  -0.314  217.97  7.1440  258.60  226.84
 001151 00036688 14.383920  +6.21517  -79.89910  -0.236  218.11  7.2795  257.35  225.71
 001152 00036708 14.384809  +6.21500  -79.90494  -0.330  216.87  7.1401  259.25  226.43
 001153 00036728 14.385700  +6.21483  -79.91283  -0.412  216.87  7.2137  257.96  226.18
 001154 00036748 14.386589  +6.21449  -79.91833  -0.225  215.97  7.2408  257.32  226.33
 001155 00036768 14.387478  +6.21431  -79.92416  -0.390  210.46  7.0550  259.20  226.04
 001156 00036788 14.388367  +6.21414  -79.93018  -0.275  208.25  7.0589  261.41  226.51
 001157 00036808 14.389258  +6.21397  -79.93601  -0.341  206.05  7.0434  255.14  227.13
 001158 00036828 14.390147  +6.21363  -79.94373  -0.302  201.50  7.0086  260.94  227.22
 001159 00036848 14.391036  +6.21363  -79.94975  -0.374  197.78  6.9583  259.22  227.28
 001160 00036868 14.391928  +6.21346  -79.95558  -0.297  190.21  6.7183  260.93  228.88
 001161 00036888 14.392817  +6.21311  -79.96159  -0.209  188.41  6.6564  262.56  228.96
 001162 00036908 14.393705  +6.21294  -79.96742  -0.368  187.79  6.6138  262.09  229.93
 001163 00036928 14.394594  +6.21277  -79.97532  -0.314  201.02  7.0976  258.56  227.08
 001164 00036948 14.395486  +6.21243  -79.98081  -0.269  204.19  7.2098  260.40  227.76
 001165 00036968 14.396375  +6.21225  -79.98665  -0.225  206.53  7.2872  259.19  227.65
 001166 00036988 14.397264  +6.21225  -79.99249  -0.385  215.49  7.7168  257.92  226.05
 001167 00037008 14.398155  +6.21208  -79.99832  -0.297  213.01  7.5775  257.92  226.00
 001168 00037028 14.399044  +6.21174  -80.00622  -0.302  206.88  7.1556  259.73  227.22
 001169 00037048 14.399933  +6.21157  -80.01205  -0.297  202.61  6.8305  256.53  227.99
 001170 00037068 14.400825  +6.21140  -80.01789  -0.380  209.36  7.1750  260.33  227.75
 001171 00037088 14.401714  +6.21105  -80.02390  -0.308  213.63  7.4730  259.73  226.36
 001172 00037108 14.402603  +6.21105  -80.02974  -0.280  203.64  7.0163  262.00  229.04
 001173 00037128 14.403492  +6.21071  -80.03764  -0.401  184.07  6.1262  261.01  232.14
 001174 00037148 14.404384  +6.21054  -80.04313  -0.308  178.56  5.9056  262.10  232.28
 001175 00037168 14.405272  +6.21037  -80.04897  -0.330  166.58  5.6579  266.92  236.12
 001176 00037188 14.406161  +6.21019  -80.05497  -0.335  164.72  5.3174  266.24  237.99
 001177 00037208 14.407053  +6.21002  -80.06081  -0.308  167.54  5.6115  264.05  235.79
 001178 00037228 14.407942  +6.20968  -80.06853  -0.314  149.70  5.0426  270.67  240.47
 001179 00037248 14.408831  +6.20951  -80.07437  -0.308  140.19  4.6440  272.17  243.22
 001180 00037268 14.409722  +6.20934  -80.08038  -0.363  143.08  4.6827  270.89  242.65
 001181 00037288 14.410611  +6.20916  -80.08621  -0.374  140.19  4.5898  272.30  242.39
 001182 00037308 14.411500  +6.20899  -80.09205  -0.264  145.08  4.6247  272.66  242.05
 001183 00037328 14.412389  +6.20882  -80.09978  -0.363  156.52  4.6363  270.51  240.95
 001184 00037348 14.413280  +6.20865  -80.10561  -0.308  170.71  5.0620  270.10  237.31
 001185 00037368 14.414169  +6.20831  -80.11145  -0.291  172.22  4.7794  267.69  238.71
 001186 00037388 14.415058  +6.20813  -80.11729  -0.264  169.81  4.7756  268.00  239.29
 001187 00037408 14.415950  +6.20813  -80.12312  -0.335  166.92  4.8182  268.88  238.67
 001188 00037428 14.416839  +6.20779  -80.13119  -0.335  170.98  4.7098  269.95  239.74
 001189 00037448 14.417727  +6.20762  -80.13702  -0.390  180.15  4.6247  271.29  239.98
 001190 00037468 14.418616  +6.20745  -80.14286  -0.275  175.26  4.6208  270.87  240.01
 001191 00037488 14.419508  +6.20728  -80.14870  -0.308  175.95  4.4428  270.88  241.90
 001192 00037508 14.420397  +6.20693  -80.15419  -0.209  165.40  4.3924  272.23  242.68
 001193 00037528 14.421287  +6.20676  -80.16192  -0.297  169.95  4.2570  273.80  244.87
 001194 00037548 14.422177  +6.20659  -80.16776  -0.264  163.54  4.3189  275.02  243.74
 001195 00037568 14.423067  +6.20642  -80.17342  -0.324  160.38  4.4079  274.53  243.16
 001196 00037588 14.423956  +6.20625  -80.17925  -0.302  150.87  4.7291  275.95  242.35
 001197 00037608 14.424845  +6.20607  -80.18698  -0.341  151.08  4.5550  276.50  242.62
 001198 00037628 14.425736  +6.20573  -80.19299  -0.346  159.34  4.7601  274.30  241.83
 001199 00037648 14.426625  +6.20556  -80.19882  -0.225  153.28  4.3770  274.49  243.89
 001200 00037668 14.427514  +6.20539  -80.20466  -0.407  152.18  4.4079  276.12  242.79
 001201 00037688 14.428406  +6.20522  -80.21033  -0.280  151.08  4.7833  276.51  241.13
 001202 00037708 14.429295  +6.20504  -80.21616  -0.330  159.89  5.0117  274.58  239.29
 001203 00037728 14.430183  +6.20487  -80.22388  -0.269  147.77  5.1858  276.28  239.73
 001204 00037748 14.431075  +6.20470  -80.22972  -0.423  142.40  5.0000  277.92  241.50
 001205 00037768 14.431964  +6.20436  -80.23539  -0.335  144.32  5.0774  276.09  240.90
 001206 00037788 14.432853  +6.20419  -80.24105  -0.231  151.28  5.3986  274.96  239.28
 001207 00037808 14.433742  +6.20401  -80.24895  -0.423  161.62  5.9095  272.95  235.88
 001208 00037828 14.434633  +6.20384  -80.25478  -0.352  159.96  5.7856  273.04  236.28
 001209 00037848 14.435522  +6.20367  -80.26080  -0.368  163.13  5.9404  272.69  234.66
 001210 00037868 14.436411  +6.20350  -80.26663  -0.440  163.34  5.9366  272.91  234.71
 001211 00037888 14.437303  +6.20333  -80.27247  -0.280  164.58  5.8166  274.23  235.20
 001212 00037908 14.438191  +6.20298  -80.28019  -0.363  178.36  6.5093  271.83  231.38
 001213 00037928 14.439080  +6.20281  -80.28603  -0.275  170.92  6.0178  271.84  233.89
 001214 00037948 14.439969  +6.20264  -80.29186  -0.330  167.20  5.4567  272.33  235.68
