
 Processing inputs for a 4 channel scanner,
 using 2 visual and 2 IR nadir pixel bands
 The first line of the config.asc file is:
 "4 MASTER Configuration for 07-927  05 Aug 2007  TC4 Deployment"

 Ch Sb Nb Vi Slp/Emis Intcpt   Left   Peak  Right   Fctr    Ssi
 05 05 16  0 0.068890 0.0000  0.633  0.656  0.692  0.1000 1546.61
 17 17 16  0 0.003870 0.0000  1.855  1.876  1.900  0.0100  140.11
 30 30 16  1 0.956340 0.0000  3.659  3.740  3.804  0.0060   11.90
 48 48 16  1 0.966670 0.0000 11.027 11.304 11.724  0.0100    0.15

 Record ScanLine -2007217-  INU_Lat    INU_Lon    Roll   Rad_05  Rad_17  Tmp_30  Tmp_48
 003396 00081588 16.380924  +7.19845  -80.18664  -0.314  485.61  11.885  263.03  215.77
 003397 00081608 16.381813  +7.20428  -80.19127  -0.352  485.67  12.040  263.24  214.11
 003398 00081628 16.382702  +7.20858  -80.19453  -0.335  488.29  12.500  262.47  213.06
 003399 00081648 16.383593  +7.21304  -80.19797  -0.341  492.56  12.469  263.78  213.60
 003400 00081668 16.384481  +7.21750  -80.20140  -0.330  496.08  12.608  259.85  213.13
 003401 00081688 16.385372  +7.22179  -80.20483  -0.330  490.98  12.934  262.33  212.14
 003402 00081708 16.386261  +7.22780  -80.20930  -0.429  501.24  13.119  259.50  212.61
 003403 00081728 16.387150  +7.23209  -80.21273  -0.374  493.87  12.953  260.57  212.00
 003404 00081748 16.388039  +7.23690  -80.21633  -0.380  488.84  13.363  260.26  210.76
 003405 00081768 16.388927  +7.24136  -80.21976  -0.374  489.05  13.889  261.04  210.45
 003406 00081788 16.389820  +7.24583  -80.22320  -0.363  505.03  13.766  263.75  210.74
 003407 00081808 16.390709  +7.25149  -80.22766  -0.363  502.41  13.638  262.17  210.49
 003408 00081828 16.391598  +7.25595  -80.23109  -0.308  496.42  12.728  259.30  213.03
 003409 00081848 16.392487  +7.26042  -80.23436  -0.314  471.69  13.406  262.60  211.11
 003410 00081868 16.393375  +7.26471  -80.23779  -0.242  494.56  13.437  261.64  214.45
 003411 00081888 16.394266  +7.26917  -80.24123  -0.209  498.90  12.496  256.74  216.07
 003412 00081908 16.395155  +7.27501  -80.24569  -0.418  484.64  11.881  260.56  215.68
 003413 00081928 16.396044  +7.27930  -80.24895  -0.407  482.71  11.966  261.78  216.20
 003414 00081948 16.396933  +7.28394  -80.25256  -0.341  476.24  11.502  261.18  217.02
 003415 00081968 16.397821  +7.28840  -80.25599  -0.363  486.09  10.828  261.63  218.85
 003416 00081988 16.398714  +7.29269  -80.25925  -0.440  491.60  10.553  260.97  219.61
 003417 00082008 16.399603  +7.29870  -80.26389  -0.478  486.85  10.573  260.48  220.36
 003418 00082028 16.400492  +7.30299  -80.26714  -0.346  477.34  10.805  261.06  218.92
 003419 00082048 16.401381  +7.30728  -80.27058  -0.291  473.34  10.786  258.82  218.29
 003420 00082068 16.402269  +7.31174  -80.27384  -0.374  473.69  10.716  259.94  219.14
 003421 00082088 16.403162  +7.31621  -80.27744  -0.352  473.14  10.604  259.25  219.28
 003422 00082108 16.404051  +7.32204  -80.28191  -0.341  478.65  10.677  260.04  220.50
 003423 00082128 16.404940  +7.32634  -80.28517  -0.451  476.44  10.956  260.42  220.15
 003424 00082148 16.405828  +7.33080  -80.28860  -0.363  474.93  10.913  259.99  219.91
 003425 00082168 16.406717  +7.33509  -80.29204  -0.308  482.57  10.813  260.98  220.49
 003426 00082188 16.407608  +7.33955  -80.29530  -0.407  486.16  10.817  260.70  220.87
 003427 00082208 16.408497  +7.34539  -80.29976  -0.396  493.25  10.708  263.09  221.74
 003428 00082228 16.409386  +7.34951  -80.30319  -0.275  483.40  10.813  260.48  220.19
 003429 00082248 16.410275  +7.35397  -80.30646  -0.253  484.92  10.867  261.52  220.18
 003430 00082268 16.411163  +7.35826  -80.30989  -0.259  482.02  10.890  258.09  219.64
 003431 00082288 16.412056  +7.36290  -80.31349  -0.269  479.68  10.906  260.40  219.52
 003432 00082308 16.412945  +7.36874  -80.31796  -0.352  473.83  11.088  258.12  218.42
 003433 00082328 16.413834  +7.37303  -80.32122  -0.412  460.19  11.428  259.46  216.74
 003434 00082348 16.414722  +7.37749  -80.32465  -0.396  459.70  10.983  258.78  217.99
 003435 00082368 16.415611  +7.38195  -80.32809  -0.324  476.24  10.755  257.41  219.64
 003436 00082388 16.416502  +7.38625  -80.33134  -0.368  482.92  10.592  260.76  220.79
 003437 00082408 16.417391  +7.39208  -80.33581  -0.407  486.23  10.801  262.21  220.62
 003438 00082428 16.418280  +7.39637  -80.33924  -0.297  491.19  10.762  262.76  220.82
 003439 00082448 16.419170  +7.40084  -80.34251  -0.396  492.98  10.871  262.27  220.60
 003440 00082468 16.420059  +7.40513  -80.34594  -0.363  493.53  10.596  263.77  221.70
 003441 00082488 16.420950  +7.40959  -80.34937  -0.352  497.04  10.387  262.34  221.76
 003442 00082508 16.421839  +7.41560  -80.35400  -0.357  503.38  10.213  263.01  222.50
 003443 00082528 16.422728  +7.42006  -80.35744  -0.374  508.41  10.209  262.45  223.39
 003444 00082548 16.423616  +7.42435  -80.36087  -0.451  506.00  10.105  261.63  223.69
 003445 00082568 16.424505  +7.42916  -80.36448  -0.330  506.96  9.8182  263.48  223.80
 003446 00082588 16.425398  +7.43345  -80.36774  -0.231  504.21  9.5976  263.02  224.51
 003447 00082608 16.426287  +7.43929  -80.37238  -0.385  503.72  9.6711  260.70  224.22
 003448 00082628 16.427176  +7.44358  -80.37563  -0.231  500.49  9.6363  262.50  223.82
 003449 00082648 16.428064  +7.44804  -80.37907  -0.396  495.11  9.3925  261.31  224.11
 003450 00082668 16.428953  +7.45234  -80.38233  -0.275  488.36  9.6479  261.46  223.28
 003451 00082688 16.429844  +7.45680  -80.38577  -0.407  488.43  9.6711  260.10  223.55
 003452 00082708 16.430733  +7.46281  -80.39040  -0.269  493.87  9.6440  260.67  223.80
 003453 00082728 16.431622  +7.46727  -80.39383  -0.275  495.94  9.4660  261.07  224.21
 003454 00082748 16.432510  +7.47156  -80.39726  -0.401  498.76  9.3112  262.29  224.78
 003455 00082768 16.433399  +7.47585  -80.40053  -0.275  505.03  9.1022  258.14  225.36
 003456 00082788 16.434292  +7.48169  -80.40499  -0.341  503.79  9.0055  260.99  225.20
 003457 00082808 16.435181  +7.48615  -80.40842  -0.363  501.79  9.0984  261.52  225.26
 003458 00082828 16.436069  +7.49044  -80.41168  -0.330  501.38  8.9204  258.09  225.97
 003459 00082848 16.436958  +7.49491  -80.41529  -0.401  497.73  9.1332  260.07  224.84
 003460 00082868 16.437847  +7.49937  -80.41855  -0.357  493.67  9.0055  258.76  225.16
 003461 00082888 16.438740  +7.50366  -80.42198  -0.346  494.35  9.0635  260.70  224.16
 003462 00082908 16.439629  +7.50984  -80.42662  -0.368  492.63  9.2454  259.28  222.99
 003463 00082928 16.440517  +7.51413  -80.43005  -0.363  492.84  9.1603  259.33  223.79
 003464 00082948 16.441406  +7.51860  -80.43331  -0.297  487.67  9.3190  261.06  222.75
 003465 00082968 16.442295  +7.52289  -80.43674  -0.380  487.12  9.2841  261.04  222.60
 003466 00082988 16.443186  +7.52855  -80.44121  -0.231  482.44  9.7214  261.47  221.50
 003467 00083008 16.444075  +7.53302  -80.44447  -0.423  481.89  9.6750  258.83  220.95
 003468 00083028 16.444963  +7.53731  -80.44791  -0.445  478.92  9.6247  257.40  220.94
 003469 00083048 16.445852  +7.54194  -80.45151  -0.352  480.09  9.8182  259.94  220.90
 003470 00083068 16.446741  +7.54623  -80.45477  -0.341  479.06  10.066  259.48  220.64
 003471 00083088 16.447634  +7.55207  -80.45924  -0.401  481.89  10.302  257.47  220.42
 003472 00083108 16.448523  +7.55653  -80.46284  -0.396  473.00  10.728  261.27  218.14
 003473 00083128 16.449411  +7.56100  -80.46610  -0.374  478.79  10.762  259.25  218.95
 003474 00083148 16.450300  +7.56529  -80.46954  -0.335  479.61  10.863  258.13  218.60
 003475 00083168 16.451189  +7.56975  -80.47279  -0.297  479.13  10.952  259.54  218.33
 003476 00083188 16.452080  +7.57542  -80.47726  -0.368  485.54  10.898  259.40  218.95
 003477 00083208 16.452969  +7.57988  -80.48069  -0.418  487.47  11.022  259.81  218.27
 003478 00083228 16.453857  +7.58417  -80.48412  -0.324  486.98  10.983  259.95  218.09
 003479 00083248 16.454748  +7.58863  -80.48756  -0.385  486.98  11.030  258.76  217.67
 003480 00083268 16.455637  +7.59310  -80.49082  -0.286  484.92  11.177  258.15  217.36
 003481 00083288 16.456526  +7.59893  -80.49545  -0.297  485.95  11.273  259.29  217.24
 003482 00083308 16.457417  +7.60323  -80.49872  -0.385  492.63  11.188  260.16  217.81
 003483 00083328 16.458305  +7.60786  -80.50232  -0.330  493.80  11.169  257.39  218.30
 003484 00083348 16.459194  +7.61232  -80.50575  -0.429  493.32  11.366  261.50  217.83
 003485 00083368 16.460083  +7.61662  -80.50919  -0.390  487.95  11.482  259.41  217.02
 003486 00083388 16.460972  +7.62245  -80.51348  -0.330  486.09  11.575  257.43  217.30
 003487 00083408 16.461864  +7.62674  -80.51691  -0.330  483.06  11.641  259.56  216.82
 003488 00083428 16.462753  +7.63103  -80.52017  -0.291  482.99  11.745  260.08  216.73
 003489 00083448 16.463642  +7.63550  -80.52361  -0.363  489.46  11.440  256.77  217.52
 003490 00083468 16.464531  +7.63996  -80.52704  -0.423  487.26  11.521  259.43  217.40
 003491 00083488 16.465420  +7.64580  -80.53150  -0.330  485.40  11.494  258.80  217.74
 003492 00083508 16.466311  +7.65009  -80.53493  -0.346  486.29  11.556  258.06  218.08
 003493 00083528 16.467199  +7.65472  -80.53854  -0.280  485.05  11.506  261.20  217.66
 003494 00083548 16.468088  +7.65902  -80.54180  -0.401  478.23  11.436  259.88  216.71
 003495 00083568 16.468977  +7.66348  -80.54523  -0.341  479.82  11.347  259.98  216.97
 003496 00083588 16.469866  +7.66914  -80.54970  -0.374  480.85  11.041  259.41  217.84
 003497 00083608 16.470758  +7.67361  -80.55296  -0.368  480.23  11.130  258.25  217.73
 003498 00083628 16.471647  +7.67790  -80.55640  -0.335  489.19  10.987  260.53  218.49
 003499 00083648 16.472536  +7.68236  -80.55983  -0.380  490.77  10.937  261.64  219.16
 003500 00083668 16.473425  +7.68700  -80.56343  -0.401  491.94  10.844  261.54  219.27
 003501 00083688 16.474314  +7.69283  -80.56789  -0.346  497.94  10.774  261.09  220.73
 003502 00083708 16.475206  +7.69712  -80.57133  -0.346  497.04  10.790  259.98  220.23
 003503 00083728 16.476095  +7.70142  -80.57476  -0.346  495.59  10.851  261.14  220.36
 003504 00083748 16.476984  +7.70588  -80.57803  -0.314  494.70  10.937  262.72  220.03
 003505 00083768 16.477873  +7.71017  -80.58146  -0.225  491.53  11.115  261.13  219.44
 003506 00083788 16.478762  +7.71601  -80.58609  -0.368  488.29  11.281  260.12  218.25
 003507 00083808 16.479652  +7.72081  -80.58952  -0.456  486.64  11.351  262.56  219.08
 003508 00083828 16.480541  +7.72511  -80.59279  -0.319  484.30  11.405  262.22  218.08
 003509 00083848 16.481430  +7.72957  -80.59622  -0.423  484.16  11.382  261.74  218.86
 003510 00083868 16.482319  +7.73403  -80.59966  -0.357  480.92  11.506  261.07  218.98
 003511 00083888 16.483208  +7.73987  -80.60412  -0.319  480.51  11.509  261.77  218.80
 003512 00083908 16.484100  +7.74416  -80.60755  -0.357  480.58  11.509  262.18  218.09
 003513 00083928 16.484989  +7.74862  -80.61098  -0.314  480.78  11.517  259.51  217.76
 003514 00083948 16.485878  +7.75291  -80.61442  -0.352  481.40  11.579  260.87  217.84
 003515 00083968 16.486767  +7.75738  -80.61768  -0.429  481.13  11.583  257.52  218.37
 003516 00083988 16.487656  +7.76321  -80.62231  -0.324  482.16  11.575  262.33  217.69
 003517 00084008 16.488544  +7.76751  -80.62557  -0.357  482.51  11.633  260.54  217.83
 003518 00084028 16.489435  +7.77197  -80.62901  -0.412  482.30  11.660  261.67  218.12
 003519 00084048 16.490326  +7.77626  -80.63227  -0.319  482.44  11.637  261.21  218.12
 003520 00084068 16.491215  +7.78072  -80.63570  -0.418  483.75  11.633  262.80  217.87
 003521 00084088 16.492104  +7.78673  -80.64051  -0.407  482.99  11.691  261.74  217.67
 003522 00084108 16.492992  +7.79119  -80.64394  -0.291  481.33  11.765  261.23  217.36
 003523 00084128 16.493883  +7.79566  -80.64720  -0.390  478.51  11.947  261.84  217.43
 003524 00084148 16.494772  +7.80012  -80.65063  -0.335  478.44  11.927  260.66  216.46
 003525 00084168 16.495661  +7.80441  -80.65407  -0.390  478.03  11.939  260.68  216.52
 003526 00084188 16.496550  +7.81025  -80.65871  -0.280  476.58  11.815  261.86  217.26
 003527 00084208 16.497438  +7.81471  -80.66214  -0.324  474.79  11.858  262.19  217.16
 003528 00084228 16.498331  +7.81918  -80.66557  -0.440  476.24  11.803  260.58  217.61
 003529 00084248 16.499220  +7.82364  -80.66883  -0.314  477.55  11.862  263.65  217.84
 003530 00084268 16.500109  +7.82793  -80.67226  -0.418  477.48  11.703  261.92  217.53
 003531 00084288 16.500998  +7.83394  -80.67690  -0.231  481.47  11.653  261.23  218.85
 003532 00084308 16.501886  +7.83823  -80.68034  -0.374  484.09  11.509  262.14  219.68
 003533 00084328 16.502775  +7.84269  -80.68377  -0.380  484.30  11.397  261.67  220.55
 003534 00084348 16.503666  +7.84698  -80.68703  -0.302  482.92  11.238  262.41  220.60
 003535 00084368 16.504555  +7.85145  -80.69029  -0.308  484.57  11.076  261.66  221.05
 003536 00084388 16.505444  +7.85728  -80.69492  -0.357  486.29  10.937  261.84  221.24
 003537 00084408 16.506332  +7.86158  -80.69836  -0.363  484.64  11.026  262.31  221.77
 003538 00084428 16.507223  +7.86604  -80.70179  -0.440  484.50  10.940  262.07  222.28
 003539 00084448 16.508114  +7.87050  -80.70522  -0.280  480.23  10.910  261.23  221.74
 003540 00084468 16.509003  +7.87479  -80.70849  -0.385  476.31  10.906  262.91  221.82
 003541 00084488 16.509892  +7.88097  -80.71329  -0.407  474.31  10.851  262.27  221.44
 003542 00084508 16.510780  +7.88544  -80.71673  -0.291  472.79  10.813  261.09  221.87
 003543 00084528 16.511669  +7.88973  -80.71999  -0.346  471.90  10.743  263.27  221.35
 003544 00084548 16.512562  +7.89419  -80.72342  -0.302  469.90  10.662  262.40  221.45
 003545 00084568 16.513451  +7.89848  -80.72668  -0.401  468.52  10.708  260.61  222.26
 003546 00084588 16.514339  +7.90432  -80.73132  -0.319  467.56  10.708  260.58  221.97
 003547 00084608 16.515228  +7.90861  -80.73475  -0.374  466.18  10.875  261.61  221.94
 003548 00084628 16.516117  +7.91307  -80.73801  -0.341  465.42  10.724  263.02  221.48
 003549 00084648 16.517006  +7.91754  -80.74145  -0.418  462.80  10.720  261.25  221.99
 003550 00084668 16.517897  +7.92183  -80.74488  -0.368  461.84  10.743  264.15  221.59
 003551 00084688 16.518785  +7.92801  -80.74969  -0.341  459.36  10.673  261.55  221.68
 003552 00084708 16.519674  +7.93247  -80.75294  -0.368  455.43  10.697  263.26  221.67
 003553 00084728 16.520563  +7.93676  -80.75638  -0.302  448.47  10.817  263.19  220.69
 003554 00084748 16.521452  +7.94123  -80.75981  -0.352  448.06  10.673  262.94  221.32
 003555 00084768 16.522345  +7.94552  -80.76308  -0.390  445.79  10.712  262.90  221.17
 003556 00084788 16.523233  +7.95135  -80.76771  -0.314  440.96  10.701  260.82  221.61
 003557 00084808 16.524122  +7.95582  -80.77114  -0.423  436.76  10.732  261.91  221.53
 003558 00084828 16.525011  +7.96028  -80.77457  -0.357  434.14  10.704  262.80  220.54
 003559 00084848 16.525900  +7.96457  -80.77801  -0.335  433.39  10.434  263.75  222.18
 003560 00084868 16.526793  +7.96904  -80.78127  -0.346  438.97  10.027  261.42  223.59
 003561 00084888 16.527681  +7.97487  -80.78590  -0.357  442.27  9.7640  263.79  224.48
 003562 00084908 16.528570  +7.97951  -80.78951  -0.352  442.89  9.6866  263.29  225.18
 003563 00084928 16.529459  +7.98397  -80.79277  -0.335  441.52  9.7988  264.39  225.48
 003564 00084948 16.530348  +7.98826  -80.79620  -0.390  439.93  9.7834  260.58  225.21
 003565 00084968 16.531239  +7.99255  -80.79947  -0.319  435.87  9.9962  263.71  224.68
 003566 00084988 16.532127  +7.99839  -80.80410  -0.357  431.94  9.9885  262.34  225.22
 003567 00085008 16.533016  +8.00285  -80.80753  -0.341  426.29  10.155  262.68  224.54
 003568 00085028 16.533905  +8.00732  -80.81097  -0.407  419.13  10.228  263.20  223.61
 003569 00085048 16.534794  +8.01195  -80.81458  -0.456  413.82  10.124  261.93  224.12
 003570 00085068 16.535683  +8.01779  -80.81904  -0.363  407.48  9.8724  263.54  224.05
 003571 00085088 16.536575  +8.02225  -80.82247  -0.346  405.21  9.4854  263.27  225.61
 003572 00085108 16.537464  +8.02671  -80.82590  -0.445  401.08  9.2106  263.48  226.18
 003573 00085128 16.538353  +8.03101  -80.82934  -0.368  397.98  8.9977  262.41  227.88
 003574 00085148 16.539242  +8.03547  -80.83277  -0.407  396.32  8.8391  263.26  227.81
 003575 00085168 16.540131  +8.04131  -80.83723  -0.390  392.26  8.7230  263.91  228.89
 003576 00085188 16.541021  +8.04560  -80.84067  -0.368  386.54  8.7346  264.55  228.93
 003577 00085208 16.541910  +8.05006  -80.84410  -0.330  379.31  8.7655  262.98  229.23
 003578 00085228 16.542801  +8.05452  -80.84753  -0.467  370.21  8.7694  263.78  229.01
 003579 00085248 16.543690  +8.05916  -80.85097  -0.335  362.77  8.7191  264.05  228.52
 003580 00085268 16.544579  +8.06517  -80.85560  -0.374  355.68  8.8120  262.96  228.40
 003581 00085288 16.545469  +8.06946  -80.85903  -0.346  349.89  8.8004  264.73  228.34
 003582 00085308 16.546358  +8.07392  -80.86246  -0.346  344.45  8.9049  262.86  228.36
 003583 00085328 16.547247  +8.07838  -80.86590  -0.314  336.87  8.7888  261.45  228.30
 003584 00085348 16.548136  +8.08285  -80.86933  -0.434  328.61  8.8313  264.29  228.87
 003585 00085368 16.549025  +8.08868  -80.87397  -0.357  317.86  8.6727  262.74  228.54
 003586 00085388 16.549913  +8.09298  -80.87723  -0.385  306.97  8.5721  263.98  228.92
 003587 00085408 16.550806  +8.09744  -80.88066  -0.423  296.98  8.5837  262.76  228.88
 003588 00085428 16.551695  +8.10173  -80.88409  -0.357  287.00  8.5759  264.81  228.74
 003589 00085448 16.552584  +8.10637  -80.88753  -0.291  279.35  8.6185  265.79  228.18
 003590 00085468 16.553473  +8.11237  -80.89217  -0.407  270.05  8.5759  265.29  228.97
 003591 00085488 16.554361  +8.11666  -80.89560  -0.291  263.44  8.4482  266.56  228.76
 003592 00085508 16.555252  +8.12113  -80.89903  -0.314  258.68  8.4095  269.41  229.81
 003593 00085528 16.556141  +8.12559  -80.90247  -0.434  254.41  8.3360  268.97  229.44
 003594 00085548 16.557030  +8.12988  -80.90590  -0.368  250.14  8.3128  267.32  229.68
 003595 00085568 16.557919  +8.13589  -80.91036  -0.385  247.45  8.3011  267.24  228.64
 003596 00085588 16.558809  +8.14018  -80.91362  -0.412  241.80  8.1812  266.56  228.90
 003597 00085608 16.559698  +8.14465  -80.91723  -0.407  235.60  7.9335  269.61  229.96
 003598 00085628 16.560589  +8.14894  -80.92066  -0.396  229.47  7.8019  270.14  230.67
 003599 00085648 16.561478  +8.15340  -80.92410  -0.297  223.55  7.6278  272.11  231.98
 003600 00085668 16.562366  +8.15958  -80.92873  -0.456  217.62  7.5039  272.49  233.11
 003601 00085688 16.563255  +8.16404  -80.93216  -0.357  212.59  7.3956  271.74  233.53
 003602 00085708 16.564144  +8.16851  -80.93577  -0.357  207.50  7.1750  272.11  234.39
 003603 00085728 16.565037  +8.17280  -80.93903  -0.473  202.12  7.0357  272.80  234.65
 003604 00085748 16.565926  +8.17726  -80.94246  -0.352  195.65  6.7648  276.18  236.29
 003605 00085768 16.566814  +8.18327  -80.94710  -0.363  185.18  6.2384  276.67  238.90
 003606 00085788 16.567703  +8.18773  -80.95053  -0.380  179.25  5.9869  278.77  240.52
 003607 00085808 16.568592  +8.19220  -80.95396  -0.440  174.36  5.6928  280.46  241.34
 003608 00085828 16.569483  +8.19666  -80.95740  -0.335  171.67  5.4025  281.71  242.21
 003609 00085848 16.570372  +8.20112  -80.96100  -0.297  169.54  5.2090  283.39  243.73
 003610 00085868 16.571260  +8.20713  -80.96564  -0.440  165.54  5.0465  284.57  245.27
 003611 00085888 16.572149  +8.21159  -80.96907  -0.302  175.67  5.1277  282.92  241.39
 003612 00085908 16.573038  +8.21606  -80.97250  -0.352  167.40  4.8336  283.05  243.40
 003613 00085928 16.573927  +8.22035  -80.97576  -0.357  163.48  4.7253  284.79  244.44
 003614 00085948 16.574820  +8.22481  -80.97919  -0.390  172.71  4.7098  284.52  243.08
 003615 00085968 16.575708  +8.23065  -80.98383  -0.396  176.01  4.6440  284.90  243.34
 003616 00085988 16.576597  +8.23511  -80.98727  -0.380  165.61  4.4737  286.08  246.26
 003617 00086008 16.577486  +8.23957  -80.99070  -0.434  166.99  4.3576  289.22  247.30
 003618 00086028 16.578375  +8.24404  -80.99413  -0.319  168.16  4.1486  289.98  247.66
 003619 00086048 16.579268  +8.24833  -80.99757  -0.363  169.61  4.0441  291.26  248.52
 003620 00086068 16.580156  +8.25451  -81.00237 -10.098  167.75  4.0596  291.71  248.62
 003621 00086088 16.581045  +8.25897  -81.00581 -15.433  188.21  4.1796  289.11  246.28
 003622 00086108 16.581934  +8.26326  -81.00958 -15.059  182.63  4.2299  289.46  246.19
 003623 00086128 16.582823  +8.26738  -81.01336 -14.927  157.90  3.9900  290.86  249.80
 003624 00086148 16.583712  +8.27133  -81.01730 -14.745  151.14  4.0054  292.06  253.25
 003625 00086168 16.584602  +8.27648  -81.02297 -14.668  151.14  3.9938  290.36  252.55
 003626 00086188 16.585491  +8.28026  -81.02726 -17.182  158.38  4.1796  287.61  248.50
 003627 00086208 16.586380  +8.28369  -81.03172 -17.655  158.58  4.2338  288.97  248.92
 003628 00086228 16.587269  +8.28695  -81.03636 -18.161  152.59  4.2996  288.45  249.59
 003629 00086248 16.588158  +8.29004  -81.04117 -18.161  161.48  4.4776  287.93  246.93
 003630 00086268 16.589050  +8.29399  -81.04769 -18.002  177.60  4.5240  286.48  244.14
 003631 00086288 16.589939  +8.29657  -81.05284 -18.018  189.65  4.5085  284.01  243.31
 003632 00086308 16.590828  +8.29897  -81.05799 -18.216  190.27  4.5782  284.30  242.54
 003633 00086328 16.591717  +8.30103  -81.06331 -19.591  191.45  4.6943  284.27  242.22
 003634 00086348 16.592606  +8.30292  -81.06880 -19.668  189.24  4.7756  285.24  241.66
 003635 00086368 16.593496  +8.30515  -81.07619 -19.552  185.31  4.8801  285.64  241.92
 003636 00086388 16.594387  +8.30635  -81.08168 -19.514  171.81  4.7407  286.73  243.79
 003637 00086408 16.595276  +8.30738  -81.08734 -19.530  155.21  4.6827  287.98  247.43
 003638 00086428 16.596165  +8.30807  -81.09301 -15.306  149.28  4.3886  289.10  250.80
 003639 00086448 16.597054  +8.30858  -81.09867 -13.090  144.88  4.2918  288.89  252.96
 003640 00086468 16.597942  +8.30893  -81.10640 -13.293  151.97  4.3344  288.67  250.98
 003641 00086488 16.598833  +8.30893  -81.11206 -16.302  163.34  4.4466  287.84  248.02
 003642 00086508 16.599722  +8.30875  -81.11773 -17.242  185.18  4.4776  286.54  244.49
 003643 00086528 16.600611  +8.30841  -81.12339 -17.336  199.78  4.6285  284.34  242.97
 003644 00086548 16.601500  +8.30772  -81.12923 -10.653  230.78  4.6556  279.15  241.30
 003645 00086568 16.602388  +8.30669  -81.13678  +3.998  232.78  4.5240  279.01  241.62
 003646 00086588 16.603277  +8.30584  -81.14245  +3.404  231.33  4.4969  277.75  241.01
 003647 00086608 16.604170  +8.30498  -81.14811  +2.376  263.92  4.6092  278.88  241.07
 003648 00086628 16.605059  +8.30481  -81.15326  +1.270  256.41  4.5550  277.87  240.81
 003649 00086648 16.605947  +8.30412  -81.15910  +0.775  246.01  4.6014  281.63  241.15
 003650 00086668 16.606836  +8.30309  -81.16665  +0.434  273.98  4.4466  278.63  242.16
 003651 00086688 16.607725  +8.30257  -81.17214  +0.253  274.04  4.5937  278.74  242.39
 003652 00086708 16.608616  +8.30172  -81.17781  +0.077  259.37  4.6169  279.76  242.12
 003653 00086728 16.609505  +8.30103  -81.18347  +0.022  256.96  4.5743  281.24  242.49
 003654 00086748 16.610394  +8.30034  -81.18914  -0.071  273.70  4.7214  281.15  241.97
 003655 00086768 16.611284  +8.29948  -81.19669  -0.154  273.84  4.9226  279.16  239.73
 003656 00086788 16.612173  +8.29880  -81.20253  -0.160  254.34  4.8723  280.36  240.76
 003657 00086808 16.613064  +8.29811  -81.20819  -0.220  226.79  4.7872  282.96  242.51
 003658 00086828 16.613953  +8.29742  -81.21403  -0.225  221.69  4.6517  284.05  244.25
 003659 00086848 16.614841  +8.29691  -81.21970  -0.291  236.36  4.6324  281.95  242.51
 003660 00086868 16.615730  +8.29588  -81.22742  -0.259  271.63  4.7524  279.76  241.74
 003661 00086888 16.616619  +8.29536  -81.23309  -0.335  292.44  4.7214  279.49  242.11
 003662 00086908 16.617508  +8.29468  -81.23875  -0.357  318.41  4.8530  278.57  241.68
 003663 00086928 16.618401  +8.29399  -81.24458  -0.401  323.09  4.8104  279.00  241.95
 003664 00086948 16.619289  +8.29330  -81.25042  -0.335  323.65  4.7601  280.51  242.71
 003665 00086968 16.620178  +8.29245  -81.25780  -0.407  331.15  4.7601  279.21  241.96
 003666 00086988 16.621067  +8.29176  -81.26364  -0.269  329.85  4.7911  279.12  242.26
 003667 00087008 16.621956  +8.29107  -81.26930  -0.335  330.88  4.9265  278.85  241.50
 003668 00087028 16.622847  +8.29039  -81.27531  -0.302  323.92  4.8839  278.88  241.18
 003669 00087048 16.623735  +8.28970  -81.28115  -0.401  322.89  4.9497  278.97  240.52
 003670 00087068 16.624624  +8.28884  -81.28870  -0.286  316.34  4.8375  278.18  242.24
 003671 00087088 16.625513  +8.28815  -81.29454  -0.297  306.08  4.7175  280.02  242.78
 003672 00087108 16.626402  +8.28747  -81.29986  -0.396  308.08  4.7601  282.96  242.79
 003673 00087128 16.627295  +8.28678  -81.30569  -0.357  320.96  4.8027  281.99  242.86
 003674 00087148 16.628183  +8.28592  -81.31342  -0.396  325.37  4.7330  281.79  242.60
 003675 00087168 16.629072  +8.28524  -81.31908  -0.341  330.12  4.8375  280.29  241.89
 003676 00087188 16.629961  +8.28455  -81.32492  -0.357  312.28  4.7214  280.24  243.06
 003677 00087208 16.630850  +8.28386  -81.33076  -0.407  302.08  4.8762  279.87  242.09
 003678 00087228 16.631739  +8.28318  -81.33643  -0.275  309.32  4.9613  280.59  241.24
 003679 00087248 16.632631  +8.28232  -81.34432  -0.368  307.73  4.9536  281.96  241.37
 003680 00087268 16.633520  +8.28163  -81.35016  -0.308  316.62  4.9188  282.54  241.93
 003681 00087288 16.634409  +8.28094  -81.35600  -0.385  316.76  4.9923  282.15  241.59
 003682 00087308 16.635298  +8.28026  -81.36149  -0.352  314.90  4.9962  281.62  241.41
 003683 00087328 16.636187  +8.27957  -81.36732  -0.401  308.42  4.9536  282.06  242.22
 003684 00087348 16.637077  +8.27871  -81.37505  -0.319  301.74  5.0736  283.49  240.85
 003685 00087368 16.637966  +8.27803  -81.38071  -0.363  290.16  5.0117  284.97  241.38
 003686 00087388 16.638855  +8.27734  -81.38638  -0.253  288.24  4.9691  283.83  241.47
 003687 00087408 16.639744  +8.27665  -81.39221  -0.308  279.97  4.9923  284.09  241.20
 003688 00087428 16.640633  +8.27597  -81.39788  -0.357  266.26  4.8917  285.69  242.06
