23  1001
Margitan, J. J., Sen, B.
Jet Propulsion Laboratory (JPL)
Ozone  (Balloon UV in situ Photometer)
BOS
1 1
2003 09 16    2003 10 13
0
Elapsed time in UT seconds from 0 hours on the given flight date
2
1.0 1.0
 9999.99 99.999
Pressure (mb)
Ozone Mixing Ratio (ppm)
  1

  6
****** Preliminary Data ******
Data from the Dual Beam, in situ UV Photometer flown aboard the OMS 
in situ gondola from Ft. Sumner NM  34.5N, 255.8E.
Pressure and Ozone retrieved from on-board data.
Estimated ozone accuracy is 5%.
 UTsec   P(mb)  O3(ppm)
 74828  361.79   0.057
 74829  362.10   0.059
 74830  362.40   0.059
 74831  362.70   0.060
 74832  363.01   0.060
 74833  363.31   0.061
 74834  363.61   0.064
 74835  363.92   0.062
 74836  364.22   0.061
 74837  364.52   0.063
 74838  364.82   0.063
 74839  365.16   0.063
 74840  365.50   0.062
 74841  365.83   0.062
 74842  366.17   0.061
 74843  366.50   0.058
 74844  366.84   0.059
 74845  367.17   0.060
 74846  367.51   0.060
 74847  367.84   0.061
 74848  368.17   0.062
 74849  368.49   0.060
 74850  368.81   0.060
 74851  369.13   0.055
 74852  369.45   0.057
 74853  369.77   0.057
 74854  370.08   0.058
 74855  370.40   0.058
 74856  370.72   0.056
 74857  371.04   0.058
 74858  371.35   0.057
 74859  371.74   0.060
 74860  372.12   0.059
 74861  372.50   0.061
 74862  372.88   0.061
 74863  373.26   0.061
 74864  373.64   0.058
 74865  374.02   0.055
 74866  374.40   0.058
 74867  374.78   0.059
 74868  375.17   0.061
 74869  375.48   0.057
 74870  375.79   0.060
 74871  376.10   0.057
 74872  376.41   0.059
 74873  376.72   0.059
 74874  377.03   0.053
 74875  377.34   0.051
 74876  377.65   0.055
 74877  377.96   0.054
 74878  378.26   0.057
 74879  378.59   0.055
 74880  378.91   0.058
 74881  379.23   0.061
 74882  379.55   0.060
 74883  379.88   0.058
 74884  380.20   0.061
 74885  380.52   0.060
 74886  380.84   0.060
 74887  381.16   0.061
 74888  381.48   0.061
 74889  381.81   0.062
 74890  382.15   0.061
 74891  382.49   0.060
 74892  382.83   0.061
 74893  383.17   0.060
 74894  383.50   0.060
 74895  383.84   0.062
 74896  384.18   0.059
 74897  384.52   0.061
 74898  384.85   0.060
 74899  385.17   0.058
 74900  385.49   0.058
 74901  385.80   0.059
 74902  386.12   0.057
 74903  386.44   0.057
 74904  386.75   0.057
 74905  387.07   0.056
 74906  387.38   0.058
 74907  387.70   0.055
 74908  388.01   0.055
 74909  388.36   0.058
 74910  388.70   0.056
 74911  389.04   0.057
 74912  389.39   0.057
 74913  389.73   0.060
 74914  390.07   0.056
 74915  390.42   0.056
 74916  390.76   0.055
 74917  391.10   0.057
 74918  391.45   0.057
 74919  391.78   0.061
 74920  392.11   0.058
 74921  392.44   0.058
 74922  392.77   0.059
 74923  393.10   0.058
 74924  393.43   0.058
 74925  393.76   0.059
 74926  394.09   0.058
 74927  394.42   0.058
 74928  394.75   0.057
 74929  395.05   0.058
 74930  395.36   0.056
 74931  395.67   0.059
 74932  395.97   0.055
 74933  396.28   0.056
 74934  396.59   0.056
 74935  396.89   0.052
 74936  397.20   0.056
 74937  397.51   0.056
 74938  397.80   0.058
 74939  398.21   0.059
 74940  398.60   0.059
 74941  398.99   0.060
 74942  399.38   0.060
 74943  399.78   0.060
 74944  400.17   0.056
 74945  400.56   0.060
 74946  400.95   0.059
 74947  401.34   0.053
 74948  401.73   0.051
 74949  402.07   0.050
 74950  402.40   0.052
 74951  402.73   0.051
 74952  403.06   0.053
 74953  403.39   0.054
 74954  403.72   0.055
 74955  404.05   0.053
 74956  404.38   0.055
 74957  404.71   0.053
 74958  405.04   0.054
 74959  405.42   0.056
 74960  405.80   0.055
 74961  406.19   0.054
 74962  406.58   0.056
 74963  406.96   0.057
 74964  407.35   0.055
 74965  407.73   0.055
 74966  408.12   0.053
 74967  408.50   0.055
 74968  408.89   0.054
 74969  409.22   0.052
 74970  409.56   0.054
 74971  409.90   0.053
 74972  410.24   0.055
 74973  410.58   0.053
 74974  410.92   0.057
 74975  411.26   0.055
 74976  411.60   0.054
 74977  411.94   0.055
 74978  412.26   0.054
 74979  412.63   0.054
 74980  412.99   0.053
 74981  413.35   0.054
 74982  413.70   0.053
 74983  414.06   0.056
 74984  414.42   0.054
 74985  414.77   0.051
 74986  415.13   0.054
 74987  415.49   0.053
 74988  415.85   0.055
 74989  416.17   0.056
 74990  416.51   0.055
 74991  416.83   0.055
 74992  417.17   0.054
 74993  417.50   0.057
 74994  417.82   0.054
 74995  418.16   0.056
 74996  418.48   0.055
 74997  418.82   0.056
 74998  419.14   0.056
 74999  419.50   0.064
 75000  419.86   0.053
 75001  420.21   0.053
 75002  420.57   0.051
 75003  420.92   0.052
 75004  421.28   0.052
 75005  421.64   0.052
 75006  421.99   0.055
 75007  422.35   0.054
 75008  422.70   0.056
 75009  423.03   0.056
 75010  423.36   0.056
 75011  423.69   0.056
 75012  424.01   0.055
 75013  424.34   0.053
 75014  424.67   0.053
 75015  424.99   0.052
 75016  425.32   0.051
 75017  425.65   0.055
 75018  425.97   0.055
 75019  426.32   0.053
 75020  426.67   0.053
 75021  427.02   0.054
 75022  427.37   0.052
 75023  427.72   0.056
 75024  428.06   0.055
 75025  428.41   0.056
 75026  428.76   0.055
 75027  429.11   0.054
 75028  429.45   0.053
 75029  429.85   0.052
 75030  430.24   0.051
 75031  430.63   0.061
 75032  431.03   0.051
 75033  431.42   0.050
 75034  431.81   0.053
 75035  432.21   0.054
 75036  432.60   0.058
 75037  432.99   0.054
 75038  433.38   0.056
 75039  433.84   0.053
 75040  434.29   0.057
 75041  434.75   0.052
 75042  435.20   0.056
 75043  435.66   0.056
 75044  436.11   0.054
 75045  436.57   0.057
 75046  437.02   0.056
 75047  437.48   0.056
 75048  437.94   0.055
 75049  438.35   0.053
 75050  438.76   0.057
 75051  439.17   0.054
 75052  439.58   0.059
 75053  439.99   0.056
 75054  440.40   0.055
 75055  440.81   0.056
 75056  441.22   0.058
 75057  441.63   0.059
 75058  442.04   0.061
 75059  442.42   0.050
 75060  442.80   0.058
 75061  443.18   0.053
 75062  443.56   0.054
 75063  443.94   0.053
 75064  444.32   0.053
 75065  444.70   0.055
 75066  445.08   0.056
 75067  445.46   0.054
 75068  445.83   0.054
 75069  446.28   0.052
 75070  446.72   0.055
 75071  447.17   0.052
 75072  447.61   0.055
 75073  448.06   0.056
 75074  448.50   0.056
 75075  448.94   0.058
 75076  449.39   0.057
 75077  449.83   0.056
 75078  450.27   0.056
 75079  450.68   0.052
 75080  451.08   0.053
 75081  451.48   0.053
 75082  451.88   0.050
 75083  452.27   0.052
 75084  452.67   0.051
 75085  453.07   0.053
 75086  453.47   0.050
 75087  453.87   0.053
 75088  454.26   0.052
 75089  454.69   0.054
 75090  455.10   0.054
 75091  455.52   0.051
 75092  455.94   0.055
 75093  456.35   0.055
 75094  456.76   0.053
 75095  457.18   0.054
 75096  457.60   0.053
 75097  458.01   0.053
 75098  458.42   0.052
 75099  458.84   0.053
 75100  459.25   0.050
 75101  459.67   0.044
 75102  460.08   0.046
 75103  460.50   0.044
 75104  460.91   0.044
 75105  461.32   0.043
 75106  461.74   0.045
 75107  462.15   0.042
 75108  462.57   0.042
 75109  463.00   0.041
 75110  463.43   0.040
 75111  463.86   0.040
 75112  464.30   0.038
 75113  464.73   0.035
 75114  465.16   0.035
 75115  465.60   0.034
 75116  466.03   0.023
 75117  466.46   0.030
 75118  466.89   0.025
 75119  467.32   0.045
 75120  467.75   0.042
 75121  468.18   0.033
 75122  468.60   0.035
 75123  469.03   0.034
 75124  469.46   0.034
 75125  469.88   0.032
 75126  470.31   0.029
 75127  470.74   0.032
 75128  471.17   0.031
 75129  471.58   0.030
 75130  472.00   0.032
 75131  472.42   0.031
 75132  472.84   0.032
 75133  473.26   0.032
 75134  473.68   0.036
 75135  474.10   0.034
 75136  474.52   0.036
 75137  474.94   0.036
 75138  475.35   0.037
 75139  475.76   0.038
 75140  476.17   0.039
 75141  476.58   0.037
 75142  476.98   0.039
 75143  477.39   0.035
 75144  477.80   0.036
 75145  478.20   0.036
 75146  478.61   0.035
 75147  479.02   0.036
 75148  479.42   0.036
 75149  479.88   0.043
 75150  480.34   0.041
 75151  480.80   0.041
 75152  481.26   0.045
 75153  481.72   0.044
 75154  482.17   0.042
 75155  482.63   0.043
 75156  483.09   0.043
 75157  483.55   0.041
 75158  484.01   0.040
 75159  484.44   0.046
 75160  484.88   0.043
 75161  485.31   0.044
 75162  485.75   0.046
 75163  486.18   0.044
 75164  486.61   0.046
 75165  487.05   0.048
 75166  487.48   0.047
 75167  487.92   0.045
 75168  488.35   0.044
 75169  488.74   0.042
 75170  489.13   0.043
 75171  489.52   0.045
 75172  489.91   0.042
 75173  490.30   0.043
 75174  490.69   0.041
 75175  491.08   0.042
 75176  491.47   0.044
 75177  491.86   0.043
 75178  492.25   0.044
 75179  492.70   0.045
 75180  493.15   0.042
 75181  493.60   0.043
 75182  494.05   0.041
 75183  494.50   0.041
 75184  494.95   0.043
 75185  495.40   0.041
 75186  495.85   0.041
 75187  496.30   0.039
 75188  496.76   0.039
 75189  497.16   0.042
 75190  497.56   0.039
 75191  497.97   0.039
 75192  498.37   0.039
 75193  498.77   0.038
 75194  499.18   0.039
 75195  499.58   0.040
 75196  499.99   0.037
 75197  500.39   0.039
 75198  500.79   0.037
 75199  501.27   0.041
 75200  501.74   0.041
 75201  502.21   0.040
 75202  502.68   0.044
 75203  503.16   0.044
 75204  503.63   0.046
 75205  504.10   0.046
 75206  504.57   0.048
 75207  505.04   0.048
 75208  505.51   0.050
 75209  505.87   0.029
 75210  506.22   0.031
 75211  506.57   0.092
 75212  506.93   0.033
 75213  507.28   0.028
 75214  507.63   0.035
 75215  507.99   0.036
 75216  508.34   0.037
 75217  508.69   0.039
 75218  509.04   0.040
 75219  509.48   0.040
 75220  509.92   0.041
 75221  510.35   0.041
 75222  510.79   0.041
 75223  511.23   0.040
 75224  511.66   0.038
 75225  512.10   0.039
 75226  512.53   0.038
 75227  512.97   0.036
 75228  513.40   0.034
 75229  513.82   0.037
 75230  514.23   0.035
 75231  514.64   0.035
 75232  515.05   0.036
 75233  515.46   0.036
 75234  515.88   0.037
 75235  516.29   0.035
 75236  516.70   0.038
 75237  517.11   0.035
 75238  517.52   0.036
 75239  517.90   0.034
 75240  518.27   0.033
 75241  518.64   0.034
 75242  519.02   0.031
 75243  519.39   0.034
 75244  519.76   0.031
 75245  520.14   0.036
 75246  520.51   0.035
 75247  520.88   0.035
 75248  521.25   0.034
 75249  521.66   0.036
 75250  522.06   0.033
 75251  522.46   0.033
 75252  522.86   0.032
 75253  523.27   0.030
 75254  523.67   0.032
 75255  524.07   0.034
 75256  524.47   0.034
 75257  524.87   0.034
 75258  525.28   0.034
 75259  525.65   0.036
 75260  526.03   0.034
 75261  526.40   0.032
 75262  526.78   0.033
 75263  527.15   0.033
 75264  527.53   0.034
 75265  527.90   0.033
 75266  528.28   0.035
 75267  528.65   0.034
 75268  529.03   0.035
 75269  529.42   0.033
 75270  529.82   0.033
 75271  530.21   0.032
 75272  530.61   0.031
 75273  531.01   0.035
 75274  531.40   0.031
 75275  531.80   0.031
 75276  532.19   0.032
 75277  532.59   0.033
 75278  532.97   0.034
 75279  533.31   0.034
 75280  533.63   0.033
 75281  533.95   0.032
 75282  534.27   0.032
 75283  534.59   0.032
 75284  534.91   0.031
 75285  535.23   0.031
 75286  535.55   0.032
 75287  535.87   0.032
 75288  536.20   0.033
 75289  536.62   0.034
 75290  537.04   0.033
 75291  537.46   0.034
 75292  537.89   0.034
 75293  538.31   0.033
 75294  538.73   0.033
 75295  539.16   0.033
 75296  539.58   0.032
 75297  540.00   0.034
 75298  540.41   0.034
 75299  540.77   0.035
 75300  541.12   0.034
 75301  541.47   0.033
 75302  541.82   0.033
 75303  542.17   0.032
 75304  542.52   0.031
 75305  542.87   0.034
 75306  543.22   0.035
 75307  543.57   0.035
 75308  543.91   0.036
 75309  544.29   0.036
 75310  544.67   0.035
 75311  545.05   0.039
 75312  545.43   0.035
 75313  545.81   0.034
 75314  546.18   0.033
 75315  546.56   0.031
 75316  546.94   0.034
 75317  547.32   0.032
 75318  547.70   0.033
 75319  548.04   0.035
 75320  548.39   0.034
 75321  548.74   0.034
 75322  549.09   0.034
 75323  549.44   0.033
 75324  549.79   0.033
 75325  550.14   0.034
 75326  550.49   0.033
 75327  550.84   0.032
 75328  551.19   0.031
 75329  551.65   0.034
 75330  552.13   0.033
 75331  552.59   0.033
 75332  553.07   0.034
 75333  553.53   0.032
 75334  554.00   0.028
 75335  554.47   0.033
 75336  554.94   0.033
 75337  555.41   0.035
 75338  555.88   0.035
 75339  556.28   0.036
 75340  556.68   0.036
 75341  557.08   0.036
 75342  557.48   0.036
 75343  557.88   0.036
 75344  558.27   0.034
 75345  558.67   0.036
 75346  559.07   0.036
 75347  559.47   0.038
 75348  559.85   0.039
 75349  560.22   0.032
 75350  560.57   0.034
 75351  560.92   0.033
 75352  561.27   0.030
 75353  561.63   0.030
 75354  561.98   0.032
 75355  562.33   0.034
 75356  562.68   0.033
 75357  563.03   0.033
 75358  563.38   0.033
 75359  563.82   0.036
 75360  564.26   0.035
 75361  564.69   0.035
 75362  565.13   0.036
 75363  565.56   0.036
 75364  566.00   0.036
 75365  566.44   0.036
 75366  566.87   0.034
 75367  567.31   0.037
 75368  567.75   0.037
 75369  568.11   0.033
 75370  568.47   0.034
 75371  568.83   0.035
 75372  569.19   0.033
 75373  569.55   0.033
 75374  569.92   0.035
 75375  570.28   0.036
 75376  570.64   0.037
 75377  571.00   0.041
 75378  571.35   0.044
 75379  571.76   0.040
 75380  572.15   0.041
 75381  572.54   0.039
 75382  572.94   0.037
 75383  573.33   0.041
 75384  573.72   0.038
 75385  574.12   0.040
 75386  574.51   0.040
 75387  574.90   0.039
 75388  575.29   0.039
 75389  575.75   0.043
 75390  576.20   0.039
 75391  576.65   0.040
 75392  577.10   0.039
 75393  577.55   0.039
 75394  578.00   0.037
 75395  578.45   0.038
 75396  578.90   0.034
 75397  579.35   0.039
 75398  579.79   0.038
 75399  580.30   0.039
 75400  580.80   0.038
 75401  581.30   0.037
 75402  581.79   0.037
 75403  582.29   0.039
 75404  582.79   0.038
 75405  583.28   0.038
 75406  583.78   0.037
 75407  584.28   0.039
 75408  584.77   0.039
 75409  585.26   0.040
 75410  585.74   0.040
 75411  586.22   0.039
 75412  586.70   0.041
 75413  587.18   0.040
 75414  587.66   0.039
 75415  588.14   0.039
 75416  588.62   0.041
 75417  589.10   0.042
 75418  589.58   0.043
 75419  590.04   0.039
 75420  590.51   0.040
 75421  590.96   0.041
 75422  591.42   0.037
 75423  591.89   0.040
 75424  592.35   0.041
 75425  592.81   0.041
 75426  593.27   0.043
 75427  593.73   0.042
 75428  594.19   0.043
 75429  594.65   0.039
 75430  595.12   0.041
 75431  595.59   0.040
 75432  596.05   0.039
 75433  596.52   0.033
 75434  596.99   0.039
 75435  597.45   0.040
 75436  597.92   0.040
 75437  598.39   0.041
 75438  598.84   0.042
 75439  599.36   0.045
 75440  599.87   0.044
 75441  600.38   0.042
 75442  600.88   0.045
 75443  601.39   0.043
 75444  601.90   0.043
 75445  602.40   0.043
 75446  602.91   0.046
 75447  603.42   0.043
 75448  603.91   0.044
 75449  604.28   0.039
 75450  604.64   0.041
 75451  604.99   0.037
 75452  605.34   0.037
 75453  605.70   0.037
 75454  606.05   0.038
 75455  606.41   0.040
 75456  606.76   0.040
 75457  607.12   0.040
 75458  607.46   0.040
 75459  607.86   0.040
 75460  608.24   0.040
 75461  608.62   0.041
 75462  609.00   0.040
 75463  609.38   0.039
 75464  609.76   0.039
 75465  610.14   0.038
 75466  610.52   0.040
 75467  610.90   0.039
 75468  611.28   0.040
 75469  611.72   0.043
 75470  612.15   0.040
 75471  612.58   0.041
 75472  613.02   0.041
 75473  613.45   0.042
 75474  613.88   0.041
 75475  614.32   0.042
 75476  614.75   0.044
 75477  615.18   0.043
 75478  615.60   0.044
 75479  616.05   0.040
 75480  616.48   0.042
 75481  616.92   0.038
 75482  617.35   0.039
 75483  617.78   0.038
 75484  618.22   0.042
 75485  618.65   0.042
 75486  619.09   0.043
 75487  619.52   0.042
 75488  619.95   0.042
 75489  620.39   0.038
 75490  620.83   0.039
 75491  621.27   0.036
 75492  621.70   0.036
 75493  622.14   0.039
 75494  622.58   0.039
 75495  623.01   0.040
 75496  623.45   0.040
 75497  623.89   0.040
 75498  624.33   0.039
 75499  624.73   0.041
 75500  625.13   0.040
 75501  625.53   0.038
 75502  625.93   0.040
 75503  626.33   0.040
 75504  626.74   0.041
 75505  627.14   0.043
 75506  627.54   0.041
 75507  627.94   0.039
 75508  628.34   0.037
 75509  628.63   0.037
 75510  628.92   0.038
 75511  629.21   0.040
 75512  629.50   0.039
 75513  629.79   0.042
 75514  630.08   0.040
 75515  630.37   0.040
 75516  630.66   0.042
 75517  630.95   0.042
 75518  631.22   0.044
 75519  631.62   0.039
 75520  632.00   0.042
 75521  632.38   0.040
 75522  632.77   0.040
 75523  633.15   0.039
 75524  633.53   0.039
 75525  633.92   0.041
 75526  634.30   0.043
 75527  634.68   0.040
 75528  635.07   0.041
 75529  635.56   0.040
 75530  636.06   0.040
 75531  636.55   0.040
 75532  637.05   0.039
 75533  637.54   0.039
 75534  638.04   0.038
 75535  638.54   0.041
 75536  639.03   0.041
 75537  639.53   0.039
 75538  640.02   0.038
 75539  640.40   0.043
 75540  640.77   0.040
 75541  641.15   0.041
 75542  641.52   0.041
 75543  641.90   0.043
 75544  642.27   0.044
 75545  642.64   0.041
 75546  643.02   0.044
 75547  643.39   0.042
 75548  643.77   0.044
 75549  644.07   0.038
 75550  644.38   0.041
 75551  644.69   0.039
 75552  645.00   0.038
 75553  645.31   0.039
 75554  645.62   0.038
 75555  645.93   0.040
 75556  646.24   0.042
 75557  646.55   0.043
 75558  646.84   0.045
 75559  647.23   0.040
 75560  647.60   0.043
 75561  647.98   0.039
 75562  648.35   0.040
 75563  648.73   0.038
 75564  649.10   0.037
 75565  649.48   0.041
 75566  649.85   0.041
 75567  650.23   0.038
 75568  650.59   0.037
 75569  650.97   0.037
 75570  651.33   0.038
 75571  651.69   0.041
 75572  652.06   0.039
 75573  652.42   0.038
 75574  652.78   0.037
 75575  653.15   0.039
 75576  653.51   0.038
 75577  653.87   0.041
 75578  654.22   0.041
 75579  654.64   0.039
 75580  655.05   0.040
 75581  655.45   0.041
 75582  655.86   0.040
 75583  656.27   0.042
 75584  656.67   0.041
 75585  657.08   0.040
 75586  657.48   0.040
 75587  657.89   0.040
 75588  658.28   0.040
 75589  658.67   0.038
 75590  659.04   0.038
 75591  659.42   0.043
 75592  659.79   0.038
 75593  660.16   0.038
 75594  660.54   0.040
 75595  660.91   0.038
 75596  661.29   0.040
 75597  661.66   0.040
 75598  662.03   0.042
 75599  662.34   0.041
 75600  662.65   0.039
 75601  662.96   0.038
 75602  663.27   0.036
 75603  663.58   0.037
 75604  663.89   0.037
 75605  664.20   0.035
 75606  664.51   0.036
 75607  664.82   0.038
 75608  665.13   0.039
 75609  665.46   0.045
 75610  665.79   0.041
 75611  666.13   0.044
 75612  666.46   0.044
 75613  666.79   0.043
 75614  667.13   0.044
 75615  667.46   0.041
 75616  667.80   0.040
 75617  668.13   0.041
 75618  668.46   0.040
 75619  668.85   0.038
 75620  669.24   0.039
 75621  669.62   0.036
 75622  670.01   0.036
 75623  670.40   0.040
 75624  670.78   0.038
 75625  671.17   0.037
 75626  671.55   0.038
 75627  671.94   0.040
 75628  672.33   0.042
 75629  672.67   0.040
 75630  673.01   0.041
 75631  673.35   0.040
 75632  673.70   0.040
 75633  674.04   0.040
 75634  674.38   0.042
 75635  674.73   0.042
 75636  675.07   0.042
 75637  675.41   0.043
 75638  675.76   0.043
 75639  676.09   0.040
 75640  676.42   0.039
 75641  676.75   0.038
 75642  677.08   0.035
