year          day          dechr          hour          min          sec          rh          esh          clong          clat          HGIlong          br          bt          bn          vp1r          vp1t          vp1n          crot          np1          vp1          Tp1          vaz          vel          Bx          By          Bz          sBx          sBy          sBz          nal          val          Tal          np2          vp2
   1977.0000      37.0000       0.0003       0.0000       0.0000       1.0000       0.9600     348.5100     232.6900      -5.5300      50.3028      -7.1900      10.3600       0.0900     548.7664     -55.6449      18.7797    1651.0000      14.5300     551.9000  421871.0000      -5.7900      -1.9500       7.1900     -10.3600       0.0900       0.7400       0.7200       1.3200       0.0000       0.0000       0.0000      13.1500     555.5000
   1977.0000      37.0000       0.0114       0.0000       0.0000      41.0000       0.9600     348.5100     232.6900      -5.5300      50.3094      -7.8600       9.2500      -0.9900     549.1561     -54.9099      10.7896    1651.0000      14.4500     552.0000  481925.0000      -5.7100      -1.1200       7.8600      -9.2500      -0.9900       0.6500       0.8800       0.5600       0.0000       0.0000       0.0000      12.8900     551.8000
   1977.0000      37.0000       0.0228       0.0000       1.0000      22.0000       0.9600     348.5100     232.6800      -5.5300      50.3061      -7.1900       8.9300      -1.4900     548.9886     -63.0347      -2.2183    1651.0000      15.0600     552.6000  406743.0000      -6.5500       0.2300       7.1900      -8.9300      -1.4900       0.4900       0.4800       0.4800       0.0000       0.0000       0.0000      13.8000     556.0000
   1977.0000      37.0000       0.0339       0.0000       2.0000       2.0000       0.9600     348.5100     232.6700      -5.5300      50.3027      -8.2200       8.2000      -0.5000     548.7250     -62.9074       9.4479    1651.0000      15.1300     552.4000  447014.0000      -6.5400      -0.9800       8.2200      -8.2000      -0.5000       0.4200       0.4200       0.3700       0.0000       0.0000       0.0000      13.4500     552.3000
   1977.0000      37.0000       0.0453       0.0000       2.0000      43.0000       0.9600     348.5100     232.6700      -5.5300      50.3094      -7.9400       8.3000      -1.6200     541.7290     -64.0220       1.0473    1651.0000      14.9100     545.5000  428900.0000      -6.7400      -0.1100       7.9400      -8.3000      -1.6200       0.3200       0.3600       0.4900       0.0000       0.0000       0.0000      13.7500     551.2000
   1977.0000      37.0000       0.0564       0.0000       3.0000      23.0000       0.9600     348.5100     232.6600      -5.5300      50.3060      -7.3200       8.3700      -1.9100     550.0766     -61.3121       4.3471    1651.0000      15.1400     553.5000  449960.0000      -6.3600      -0.4500       7.3200      -8.3700      -1.9100       0.3100       0.2700       0.2900       0.0000       0.0000       0.0000      13.4400     555.0000
   1977.0000      37.0000       0.0678       0.0000       4.0000       4.0000       0.9600     348.5100     232.6600      -5.5300      50.3127      -8.0500       9.2300      -1.5600     542.8695     -56.0043       7.3348    1651.0000      15.3000     545.8000  425425.0000      -5.8900      -0.7700       8.0500      -9.2300      -1.5600       0.3600       0.5500       0.8300       0.1800     617.2000  627134.0000      13.5300     549.2000
   1977.0000      37.0000       0.0789       0.0000       4.0000      44.0000       0.9600     348.5100     232.6500      -5.5300      50.3093      -8.3400       9.2000      -2.4000     545.9066     -54.3925       9.9591    1651.0000      15.2000     548.7000  429573.0000      -5.6900      -1.0400       8.3400      -9.2000      -2.4000       0.5100       1.4600       1.2900       0.0000       0.0000       0.0000      13.3600     547.6000
   1977.0000      37.0000       0.0903       0.0000       5.0000      25.0000       0.9600     348.5100     232.6400      -5.5300      50.3060      -7.8500       6.1300      -8.1600     532.9900     -52.8237     -10.2841    1651.0000      15.7900     535.7000  390897.0000      -5.6600       1.1000       7.8500      -6.1300      -8.1600       1.1800       1.3800       1.1700       0.0000       0.0000       0.0000      14.1400     537.3000
   1977.0000      37.0000       0.1014       0.0000       6.0000       5.0000       0.9600     348.5100     232.6400      -5.5300      50.3126      -9.7000       5.0700      -7.8300     528.2090     -54.9578      -6.4884    1651.0000      15.2300     531.1000  377549.0000      -5.9400       0.7000       9.7000      -5.0700      -7.8300       0.6400       0.5800       0.7400       0.0000       0.0000       0.0000      13.8600     535.8000
