UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
N,8,2006,57,3556486,1720474,1836012,1454573,1514928,168447,208581,13439,14472,67294,79269,2263,2369,14458,16393,1466383,1528170,171707,212862,22371,24859,71640,83830,4109,4291,1577257,1683667,1321436,1373789,163293,202631,11182,12256,66426,78305,1930,2027,12990,14659,1331969,1385531,165890,206122,19416,21832,70419,82441,3611,3751,143217,152345,133137,141139,5154,5950,2257,2216,868,964,333,342,1468,1734,134414,142639,5817,6740,2955,3027,1221,1389,498,540
N,8,2006,58,3498978,1689817,1809161,1440267,1507596,157600,195314,12881,13867,63109,74303,2084,2105,13876,15976,1451673,1520551,160701,199291,21609,24063,67127,78690,3756,3985,1555695,1663950,1315568,1372753,152865,189818,10734,11828,62305,73388,1790,1793,12433,14370,1325710,1384315,155337,193094,18794,21253,65981,77385,3308,3491,134122,145211,124699,134843,4735,5496,2147,2039,804,915,294,312,1443,1606,125963,136236,5364,6197,2815,2810,1146,1305,448,494
N,8,2006,59,3685283,1781768,1903515,1544197,1616354,149368,185975,13053,13629,58928,69166,1910,2007,14312,16384,1556129,1629931,152296,189961,22389,24434,62825,73319,3655,3728,1653873,1764205,1425174,1487044,144938,180705,10985,11654,58157,68291,1651,1706,12968,14805,1435925,1499237,147303,183972,19655,21721,61732,72085,3256,3272,127895,139310,119023,129310,4430,5270,2068,1975,771,875,259,301,1344,1579,120204,130694,4993,5989,2734,2713,1093,1234,399,456
N,8,2006,60,2789924,1339532,1450392,1146182,1213071,119021,151984,10189,10900,51295,59657,1778,1811,11067,12969,1155318,1223650,121489,155217,17027,19082,54526,63285,3211,3406,1228114,1326969,1042388,1098486,115144,147181,8449,9199,50704,58931,1526,1546,9903,11626,1050495,1107888,117074,149789,14754,16769,53663,62249,2851,2998,111418,123423,103794,114585,3877,4803,1740,1701,591,726,252,265,1164,1343,104823,115762,4415,5428,2273,2313,863,1036,360,408
N,8,2006,61,2712415,1299220,1413195,1111086,1181449,117227,150394,9666,10663,48907,56685,1668,1817,10666,12187,1119845,1191410,119511,153336,16327,18441,51985,59996,3106,3283,1193034,1296191,1011952,1072411,113669,146136,8088,9053,48287,56011,1445,1557,9593,11023,1019772,1081352,115489,148548,14225,16292,51124,59051,2768,2910,106186,117004,99134,109038,3558,4258,1578,1610,620,674,223,260,1073,1164,100073,110058,4022,4788,2102,2149,861,945,338,373
N,8,2006,62,2661207,1267790,1393417,1091756,1175446,109537,141569,9103,9966,46036,53017,1512,1603,9846,11816,1099865,1185225,111612,144370,15343,17609,48844,56172,2827,3064,1171731,1283321,1001945,1072588,106287,137755,7699,8521,45535,52361,1331,1397,8934,10699,1009269,1081395,107958,140059,13504,15637,48134,55243,2524,2734,96059,110096,89811,102858,3250,3814,1404,1445,501,656,181,206,912,1117,90596,103830,3654,4311,1839,1972,710,929,303,330
N,8,2006,63,2751632,1307342,1444290,1137523,1231456,106988,141005,8808,9672,42559,49067,1424,1503,10040,11587,1145953,1241072,109104,143770,15379,17365,45213,51952,2682,2822,1216623,1339139,1052741,1133405,103867,137147,7525,8290,42083,48450,1246,1321,9161,10526,1060399,1142094,105591,139426,13679,15473,44533,51115,2396,2532,90719,105151,84782,98051,3121,3858,1283,1382,476,617,178,182,879,1061,85554,98978,3513,4344,1700,1892,680,837,286,290
N,8,2006,64,2433142,1148741,1284401,993484,1087432,95887,128842,8013,8786,41178,47790,1294,1379,8885,10172,1000875,1095850,97749,131236,13810,15416,43597,50469,2372,2549,1066331,1188035,916293,997378,93151,125368,6881,7574,40745,47232,1138,1193,8123,9290,923016,1005013,94691,127385,12309,13795,42979,49697,2129,2277,82410,96366,77191,90054,2736,3474,1132,1212,433,558,156,186,762,882,77859,90837,3058,3851,1501,1621,618,772,243,272
N,8,2006,65,2241138,1052511,1188627,907894,1003530,89401,121546,7358,8096,38488,44787,1255,1288,8115,9380,914676,1011260,91052,123765,12639,14194,40714,47256,2222,2429,975056,1098457,835343,919238,86779,118285,6315,6998,38096,44314,1106,1105,7417,8517,841525,926192,88124,120125,11262,12691,40143,46588,1997,2163,77455,90170,72551,84292,2622,3261,1043,1098,392,473,149,183,698,863,73151,85068,2928,3640,1377,1503,571,668,225,266
N,8,2006,66,2163334,1012419,1150915,867386,966331,90117,122207,7133,7819,38816,44174,1230,1312,7737,9072,873846,973791,91701,124374,12019,13555,41075,46673,2146,2423,936143,1060880,795981,882128,87471,118935,6123,6792,38397,43679,1064,1126,7107,8220,801898,888846,88764,120726,10721,12111,40508,45981,1908,2159,76276,90035,71405,84203,2646,3272,1010,1027,419,495,166,186,630,852,71948,84945,2937,3648,1298,1444,567,692,238,264
N,8,2006,67,2042656,953735,1088921,823033,922024,80766,110326,6407,7173,35278,40059,1107,1200,7144,8139,828972,928739,82300,112226,11020,12313,37260,42336,1920,2178,883712,1005485,757410,843965,78390,107239,5518,6223,34890,39609,974,1034,6530,7415,762825,850041,79651,108793,9821,11035,36727,41717,1733,1936,70023,83436,65623,78059,2376,3087,889,950,388,450,133,166,614,724,66147,78698,2649,3433,1199,1278,533,619,187,242
N,8,2006,68,1993016,924301,1068715,798808,904973,78152,108588,6082,6883,33393,39153,1033,1178,6833,7940,804536,911495,79565,110503,10494,11876,35298,41326,1870,2128,857711,988180,736391,829766,75882,105567,5247,5877,33048,38717,895,1030,6248,7223,741615,835657,77044,107133,9384,10593,34809,40720,1658,1903,66590,80535,62417,75207,2270,3021,835,1006,345,436,138,148,585,717,62921,75838,2521,3370,1110,1283,489,606,212,225
N,8,2006,69,1866230,859436,1006794,742249,852703,73222,101876,5623,6418,31239,37408,952,1033,6151,7356,747342,858711,74552,103616,9554,11033,33000,39510,1677,1942,797843,930502,684507,781364,71101,99059,4839,5469,30930,36985,837,921,5629,6704,689151,786799,72210,100508,8526,9802,32550,38919,1505,1753,61593,76292,57742,71339,2121,2817,784,949,309,423,115,112,522,652,58191,71912,2342,3108,1028,1231,450,591,172,189
N,8,2006,70,1805937,824497,981440,713136,831741,70237,99823,5217,6035,29173,35965,845,972,5889,6904,718047,837406,71517,101487,8954,10393,30848,37917,1503,1754,766060,907979,658267,762984,68219,97096,4508,5205,28910,35578,740,855,5416,6261,662759,768095,69310,98490,8026,9256,30462,37368,1354,1579,58437,73461,54869,68757,2018,2727,709,830,263,387,105,117,473,643,55288,69311,2207,2997,928,1137,386,549,149,175
N,8,2006,71,1794298,812949,981349,704217,832647,69463,99324,4993,5994,27848,35474,836,1001,5592,6909,708875,838279,70625,100994,8488,10324,29486,37457,1531,1814,755325,908361,650015,764161,67556,96758,4323,5146,27570,35124,753,863,5108,6309,654242,769260,68495,98181,7620,9197,29086,36951,1393,1623,57624,72988,54202,68486,1907,2566,670,848,278,350,83,138,484,600,54633,69019,2130,2813,868,1127,400,506,138,191
N,8,2006,72,1635512,734750,900762,638277,766054,61062,89625,4404,5274,25100,32743,809,894,5098,6172,642599,771159,62103,91100,7637,9119,26538,34515,1390,1597,683597,835223,590186,704630,59379,87292,3809,4520,24838,32403,726,763,4659,5615,594128,709248,60235,88518,6853,8122,26144,34032,1260,1398,51153,65539,48091,61424,1683,2333,595,754,262,340,83,131,439,557,48471,61911,1868,2582,784,997,394,483,130,199
N,8,2006,73,1597431,710087,887344,619495,756592,57235,86567,4131,5150,23727,32281,717,817,4782,5937,623500,761462,58242,87994,7065,8814,25139,33952,1307,1579,663076,825214,575319,698327,55678,84328,3568,4446,23491,31973,626,723,4394,5417,578982,702735,56526,85530,6331,7874,24804,33532,1169,1427,47011,62130,44176,58265,1557,2239,563,704,236,308,91,94,388,520,44518,58727,1716,2464,734,940,335,420,138,152
N,8,2006,74,1567613,690689,876924,606792,754164,53024,81413,3889,4846,21893,30038,658,782,4433,5681,610489,758885,53976,82795,6668,8418,23155,31579,1201,1424,645186,816596,563831,697485,51625,79320,3383,4186,21682,29729,578,675,4087,5201,567220,701795,52438,80478,5985,7556,22869,31151,1088,1261,45503,60328,42961,56679,1399,2093,506,660,211,309,80,107,346,480,43269,57090,1538,2317,683,862,286,428,113,163
N,8,2006,75,1518540,662305,856235,587449,742782,46557,74389,3499,4316,20136,28715,605,730,4059,5303,590854,747176,47443,75656,6004,7561,21333,30240,1122,1374,619017,798570,546583,688461,45231,72460,3000,3719,19964,28431,527,627,3712,4872,549679,692486,45971,73552,5350,6761,21073,29833,999,1223,43288,57665,40866,54321,1326,1929,499,597,172,284,78,103,347,431,41175,54690,1472,2104,654,800,260,407,123,151
N,8,2006,76,1527332,657911,869421,581428,752044,47961,77870,3615,4356,20298,29076,594,719,4015,5356,584819,756459,48783,79175,6137,7686,21481,30582,1066,1340,614922,810902,540882,696938,46593,75923,3130,3726,20108,28791,528,619,3681,4905,543978,700946,47288,77018,5479,6857,21209,30207,961,1193,42989,58519,40546,55106,1368,1947,485,630,190,285,66,100,334,451,40841,55513,1495,2157,658,829,272,375,105,147
N,8,2006,77,1410254,600187,810067,534139,705114,40884,69504,3084,3860,17926,26065,498,652,3656,4872,537226,709098,41683,70704,5397,6890,18943,27446,945,1253,562209,757322,498288,655499,39730,67716,2644,3286,17769,25783,430,564,3348,4474,501100,659153,40398,68746,4818,6142,18709,27047,847,1117,37978,52745,35851,49615,1154,1788,440,574,157,282,68,88,308,398,36126,49945,1285,1958,579,748,234,399,98,136
N,8,2006,78,1370022,575003,795019,513292,694396,38382,66865,2798,3677,16668,24771,463,580,3400,4730,516228,698278,39027,68060,4928,6614,17649,26076,869,1154,539678,745157,479816,647486,37378,65116,2426,3178,16503,24523,417,510,3138,4344,482512,651049,37928,66130,4432,5940,17415,25731,787,1030,35325,49862,33476,46910,1004,1749,372,499,165,248,46,70,262,386,33716,47229,1099,1930,496,674,234,345,82,124
N,8,2006,79,1307254,541182,766072,483703,671166,35961,63747,2596,3453,15462,22630,382,624,3078,4452,486328,674845,36545,64793,4586,6322,16302,23840,732,1178,509447,720588,453647,628303,35025,62235,2250,2982,15333,22412,345,548,2847,4108,456065,631682,35528,63140,4134,5687,16110,23550,659,1058,31735,45484,30056,42863,936,1512,346,471,129,218,37,76,231,344,30263,43163,1017,1653,452,635,192,290,73,120
N,8,2006,80,1216871,492948,723923,441206,635866,32683,59142,2262,3139,13598,21075,350,522,2849,4179,443651,639292,33266,60195,4081,5790,14394,22199,654,995,463983,681298,413764,595678,31807,57745,1991,2705,13493,20866,295,464,2633,3840,416022,598827,32306,58637,3701,5208,14229,21901,576,899,28965,42625,27442,40188,876,1397,271,434,105,209,55,58,216,339,27629,40465,960,1558,380,582,165,298,78,96
N,8,2006,81,1166791,463107,703684,414156,619569,30536,57024,2122,3027,13388,19653,308,461,2597,3950,416352,622846,31071,58046,3747,5546,14147,20662,612,915,436574,663418,389004,581643,29802,55640,1844,2624,13266,19454,274,404,2384,3653,391021,584664,30258,56511,3353,5019,13967,20392,551,823,26533,40266,25152,37926,734,1384,278,403,122,199,34,57,213,297,25331,38182,813,1535,394,527,180,270,61,92
N,8,2006,82,1076911,419744,657167,376421,582860,26768,50157,1998,2722,12012,17379,305,412,2240,3637,378337,585926,27267,50989,3425,5099,12621,18314,542,810,395858,621399,353778,549091,26090,48994,1737,2366,11909,17225,268,358,2076,3365,355554,551936,26499,49705,3092,4624,12486,18081,489,713,23886,35768,22643,33769,678,1163,261,356,103,154,37,54,164,272,22783,33990,768,1284,333,475,135,233,53,97
N,8,2006,83,968364,374008,594356,335556,527397,23758,45425,1637,2445,10795,15445,240,381,2022,3263,337240,530103,24181,46252,2912,4599,11358,16276,505,719,352387,562946,315004,497721,23202,44379,1415,2149,10708,15322,207,339,1851,3036,316547,500238,23562,45084,2595,4202,11231,16097,450,655,21621,31410,20552,29676,556,1046,222,296,87,123,33,42,171,227,20693,29865,619,1168,317,397,127,179,55,64
N,8,2006,84,892251,338600,553651,303923,492745,21342,41312,1536,2217,9740,13982,211,325,1848,3070,305513,495307,21756,42052,2686,4258,10260,14720,435,690,319773,524726,286043,465452,20810,40374,1360,1942,9672,13834,183,282,1705,2842,287512,467814,21158,41015,2453,3883,10151,14515,385,612,18827,28925,17880,27293,532,938,176,275,68,148,28,43,143,228,18001,27493,598,1037,233,375,109,205,50,78
N,8,2006,85,796385,297039,499346,268665,447485,17416,35015,1229,2024,7981,11895,177,255,1571,2672,270006,449734,17747,35688,2205,3803,8453,12552,361,544,281235,473933,253684,423486,16962,34172,1054,1789,7931,11804,149,221,1455,2461,254930,425558,17248,34736,1971,3476,8368,12402,318,475,15804,25413,14981,23999,454,843,175,235,50,91,28,34,116,211,15076,24176,499,952,234,327,85,150,43,69
N,8,2006,86,713722,260216,453506,233484,402595,16705,34776,1067,1922,7391,11427,166,242,1403,2544,234642,404675,17029,35443,1938,3613,7816,12042,345,535,246326,430039,220302,380546,16315,33894,928,1703,7345,11328,140,214,1296,2354,221372,382470,16583,34471,1750,3309,7741,11893,309,485,13890,23467,13182,22049,390,882,139,219,46,99,26,28,107,190,13270,22205,446,972,188,304,75,149,36,50
N,8,2006,87,542801,193339,349462,173101,310596,12464,26491,833,1469,5774,8682,122,217,1045,2007,173979,312277,12695,26953,1499,2816,6077,9158,242,453,183015,331967,163353,294105,12162,25898,704,1307,5720,8607,105,183,971,1867,164170,295681,12363,26294,1338,2590,5999,9047,214,395,10324,17495,9748,16491,302,593,129,162,54,75,17,34,74,140,9809,16596,332,659,161,226,78,111,28,58
N,8,2006,88,501501,176749,324752,160297,291122,10169,22771,749,1348,4524,7526,128,212,882,1773,161058,292593,10355,23222,1327,2551,4749,7930,245,432,167676,308776,151685,276033,9922,22217,651,1218,4480,7461,114,197,824,1650,152399,277405,10089,22615,1199,2351,4685,7839,222,396,9073,15976,8612,15089,247,554,98,130,44,65,14,15,58,123,8659,15188,266,607,128,200,64,91,23,36
N,8,2006,89,404843,139880,264963,126195,236546,8314,19081,581,1105,3900,6512,119,148,771,1571,126849,237865,8497,19480,1057,2184,4128,6864,205,314,132852,252093,119545,224396,8104,18660,513,993,3882,6462,91,126,717,1456,120156,225622,8262,19008,969,2023,4091,6779,163,272,7028,12870,6650,12150,210,421,68,112,18,50,28,22,54,115,6693,12243,235,472,88,161,37,85,42,42
N,8,2006,90,336590,112238,224352,101201,200370,6797,15896,463,983,3108,5561,84,150,585,1392,101718,201546,6916,16246,820,1925,3274,5872,170,299,106405,213127,95674,189756,6624,15529,412,916,3081,5504,73,123,541,1299,96153,190858,6730,15830,744,1812,3236,5792,145,260,5833,11225,5527,10614,173,367,51,67,27,57,11,27,44,93,5565,10688,186,416,76,113,38,80,25,39
N,8,2006,91,287485,93677,193808,84127,172066,5982,14983,390,880,2578,4566,48,105,552,1208,84585,173062,6115,15333,747,1721,2724,4811,116,233,88655,183942,79373,162742,5842,14655,333,796,2559,4533,35,103,513,1113,79799,163656,5957,14956,676,1597,2691,4750,96,216,5022,9866,4754,9324,140,328,57,84,19,33,13,2,39,95,4786,9406,158,377,71,124,33,61,20,17
N,8,2006,92,233240,73436,159804,65460,141111,5016,12981,295,836,2161,3779,61,91,443,1006,65834,141965,5127,13183,585,1549,2291,4002,110,193,69144,150972,61372,132758,4913,12673,263,759,2144,3750,51,79,401,953,61712,133567,5005,12859,528,1446,2263,3955,94,173,4292,8832,4088,8353,103,308,32,77,17,29,10,12,42,53,4122,8398,122,324,57,103,28,47,16,20
N,8,2006,93,183456,55701,127755,49523,112436,3916,10766,279,633,1617,2937,34,60,332,923,49801,113215,4011,11019,471,1258,1721,3120,69,163,52341,120318,46347,105398,3816,10540,244,579,1598,2901,27,47,309,853,46607,106121,3899,10758,426,1176,1693,3064,56,140,3360,7437,3176,7038,100,226,35,54,19,36,7,13,23,70,3194,7094,112,261,45,82,28,56,13,23
N,8,2006,94,144031,42500,101531,37437,89290,3201,8617,258,607,1283,2277,44,86,277,654,37674,89835,3277,8777,444,1051,1355,2417,73,162,39801,95539,34899,83630,3131,8414,221,560,1270,2262,38,77,242,596,35110,84128,3186,8542,392,976,1330,2391,60,139,2699,5992,2538,5660,70,203,37,47,13,15,6,9,35,58,2564,5707,91,235,52,75,25,26,13,23
N,8,2006,95,107589,30357,77232,26565,67838,2348,6528,157,443,1021,1819,26,54,240,550,26754,68307,2416,6673,292,817,1096,1950,72,126,28276,72527,24604,63381,2290,6382,140,397,1010,1803,19,49,213,515,24776,63821,2342,6510,264,758,1073,1921,57,111,2081,4705,1961,4457,58,146,17,46,11,16,7,5,27,35,1978,4486,74,163,28,59,23,29,15,15
N,8,2006,96,83932,23042,60890,19789,52485,2143,6247,148,368,783,1306,19,43,160,441,19924,52851,2190,6383,229,662,842,1400,49,94,21395,57130,18237,48934,2098,6120,125,343,778,1292,15,33,142,408,18357,49273,2141,6234,199,619,826,1380,40,78,1647,3760,1552,3551,45,127,23,25,5,14,4,10,18,33,1567,3578,49,149,30,43,16,20,9,16
N,8,2006,97,56274,14869,41405,12948,36306,1181,3630,101,272,505,843,16,26,118,328,13047,36581,1214,3720,170,482,546,920,33,75,13776,38771,11905,33817,1159,3544,88,249,504,840,13,19,107,302,11994,34070,1186,3625,154,451,540,907,28,61,1093,2634,1043,2489,22,86,13,23,1,3,3,7,11,26,1053,2511,28,95,16,31,6,13,5,14
N,8,2006,98,45268,11327,33941,9758,29740,1032,3115,61,174,373,635,11,23,92,254,9830,29948,1060,3194,114,334,407,698,28,57,10384,31874,8887,27792,1004,3053,47,165,361,621,8,16,77,227,8949,27981,1025,3123,96,313,387,670,23,42,943,2067,871,1948,28,62,14,9,12,14,3,7,15,27,881,1967,35,71,18,21,20,28,5,15
N,8,2006,99,28454,6946,21508,5896,18443,674,2193,41,179,258,485,13,25,64,183,5947,18595,700,2245,76,317,277,518,23,52,6384,20065,5372,17082,659,2155,31,164,254,479,12,21,56,164,5417,17221,679,2200,63,291,270,506,18,43,562,1443,524,1361,15,38,10,15,4,6,1,4,8,19,530,1374,21,45,13,26,7,12,5,9
N,8,2006,100,54416,12476,41940,9871,34627,1666,5275,154,401,450,1007,45,78,290,552,10061,35034,1802,5521,312,709,594,1196,122,198,10830,38540,8527,31565,1548,5155,96,341,428,976,28,55,203,448,8663,31902,1632,5343,204,600,513,1114,72,141,1646,3400,1344,3062,118,120,58,60,22,31,17,23,87,104,1398,3132,170,178,108,109,81,82,50,57
N,9,2006,999,293957467,143806262,150151205,116408860,119526915,17152659,19828066,1411689,1440154,6276960,6708014,261108,257724,2294986,2390332,118406693,121589250,18071081,20803919,2164977,2258528,7136843,7580480,491177,496943,121372197,128818374,95601364,99851316,16364336,18984468,1078735,1137574,6141299,6568205,200856,202569,1985607,2074242,97323186,101634065,17138130,19811470,1722504,1843444,6911756,7347517,398851,408256,22434065,21332831,20807496,19675599,788323,843598,332954,302580,135661,139809,60252,55155,309379,316090,21083507,19955185,932951,992449,442473,415084,225087,232963,92326,88687
N,9,2006,0,4198121,2147535,2050586,1621534,1542637,331865,323552,21878,21190,94818,89007,4464,3941,72976,70259,1688899,1607337,375752,365930,27759,26924,121892,114984,6977,6418,1625240,1549969,1143665,1084485,306769,299107,18868,18246,90904,85397,2937,2616,62097,60118,1200953,1139728,344333,335586,23329,22738,114352,107932,4999,4727,522295,500617,477869,458152,25096,24445,3010,2944,3914,3610,1527,1325,10879,10141,487946,467609,31419,30344,4430,4186,7540,7052,1978,1691
N,9,2006,1,4114873,2105795,2009078,1594615,1516253,321433,311747,21141,20863,93718,88338,4372,3955,70516,67922,1659661,1578871,363609,352492,26943,26473,119911,113609,6890,6347,1601133,1526550,1131601,1073662,298101,289301,18232,18022,90131,84870,2928,2627,60140,58068,1187011,1127077,334261,324348,22643,22371,112913,106807,5018,4666,504662,482528,463014,442591,23332,22446,2909,2841,3587,3468,1444,1328,10376,9854,472650,451794,29348,28144,4300,4102,6998,6802,1872,1681
N,9,2006,2,4092517,2093332,1999185,1596545,1520335,310945,301378,20790,19946,92327,87753,4123,3754,68602,66019,1659961,1581410,351775,340660,26386,25589,118129,112301,6436,5943,1608612,1533867,1145632,1087731,293907,285005,18010,17218,89273,84762,2918,2640,58872,56511,1199868,1139839,329179,318889,22359,21556,111820,106185,4869,4488,484720,465318,450913,432604,17038,16373,2780,2728,3054,2991,1205,1114,9730,9508,460093,441571,22596,21771,4027,4033,6309,6116,1567,1455
N,9,2006,3,4062649,2078457,1984192,1591657,1515310,304745,295779,20267,19632,91040,86556,3909,3510,66839,63405,1653446,1573927,344704,333736,25886,25025,115738,109743,6251,5822,1607391,1532708,1149730,1091630,291571,283179,17526,16899,88589,84155,2926,2636,57049,54209,1202348,1141649,325922,315974,21840,21110,110128,104255,4795,4464,471066,451484,441927,423680,13174,12600,2741,2733,2451,2401,983,874,9790,9196,451098,432278,18782,17762,4046,3915,5610,5488,1456,1358
N,9,2006,4,4023790,2056543,1967247,1576608,1502548,305572,297620,19926,19347,86970,82983,3493,3353,63974,61396,1635602,1559206,344042,334640,25471,24630,109742,104812,6308,6016,1599537,1528699,1145304,1088687,294532,286963,17343,16891,85111,81145,2769,2661,54478,52352,1195519,1136949,327623,318863,21675,21029,104860,100093,4864,4666,457006,438548,431304,413861,11040,10657,2583,2456,1859,1838,724,692,9496,9044,440083,422257,16419,15777,3796,3601,4882,4719,1444,1350
N,9,2006,5,4072034,2080161,1991873,1593093,1519704,313272,304763,19846,19392,87505,83468,3334,3273,63111,61273,1651315,1576230,351312,341727,25248,24867,109925,105124,6081,5891,1629653,1560096,1168431,1112953,301699,293596,17328,16871,85570,81755,2636,2601,53989,52320,1218180,1161147,334608,325444,21567,21140,105061,100654,4718,4584,450508,431777,424662,406751,11573,11167,2518,2521,1935,1713,698,672,9122,8953,433135,415083,16704,16283,3681,3727,4864,4470,1363,1307
N,9,2006,6,3960422,2026622,1933800,1551153,1472631,302724,294530,22370,21462,81236,78249,3918,3783,65221,63145,1610751,1530324,338363,329453,33182,32010,104922,100891,8274,7876,1594813,1523277,1152917,1094385,287324,279835,17302,16593,78503,75655,2866,2766,55901,54043,1204073,1143829,318286,310073,25715,24757,99190,95446,6273,5988,431809,410523,398236,378246,15400,14695,5068,4869,2733,2594,1052,1017,9320,9102,406678,386495,20077,19380,7467,7253,5732,5445,2001,1888
N,9,2006,7,3870520,1979464,1891056,1515822,1439113,292387,283635,23935,23082,76954,77123,4428,4185,65938,63918,1575655,1497114,326354,316949,38323,36966,101027,100183,9878,9278,1573064,1501902,1146927,1086528,274952,266695,17272,16712,73781,74017,3148,2955,56984,54995,1198782,1136622,304842,295821,28588,27514,94880,94176,7486,6997,406400,389154,368895,352585,17435,16940,6663,6370,3173,3106,1280,1230,8954,8923,376873,360492,21512,21128,9735,9452,6147,6007,2392,2281
N,9,2006,8,3899497,1993030,1906467,1523424,1448005,298985,290132,24136,23139,78507,79012,4374,4159,63604,62020,1581106,1504214,331628,322411,38095,36635,101590,101304,9681,9191,1588268,1519974,1155403,1097331,281774,273363,17535,16888,75441,76028,3152,2963,54963,53401,1205367,1145851,310449,301657,28466,27426,95713,95518,7467,6999,404762,386493,368021,350674,17211,16769,6601,6251,3066,2984,1222,1196,8641,8619,375739,358363,21179,20754,9629,9209,5877,5786,2214,2192
N,9,2006,9,3898155,1992676,1905479,1525648,1450512,298255,288690,23687,23031,80455,80325,4373,4044,60258,58877,1580153,1503709,328756,318540,37250,36163,102573,101940,9410,9083,1590412,1521906,1159249,1101672,281246,272348,17249,16737,77451,77417,3150,2892,52067,50840,1206467,1147702,308045,298474,27918,27075,96900,96466,7213,6961,402264,383573,366399,348840,17009,16342,6438,6294,3004,2908,1223,1152,8191,8037,373686,356007,20711,20066,9332,9088,5673,5474,2197,2122
N,9,2006,10,3972615,2031344,1941271,1558769,1479700,302322,294832,24327,23358,82266,81686,4439,4246,59221,57449,1612272,1531440,331708,323727,38170,36647,104029,102764,9641,9218,1627507,1555535,1190604,1128122,285474,278630,17717,17140,79253,78849,3201,3061,51258,49733,1237012,1173039,311231,304118,28706,27725,98473,97291,7438,7079,403837,385736,368165,351578,16848,16202,6610,6218,3013,2837,1238,1185,7963,7716,375260,358401,20477,19609,9464,8922,5556,5473,2203,2139
N,9,2006,11,4057427,2078091,1979336,1590937,1507790,317915,307523,24467,23621,82127,80188,4569,4352,58076,55862,1643075,1557817,346312,335354,38456,36989,103533,100568,9841,9350,1670990,1590940,1219412,1153669,300785,290986,17925,17360,79263,77377,3294,3161,50311,48387,1264666,1197093,325682,315415,29131,28095,98216,95327,7585,7218,407101,388396,371525,354121,17130,16537,6542,6261,2864,2811,1275,1191,7765,7475,378409,360724,20630,19939,9325,8894,5317,5241,2256,2132
N,9,2006,12,4081063,2088686,1992377,1594092,1512765,326976,318746,25214,24392,82342,77965,4649,4437,55413,54072,1643677,1561073,353590,345270,39239,38043,102745,97525,9810,9343,1687867,1609241,1228325,1163794,310037,302021,18725,18081,79440,75165,3423,3282,47917,46898,1271256,1205762,333216,325260,30003,29142,97548,92458,7674,7301,400819,383136,365767,348971,16939,16725,6489,6311,2902,2800,1226,1155,7496,7174,372421,355311,20374,20010,9236,8901,5197,5067,2136,2042
N,9,2006,13,4159229,2129786,2029443,1623985,1539668,339054,329422,25896,25365,82628,78388,4570,4434,53653,52166,1671916,1586146,364027,354254,40024,39413,102687,97251,9576,9369,1731047,1648420,1260095,1192301,321978,312953,19279,18931,79821,75729,3371,3317,46503,45189,1301734,1232640,343835,334699,30715,30329,97556,92392,7499,7368,398739,381023,363890,347367,17076,16469,6617,6434,2807,2659,1199,1117,7150,6977,370182,353506,20192,19555,9309,9084,5131,4859,2077,2001
N,9,2006,14,4238867,2166032,2072835,1656647,1575957,342298,335804,27076,26682,83080,78491,4758,4454,52173,51447,1703084,1621568,365698,359481,41613,41119,102757,97375,9806,9445,1769599,1692931,1294332,1229819,325783,319424,20399,20147,80281,75737,3560,3312,45244,44492,1334607,1269301,346196,340055,32284,31916,97822,92428,7736,7450,396433,379904,362315,346138,16515,16380,6677,6535,2799,2754,1198,1142,6929,6955,368477,352267,19502,19426,9329,9203,4935,4947,2070,1995
N,9,2006,15,4273561,2180318,2093243,1670805,1594367,343762,339623,27245,26881,82505,77627,4719,4508,51282,50237,1716304,1638805,365965,361742,42063,41552,102134,96422,9896,9602,1793445,1721637,1317520,1255982,327332,323476,20670,20379,79833,74967,3565,3379,44525,43454,1357082,1294442,346705,342727,32845,32365,97279,91618,7864,7633,386873,371606,353285,338385,16430,16147,6575,6502,2672,2660,1154,1129,6757,6783,359222,344363,19260,19015,9218,9187,4855,4804,2032,1969
